Title,Artist,UG_link
"""Love in This Club""",Usher featuring Young Jeezy,https://tabs.ultimate-guitar.com/tab/boyce-avenue/love-in-this-club-chords-1059452
"""Closer""",Ne-Yo,https://tabs.ultimate-guitar.com/tab/michael-w-smith/draw-me-close-chords-153877
"""So What""",Pink,https://tabs.ultimate-guitar.com/tab/pink-floyd/what-do-you-want-from-me-chords-457765
"""Independent""",Webbie featuring Lil Boosie and Lil Phat,https://tabs.ultimate-guitar.com/tab/lit/my-own-worst-enemy-chords-740202
"""Can't Believe It""",T-Pain featuring Lil Wayne,https://tabs.ultimate-guitar.com/tab/flo-rida/cant-believe-it-chords-4346162
"""Sweetest Girl (Dollar Bill)""","Wyclef Jean featuring Akon, Lil Wayne and Niia",https://tabs.ultimate-guitar.com/tab/shakira/hips-dont-lie-chords-366232
"""In the Ayer""",Flo Rida featuring will.i.am,https://tabs.ultimate-guitar.com/tab/john-mayer/in-the-blood-chords-1980523
"""Say""",John Mayer,https://tabs.ultimate-guitar.com/tab/john-mayer/st-patricks-day-chords-123811
"""Get Like Me""",David Banner featuring Chris Brown and Yung Joc,https://tabs.ultimate-guitar.com/tab/elevation-worship/praise-chords-4780226
"""The Time of My Life""",David Cook,https://tabs.ultimate-guitar.com/tab/misc-cartoons/the-book-of-life-i-love-you-too-much-chords-1694978
"""I Luv Your Girl""",The-Dream,https://tabs.ultimate-guitar.com/tab/misc-television/the-golden-girls-thank-you-for-being-a-friend-chords-1178448
"""Good Life""",Kanye West featuring T-Pain,https://tabs.ultimate-guitar.com/tab/kanye-west/hell-of-a-life-chords-3788738
"""My Life""",The Game featuring Lil Wayne,https://tabs.ultimate-guitar.com/tab/misc-computer-games/drawn-to-life-the-next-chapter-light-of-my-life-chords-2486085
"""Into the Night""",Santana featuring Chad Kroeger,https://tabs.ultimate-guitar.com/tab/yoasobi/racing-into-the-night-chords-3309446
"""She Got It""",2 Pistols featuring T-Pain and Tay Dizm,https://tabs.ultimate-guitar.com/tab/the-rolling-stones/paint-it-black-chords-606572
