Title,Artist,UG_link
"""Psycho""",Post Malone featuring Ty Dolla Sign,https://tabs.ultimate-guitar.com/tab/ty-dolla-ign/spicy-chords-3394187
"""I Like It""","Cardi B, Bad Bunny and J Balvin",https://tabs.ultimate-guitar.com/tab/bob-dylan/like-a-rolling-stone-chords-371756
"""The Middle""","Zedd, Maren Morris and Grey",https://tabs.ultimate-guitar.com/tab/misc-soundtrack/the-hunger-games-the-ballad-of-songbirds-and-snakes-the-ballad-of-lucy-gray-baird-chords-5034493
"""Finesse""",Bruno Mars featuring Cardi B,https://tabs.ultimate-guitar.com/tab/cardi-b/please-me-chords-2606601
"""Boo'd Up""",Ella Mai,https://tabs.ultimate-guitar.com/tab/plies/bood-up-remix-chords-2400029
"""Never Be the Same""",Camila Cabello,https://tabs.ultimate-guitar.com/tab/clinton-utterbach/blessed-be-the-name-of-the-lord-chords-1433752
"""Yes Indeed""",Lil Baby and Drake,https://tabs.ultimate-guitar.com/tab/drake/girls-want-girls-chords-3859457
"""No Limit""",G-Eazy featuring ASAP Rocky and Cardi B,https://tabs.ultimate-guitar.com/tab/america/a-horse-with-no-name-chords-59609
"""Fefe""",6ix9ine featuring Nicki Minaj and Murda Beatz,https://tabs.ultimate-guitar.com/tab/6ix9ine/trollz-chords-3196253
"""Youngblood""",5 Seconds of Summer,https://tabs.ultimate-guitar.com/tab/5-seconds-of-summer/teeth-chords-2801333
"""Pray for Me""",The Weeknd and Kendrick Lamar,https://tabs.ultimate-guitar.com/tab/deftones/be-quiet-and-drive-far-away-chords-65641
"""Back to You""",Selena Gomez,https://tabs.ultimate-guitar.com/tab/selena-gomez/lose-you-to-love-me-chords-2865605
"""Walk It Talk It""",Migos featuring Drake,https://tabs.ultimate-guitar.com/tab/rod-stewart/i-dont-want-to-talk-about-it-chords-937029
"""Him & I""",G-Eazy and Halsey,https://tabs.ultimate-guitar.com/tab/james-arthur/can-i-be-him-chords-1898933
"""All the Stars""",Kendrick Lamar and SZA,https://tabs.ultimate-guitar.com/tab/kendrick-lamar/luther-chords-5540346
"""Wait""",Maroon 5,https://tabs.ultimate-guitar.com/tab/maroon-5/she-will-be-loved-chords-202672
"""Big Bank""","YG featuring 2 Chainz, Nicki Minaj and Big Sean",https://tabs.ultimate-guitar.com/tab/a-great-big-world/say-something-chords-1416487
"""I Get the Bag""",Gucci Mane featuring Migos,https://tabs.ultimate-guitar.com/tab/the-smiths/please-please-please-let-me-get-what-i-want-chords-84209
"""No Brainer""","DJ Khaled featuring Justin Bieber, Chance the Rapper and Quavo",https://tabs.ultimate-guitar.com/tab/the-kid-laroi/stay-chords-3421793
"""Call Out My Name""",The Weeknd,https://tabs.ultimate-guitar.com/tab/neil-young/out-on-the-weekend-chords-212114
"""King's Dead""","Jay Rock, Kendrick Lamar, Future and James Blake",https://tabs.ultimate-guitar.com/tab/sleeping-with-sirens/scene-one-james-dean-and-audrey-hepburn-chords-1071469
"""Te Boté""","Nio García, Darell and Casper Mágico featuring Bad Bunny, Nicky Jam and 
Ozuna",https://tabs.ultimate-guitar.com/tab/lobo/me-and-you-and-a-dog-named-boo-chords-809688
"""X""",Nicky Jam and J Balvin,https://tabs.ultimate-guitar.com/tab/ricky-montgomery/line-without-a-hook-chords-1830299
"""Outside Today""",YoungBoy Never Broke Again,https://tabs.ultimate-guitar.com/tab/youngboy-never-broke-again/genie-chords-2404146
"""Mi Gente""",J Balvin and Willy William featuring Beyoncé,https://tabs.ultimate-guitar.com/tab/hank-williams/im-so-lonesome-i-could-cry-chords-261390
