Title,Artist,UG_link
"""Sugar""",Maroon 5,https://tabs.ultimate-guitar.com/tab/maroon-5/she-will-be-loved-chords-202672
"""Lean On""",Major Lazer and DJ Snake featuring MØ,https://tabs.ultimate-guitar.com/tab/don-mclean/american-pie-chords-187946
"""Where Are Ü Now""",Skrillex and Diplo (Jack Ü) featuring Justin Bieber,https://tabs.ultimate-guitar.com/tab/arctic-monkeys/do-i-wanna-know-chords-1398275
"""Post to Be""",Omarion featuring Chris Brown and Jhené Aiko,https://tabs.ultimate-guitar.com/tab/chris-brown/next-to-you-chords-1047290
"""G.D.F.R.""",Flo Rida featuring Sage the Gemini and Lookas,https://tabs.ultimate-guitar.com/tab/taylor-swift/safe-and-sound-chords-1118992
"""Time of Our Lives""",Pitbull and Ne-Yo,https://tabs.ultimate-guitar.com/tab/shirebound-and-busking/waltz-of-four-left-feet-chords-1802160
"""Only""","Nicki Minaj featuring Drake, Lil Wayne and Chris Brown",https://tabs.ultimate-guitar.com/tab/nick-drake/milk-and-honey-chords-4110304
"""Cool for the Summer""",Demi Lovato,https://tabs.ultimate-guitar.com/tab/the-vamps/somebody-to-you-chords-1478427
"""You Know You Like It""",DJ Snake and AlunaGeorge,https://tabs.ultimate-guitar.com/tab/adele/someone-like-you-chords-1006751
"""7/11""",Beyoncé,https://tabs.ultimate-guitar.com/tab/silent-sanctuary/14-chords-472605
"""The Heart Wants What It Wants""",Selena Gomez,https://tabs.ultimate-guitar.com/tab/backstreet-boys/i-want-it-that-way-chords-17665
"""All Eyes on You""",Meek Mill featuring Chris Brown and Nicki Minaj,https://tabs.ultimate-guitar.com/tab/aaron-shust/you-are-my-all-in-all-chords-1180272
"""She Knows""",Ne-Yo featuring Juicy J,https://tabs.ultimate-guitar.com/tab/sampha/no-one-knows-me-like-the-piano-chords-1963735
