Title,Artist,UG_link
"""Suit & Tie""",Justin Timberlake featuring Jay-Z,https://tabs.ultimate-guitar.com/tab/colter-wall/the-devil-wears-a-suit-and-tie-chords-1962237
"""Come & Get It""",Selena Gomez,https://tabs.ultimate-guitar.com/tab/nirvana/come-as-you-are-chords-77621
"""My Songs Know What You Did in the Dark (Light Em Up)""",Fall Out Boy,https://tabs.ultimate-guitar.com/tab/conan-gray/the-cut-that-always-bleeds-chords-3035493
"""Beauty and a Beat""",Justin Bieber featuring Nicki Minaj,https://tabs.ultimate-guitar.com/tab/celine-dion/beauty-and-the-beast-chords-41973
"""Love Somebody""",Maroon 5,https://tabs.ultimate-guitar.com/tab/maroon-5/this-love-chords-135021
"""Try""",Pink,https://tabs.ultimate-guitar.com/tab/punk-tory/desolation-chords-2962946
"""The Other Side""",Jason Derulo,https://tabs.ultimate-guitar.com/tab/misc-unsigned-bands/jason-castro-the-other-side-chords-682865
"""22""",Taylor Swift,https://tabs.ultimate-guitar.com/tab/taylor-swift/love-story-chords-730809
"""The Fox (What Does the Fox Say?)""",Ylvis,https://tabs.ultimate-guitar.com/tab/conan-gray/the-cut-that-always-bleeds-chords-3035493
"""Highway Don't Care""",Tim McGraw featuring Taylor Swift and Keith Urban,https://tabs.ultimate-guitar.com/tab/taylor-swift/safe-and-sound-chords-1118992
"""Sure Be Cool If You Did""",Blake Shelton,https://tabs.ultimate-guitar.com/tab/jimmy-barnes/id-die-to-be-with-you-tonight-chords-1103401
"""U.O.E.N.O.""",Rocko featuring Future and Rick Ross,https://tabs.ultimate-guitar.com/tab/j-rocks/lepaskan-diriku-chords-1732640
"""Next to Me""",Emeli Sandé,https://tabs.ultimate-guitar.com/tab/bruce-lee-band/dont-sit-next-to-me-just-because-im-asian-chords-163071
"""Bugatti""",Ace Hood featuring Future and Rick Ross,https://tabs.ultimate-guitar.com/tab/good-charlotte/lifestyles-of-the-rich-and-famous-chords-42215
"""Get Your Shine On""",Florida Georgia Line,https://tabs.ultimate-guitar.com/tab/florida-georgia-line/sippin-on-fire-chords-1681302
