Title,Artist,UG_link
"""Don't Let Me Down""",The Chainsmokers featuring Daya,https://tabs.ultimate-guitar.com/tab/the-beatles/let-it-be-chords-17427
"""This Is What You Came For""",Calvin Harris featuring Rihanna,https://tabs.ultimate-guitar.com/tab/gracie-abrams/this-is-what-the-drugs-are-for-chords-4659299
"""Me, Myself & I""",G-Eazy and Bebe Rexha,https://tabs.ultimate-guitar.com/tab/will-wood/i-me-myself-chords-3269804
"""Cold Water""",Major Lazer featuring Justin Bieber and MØ,https://tabs.ultimate-guitar.com/tab/justin-bieber/that-should-be-me-chords-932696
"""Just Like Fire""",P!nk,https://tabs.ultimate-guitar.com/tab/pnk/just-like-a-pill-chords-44348
"""Never Forget You""",Zara Larsson and MNEK,https://tabs.ultimate-guitar.com/tab/noisettes/never-forget-you-chords-840600
"""Let Me Love You""",DJ Snake featuring Justin Bieber,https://tabs.ultimate-guitar.com/tab/mario/let-me-love-you-chords-176961
"""Sucker for Pain""","Lil Wayne, Wiz Khalifa and Imagine Dragons with Logic and Ty Dolla Sign featuring X Ambassadors",https://tabs.ultimate-guitar.com/tab/deftones/be-quiet-and-drive-far-away-chords-65641
"""Lean On""",Major Lazer and DJ Snake featuring MØ,https://tabs.ultimate-guitar.com/tab/don-mclean/american-pie-chords-187946
"""I Know What You Did Last Summer""",Shawn Mendes and Camila Cabello,https://tabs.ultimate-guitar.com/tab/gotye/somebody-that-i-used-to-know-chords-1088165
"""All the Way Up""",Fat Joe and Remy Ma featuring French Montana and Infared,https://tabs.ultimate-guitar.com/tab/bob-dylan/knockin-on-heavens-door-chords-1961529
"""Cut It""",O.T. Genasis featuring Young Dolph,https://tabs.ultimate-guitar.com/tab/cat-stevens-yusuf-islam/if-you-want-to-sing-out-sing-out-chords-84503
