Title,Artist,UG_link
"""Single Ladies (Put a Ring on It)""",Beyoncé,https://tabs.ultimate-guitar.com/tab/squirrel-nut-zippers/put-a-lid-on-it-chords-2392893
"""I Know You Want Me (Calle Ocho)""",Pitbull,https://tabs.ultimate-guitar.com/tab/bonnie-raitt/i-cant-make-you-love-me-chords-39368
"""Party in the U.S.A.""",Miley Cyrus,https://tabs.ultimate-guitar.com/tab/miley-cyrus/the-climb-chords-786698
"""Run This Town""",Jay-Z featuring Rihanna and Kanye West,https://tabs.ultimate-guitar.com/tab/system-of-a-down/lonely-day-chords-275944
"""Sober""",Pink,https://tabs.ultimate-guitar.com/tab/celso-pina/cumbia-sobre-el-rio-chords-1657258
"""Mad""",Ne-Yo,https://tabs.ultimate-guitar.com/tab/lady-gaga/how-bad-do-u-want-me-chords-5699687
"""Good Girls Go Bad""",Cobra Starship featuring Leighton Meester,https://tabs.ultimate-guitar.com/tab/tammy-wynette/your-good-girls-gonna-go-bad-chords-1092488
"""So What""",Pink,https://tabs.ultimate-guitar.com/tab/pink-floyd/what-do-you-want-from-me-chords-457765
"""Crack a Bottle""","Eminem, Dr. Dre and 50 Cent",https://tabs.ultimate-guitar.com/tab/misc-mashups/lady-gaga-and-bruno-mars-die-with-a-smile-joji-glimpse-of-us-chords-5466309
"""If I Were a Boy""",Beyoncé,https://tabs.ultimate-guitar.com/tab/boyz-ii-men/on-bended-knee-chords-988229
"""Right Now (Na Na Na)""",Akon,https://tabs.ultimate-guitar.com/tab/the-itchyworms/akin-ka-na-lang-chords-266224
"""Throw It in the Bag""",Fabolous featuring The-Dream,https://tabs.ultimate-guitar.com/tab/bob-dylan/blowin-in-the-wind-chords-14835
"""How Do You Sleep?""",Jesse McCartney featuring Ludacris,https://tabs.ultimate-guitar.com/tab/john-lennon/how-do-you-sleep-chords-9310
"""3""",Britney Spears,https://tabs.ultimate-guitar.com/tab/britney-spears/baby-one-more-time-chords-279810
"""I Do Not Hook Up""",Kelly Clarkson,https://tabs.ultimate-guitar.com/tab/the-gaslight-anthem/i-do-not-hook-up-chords-855365
"""Never Say Never""",The Fray,https://tabs.ultimate-guitar.com/tab/creedence-clearwater-revival/have-you-ever-seen-the-rain-chords-56479
