Title,Artist,UG_link
"""Like That""","Future, Metro Boomin and Kendrick Lamar",https://tabs.ultimate-guitar.com/tab/kendrick-lamar/not-like-us-chords-5525658
"""Paint the Town Red""",Doja Cat,https://tabs.ultimate-guitar.com/tab/the-red-jumpsuit-apparatus/face-down-chords-411081
"""I Can Do It with a Broken Heart""",Taylor Swift,https://tabs.ultimate-guitar.com/tab/damiano-david/born-with-a-broken-heart-chords-5480295
"""Carnival""",¥$ (Kanye West and Ty Dolla Sign) featuring Rich the Kid and Playboi Carti,https://tabs.ultimate-guitar.com/tab/bob-dylan/knockin-on-heavens-door-chords-1961529
"""Wanna Be""",GloRilla and Megan Thee Stallion,https://tabs.ultimate-guitar.com/tab/5594298
"""Redrum""",21 Savage,https://tabs.ultimate-guitar.com/tab/metro-boomin/creepin-chords-4567355
"""Rich Baby Daddy""",Drake featuring Sexyy Red and SZA,https://tabs.ultimate-guitar.com/tab/sza/scorsese-baby-daddy-chords-5579082
"""Type Shit""","Future, Metro Boomin, Travis Scott, and Playboi Carti",https://tabs.ultimate-guitar.com/tab/travis-scott/fein-chords-5595996
"""All I Want for Christmas Is You""",Mariah Carey,https://tabs.ultimate-guitar.com/tab/u2/all-i-want-is-you-chords-57144
"""Rockin' Around the Christmas Tree""",Brenda Lee,https://tabs.ultimate-guitar.com/tab/neil-young/rockin-in-the-free-world-chords-88605
"""I Like the Way You Kiss Me""",Artemas,https://tabs.ultimate-guitar.com/tab/sixpence-none-the-richer/kiss-me-chords-2704
"""Where the Wild Things Are""",Luke Combs,https://tabs.ultimate-guitar.com/tab/the-beatles/here-comes-the-sun-chords-70711
"""Good Good""","Usher, Summer Walker and 21 Savage",https://tabs.ultimate-guitar.com/tab/ennio-morricone/the-good-the-bad-and-the-ugly-chords-3643049
"""Act II: Date @ 8""",4Batz and Drake,https://tabs.ultimate-guitar.com/tab/belle-and-sebastian/act-of-the-apostle-ii-chords-610826
"""Dance the Night""",Dua Lipa,https://tabs.ultimate-guitar.com/tab/the-mavericks/dance-the-night-away-chords-76225
