Title,Artist,UG_link
"""Buy U a Drank (Shawty Snappin')""",T-Pain featuring Yung Joc,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/aashiqui-2-chahun-main-ya-naa-chords-1735075
"""I Wanna Love You""",Akon featuring Snoop Dogg,https://tabs.ultimate-guitar.com/tab/etta-james/i-just-wanna-make-love-to-you-chords-1013167
"""Party Like a Rockstar""",Shop Boyz,https://tabs.ultimate-guitar.com/tab/jt-experience/party-like-a-rockstar-chords-479701
"""This Is Why I'm Hot""",Mims,https://tabs.ultimate-guitar.com/tab/ajj-andrew-jackson-jihad/this-is-why-im-hot-chords-976658
"""Bartender""",T-Pain featuring Akon,https://tabs.ultimate-guitar.com/tab/the-rolling-stones/paint-it-black-chords-606572
"""Pop, Lock & Drop It""",Huey,https://tabs.ultimate-guitar.com/tab/good-with-grenades/pop-lock-and-drop-dead-chords-2747109
"""Runaway Love""",Ludacris featuring Mary J. Blige,https://tabs.ultimate-guitar.com/tab/mary-j-blige/i-can-love-you-chords-3420458
"""I'm a Flirt""",R. Kelly featuring T.I. and T-Pain,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/aashiqui-2-chahun-main-ya-naa-chords-1735075
"""Face Down""",The Red Jumpsuit Apparatus,https://tabs.ultimate-guitar.com/tab/the-red-jumpsuit-apparatus/your-guardian-angel-chords-402209
"""Shortie Like Mine""",Bow Wow featuring Chris Brown and Johntá Austin,https://tabs.ultimate-guitar.com/tab/elevation-worship/praise-chords-4780226
"""It Ends Tonight""",The All-American Rejects,https://tabs.ultimate-guitar.com/tab/abba/the-winner-takes-it-all-chords-18447
"""I Tried""",Bone Thugs-n-Harmony featuring Akon,https://tabs.ultimate-guitar.com/tab/bone-thugs-n-harmony/the-weed-song-chords-3671330
"""Shawty""",Plies featuring T-Pain,https://tabs.ultimate-guitar.com/tab/t-pain/buy-u-a-drank-shawty-snappin-chords-601966
"""Let It Go""",Keyshia Cole featuring Missy Elliott and Lil' Kim,https://tabs.ultimate-guitar.com/tab/misc-cartoons/frozen-let-it-go-chords-1445224
"""Promise""",Ciara,https://tabs.ultimate-guitar.com/tab/misc-originals/clara-mcbroom-empty-promises-chords-3936599
"""Bed""",J. Holiday,https://tabs.ultimate-guitar.com/tab/ben-e-king/stand-by-me-chords-73005
"""Big Shit Poppin' (Do It)""",T.I.,https://tabs.ultimate-guitar.com/tab/jacks-big-music-show/i-can-do-it-chords-4314053
"""On the Hotline""",Pretty Ricky,https://tabs.ultimate-guitar.com/tab/bob-dylan/knockin-on-heavens-door-chords-1961529
"""That's That""",Snoop Dogg featuring R. Kelly,https://tabs.ultimate-guitar.com/tab/snoop-dogg/thats-my-nigga-chords-2257779
"""Same Girl""",R. Kelly featuring Usher,https://tabs.ultimate-guitar.com/tab/vince-gill/when-i-call-your-name-chords-950796
