Title,Artist,UG_link
"""Save Your Tears""",The Weeknd and Ariana Grande,https://tabs.ultimate-guitar.com/tab/creedence-clearwater-revival/have-you-ever-seen-the-rain-chords-56479
"""Leave the Door Open""",Silk Sonic (Bruno Mars and Anderson .Paak),https://tabs.ultimate-guitar.com/tab/bob-dylan/knockin-on-heavens-door-chords-1961529
"""What You Know Bout Love""",Pop Smoke,https://tabs.ultimate-guitar.com/tab/chet-baker/you-dont-know-what-love-is-chords-2353209
"""Industry Baby""",Lil Nas X and Jack Harlow,https://tabs.ultimate-guitar.com/tab/lil-nas-x/old-town-road-chords-2629284
"""Dakiti""",Bad Bunny and Jhay Cortez,https://tabs.ultimate-guitar.com/tab/julien-bam/bunny-bars-osterhase-chords-4584968
"""For the Night""",Pop Smoke featuring Lil Baby and DaBaby,https://tabs.ultimate-guitar.com/tab/led-zeppelin/over-the-hills-and-far-away-chords-780068
"""Back in Blood""",Pooh Shiesty featuring Lil Durk,https://tabs.ultimate-guitar.com/tab/lil-durk/shouldve-ducked-chords-3545888
"""You Right""",Doja Cat and the Weeknd,https://tabs.ultimate-guitar.com/tab/elton-john/can-you-feel-the-love-tonight-chords-10740
"""Beat Box 2"" / ""Beat Box 3""",SpotemGottem featuring Pooh Shiesty / SpotemGottem featuring DaBaby,https://tabs.ultimate-guitar.com/tab/poo-bear/hard-2-face-reality-chords-1494749
"""Laugh Now Cry Later""",Drake featuring Lil Durk,https://tabs.ultimate-guitar.com/tab/grace-jones/cry-now-laugh-later-chords-4070746
"""Way 2 Sexy""",Drake featuring Future and Young Thug,https://tabs.ultimate-guitar.com/tab/bob-dylan/rainy-day-women-12-and-35-chords-686589
"""Lil Bit""",Nelly and Florida Georgia Line,https://tabs.ultimate-guitar.com/tab/florida-georgia-line/cruise-chords-1161882
"""Kings & Queens""",Ava Max,https://tabs.ultimate-guitar.com/tab/kings-of-leon/use-somebody-chords-735326
"""All I Want for Christmas Is You""",Mariah Carey,https://tabs.ultimate-guitar.com/tab/u2/all-i-want-is-you-chords-57144
"""One Too Many""",Keith Urban and Pink,https://tabs.ultimate-guitar.com/tab/bob-dylan/one-too-many-mornings-chords-632353
"""Knife Talk""",Drake featuring 21 Savage and Project Pat,https://tabs.ultimate-guitar.com/tab/21-savage/pad-lock-chords-2800904
"""Just the Way""",Parmalee and Blanco Brown,https://tabs.ultimate-guitar.com/tab/bruno-mars/just-the-way-you-are-chords-970416
