Title,Artist,UG_link
"""Turn Down for What""",DJ Snake and Lil Jon,https://tabs.ultimate-guitar.com/tab/bon-jovi/ill-be-there-for-you-chords-330018
"""Maps""",Maroon 5,https://tabs.ultimate-guitar.com/tab/maroon-5/she-will-be-loved-chords-202672
"""Best Day of My Life""",American Authors,https://tabs.ultimate-guitar.com/tab/bright-eyes/first-day-of-my-life-chords-154240
"""Drunk in Love""",Beyoncé featuring Jay-Z,https://tabs.ultimate-guitar.com/tab/jordan-pruitt/in-love-for-a-day-chords-3132575
"""My Hitta""",YG featuring Jeezy and Rich Homie Quan,https://tabs.ultimate-guitar.com/tab/misc-cartoons/carole-and-tuesday-someday-ill-find-my-way-home-chords-2720850
"""Animals""",Maroon 5,https://tabs.ultimate-guitar.com/tab/maroon-5/she-will-be-loved-chords-202672
"""Lifestyle""",Rich Gang featuring Young Thug and Rich Homie Quan,https://tabs.ultimate-guitar.com/tab/misc-cartoons/rick-and-morty-goodbye-moonmen-chords-1751004
"""Leave the Night On""",Sam Hunt,https://tabs.ultimate-guitar.com/tab/lana-del-rey/let-the-light-in-chords-4697618
"""Do What U Want""",Lady Gaga featuring R. Kelly,https://tabs.ultimate-guitar.com/tab/lady-gaga/die-with-a-smile-chords-5389398
"""Believe Me""",Lil Wayne featuring Drake,https://tabs.ultimate-guitar.com/tab/lil-wayne/love-me-chords-1401481
"""23""","Mike WiLL Made-It featuring Miley Cyrus, Wiz Khalifa, and Juicy J",https://tabs.ultimate-guitar.com/tab/miley-cyrus/angels-like-you-chords-3097463
"""Studio""",ScHoolboy Q featuring BJ the Chicago Kid,https://tabs.ultimate-guitar.com/tab/maroon-5/she-will-be-loved-chords-202672
"""0 to 100 / The Catch Up""",Drake,https://tabs.ultimate-guitar.com/tab/u2/with-or-without-you-chords-835
"""Somethin' Bad""",Miranda Lambert and Carrie Underwood,https://tabs.ultimate-guitar.com/tab/miranda-lambert/gunpowder-and-lead-chords-532423
