Title,Artist,Duration_ms,Duration_s,Duration_min
We Belong Together,Mariah Carey,201400,201.4,3.36
Hollaback Girl,Gwen Stefani,199853,199.85,3.33
Let Me Love You,Mario,249120,249.12,4.15
Since U Been Gone,Kelly Clarkson,188960,188.96,3.15
"1, 2 Step",Ciara featuring Missy Elliott,203786,203.79,3.4
Gold Digger,Kanye West featuring Jamie Foxx,207626,207.63,3.46
Boulevard of Broken Dreams,Green Day,261266,261.27,4.35
Candy Shop,50 Cent featuring Olivia,209106,209.11,3.49
Don't Cha,The Pussycat Dolls featuring Busta Rhymes,245013,245.01,4.08
Behind These Hazel Eyes,Kelly Clarkson,198973,198.97,3.32
Disco Inferno,50 Cent,214226,214.23,3.57
You and Me,Lifehouse,195493,195.49,3.26
Don't Phunk with My Heart,The Black Eyed Peas,239773,239.77,4.0
Lose Control,Missy Elliott featuring Ciara and Fatman Scoop,226863,226.86,3.78
Shake It Off,Mariah Carey,232840,232.84,3.88
Mr. Brightside,The Killers,222973,222.97,3.72
Just a Lil Bit,50 Cent,237706,237.71,3.96
Pon de Replay,Rihanna,246960,246.96,4.12
How We Do,The Game featuring 50 Cent,257008,257.01,4.28
Beverly Hills,Weezer,196093,196.09,3.27
Oh,Ciara featuring Ludacris,256346,256.35,4.27
Lonely No More,Rob Thomas,226640,226.64,3.78
Drop It Like It's Hot,Snoop Dogg featuring Pharrell,266066,266.07,4.43
Hate It or Love It,The Game featuring 50 Cent,206400,206.4,3.44
Lovers & Friends,Lil Jon & the East Side Boyz featuring Usher and Ludacris,250373,250.37,4.17
Soldier,Destiny's Child featuring T.I. and Lil Wayne,335626,335.63,5.59
Breakaway,Kelly Clarkson,237000,237.0,3.95
Switch,Will Smith,196653,196.65,3.28
Let Me Hold You,Bow Wow featuring Omarion,248493,248.49,4.14
Like You,Bow Wow featuring Ciara,204693,204.69,3.41
Rich Girl,Gwen Stefani featuring Eve,236213,236.21,3.94
My Humps,The Black Eyed Peas,326960,326.96,5.45
Caught Up,Usher,224640,224.64,3.74
Listen to Your Heart,DHT featuring Edmee,271040,271.04,4.52
Scars,Papa Roach,208199,208.2,3.47
Feel Good Inc.,Gorillaz,222640,222.64,3.71
Let Me Go,3 Doors Down,243053,243.05,4.05
Holiday,Green Day,233026,233.03,3.88
"Sugar, We're Goin Down",Fall Out Boy,229093,229.09,3.82
