Title,Artist,Duration_ms,Duration_s,Duration_min
"""Let It Rock""",Kevin Rudolf featuring Lil Wayne,231173,231.17,3.85
"""Fire Burning""",Sean Kingston,239986,239.99,4.0
"""Whatcha Say""",Jason Derulo,221253,221.25,3.69
"""LoveGame""",Lady Gaga,216333,216.33,3.61
"""Waking Up in Vegas""",Katy Perry,199186,199.19,3.32
"""Birthday Sex""",Jeremih,226506,226.51,3.78
"""Sober""",Pink,251533,251.53,4.19
"""Womanizer""",Britney Spears,224400,224.4,3.74
"""Whatever You Like""",T.I.,249533,249.53,4.16
"""Obsessed""",Mariah Carey,242200,242.2,4.04
"""Mad""",Ne-Yo,254533,254.53,4.24
"""Good Girls Go Bad""",Cobra Starship featuring Leighton Meester,196413,196.41,3.27
"""Love Lockdown""",Kanye West,270306,270.31,4.51
"""So What""",Pink,215160,215.16,3.59
"""Hotel Room Service""",Pitbull,237640,237.64,3.96
"""Crack a Bottle""","Eminem, Dr. Dre and 50 Cent",222293,222.29,3.7
"""If I Were a Boy""",Beyoncé,249146,249.15,4.15
"""Turnin Me On""",Keri Hilson featuring Lil Wayne,247800,247.8,4.13
"""I Hate This Part""",Pussycat Dolls,218400,218.4,3.64
"""Gotta Be Somebody""",Nickelback,252653,252.65,4.21
"""Please Don't Leave Me""",Pink,231560,231.56,3.86
"""Paparazzi""",Lady Gaga,208306,208.31,3.47
"""Beautiful""",Akon featuring Colby O'Donis and Kardinal Offishall,312986,312.99,5.22
"""Viva la Vida""",Coldplay,242373,242.37,4.04
"""Right Now (Na Na Na)""",Akon,240746,240.75,4.01
"""Battlefield""",Jordin Sparks,241920,241.92,4.03
"""Sugar""",Flo Rida featuring Wynter,252933,252.93,4.22
"""Miss Independent""",Ne-Yo,232000,232.0,3.87
"""Fireflies""",Owl City,228346,228.35,3.81
"""New Divide""",Linkin Park,268613,268.61,4.48
"""Empire State of Mind""",Jay-Z featuring Alicia Keys,276920,276.92,4.62
"""No Surprise""",Daughtry,270640,270.64,4.51
"""She Wolf""",Shakira,188866,188.87,3.15
"""Break Up""",Mario featuring Gucci Mane and Sean Garrett,249026,249.03,4.15
"""Sweet Dreams""",Beyoncé,208066,208.07,3.47
"""Every Girl""",Young Money,315320,315.32,5.26
"""Fallin' for You""",Colbie Caillat,215320,215.32,3.59
"""Untouched""",The Veronicas,255360,255.36,4.26
"""If Today Was Your Last Day""",Nickelback,249066,249.07,4.15
"""Throw It in the Bag""",Fabolous featuring The-Dream,231573,231.57,3.86
"""Love Drunk""",Boys Like Girls,226706,226.71,3.78
"""I Love College""",Asher Roth,241933,241.93,4.03
"""If U Seek Amy""",Britney Spears,216520,216.52,3.61
"""Big Green Tractor""",Jason Aldean,204200,204.2,3.4
"""White Horse""",Taylor Swift,234515,234.51,3.91
"""Disturbia""",Rihanna,238626,238.63,3.98
"""21 Guns""",Green Day,321093,321.09,5.35
"""Turn My Swag On""",Soulja Boy Tell 'Em,206333,206.33,3.44
"""Rockin' That Thang""",The-Dream,221920,221.92,3.7
"""Chicken Fried""",Zac Brown Band,238146,238.15,3.97
"""Diva""",Beyoncé,200613,200.61,3.34
"""Replay""",Iyaz,182306,182.31,3.04
"""Then""",Brad Paisley,321640,321.64,5.36
"""Her Diamonds""",Rob Thomas,280000,280.0,4.67
"""How Do You Sleep?""",Jesse McCartney featuring Ludacris,208333,208.33,3.47
"""3""",Britney Spears,213173,213.17,3.55
"""Forever""","Drake featuring Kanye West, Lil Wayne and Eminem",357706,357.71,5.96
"""One Time""",Justin Bieber,215866,215.87,3.6
"""I Run to You""",Lady Antebellum,256013,256.01,4.27
"""I Do Not Hook Up""",Kelly Clarkson,200346,200.35,3.34
"""Green Light""",John Legend featuring André 3000,284186,284.19,4.74
"""People Are Crazy""",Billy Currington,231360,231.36,3.86
"""Whatever It Is""",Zac Brown Band,208213,208.21,3.47
"""Already Gone""",Kelly Clarkson,281560,281.56,4.69
"""Goodbye""",Kristinia DeBarge,208133,208.13,3.47
"""Say Hey (I Love You)""",Michael Franti & Spearhead featuring Cherine Anderson,235760,235.76,3.93
"""Pop Champagne""",Jim Jones featuring Ron Browz and Juelz Santana,215973,215.97,3.6
"""Pretty Wings""",Maxwell,310520,310.52,5.18
"""Never Say Never""",The Fray,256613,256.61,4.28
