Title,Artist,Duration_ms,Duration_s,Duration_min
"""Same Old Love""",Selena Gomez,229080,229.08,3.82
"""Controlla""",Drake,245226,245.23,4.09
"""Like I'm Gonna Lose You""",Meghan Trainor featuring John Legend,225053,225.05,3.75
"""One Call Away""",Charlie Puth,194453,194.45,3.24
"""Let It Go""",James Bay,260532,260.53,4.34
"""No""",Meghan Trainor,213506,213.51,3.56
"""Never Forget You""",Zara Larsson and MNEK,201122,201.12,3.35
"""Let Me Love You""",DJ Snake featuring Justin Bieber,205946,205.95,3.43
"""Don't Mind""",Kent Jones,198236,198.24,3.3
"""H.O.L.Y.""",Florida Georgia Line,194186,194.19,3.24
"""We Don't Talk Anymore""",Charlie Puth featuring Selena Gomez,217706,217.71,3.63
"""Into You""",Ariana Grande,244453,244.45,4.07
"""Gold""",Kiiara,225882,225.88,3.76
"""Exchange""",Bryson Tiller,194613,194.61,3.24
"""679""",Fetty Wap featuring Remy Boyz,196693,196.69,3.28
"""Oui""",Jeremih,238320,238.32,3.97
"""Hands to Myself""",Selena Gomez,200680,200.68,3.34
"""2 Phones""",Kevin Gates,240000,240.0,4.0
"""Starboy""",The Weeknd featuring Daft Punk,230453,230.45,3.84
"""For Free""",DJ Khaled featuring Drake,183695,183.69,3.06
"""Never Be Like You""",Flume featuring Kai,233337,233.34,3.89
"""In the Night""",The Weeknd,235653,235.65,3.93
"""Me Too""",Meghan Trainor,181240,181.24,3.02
"""Ex's & Oh's""",Elle King,202173,202.17,3.37
"""Die a Happy Man""",Thomas Rhett,227426,227.43,3.79
"""White Iverson""",Post Malone,256532,256.53,4.28
"""Close""",Nick Jonas featuring Tove Lo,234213,234.21,3.9
"""Unsteady""",X Ambassadors,193546,193.55,3.23
"""Sucker for Pain""","Lil Wayne, Wiz Khalifa and Imagine Dragons with Logic and Ty Dolla Sign 
featuring X Ambassadors",243490,243.49,4.06
"""Down in the DM""",Yo Gotti featuring Nicki Minaj,259072,259.07,4.32
"""Luv""",Tory Lanez,228640,228.64,3.81
"""Sorry""",Beyoncé,232560,232.56,3.88
"""Can't Feel My Face""",The Weeknd,213520,213.52,3.56
"""Hymn for the Weekend""",Coldplay,258266,258.27,4.3
"""Say It""",Tory Lanez,237786,237.79,3.96
"""Antidote""",Travis Scott,262693,262.69,4.38
"""Lost Boy""",Ruth B,276066,276.07,4.6
"""Side to Side""",Ariana Grande featuring Nicki Minaj,226160,226.16,3.77
"""Sit Still, Look Pretty""",Daya,207761,207.76,3.46
"""Wildest Dreams""",Taylor Swift,220440,220.44,3.67
"""Middle""",DJ Snake featuring Bipolar Sunshine,220573,220.57,3.68
"""On My Mind""",Ellie Goulding,213445,213.44,3.56
"""Pop Style""",Drake featuring Jay-Z and Kanye West[a],212946,212.95,3.55
"""When We Were Young""",Adele,290900,290.9,4.85
"""Hide Away""",Daya,191368,191.37,3.19
"""Lean On""",Major Lazer and DJ Snake featuring MØ,166138,166.14,2.77
"""I Know What You Did Last Summer""",Shawn Mendes and Camila Cabello,199440,199.44,3.32
"""All the Way Up""",Fat Joe and Remy Ma featuring French Montana and Infared,267093,267.09,4.45
"""Watch Me""",Silentó,185142,185.14,3.09
"""Back to Sleep""",Chris Brown,201253,201.25,3.35
"""No Limit""",Usher featuring Young Thug,228613,228.61,3.81
"""Cut It""",O.T. Genasis featuring Young Dolph,222600,222.6,3.71
"""Really Really""",Kevin Gates,232093,232.09,3.87
"""All In My Head (Flex)""",Fifth Harmony featuring Fetty Wap,210573,210.57,3.51
"""Starving""",Hailee Steinfeld and Grey featuring Zedd,181880,181.88,3.03
"""Adventure of a Lifetime""",Coldplay,263786,263.79,4.4
"""Humble and Kind""",Tim McGraw,259266,259.27,4.32
"""Wicked""",Future,173346,173.35,2.89
"""Tiimmy Turner""",Desiigner,239853,239.85,4.0
"""See You Again""",Wiz Khalifa featuring Charlie Puth,229525,229.53,3.83
"""Perfect""",One Direction,230333,230.33,3.84
