Title,Artist,Duration_ms,Duration_s,Duration_min
"""Get Into It (Yuh)""",Doja Cat,138293,138.29,2.3
"""Efecto""",Bad Bunny,213061,213.06,3.55
"""Rock and a Hard Place""",Bailey Zimmerman,207540,207.54,3.46
"""Doin' This""",Luke Combs,254173,254.17,4.24
"""Oh My God""",Adele,225148,225.15,3.75
"""Better Days""","Neiked, Mae Muller and Polo G",160656,160.66,2.68
"""Meet Me at Our Spot""",The Anxiety: Willow and Tyler Cole,162680,162.68,2.71
"""Fingers Crossed""",Lauren Spencer-Smith,175344,175.34,2.92
"""All Too Well (Taylor's Version)""",Taylor Swift,329160,329.16,5.49
"""Party""",Bad Bunny and Rauw Alejandro,237117,237.12,3.95
"""Después de la Playa""",Bad Bunny,230400,230.4,3.84
"""You Should Probably Leave""",Chris Stapleton,213493,213.49,3.56
"""Rockin' Around the Christmas Tree""",Brenda Lee,126266,126.27,2.1
"""Broadway Girls""",Lil Durk featuring Morgan Wallen,185600,185.6,3.09
"""Take My Name""",Parmalee,157906,157.91,2.63
"""What Happened to Virgil""",Lil Durk featuring Gunna,181393,181.39,3.02
"""Puffin on Zootiez""",Future,172933,172.93,2.88
"""Like I Love Country Music""",Kane Brown,234340,234.34,3.91
"""Jingle Bell Rock""",Bobby Helms,130973,130.97,2.18
"""Ojitos Lindos""",Bad Bunny and Bomba Estéreo,237117,237.12,3.95
"""Trouble with a Heartbreak""",Jason Aldean,196026,196.03,3.27
"""A Holly Jolly Christmas""",Burl Ives,135533,135.53,2.26
"""Kiss Me More""",Doja Cat featuring SZA,208666,208.67,3.48
"""She Likes It""",Russell Dickerson featuring Jake Scott,163311,163.31,2.72
"""Never Say Never""",Cole Swindell and Lainey Wilson,206106,206.11,3.44
"""Damn Strait""",Scotty McCreery,230226,230.23,3.84
"""She's All I Wanna Be""",Tate McRae,207120,207.12,3.45
"""Last Night Lonely""",Jon Pardi,182161,182.16,3.04
"""Flower Shops""",Ernest featuring Morgan Wallen,214405,214.41,3.57
"""To the Moon""",Jnr Choi and Sam Tompkins,152137,152.14,2.54
"""Unholy""",Sam Smith and Kim Petras,156943,156.94,2.62
"""One Mississippi""",Kane Brown,213718,213.72,3.56
"""Circles Around This Town""",Maren Morris,195760,195.76,3.26
