No.,Title,Artist,Lyrics_URL
1,"""Bad Day""",Daniel Powter,https://genius.com/Daniel-powter-bad-day-lyrics
2,"""Temperature""",Sean Paul,https://genius.com/Sean-paul-temperature-lyrics
3,"""Promiscuous""",Nelly Furtado featuring Timbaland,https://genius.com/Pop-genius-hits-of-the-2000s-top-64-annotated
4,"""You're Beautiful""",James Blunt,https://genius.com/James-blunt-youre-beautiful-lyrics
5,"""Hips Don't Lie""",Shakira featuring Wyclef Jean,https://genius.com/Genius-lists-spanglish-songs-list-of-songs-in-english-and-spanish-lista-de-canciones-en-espanol-e-ingles-annotated
6,"""Unwritten""",Natasha Bedingfield,https://genius.com/Natasha-bedingfield-unwritten-lyrics
7,"""Crazy""",Gnarls Barkley,https://genius.com/Gnarls-barkley-crazy-lyrics
8,"""Ridin'""",Chamillionaire featuring Krayzie Bone,https://genius.com/Rap-critic-rap-critic-reviews-ridin-by-chamillionaire-feat-krayzie-bone-lyrics
9,"""SexyBack""",Justin Timberlake featuring Timbaland,https://genius.com/Genius-turkce-ceviri-justin-timberlake-sexyback-ft-timbaland-turkce-ceviri-lyrics
10,"""Check on It""",Beyoncé featuring Slim Thug and Bun B,https://genius.com/Beyonce-check-on-it-lyrics
11,"""Be Without You""",Mary J. Blige,https://genius.com/Mary-j-blige-be-without-you-lyrics
12,"""Grillz""",Nelly featuring Paul Wall and Ali & Gipp,https://genius.com/Girl-talk-too-deep-lyrics
13,"""Over My Head (Cable Car)""",The Fray,https://genius.com/The-fray-over-my-head-cable-car-lyrics
14,"""Me & U""",Cassie,https://genius.com/Cassie-me-and-u-lyrics
15,"""Buttons""",Pussycat Dolls featuring Snoop Dogg,https://genius.com/Hitradio-o3-nummer-eins-hits-in-osterreich-2006-annotated
16,"""Run It!""",Chris Brown featuring Juelz Santana,https://genius.com/Girl-talk-friday-night-lyrics
17,"""So Sick""",Ne-Yo,https://genius.com/Ne-yo-so-sick-lyrics
18,"""It's Goin' Down""",Yung Joc featuring Nitti,https://genius.com/Yung-joc-its-goin-down-lyrics
19,"""SOS""",Rihanna,https://genius.com/Rihanna-sos-lyrics
20,"""I Write Sins Not Tragedies""",Panic! at the Disco,https://genius.com/Panic-at-the-disco-i-write-sins-not-tragedies-lyrics
21,"""Move Along""",The All-American Rejects,https://genius.com/The-all-american-rejects-move-along-lyrics
22,"""London Bridge""",Fergie,https://genius.com/Fergie-london-bridge-lyrics
23,"""Dani California""",Red Hot Chili Peppers,https://genius.com/Red-hot-chili-peppers-dani-california-lyrics
24,"""Snap Yo Fingers""",Lil Jon featuring E-40 and Sean Paul,https://genius.com/Lil-jon-snap-yo-fingers-lyrics
25,"""Lean wit It, Rock wit It""",Dem Franchize Boyz featuring Peanut and Charlay,https://genius.com/Billboard-hot-rap-songs-chart-25th-anniversary-top-100-songs-lyrics
26,"""What Hurts the Most""",Rascal Flatts,https://genius.com/Rascal-flatts-what-hurts-the-most-lyrics
27,"""How to Save a Life""",The Fray,https://genius.com/The-fray-how-to-save-a-life-lyrics
28,"""Unfaithful""",Rihanna,https://genius.com/Rihanna-unfaithful-lyrics
29,"""Chasing Cars""",Snow Patrol,https://genius.com/Snow-patrol-chasing-cars-lyrics
30,"""Lips of an Angel""",Hinder,https://genius.com/Hinder-lips-of-an-angel-lyrics
31,"""Everytime We Touch""",Cascada,https://genius.com/Cascada-everytime-we-touch-lyrics
32,"""Ain't No Other Man""",Christina Aguilera,https://genius.com/Christina-aguilera-aint-no-other-man-lyrics
33,"""Dance, Dance""",Fall Out Boy,https://genius.com/Fall-out-boy-dance-dance-lyrics
34,"""Gold Digger""",Kanye West featuring Jamie Foxx,https://genius.com/Apologetix-bone-digger-lyrics
35,"""Money Maker""",Ludacris featuring Pharrell,https://genius.com/Billboard-hot-rap-songs-chart-25th-anniversary-top-100-songs-lyrics
36,"""Ms. New Booty""",Bubba Sparxxx featuring Ying Yang Twins,https://genius.com/Bubba-sparxxx-ms-new-booty-lyrics
37,"""(When You Gonna) Give It Up to Me""",Sean Paul featuring Keyshia Cole,https://genius.com/Sean-paul-when-you-gonna-give-it-up-to-me-lyrics
38,"""Photograph""",Nickelback,https://genius.com/Nickelback-photograph-lyrics
39,"""Because of You""",Kelly Clarkson,https://genius.com/Kelly-clarkson-because-of-you-lyrics
40,"""Stickwitu""",Pussycat Dolls,https://genius.com/The-pussycat-dolls-stickwitu-lyrics
41,"""I'm 'n Luv (wit a Stripper)""",T-Pain featuring Mike Jones,https://genius.com/T-pain-im-n-luv-wit-a-stripper-feat-mike-jones-lyrics
42,"""My Humps""",The Black Eyed Peas,https://genius.com/Girl-talk-warm-it-up-lyrics
43,"""Where'd You Go""",Fort Minor featuring Holly Brook and Jonah Matranga,https://genius.com/Fort-minor-whered-you-go-lyrics
44,"""Yo (Excuse Me Miss)""",Chris Brown,https://genius.com/Chris-brown-yo-excuse-me-miss-lyrics
45,"""Walk Away""",Kelly Clarkson,https://genius.com/Kelly-clarkson-walk-away-lyrics
46,"""Laffy Taffy""",D4L,https://genius.com/D4l-laffy-taffy-lyrics
47,"""What You Know""",T.I.,https://genius.com/Ti-what-you-know-lyrics
48,"""Dirty Little Secret""",The All-American Rejects,https://genius.com/The-all-american-rejects-dirty-little-secret-lyrics
49,"""Savin' Me""",Nickelback,https://genius.com/Nickelback-savin-me-lyrics
50,"""Don't Forget About Us""",Mariah Carey,https://genius.com/Mariah-carey-dont-forget-about-us-lyrics
51,"""Sexy Love""",Ne-Yo,https://genius.com/Ne-yo-sexy-love-lyrics
52,"""U and Dat""",E-40 featuring T-Pain and Kandi Girl,https://genius.com/E-40-u-and-dat-lyrics
53,"""Far Away""",Nickelback,https://genius.com/Nickelback-far-away-lyrics
54,"""What's Left of Me""",Nick Lachey,https://genius.com/Nick-lachey-whats-left-of-me-lyrics
55,"""So What""",Field Mob featuring Ciara,https://genius.com/Field-mob-so-what-lyrics
56,"""Do It to It""",Cherish featuring Sean Paul of the YoungBloodZ,https://genius.com/Cherish-do-it-to-it-promo-only-clean-edit-lyrics
57,"""Black Horse and the Cherry Tree""",KT Tunstall,https://genius.com/Kt-tunstall-black-horse-and-the-cherry-tree-lyrics
58,"""There It Go (The Whistle Song)""",Juelz Santana,https://genius.com/Juelz-santana-there-it-go-the-whistle-song-lyrics
59,"""Shoulder Lean""",Young Dro featuring T.I.,https://genius.com/E-dubble-two-tone-rebel-lyrics
60,"""Unpredictable""",Jamie Foxx featuring Ludacris,https://genius.com/Nomorehashtaggang-got-the-bass-lyrics
61,"""My Love""",Justin Timberlake featuring T.I.,https://genius.com/Genius-brasil-traducoes-justin-timberlake-my-love-ft-ti-traducao-em-portugues-lyrics
62,"""Shake That""",Eminem featuring Nate Dogg,https://genius.com/Genius-russian-translations-eminem-shake-that-ft-nate-dogg-lyrics
63,"""Pullin' Me Back""",Chingy featuring Tyrese,https://genius.com/Chingy-pullin-me-back-lyrics
64,"""Bossy""",Kelis featuring Too Short,https://genius.com/Big-sean-kanye-west-and-jay-z-clique-lyrics
65,"""Chain Hang Low""",Jibbs,https://genius.com/Jibbs-chain-hang-low-lyrics
66,"""Smack That""",Akon featuring Eminem,https://genius.com/Two-friends-big-bootie-mix-volume-15-track-list-lyrics
67,"""One Wish""",Ray J,https://genius.com/Ray-j-one-wish-lyrics
68,"""Sugar, We're Goin Down""",Fall Out Boy,https://genius.com/Fall-out-boy-sugar-were-goin-down-lyrics
69,"""Gimme That""",Chris Brown featuring Lil Wayne,https://genius.com/Genius-traducciones-al-espanol-chris-brown-gimme-that-ft-lil-wayne-traduccion-al-espanol-lyrics
70,"""I Know You See It""",Yung Joc,https://genius.com/Yung-joc-i-know-you-see-it-lyrics
71,"""Who Says You Can't Go Home""",Bon Jovi featuring Jennifer Nettles,https://genius.com/Bon-jovi-and-jennifer-nettles-who-says-you-cant-go-home-lyrics
72,"""Too Little Too Late""",JoJo,https://genius.com/Jojo-too-little-too-late-lyrics
73,"""Touch It""",Busta Rhymes,https://genius.com/Busta-rhymes-touch-it-lyrics
74,"""Rompe""",Daddy Yankee,https://genius.com/Daddy-yankee-rompe-lyrics
75,"""Déjà Vu""",Beyoncé featuring Jay-Z,https://genius.com/Canton-jones-5-seconds-live-lyrics
76,"""Life Is a Highway""",Rascal Flatts,https://genius.com/Rascal-flatts-life-is-a-highway-lyrics
77,"""Call Me When You're Sober""",Evanescence,https://genius.com/Evanescence-call-me-when-youre-sober-lyrics
78,"""Jesus, Take the Wheel""",Carrie Underwood,https://genius.com/Carrie-underwood-jesus-take-the-wheel-lyrics
79,"""Show Stopper""",Danity Kane featuring Yung Joc,https://genius.com/Danity-kane-show-stopper-lyrics
80,"""Get Up""",Ciara featuring Chamillionaire,https://genius.com/Ciara-get-up-lyrics
81,"""We Be Burnin'""",Sean Paul,https://genius.com/Prezidential-candidates-im-goin-in-remix-lyrics
82,"""Hate Me""",Blue October,https://genius.com/Blue-october-hate-me-lyrics
83,"""You and Me""",Lifehouse,https://genius.com/Lifehouse-you-and-me-lyrics
84,"""Beep""",Pussycat Dolls featuring will.i.am,https://genius.com/The-pussycat-dolls-beep-lyrics
85,"""I Think They Like Me""","Dem Franchize Boyz featuring Jermaine Dupri, Da Brat and Bow Wow",https://genius.com/Dem-franchize-boyz-i-think-they-like-me-remix-lyrics
86,"""Say Goodbye""",Chris Brown,https://genius.com/Chris-brown-say-goodbye-lyrics
87,"""Waiting on the World to Change""",John Mayer,https://genius.com/John-mayer-waiting-on-the-world-to-change-lyrics
88,"""Soul Survivor""",Young Jeezy featuring Akon,https://genius.com/Scatta-g-the-recession-lyrics
89,"""Pump It""",The Black Eyed Peas,https://genius.com/Pat-guno-waititi-lyrics
90,"""When I'm Gone""",Eminem,https://genius.com/Eminem-when-im-gone-lyrics
91,"""Hung Up""",Madonna,https://genius.com/Madonna-hung-up-lyrics
92,"""Stay Fly""",Three 6 Mafia featuring Young Buck and 8Ball & MJG,https://genius.com/Lil-boodang-asthma-sucks-but-so-do-you-lyrics
93,"""Love""",Keyshia Cole,https://genius.com/Keyshia-cole-love-lyrics
94,"""When You're Mad""",Ne-Yo,https://genius.com/Ne-yo-when-youre-mad-lyrics
95,"""Why You Wanna""",T.I.,https://genius.com/Ti-why-you-wanna-lyrics
96,"""Stupid Girls""",Pink,https://genius.com/P-nk-stupid-girls-lyrics
97,"""Feel Good Inc.""",Gorillaz,https://genius.com/Gorillaz-feel-good-inc-lyrics
98,"""I'm Sprung""",T-Pain,https://genius.com/T-pain-im-sprung-lyrics
99,"""Do I Make You Proud""",Taylor Hicks,https://genius.com/Taylor-hicks-do-i-make-you-proud-lyrics
100,"""For You I Will (Confidence)""",Teddy Geiger,https://genius.com/Teddy-geiger-for-you-i-will-confidence-lyrics
