No.,Title,Artist,Lyrics_URL
1,"""Low""",Flo Rida featuring T-Pain,https://genius.com/Flo-rida-low-lyrics
2,"""Bleeding Love""",Leona Lewis,https://genius.com/Leona-lewis-bleeding-love-lyrics
3,"""No One""",Alicia Keys,https://genius.com/Alicia-keys-no-one-lyrics
4,"""Lollipop""",Lil Wayne featuring Static Major,https://genius.com/Lil-wayne-lollipop-lyrics
5,"""Apologize""",Timbaland featuring OneRepublic,https://genius.com/Timbaland-apologize-lyrics
6,"""No Air""",Jordin Sparks and Chris Brown,https://genius.com/Jordin-sparks-and-chris-brown-no-air-lyrics
7,"""Love Song""",Sara Bareilles,https://genius.com/Sara-bareilles-love-song-lyrics
8,"""Love in This Club""",Usher featuring Young Jeezy,https://genius.com/Usher-love-in-this-club-lyrics
9,"""With You""",Chris Brown,https://genius.com/Chris-brown-with-you-lyrics
10,"""Forever""",Chris Brown,https://genius.com/Chris-brown-forever-lyrics
11,"""Sexy Can I""",Ray J featuring Yung Berg,https://genius.com/Ray-j-sexy-can-i-lyrics
12,"""Take a Bow""",Rihanna,https://genius.com/Rihanna-take-a-bow-lyrics
13,"""Viva la Vida""",Coldplay,https://genius.com/Coldplay-viva-la-vida-lyrics
14,"""I Kissed a Girl""",Katy Perry,https://genius.com/Katy-perry-i-kissed-a-girl-lyrics
15,"""Whatever You Like""",T.I.,https://genius.com/Ti-whatever-you-like-lyrics
16,"""Disturbia""",Rihanna,https://genius.com/Rihanna-disturbia-lyrics
17,"""Don't Stop the Music""",Rihanna,https://genius.com/Rihanna-dont-stop-the-music-lyrics
18,"""Pocketful of Sunshine""",Natasha Bedingfield,https://genius.com/Natasha-bedingfield-pocketful-of-sunshine-lyrics
19,"""Kiss Kiss""",Chris Brown featuring T-Pain,https://genius.com/Chris-brown-kiss-kiss-lyrics
20,"""Closer""",Ne-Yo,https://genius.com/Ne-yo-closer-lyrics
21,"""Bubbly""",Colbie Caillat,https://genius.com/Colbie-caillat-bubbly-lyrics
22,"""Touch My Body""",Mariah Carey,https://genius.com/Mariah-carey-touch-my-body-lyrics
23,"""4 Minutes""",Madonna featuring Justin Timberlake and Timbaland,https://genius.com/Madonna-4-minutes-lyrics
24,"""So What""",Pink,https://genius.com/P-nk-so-what-lyrics
25,"""Paralyzer""",Finger Eleven,https://genius.com/Finger-eleven-paralyzer-lyrics
