No.,Title,Artist,Lyrics_URL
1,"""Old Town Road""",Lil Nas X featuring Billy Ray Cyrus,https://genius.com/Lil-nas-x-old-town-road-lyrics
2,"""Sunflower""",Post Malone and Swae Lee,https://genius.com/Post-malone-and-swae-lee-sunflower-lyrics
3,"""Without Me""",Halsey,https://genius.com/Halsey-without-me-lyrics
4,"""Bad Guy""",Billie Eilish,https://genius.com/Billie-eilish-bad-guy-lyrics
5,"""Wow""",Post Malone,https://genius.com/Post-malone-wow-lyrics
6,"""Happier""",Marshmello and Bastille,https://genius.com/Marshmello-and-bastille-happier-lyrics
7,"""7 Rings""",Ariana Grande,https://genius.com/Ariana-grande-7-rings-lyrics
8,"""Talk""",Khalid,https://genius.com/Khalid-talk-lyrics
9,"""Sicko Mode""",Travis Scott,https://genius.com/Travis-scott-sicko-mode-lyrics
10,"""Sucker""",Jonas Brothers,https://genius.com/Jonas-brothers-sucker-lyrics
11,"""High Hopes""",Panic! at the Disco,https://genius.com/Panic-at-the-disco-high-hopes-lyrics
12,"""Thank U, Next""",Ariana Grande,https://genius.com/Ariana-grande-thank-u-next-lyrics
13,"""Truth Hurts""",Lizzo,https://genius.com/Lizzo-truth-hurts-lyrics
14,"""Dancing with a Stranger""",Sam Smith and Normani,https://genius.com/Sam-smith-and-normani-dancing-with-a-stranger-lyrics
15,"""Señorita""",Shawn Mendes and Camila Cabello,https://genius.com/Shawn-mendes-and-camila-cabello-senorita-lyrics
16,"""I Don't Care""",Ed Sheeran and Justin Bieber,https://genius.com/Ed-sheeran-and-justin-bieber-i-dont-care-lyrics
17,"""Eastside""","Benny Blanco, Halsey and Khalid",https://genius.com/8-bit-arcade-eastside-8-bit-benny-blanco-and-halsey-and-khalid-emulation-lyrics
18,"""Going Bad""",Meek Mill featuring Drake,https://genius.com/Meek-mill-going-bad-lyrics
19,"""Shallow""",Lady Gaga and Bradley Cooper,https://genius.com/Lady-gaga-and-bradley-cooper-shallow-lyrics
20,"""Better""",Khalid,https://genius.com/Khalid-better-lyrics
21,"""No Guidance""",Chris Brown featuring Drake,https://genius.com/Chris-brown-no-guidance-lyrics
22,"""Girls Like You""",Maroon 5 featuring Cardi B,https://genius.com/Maroon-5-girls-like-you-lyrics
23,"""Sweet but Psycho""",Ava Max,https://genius.com/Ava-max-sweet-but-psycho-lyrics
24,"""Suge""",DaBaby,https://genius.com/Dababy-suge-lyrics
25,"""Middle Child""",J. Cole,https://genius.com/J-cole-middle-child-lyrics
26,"""Drip Too Hard""",Lil Baby and Gunna,https://genius.com/Lil-baby-and-gunna-drip-too-hard-lyrics
27,"""Someone You Loved""",Lewis Capaldi,https://genius.com/Lewis-capaldi-someone-you-loved-lyrics
28,"""Ransom""",Lil Tecca,https://genius.com/Lil-tecca-ransom-lyrics
29,"""If I Can't Have You""",Shawn Mendes,https://genius.com/Shawn-mendes-if-i-cant-have-you-lyrics
30,"""Goodbyes""",Post Malone featuring Young Thug,https://genius.com/Post-malone-goodbyes-lyrics
31,"""Zeze""",Kodak Black featuring Travis Scott and Offset,https://genius.com/Kodak-black-zeze-lyrics
32,"""Better Now""",Post Malone,https://genius.com/Post-malone-better-now-lyrics
33,"""Youngblood""",5 Seconds of Summer,https://genius.com/5-seconds-of-summer-youngblood-lyrics
34,"""Money in the Grave""",Drake featuring Rick Ross,https://genius.com/Drake-money-in-the-grave-lyrics
35,"""Speechless""",Dan + Shay,https://genius.com/Dan-shay-speechless-lyrics
36,"""Break Up with Your Girlfriend, I'm Bored""",Ariana Grande,https://genius.com/Ariana-grande-break-up-with-your-girlfriend-im-bored-lyrics
37,"""Please Me""",Cardi B and Bruno Mars,https://genius.com/Cardi-b-and-bruno-mars-please-me-lyrics
38,"""Money""",Cardi B,https://genius.com/Cardi-b-money-lyrics
39,"""You Need to Calm Down""",Taylor Swift,https://genius.com/Taylor-swift-you-need-to-calm-down-lyrics
40,"""Panini""",Lil Nas X,https://genius.com/Lil-nas-x-panini-lyrics
41,"""Look Back at It""",A Boogie wit da Hoodie,https://genius.com/A-boogie-wit-da-hoodie-look-back-at-it-lyrics
42,"""A Lot""",21 Savage,https://genius.com/21-savage-a-lot-lyrics
43,"""Me!""",Taylor Swift featuring Brendon Urie,https://genius.com/Taylor-swift-whos-afraid-of-little-old-me-lyrics
44,"""Mia""",Bad Bunny featuring Drake,https://genius.com/Bad-bunny-mia-lyrics
45,"""Pop Out""",Polo G featuring Lil Tjay,https://genius.com/Polo-g-pop-out-lyrics
46,"""Beautiful Crazy""",Luke Combs,https://genius.com/Luke-combs-beautiful-crazy-lyrics
47,"""Thotiana""",Blueface,https://genius.com/Blueface-thotiana-lyrics
