No.,Title,Artist,Lyrics_URL
29,"""Best Friend""",Saweetie featuring Doja Cat,https://genius.com/Saweetie-best-friend-lyrics
30,"""Rapstar""",Polo G,https://genius.com/Polo-g-rapstar-lyrics
31,"""Heartbreak Anniversary""",Giveon,https://genius.com/Giveon-heartbreak-anniversary-lyrics
32,"""For the Night""",Pop Smoke featuring Lil Baby and DaBaby,https://genius.com/Pop-smoke-for-the-night-lyrics
33,"""Calling My Phone""",Lil Tjay and 6lack,https://genius.com/Lil-tjay-and-6lack-calling-my-phone-lyrics
34,"""Beautiful Mistakes""",Maroon 5 featuring Megan Thee Stallion,https://genius.com/Maroon-5-and-megan-thee-stallion-beautiful-mistakes-lyrics
35,"""Holy""",Justin Bieber featuring Chance the Rapper,https://genius.com/Justin-bieber-holy-lyrics
36,"""On Me""",Lil Baby,https://genius.com/Lil-baby-on-me-lyrics
37,"""You Broke Me First""",Tate McRae,https://genius.com/Tate-mcrae-you-broke-me-first-lyrics
38,"""Traitor""",Olivia Rodrigo,https://genius.com/Olivia-rodrigo-traitor-lyrics
39,"""Back in Blood""",Pooh Shiesty featuring Lil Durk,https://genius.com/Pooh-shiesty-back-in-blood-lyrics
40,"""I Hope""",Gabby Barrett featuring Charlie Puth,https://genius.com/Gabby-barrett-i-hope-lyrics
41,"""Dynamite""",BTS,https://genius.com/Bts-dynamite-lyrics
42,"""Wockesha""",Moneybagg Yo,https://genius.com/Moneybagg-yo-wockesha-lyrics
43,"""You Right""",Doja Cat and the Weeknd,https://genius.com/Doja-cat-and-the-weeknd-you-right-lyrics
44,"""Beat Box 2"" / ""Beat Box 3""",SpotemGottem featuring Pooh Shiesty / SpotemGottem featuring DaBaby,https://genius.com/Ocha-beat-box-6-lyrics
45,"""Laugh Now Cry Later""",Drake featuring Lil Durk,https://genius.com/Drake-laugh-now-cry-later-lyrics
46,"""Need to Know""",Doja Cat,https://genius.com/Doja-cat-need-to-know-lyrics
47,"""Wants and Needs""",Drake featuring Lil Baby,https://genius.com/Drake-wants-and-needs-lyrics
48,"""Way 2 Sexy""",Drake featuring Future and Young Thug,https://genius.com/Drake-way-2-sexy-lyrics
49,"""Telepatía""",Kali Uchis,https://genius.com/Kali-uchis-telepatia-lyrics
50,"""Whoopty""",CJ,https://genius.com/Cj-whoopty-lyrics
51,"""Lemonade""",Internet Money and Gunna featuring Don Toliver and Nav,https://genius.com/Dysmas-titus-tasty-lemonade-lyrics
52,"""Good Days""",SZA,https://genius.com/Sza-good-days-lyrics
53,"""Starting Over""",Chris Stapleton,https://genius.com/Chris-stapleton-starting-over-lyrics
54,"""Body""",Megan Thee Stallion,https://genius.com/Megan-thee-stallion-body-lyrics
55,"""Willow""",Taylor Swift,https://genius.com/Taylor-swift-willow-lyrics
56,"""Bang!""",AJR,https://genius.com/Ajr-bang-lyrics
57,"""Better Together""",Luke Combs,https://genius.com/Luke-combs-better-together-lyrics
58,"""You're Mines Still""",Yung Bleu featuring Drake,https://genius.com/Yung-bleu-youre-mines-still-lyrics
59,"""Every Chance I Get""",DJ Khaled featuring Lil Baby and Lil Durk,https://genius.com/Dj-khaled-every-chance-i-get-lyrics
60,"""Essence""",Wizkid featuring Justin Bieber and Tems,https://genius.com/Wizkid-essence-lyrics
61,"""Chasing After You""",Ryan Hurd and Maren Morris,https://genius.com/Ryan-hurd-and-maren-morris-chasing-after-you-lyrics
62,"""The Good Ones""",Gabby Barrett,https://genius.com/Gabby-barrett-the-good-ones-lyrics
63,"""Leave Before You Love Me""",Marshmello and Jonas Brothers,https://genius.com/Marshmello-and-jonas-brothers-leave-before-you-love-me-lyrics
64,"""Glad You Exist""",Dan + Shay,https://genius.com/Dan-shay-glad-you-exist-lyrics
65,"""Lonely""",Justin Bieber and Benny Blanco,https://genius.com/Justin-bieber-and-benny-blanco-lonely-lyrics
66,"""Beggin'""",Måneskin,https://genius.com/Maneskin-beggin-lyrics
67,"""Streets""",Doja Cat,https://genius.com/Doja-cat-streets-lyrics
68,"""What's Next""",Drake,https://genius.com/Drake-whats-next-lyrics
69,"""Famous Friends""",Chris Young and Kane Brown,https://genius.com/Chris-young-and-kane-brown-famous-friends-lyrics
70,"""Lil Bit""",Nelly and Florida Georgia Line,https://genius.com/Nelly-and-florida-georgia-line-lil-bit-lyrics
71,"""Thot Shit""",Megan Thee Stallion,https://genius.com/Megan-thee-stallion-thot-shit-lyrics
72,"""Late at Night""",Roddy Ricch,https://genius.com/Roddy-ricch-late-at-night-lyrics
73,"""Kings & Queens""",Ava Max,https://genius.com/Ava-max-kings-and-queens-lyrics
74,"""Anyone""",Justin Bieber,https://genius.com/Justin-bieber-anyone-lyrics
75,"""Track Star""",Mooski,https://genius.com/Mooski-track-star-lyrics
76,"""Time Today""",Moneybagg Yo,https://genius.com/Moneybagg-yo-time-today-lyrics
77,"""Cry Baby""",Megan Thee Stallion featuring DaBaby,https://genius.com/Megan-thee-stallion-cry-baby-lyrics
78,"""All I Want for Christmas Is You""",Mariah Carey,https://genius.com/Mariah-carey-all-i-want-for-christmas-is-you-lyrics
79,"""No More Parties""",Coi Leray featuring Lil Durk,https://genius.com/Coi-leray-no-more-parties-lyrics
80,"""What's Your Country Song""",Thomas Rhett,https://genius.com/Thomas-rhett-whats-your-country-song-lyrics
81,"""One Too Many""",Keith Urban and Pink,https://genius.com/Keith-urban-one-too-many-lyrics
82,"""Arcade""",Duncan Laurence,https://genius.com/Duncan-laurence-arcade-lyrics
83,"""Yonaguni""",Bad Bunny,https://genius.com/Bad-bunny-yonaguni-lyrics
84,"""Good Time""",Niko Moon,https://genius.com/Niko-moon-good-time-lyrics
85,"""If I Didn't Love You""",Jason Aldean and Carrie Underwood,https://genius.com/Jason-aldean-and-carrie-underwood-if-i-didnt-love-you-lyrics
86,"""Knife Talk""",Drake featuring 21 Savage and Project Pat,https://genius.com/Drake-knife-talk-lyrics
87,"""POV""",Ariana Grande,https://genius.com/Ariana-grande-pov-lyrics
88,"""Just the Way""",Parmalee and Blanco Brown,https://genius.com/Parmalee-and-blanco-brown-just-the-way-lyrics
89,"""Take My Breath""",The Weeknd,https://genius.com/The-weeknd-take-my-breath-lyrics
90,"""We're Good""",Dua Lipa,https://genius.com/Dua-lipa-were-good-lyrics
91,"""Hell of a View""",Eric Church,https://genius.com/Eric-church-hell-of-a-view-lyrics
92,"""Rockin' Around the Christmas Tree""",Brenda Lee,https://genius.com/Brenda-lee-rockin-around-the-christmas-tree-lyrics
93,"""Put Your Records On""",Ritt Momney,https://genius.com/Ritt-momney-put-your-records-on-lyrics
94,"""Happier Than Ever""",Billie Eilish,https://genius.com/Billie-eilish-happier-than-ever-lyrics
95,"""Single Saturday Night""",Cole Swindell,https://genius.com/Cole-swindell-single-saturday-night-lyrics
96,"""Things a Man Oughta Know""",Lainey Wilson,https://genius.com/Lainey-wilson-things-a-man-oughta-know-lyrics
97,"""Throat Baby (Go Baby)""",BRS Kash,https://genius.com/Brs-kash-throat-baby-go-baby-lyrics
98,"""Tombstone""",Rod Wave,https://genius.com/Rod-wave-tombstone-lyrics
99,"""Drinkin' Beer. Talkin' God. Amen.""",Chase Rice featuring Florida Georgia Line,https://genius.com/Chase-rice-drinkin-beer-talkin-god-amen-lyrics
100,"""Todo de Ti""",Rauw Alejandro,https://genius.com/Rauw-alejandro-todo-de-ti-lyrics
