No.,Title,Artist,Lyrics_URL
1,"""Boom Boom Pow""",The Black Eyed Peas,https://genius.com/Billboard-longest-leading-hot-100-1s-december-16-2024-annotated
2,"""Poker Face""",Lady Gaga,https://genius.com/Lady-gaga-poker-face-lyrics
3,"""Just Dance""",Lady Gaga featuring Colby O'Donis,https://genius.com/Lady-gaga-just-dance-lyrics
4,"""I Gotta Feeling""",The Black Eyed Peas,https://genius.com/Billboard-longest-leading-hot-100-1s-december-16-2024-annotated
5,"""Love Story""",Taylor Swift,https://genius.com/Taylor-swift-love-story-lyrics
6,"""Right Round""",Flo Rida,https://genius.com/Flo-rida-right-round-lyrics
7,"""I'm Yours""",Jason Mraz,https://genius.com/Jason-mraz-im-yours-lyrics
8,"""Single Ladies (Put a Ring on It)""",Beyoncé,https://genius.com/Beyonce-single-ladies-put-a-ring-on-it-lyrics
9,"""Heartless""",Kanye West,https://genius.com/Kanye-west-heartless-lyrics
10,"""Gives You Hell""",The All-American Rejects,https://genius.com/The-all-american-rejects-gives-you-hell-lyrics
11,"""You Belong with Me""",Taylor Swift,https://genius.com/Taylor-swift-you-belong-with-me-lyrics
12,"""Dead and Gone""",T.I. featuring Justin Timberlake,https://genius.com/Ti-dead-and-gone-lyrics
13,"""You Found Me""",The Fray,https://genius.com/The-fray-you-found-me-lyrics
14,"""Use Somebody""",Kings of Leon,https://genius.com/Kings-of-leon-use-somebody-lyrics
15,"""Knock You Down""",Keri Hilson featuring Kanye West and Ne-Yo,https://genius.com/Keri-hilson-knock-you-down-lyrics
16,"""Blame It""",Jamie Foxx featuring T-Pain,https://genius.com/Jamie-foxx-blame-it-lyrics
17,"""I Know You Want Me (Calle Ocho)""",Pitbull,https://genius.com/Pitbull-i-know-you-want-me-calle-ocho-lyrics
18,"""Live Your Life""",T.I. featuring Rihanna,https://genius.com/Ti-live-your-life-lyrics
19,"""Kiss Me thru the Phone""",Soulja Boy Tell 'Em featuring Sammie,https://genius.com/Soulja-boy-kiss-me-thru-the-phone-lyrics
20,"""Down""",Jay Sean featuring Lil Wayne,https://genius.com/Jay-sean-down-lyrics
21,"""The Climb""",Miley Cyrus,https://genius.com/Miley-cyrus-the-climb-lyrics
22,"""Best I Ever Had""",Drake,https://genius.com/Drake-best-i-ever-had-lyrics
23,"""My Life Would Suck Without You""",Kelly Clarkson,https://genius.com/Kelly-clarkson-my-life-would-suck-without-you-lyrics
24,"""Halo""",Beyoncé,https://genius.com/Beyonce-halo-lyrics
25,"""Hot n Cold""",Katy Perry,https://genius.com/Katy-perry-hot-n-cold-lyrics
26,"""Second Chance""",Shinedown,https://genius.com/Shinedown-second-chance-lyrics
27,"""Circus""",Britney Spears,https://genius.com/Britney-spears-circus-lyrics
28,"""Day 'n' Nite""",Kid Cudi,https://genius.com/Kid-cudi-vs-crookers-day-n-nite-lyrics
29,"""Party in the U.S.A.""",Miley Cyrus,https://genius.com/Miley-cyrus-party-in-the-usa-lyrics
30,"""Don't Trust Me""",3OH!3,https://genius.com/3oh-3-dont-trust-me-lyrics
31,"""Run This Town""",Jay-Z featuring Rihanna and Kanye West,https://genius.com/Jay-z-run-this-town-lyrics
32,"""Let It Rock""",Kevin Rudolf featuring Lil Wayne,https://genius.com/Kevin-rudolf-let-it-rock-lyrics
33,"""Fire Burning""",Sean Kingston,https://genius.com/Sean-kingston-fire-burning-lyrics
34,"""Whatcha Say""",Jason Derulo,https://genius.com/Jason-derulo-whatcha-say-lyrics
35,"""LoveGame""",Lady Gaga,https://genius.com/Lady-gaga-lovegame-lyrics
36,"""Waking Up in Vegas""",Katy Perry,https://genius.com/Katy-perry-waking-up-in-vegas-lyrics
37,"""Birthday Sex""",Jeremih,https://genius.com/Jeremih-birthday-sex-lyrics
38,"""Sober""",Pink,https://genius.com/P-nk-sober-lyrics
39,"""Womanizer""",Britney Spears,https://genius.com/Britney-spears-womanizer-lyrics
40,"""Whatever You Like""",T.I.,https://genius.com/Ti-whatever-you-like-lyrics
41,"""Obsessed""",Mariah Carey,https://genius.com/Mariah-carey-obsessed-lyrics
42,"""Mad""",Ne-Yo,https://genius.com/Ne-yo-mad-lyrics
43,"""Good Girls Go Bad""",Cobra Starship featuring Leighton Meester,https://genius.com/Cobra-starship-good-girls-go-bad-lyrics
44,"""Love Lockdown""",Kanye West,https://genius.com/Kanye-west-love-lockdown-lyrics
45,"""So What""",Pink,https://genius.com/P-nk-so-what-lyrics
46,"""Hotel Room Service""",Pitbull,https://genius.com/Pitbull-hotel-room-service-lyrics
47,"""Crack a Bottle""","Eminem, Dr. Dre and 50 Cent",https://genius.com/Eminem-dr-dre-and-50-cent-crack-a-bottle-lyrics
48,"""If I Were a Boy""",Beyoncé,https://genius.com/Beyonce-if-i-were-a-boy-lyrics
49,"""Turnin Me On""",Keri Hilson featuring Lil Wayne,https://genius.com/Keri-hilson-turnin-me-on-lyrics
50,"""I Hate This Part""",Pussycat Dolls,https://genius.com/The-pussycat-dolls-i-hate-this-part-lyrics
51,"""Gotta Be Somebody""",Nickelback,https://genius.com/Nickelback-gotta-be-somebody-lyrics
52,"""Please Don't Leave Me""",Pink,https://genius.com/P-nk-please-dont-leave-me-lyrics
53,"""Paparazzi""",Lady Gaga,https://genius.com/Lady-gaga-paparazzi-lyrics
54,"""Beautiful""",Akon featuring Colby O'Donis and Kardinal Offishall,https://genius.com/Akon-beautiful-lyrics
55,"""Viva la Vida""",Coldplay,https://genius.com/Coldplay-viva-la-vida-lyrics
56,"""Right Now (Na Na Na)""",Akon,https://genius.com/Akon-right-now-na-na-na-lyrics
57,"""Battlefield""",Jordin Sparks,https://genius.com/Jordin-sparks-battlefield-lyrics
58,"""Sugar""",Flo Rida featuring Wynter,https://genius.com/Flo-rida-sugar-lyrics
59,"""Miss Independent""",Ne-Yo,https://genius.com/Ne-yo-miss-independent-lyrics
60,"""Fireflies""",Owl City,https://genius.com/Owl-city-fireflies-lyrics
61,"""New Divide""",Linkin Park,https://genius.com/Linkin-park-new-divide-lyrics
62,"""Empire State of Mind""",Jay-Z featuring Alicia Keys,https://genius.com/Jay-z-empire-state-of-mind-lyrics
63,"""No Surprise""",Daughtry,https://genius.com/Daughtry-no-surprise-lyrics
64,"""She Wolf""",Shakira,https://genius.com/Shakira-she-wolf-lyrics
65,"""Break Up""",Mario featuring Gucci Mane and Sean Garrett,https://genius.com/Mario-break-up-lyrics
66,"""Sweet Dreams""",Beyoncé,https://genius.com/Beyonce-sweet-dreams-lyrics
67,"""Every Girl""",Young Money,https://genius.com/Young-money-every-girl-lyrics
68,"""Fallin' for You""",Colbie Caillat,https://genius.com/Colbie-caillat-fallin-for-you-lyrics
69,"""Untouched""",The Veronicas,https://genius.com/The-veronicas-untouched-lyrics
70,"""If Today Was Your Last Day""",Nickelback,https://genius.com/Nickelback-if-today-was-your-last-day-lyrics
71,"""Throw It in the Bag""",Fabolous featuring The-Dream,https://genius.com/Fabolous-throw-it-in-the-bag-lyrics
72,"""Love Drunk""",Boys Like Girls,https://genius.com/Boys-like-girls-love-drunk-lyrics
73,"""I Love College""",Asher Roth,https://genius.com/Asher-roth-i-love-college-lyrics
74,"""If U Seek Amy""",Britney Spears,https://genius.com/Britney-spears-if-u-seek-amy-lyrics
75,"""Big Green Tractor""",Jason Aldean,https://genius.com/Jason-aldean-big-green-tractor-lyrics
76,"""White Horse""",Taylor Swift,https://genius.com/Taylor-swift-white-horse-lyrics
77,"""Disturbia""",Rihanna,https://genius.com/Rihanna-disturbia-lyrics
78,"""21 Guns""",Green Day,https://genius.com/Green-day-21-guns-lyrics
79,"""Turn My Swag On""",Soulja Boy Tell 'Em,https://genius.com/Sad-frosty-and-dc-the-don-wet-wet-another-page-for-sexting-lyrics
80,"""Rockin' That Thang""",The-Dream,https://genius.com/The-dream-rockin-that-thang-single-version-lyrics
81,"""Chicken Fried""",Zac Brown Band,https://genius.com/Zac-brown-band-chicken-fried-lyrics
82,"""Diva""",Beyoncé,https://genius.com/Beyonce-diva-lyrics
83,"""Replay""",Iyaz,https://genius.com/Iyaz-replay-lyrics
84,"""Then""",Brad Paisley,https://genius.com/Brad-paisley-then-lyrics
85,"""Her Diamonds""",Rob Thomas,https://genius.com/Rob-thomas-her-diamonds-lyrics
86,"""How Do You Sleep?""",Jesse McCartney featuring Ludacris,https://genius.com/Jesse-mccartney-how-do-you-sleep-lyrics
87,"""3""",Britney Spears,https://genius.com/Britney-spears-3-lyrics
88,"""Forever""","Drake featuring Kanye West, Lil Wayne and Eminem",https://genius.com/Drake-kanye-west-lil-wayne-and-eminem-forever-lyrics
89,"""One Time""",Justin Bieber,https://genius.com/Justin-bieber-one-time-lyrics
90,"""I Run to You""",Lady Antebellum,https://genius.com/Lady-a-i-run-to-you-lyrics
91,"""I Do Not Hook Up""",Kelly Clarkson,https://genius.com/Kelly-clarkson-i-do-not-hook-up-lyrics
92,"""Green Light""",John Legend featuring André 3000,https://genius.com/John-legend-green-light-lyrics
93,"""People Are Crazy""",Billy Currington,https://genius.com/Billy-currington-people-are-crazy-lyrics
94,"""Whatever It Is""",Zac Brown Band,https://genius.com/Zac-brown-band-whatever-it-is-lyrics
95,"""Already Gone""",Kelly Clarkson,https://genius.com/Kelly-clarkson-already-gone-lyrics
96,"""Goodbye""",Kristinia DeBarge,https://genius.com/Kristinia-debarge-goodbye-lyrics
97,"""Say Hey (I Love You)""",Michael Franti & Spearhead featuring Cherine Anderson,https://genius.com/Michael-franti-and-spearhead-say-hey-i-love-you-lyrics
98,"""Pop Champagne""",Jim Jones featuring Ron Browz and Juelz Santana,https://genius.com/Jim-jones-and-ron-browz-pop-champagne-lyrics
99,"""Pretty Wings""",Maxwell,https://genius.com/Glokk40spaz-and-2wo2imes-baby-life-lyrics
100,"""Never Say Never""",The Fray,https://genius.com/The-fray-never-say-never-lyrics
