No.,Title,Artist,Lyrics_URL
1,"""Thrift Shop""",Macklemore & Ryan Lewis featuring Wanz,https://genius.com/Macklemore-and-ryan-lewis-thrift-shop-lyrics
2,"""Blurred Lines""",Robin Thicke featuring T.I. and Pharrell Williams,https://genius.com/Robin-thicke-blurred-lines-lyrics
3,"""Radioactive""",Imagine Dragons,https://genius.com/Imagine-dragons-radioactive-lyrics
4,"""Harlem Shake""",Baauer,https://genius.com/Baauer-harlem-shake-lyrics
5,"""Can't Hold Us""",Macklemore & Ryan Lewis featuring Ray Dalton,https://genius.com/Macklemore-and-ryan-lewis-cant-hold-us-lyrics
6,"""Mirrors""",Justin Timberlake,https://genius.com/Justin-timberlake-mirrors-lyrics
7,"""Just Give Me a Reason""",Pink featuring Nate Ruess,https://genius.com/P-nk-just-give-me-a-reason-lyrics
8,"""When I Was Your Man""",Bruno Mars,https://genius.com/Bruno-mars-when-i-was-your-man-lyrics
9,"""Cruise""",Florida Georgia Line featuring Nelly,https://genius.com/Florida-georgia-line-cruise-lyrics
10,"""Roar""",Katy Perry,https://genius.com/Katy-perry-roar-lyrics
11,"""Locked Out of Heaven""",Bruno Mars,https://genius.com/Bruno-mars-locked-out-of-heaven-lyrics
12,"""Ho Hey""",The Lumineers,https://genius.com/The-lumineers-ho-hey-lyrics
13,"""Stay""",Rihanna featuring Mikky Ekko,https://genius.com/Rihanna-stay-lyrics
14,"""Get Lucky""",Daft Punk featuring Pharrell Williams,https://genius.com/Daft-punk-get-lucky-lyrics
15,"""Royals""",Lorde,https://genius.com/Lorde-royals-lyrics
16,"""I Knew You Were Trouble.""",Taylor Swift,https://genius.com/Taylor-swift-i-knew-you-were-trouble-lyrics
17,"""We Can't Stop""",Miley Cyrus,https://genius.com/Miley-cyrus-we-cant-stop-lyrics
18,"""Wrecking Ball""",Miley Cyrus,https://genius.com/Miley-cyrus-wrecking-ball-lyrics
19,"""Wake Me Up""",Avicii,https://genius.com/Avicii-wake-me-up-lyrics
20,"""Suit & Tie""",Justin Timberlake featuring Jay-Z,https://genius.com/Justin-timberlake-suit-and-tie-lyrics
21,"""Cups (Pitch Perfect's *When I'm Gone*)""",Anna Kendrick,https://genius.com/Anna-kendrick-cups-pitch-perfects-when-im-gone-pop-version-lyrics
22,"""Holy Grail""",Jay-Z featuring Justin Timberlake,https://genius.com/Jay-z-holy-grail-lyrics
23,"""Scream & Shout""",will.i.am featuring Britney Spears,https://genius.com/William-scream-and-shout-lyrics
24,"""Clarity""",Zedd featuring Foxes,https://genius.com/Zedd-clarity-lyrics
25,"""Sail""",Awolnation,https://genius.com/Awolnation-sail-lyrics
26,"""Don't You Worry Child""",Swedish House Mafia featuring John Martin,https://genius.com/Swedish-house-mafia-and-john-martin-dont-you-worry-child-lyrics
27,"""Diamonds""",Rihanna,https://genius.com/Rihanna-diamonds-lyrics
28,"""I Love It""",Icona Pop featuring Charli XCX,https://genius.com/Icona-pop-i-love-it-lyrics
29,"""Safe and Sound""",Capital Cities,https://genius.com/Capital-cities-safe-and-sound-lyrics
