No.,Title,Artist,Lyrics_URL
1,"""Happy""",Pharrell Williams,https://genius.com/Pharrell-williams-happy-lyrics
2,"""Dark Horse""",Katy Perry featuring Juicy J,https://genius.com/Katy-perry-dark-horse-lyrics
3,"""All of Me""",John Legend,https://genius.com/John-legend-all-of-me-lyrics
4,"""Fancy""",Iggy Azalea featuring Charli XCX,https://genius.com/Iggy-azalea-fancy-lyrics
5,"""Counting Stars""",OneRepublic,https://genius.com/Onerepublic-counting-stars-lyrics
6,"""Talk Dirty""",Jason Derulo featuring 2 Chainz,https://genius.com/Jason-derulo-talk-dirty-lyrics
7,"""Rude""",Magic!,https://genius.com/Magic-rude-lyrics
8,"""All About That Bass""",Meghan Trainor,https://genius.com/Meghan-trainor-all-about-that-bass-lyrics
9,"""Problem""",Ariana Grande featuring Iggy Azalea,https://genius.com/Ariana-grande-problem-lyrics
10,"""Stay with Me""",Sam Smith,https://genius.com/Sam-smith-stay-with-me-lyrics
11,"""Timber""",Pitbull featuring Kesha,https://genius.com/Pitbull-timber-lyrics
12,"""Pompeii""",Bastille,https://genius.com/Bastille-pompeii-lyrics
13,"""Shake It Off""",Taylor Swift,https://genius.com/Taylor-swift-shake-it-off-lyrics
14,"""Am I Wrong""",Nico & Vinz,https://genius.com/Nico-and-vinz-am-i-wrong-lyrics
15,"""Turn Down for What""",DJ Snake and Lil Jon,https://genius.com/Dj-snake-and-lil-jon-turn-down-for-what-lyrics
16,"""The Monster""",Eminem featuring Rihanna,https://genius.com/Eminem-the-monster-lyrics
17,"""Say Something""",A Great Big World and Christina Aguilera,https://genius.com/A-great-big-world-and-christina-aguilera-say-something-lyrics
18,"""Team""",Lorde,https://genius.com/Lorde-team-lyrics
19,"""Let Her Go""",Passenger,https://genius.com/Passenger-let-her-go-lyrics
20,"""Royals""",Lorde,https://genius.com/Lorde-royals-lyrics
21,"""Let It Go""",Idina Menzel,https://genius.com/Idina-menzel-let-it-go-lyrics
22,"""Wake Me Up""",Avicii,https://genius.com/Avicii-wake-me-up-lyrics
23,"""Demons""",Imagine Dragons,https://genius.com/Imagine-dragons-demons-lyrics
24,"""Story of My Life""",One Direction,https://genius.com/One-direction-story-of-my-life-lyrics
25,"""Chandelier""",Sia,https://genius.com/Sia-chandelier-lyrics
26,"""Black Widow""",Iggy Azalea featuring Rita Ora,https://genius.com/Iggy-azalea-black-widow-lyrics
27,"""Bang Bang""","Jessie J, Ariana Grande and Nicki Minaj",https://genius.com/Hellas-bang-bang-jessie-j-ariana-grande-e-nicki-minaj-cover-lyrics
28,"""Latch""",Disclosure featuring Sam Smith,https://genius.com/Disclosure-latch-lyrics
29,"""Maps""",Maroon 5,https://genius.com/Maroon-5-maps-lyrics
30,"""Loyal""",Chris Brown featuring Lil Wayne and French Montana or Too Short or Tyga,https://genius.com/Chris-brown-loyal-lyrics
31,"""Best Day of My Life""",American Authors,https://genius.com/American-authors-best-day-of-my-life-lyrics
32,"""Habits (Stay High)""",Tove Lo,https://genius.com/Tove-lo-habits-stay-high-lyrics
33,"""Summer""",Calvin Harris,https://genius.com/Calvin-harris-summer-lyrics
34,"""Boom Clap""",Charli XCX,https://genius.com/Charli-xcx-boom-clap-lyrics
35,"""Drunk in Love""",Beyoncé featuring Jay-Z,https://genius.com/Beyonce-drunk-in-love-lyrics
36,"""Anaconda""",Nicki Minaj,https://genius.com/Nicki-minaj-anaconda-lyrics
37,"""Break Free""",Ariana Grande featuring Zedd,https://genius.com/Ariana-grande-break-free-lyrics
38,"""Bailando""",Enrique Iglesias featuring Descemer Bueno and Gente de Zona,https://genius.com/Enrique-iglesias-bailando-lyrics
39,"""Burn""",Ellie Goulding,https://genius.com/Ellie-goulding-burn-lyrics
40,"""Wiggle""",Jason Derulo featuring Snoop Dogg,https://genius.com/Jason-derulo-wiggle-lyrics
41,"""Rather Be""",Clean Bandit featuring Jess Glynne,https://genius.com/Clean-bandit-rather-be-lyrics
42,"""Don't Tell 'Em""",Jeremih featuring YG,https://genius.com/Jeremih-dont-tell-em-lyrics
43,"""Show Me""",Kid Ink featuring Chris Brown,https://genius.com/Kid-ink-show-me-lyrics
44,"""Wrecking Ball""",Miley Cyrus,https://genius.com/Miley-cyrus-wrecking-ball-lyrics
45,"""Not a Bad Thing""",Justin Timberlake,https://genius.com/Justin-timberlake-not-a-bad-thing-lyrics
46,"""Roar""",Katy Perry,https://genius.com/Katy-perry-roar-lyrics
47,"""Ain't It Fun""",Paramore,https://genius.com/Paramore-aint-it-fun-lyrics
48,"""The Man""",Aloe Blacc,https://genius.com/Aloe-blacc-the-man-lyrics
49,"""This Is How We Roll""",Florida Georgia Line featuring Luke Bryan,https://genius.com/Florida-georgia-line-this-is-how-we-roll-lyrics
50,"""Classic""",MKTO,https://genius.com/Mkto-classic-lyrics
51,"""A Sky Full of Stars""",Coldplay,https://genius.com/Coldplay-a-sky-full-of-stars-lyrics
52,"""Don't""",Ed Sheeran,https://genius.com/Ed-sheeran-dont-lyrics
53,"""Na Na""",Trey Songz,https://genius.com/Trey-songz-na-na-lyrics
54,"""Hot Boy""",Bobby Shmurda,https://genius.com/Tana-and-cristale-shubz-lyrics
55,"""Hold On, We're Going Home""",Drake featuring Majid Jordan,https://genius.com/Drake-hold-on-were-going-home-lyrics
56,"""Sing""",Ed Sheeran,https://genius.com/Ed-sheeran-sing-lyrics
57,"""Radioactive""",Imagine Dragons,https://genius.com/Imagine-dragons-radioactive-lyrics
58,"""My Hitta""",YG featuring Jeezy and Rich Homie Quan,https://genius.com/Yg-my-hitta-lyrics
59,"""Cool Kids""",Echosmith,https://genius.com/Echosmith-cool-kids-lyrics
60,"""Hey Brother""",Avicii,https://genius.com/Avicii-hey-brother-lyrics
61,"""Trumpets""",Jason Derulo,https://genius.com/Jason-derulo-trumpets-lyrics
62,"""Animals""",Maroon 5,https://genius.com/Maroon-5-animals-lyrics
63,"""Burnin' It Down""",Jason Aldean,https://genius.com/Jason-aldean-burnin-it-down-lyrics
64,"""Play It Again""",Luke Bryan,https://genius.com/Luke-bryan-play-it-again-lyrics
65,"""2 On""",Tinashe featuring ScHoolboy Q,https://genius.com/Tinashe-2-on-lyrics
66,"""Dirt""",Florida Georgia Line,https://genius.com/Florida-georgia-line-dirt-lyrics
67,"""Love Runs Out""",OneRepublic,https://genius.com/Onerepublic-love-runs-out-lyrics
68,"""Bottoms Up""",Brantley Gilbert,https://genius.com/Brantley-gilbert-bottoms-up-lyrics
69,"""Shower""",Becky G,https://genius.com/Becky-g-shower-lyrics
70,"""Me and My Broken Heart""",Rixton,https://genius.com/Rixton-me-and-my-broken-heart-lyrics
71,"""Animals""",Martin Garrix,https://genius.com/Martin-garrix-animals-lyrics
72,"""Lifestyle""",Rich Gang featuring Young Thug and Rich Homie Quan,https://genius.com/Rich-gang-lifestyle-lyrics
73,"""American Kids""",Kenny Chesney,https://genius.com/Kenny-chesney-american-kids-lyrics
74,"""Brave""",Sara Bareilles,https://genius.com/Sara-bareilles-brave-lyrics
75,"""Sweater Weather""",The Neighbourhood,https://genius.com/The-neighbourhood-sweater-weather-lyrics
76,"""Leave the Night On""",Sam Hunt,https://genius.com/Sam-hunt-leave-the-night-on-lyrics
77,"""New Flame""",Chris Brown featuring Usher and Rick Ross,https://genius.com/Chris-brown-new-flame-lyrics
78,"""Love Never Felt So Good""",Michael Jackson and Justin Timberlake,https://genius.com/Michael-jackson-and-justin-timberlake-love-never-felt-so-good-lyrics
79,"""Drunk on a Plane""",Dierks Bentley,https://genius.com/Dierks-bentley-drunk-on-a-plane-lyrics
80,"""Birthday""",Katy Perry,https://genius.com/Katy-perry-birthday-lyrics
81,"""Bartender""",Lady Antebellum,https://genius.com/Lady-a-bartender-lyrics
82,"""La La La""",Naughty Boy featuring Sam Smith,https://genius.com/Naughty-boy-la-la-la-lyrics
83,"""Blurred Lines""",Robin Thicke featuring T.I. and Pharrell Williams,https://genius.com/Robin-thicke-blurred-lines-lyrics
84,"""Do What U Want""",Lady Gaga featuring R. Kelly,https://genius.com/Lady-gaga-do-what-u-want-lyrics
85,"""Can't Remember to Forget You""",Shakira featuring Rihanna,https://genius.com/Shakira-cant-remember-to-forget-you-lyrics
86,"""Amnesia""",5 Seconds of Summer,https://genius.com/5-seconds-of-summer-amnesia-lyrics
87,"""No Mediocre""",T.I. featuring Iggy Azalea,https://genius.com/Ti-no-mediocre-lyrics
88,"""Come with Me Now""",KONGOS,https://genius.com/Kongos-come-with-me-now-lyrics
89,"""Believe Me""",Lil Wayne featuring Drake,https://genius.com/Lil-wayne-believe-me-lyrics
