No.,Title,Artist,Lyrics_URL
1,"""Heat Waves""",Glass Animals,https://genius.com/Glass-animals-heat-waves-lyrics
2,"""As It Was""",Harry Styles,https://genius.com/Harry-styles-as-it-was-lyrics
3,"""Stay""",The Kid Laroi and Justin Bieber,https://genius.com/The-kid-laroi-and-justin-bieber-stay-lyrics
4,"""Easy on Me""",Adele,https://genius.com/Adele-easy-on-me-lyrics
5,"""Shivers""",Ed Sheeran,https://genius.com/Ed-sheeran-shivers-lyrics
6,"""First Class""",Jack Harlow,https://genius.com/Jack-harlow-first-class-lyrics
7,"""Big Energy""",Latto,https://genius.com/Latto-big-energy-lyrics
8,"""Ghost""",Justin Bieber,https://genius.com/Justin-bieber-ghost-lyrics
9,"""Super Gremlin""",Kodak Black,https://genius.com/Kodak-black-super-gremlin-lyrics
10,"""Cold Heart (Pnau Remix)""",Elton John and Dua Lipa,https://genius.com/Elton-john-and-dua-lipa-cold-heart-pnau-remix-lyrics
11,"""Wait for U""",Future featuring Drake and Tems,https://genius.com/Future-wait-for-u-lyrics
12,"""About Damn Time""",Lizzo,https://genius.com/Lizzo-about-damn-time-lyrics
13,"""Bad Habits""",Ed Sheeran,https://genius.com/Ed-sheeran-bad-habits-lyrics
14,"""Thats What I Want""",Lil Nas X,https://genius.com/Lil-nas-x-thats-what-i-want-lyrics
15,"""Enemy""",Imagine Dragons and JID,https://genius.com/Imagine-dragons-and-jid-enemy-lyrics
16,"""Industry Baby""",Lil Nas X and Jack Harlow,https://genius.com/Lil-nas-x-and-jack-harlow-industry-baby-lyrics
17,"""ABCDEFU""",Gayle,https://genius.com/Gayle-abcdefu-lyrics
18,"""Need to Know""",Doja Cat,https://genius.com/Doja-cat-need-to-know-lyrics
19,"""Wasted on You""",Morgan Wallen,https://genius.com/Morgan-wallen-wasted-on-you-lyrics
20,"""Me Porto Bonito""",Bad Bunny and Chencho Corleone,https://genius.com/Bad-bunny-and-chencho-corleone-me-porto-bonito-lyrics
21,"""Woman""",Doja Cat,https://genius.com/Doja-cat-woman-lyrics
22,"""Tití Me Preguntó""",Bad Bunny,https://genius.com/Bad-bunny-titi-me-pregunto-lyrics
23,"""Running Up That Hill (A Deal with God)""",Kate Bush,https://genius.com/Kate-bush-running-up-that-hill-a-deal-with-god-lyrics
24,"""We Don't Talk About Bruno""","Carolina Gaitán, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie 
Beatriz and the *Encanto* cast",https://genius.com/Genius-translations-carolina-gaitan-mauro-castillo-adassa-rhenzy-feliz-diane-guerrero-and-stephanie-beatriz-we-dont-talk-about-bruno-toki-ni-li-kama-toki-pona-lyrics
25,"""Late Night Talking""",Harry Styles,https://genius.com/Harry-styles-late-night-talking-lyrics
26,"""I Like You (A Happier Song)""",Post Malone featuring Doja Cat,https://genius.com/Post-malone-i-like-you-a-happier-song-lyrics
27,"""You Proof""",Morgan Wallen,https://genius.com/Morgan-wallen-you-proof-lyrics
28,"""Bad Habit""",Steve Lacy,https://genius.com/Steve-lacy-bad-habit-lyrics
29,"""Sunroof""",Nicky Youre and Dazy,https://genius.com/Nicky-youre-and-dazy-sunroof-lyrics
30,"""One Right Now""",Post Malone and the Weeknd,https://genius.com/Post-malone-and-the-weeknd-one-right-now-lyrics
31,"""Good 4 U""",Olivia Rodrigo,https://genius.com/Olivia-rodrigo-good-4-u-lyrics
32,"""Numb Little Bug""",Em Beihold,https://genius.com/Em-beihold-numb-little-bug-lyrics
33,"""Jimmy Cooks""",Drake featuring 21 Savage,https://genius.com/Drake-jimmy-cooks-lyrics
34,"""'Til You Can't""",Cody Johnson,https://genius.com/Cody-johnson-til-you-cant-lyrics
35,"""Fancy Like""",Walker Hayes,https://genius.com/Walker-hayes-fancy-like-lyrics
36,"""The Kind of Love We Make""",Luke Combs,https://genius.com/Luke-combs-the-kind-of-love-we-make-lyrics
37,"""I Ain't Worried""",OneRepublic,https://genius.com/Onerepublic-i-aint-worried-lyrics
38,"""Break My Soul""",Beyoncé,https://genius.com/Beyonce-break-my-soul-lyrics
39,"""Something in the Orange""",Zach Bryan,https://genius.com/Zach-bryan-something-in-the-orange-lyrics
40,"""Save Your Tears""",The Weeknd and Ariana Grande,https://genius.com/The-weeknd-save-your-tears-lyrics
41,"""Smokin out the Window""",Silk Sonic (Bruno Mars and Anderson .Paak),https://genius.com/Silk-sonic-smokin-out-the-window-lyrics
42,"""Levitating""",Dua Lipa,https://genius.com/Dua-lipa-levitating-lyrics
43,"""In a Minute""",Lil Baby,https://genius.com/Lil-baby-in-a-minute-lyrics
44,"""Moscow Mule""",Bad Bunny,https://genius.com/Bad-bunny-moscow-mule-lyrics
45,"""You Right""",Doja Cat and the Weeknd,https://genius.com/Doja-cat-and-the-weeknd-you-right-lyrics
46,"""She Had Me at Heads Carolina""",Cole Swindell,https://genius.com/Cole-swindell-she-had-me-at-heads-carolina-lyrics
47,"""Vegas""",Doja Cat,https://genius.com/Doja-cat-vegas-lyrics
48,"""Pushin P""",Gunna and Future featuring Young Thug,https://genius.com/Onelast-rose-callin-lyrics
49,"""Buy Dirt""",Jordan Davis and Luke Bryan,https://genius.com/Jordan-davis-buy-dirt-lyrics
50,"""I Hate U""",SZA,https://genius.com/Sza-i-hate-u-lyrics
51,"""Boyfriend""",Dove Cameron,https://genius.com/Dove-cameron-boyfriend-lyrics
52,"""Glimpse of Us""",Joji,https://genius.com/Joji-glimpse-of-us-lyrics
53,"""Surface Pressure""",Jessica Darrow,https://genius.com/Jessica-darrow-surface-pressure-lyrics
54,"""Fall in Love""",Bailey Zimmerman,https://genius.com/Bailey-zimmerman-fall-in-love-lyrics
55,"""Love Nwantiti (Ah Ah Ah)""",CKay,https://genius.com/Ckay-love-nwantiti-ah-ah-ah-lyrics
56,"""Super Freaky Girl""",Nicki Minaj,https://genius.com/Nicki-minaj-super-freaky-girl-lyrics
57,"""Hrs and Hrs""",Muni Long,https://genius.com/Spotify-todays-top-hits-1-28-22-ft-gunna-annotated
58,"""Sand in My Boots""",Morgan Wallen,https://genius.com/Morgan-wallen-sand-in-my-boots-lyrics
59,"""Mamiii""",Becky G and Karol G,https://genius.com/Becky-g-and-karol-g-mamiii-lyrics
60,"""Knife Talk""",Drake featuring 21 Savage and Project Pat,https://genius.com/Drake-knife-talk-lyrics
61,"""AA""",Walker Hayes,https://genius.com/Walker-hayes-aa-lyrics
62,"""Sweetest Pie""",Megan Thee Stallion and Dua Lipa,https://genius.com/Megan-thee-stallion-and-dua-lipa-sweetest-pie-lyrics
63,"""Provenza""",Karol G,https://genius.com/Karol-g-provenza-lyrics
64,"""Essence""",Wizkid featuring Justin Bieber and Tems,https://genius.com/Wizkid-essence-lyrics
65,"""All I Want for Christmas Is You""",Mariah Carey,https://genius.com/Mariah-carey-all-i-want-for-christmas-is-you-lyrics
66,"""Bam Bam""",Camila Cabello featuring Ed Sheeran,https://genius.com/Camila-cabello-bam-bam-lyrics
67,"""5 Foot 9""",Tyler Hubbard,https://genius.com/Tyler-hubbard-5-foot-9-lyrics
68,"""Get Into It (Yuh)""",Doja Cat,https://genius.com/Doja-cat-get-into-it-yuh-lyrics
69,"""Efecto""",Bad Bunny,https://genius.com/Bad-bunny-efecto-lyrics
70,"""Rock and a Hard Place""",Bailey Zimmerman,https://genius.com/Bailey-zimmerman-rock-and-a-hard-place-lyrics
71,"""Doin' This""",Luke Combs,https://genius.com/Luke-combs-doin-this-lyrics
72,"""Oh My God""",Adele,https://genius.com/Adele-oh-my-god-lyrics
73,"""Better Days""","Neiked, Mae Muller and Polo G",https://genius.com/Genius-lists-list-of-modern-disco-songs-annotated
74,"""Meet Me at Our Spot""",The Anxiety: Willow and Tyler Cole,https://genius.com/The-anxiety-meet-me-at-our-spot-lyrics
75,"""Fingers Crossed""",Lauren Spencer-Smith,https://genius.com/Lauren-spencer-smith-fingers-crossed-lyrics
76,"""All Too Well (Taylor's Version)""",Taylor Swift,https://genius.com/Taylor-swift-all-too-well-taylors-version-lyrics
77,"""Party""",Bad Bunny and Rauw Alejandro,https://genius.com/Bad-bunny-and-rauw-alejandro-party-lyrics
78,"""Después de la Playa""",Bad Bunny,https://genius.com/Bad-bunny-despues-de-la-playa-lyrics
79,"""You Should Probably Leave""",Chris Stapleton,https://genius.com/Chris-stapleton-you-should-probably-leave-lyrics
80,"""Rockin' Around the Christmas Tree""",Brenda Lee,https://genius.com/Brenda-lee-rockin-around-the-christmas-tree-lyrics
81,"""Broadway Girls""",Lil Durk featuring Morgan Wallen,https://genius.com/Lil-durk-broadway-girls-lyrics
82,"""Take My Name""",Parmalee,https://genius.com/Parmalee-take-my-name-lyrics
83,"""What Happened to Virgil""",Lil Durk featuring Gunna,https://genius.com/Lil-durk-what-happened-to-virgil-lyrics
84,"""Puffin on Zootiez""",Future,https://genius.com/Future-puffin-on-zootiez-lyrics
85,"""Like I Love Country Music""",Kane Brown,https://genius.com/Kane-brown-like-i-love-country-music-lyrics
86,"""Jingle Bell Rock""",Bobby Helms,https://genius.com/Bobby-helms-jingle-bell-rock-lyrics
87,"""Ojitos Lindos""",Bad Bunny and Bomba Estéreo,https://genius.com/Bad-bunny-and-bomba-estereo-ojitos-lindos-lyrics
88,"""Trouble with a Heartbreak""",Jason Aldean,https://genius.com/Jason-aldean-trouble-with-a-heartbreak-lyrics
89,"""A Holly Jolly Christmas""",Burl Ives,https://genius.com/Burl-ives-a-holly-jolly-christmas-lyrics
90,"""Kiss Me More""",Doja Cat featuring SZA,https://genius.com/Doja-cat-kiss-me-more-lyrics
91,"""She Likes It""",Russell Dickerson featuring Jake Scott,https://genius.com/Russell-dickerson-she-likes-it-lyrics
92,"""Never Say Never""",Cole Swindell and Lainey Wilson,https://genius.com/Cole-swindell-and-lainey-wilson-never-say-never-lyrics
93,"""Damn Strait""",Scotty McCreery,https://genius.com/Scotty-mccreery-damn-strait-lyrics
94,"""She's All I Wanna Be""",Tate McRae,https://genius.com/Tate-mcrae-shes-all-i-wanna-be-lyrics
95,"""Last Night Lonely""",Jon Pardi,https://genius.com/Jon-pardi-last-night-lonely-lyrics
96,"""Flower Shops""",Ernest featuring Morgan Wallen,https://genius.com/Ernest-flower-shops-lyrics
97,"""To the Moon""",Jnr Choi and Sam Tompkins,https://genius.com/Jnr-choi-and-sam-tompkins-to-the-moon-lyrics
98,"""Unholy""",Sam Smith and Kim Petras,https://genius.com/Sam-smith-and-kim-petras-unholy-lyrics
99,"""One Mississippi""",Kane Brown,https://genius.com/Kane-brown-one-mississippi-lyrics
100,"""Circles Around This Town""",Maren Morris,https://genius.com/Maren-morris-circles-around-this-town-lyrics
