No.,Title,Artist,Lyrics_URL
1,"""Somebody That I Used to Know""",Gotye featuring Kimbra,https://genius.com/Gotye-somebody-that-i-used-to-know-lyrics
2,"""Call Me Maybe""",Carly Rae Jepsen,https://genius.com/Carly-rae-jepsen-call-me-maybe-lyrics
3,"""We Are Young""",Fun featuring Janelle Monáe,https://genius.com/Fun-we-are-young-lyrics
4,"""Payphone""",Maroon 5 featuring Wiz Khalifa,https://genius.com/Maroon-5-payphone-lyrics
5,"""Lights""",Ellie Goulding,https://genius.com/Ellie-goulding-lights-lyrics
6,"""Glad You Came""",The Wanted,https://genius.com/The-wanted-glad-you-came-lyrics
7,"""Stronger (What Doesn't Kill You)""",Kelly Clarkson,https://genius.com/Kelly-clarkson-stronger-what-doesnt-kill-you-lyrics
8,"""We Found Love""",Rihanna featuring Calvin Harris,https://genius.com/Rihanna-we-found-love-lyrics
9,"""Starships""",Nicki Minaj,https://genius.com/Nicki-minaj-starships-lyrics
10,"""What Makes You Beautiful""",One Direction,https://genius.com/One-direction-what-makes-you-beautiful-lyrics
11,"""Wild Ones""",Flo Rida featuring Sia,https://genius.com/Flo-rida-wild-ones-lyrics
12,"""Set Fire to the Rain""",Adele,https://genius.com/Adele-set-fire-to-the-rain-lyrics
13,"""Sexy and I Know It""",LMFAO,https://genius.com/Lmfao-sexy-and-i-know-it-lyrics
14,"""Some Nights""",Fun,https://genius.com/Fun-some-nights-lyrics
15,"""Wide Awake""",Katy Perry,https://genius.com/Katy-perry-wide-awake-lyrics
16,"""Good Feeling""",Flo Rida,https://genius.com/Flo-rida-good-feeling-lyrics
17,"""Whistle""",Flo Rida,https://genius.com/Flo-rida-whistle-lyrics
18,"""One More Night""",Maroon 5,https://genius.com/Maroon-5-one-more-night-lyrics
19,"""Drive By""",Train,https://genius.com/Train-drive-by-lyrics
20,"""The Motto""",Drake featuring Lil Wayne,https://genius.com/Drake-the-motto-lyrics
21,"""Where Have You Been""",Rihanna,https://genius.com/Rihanna-where-have-you-been-lyrics
22,"""Everybody Talks""",Neon Trees,https://genius.com/Neon-trees-everybody-talks-lyrics
23,"""Take Care""",Drake featuring Rihanna,https://genius.com/Drake-take-care-lyrics
24,"""Titanium""",David Guetta featuring Sia,https://genius.com/David-guetta-titanium-lyrics
25,"""I Won't Give Up""",Jason Mraz,https://genius.com/Jason-mraz-i-wont-give-up-lyrics
26,"""It Will Rain""",Bruno Mars,https://genius.com/Bruno-mars-it-will-rain-lyrics
27,"""Mercy""","Kanye West, Big Sean, Pusha T and 2 Chainz",https://genius.com/Billboard-hot-rap-songs-chart-25th-anniversary-top-100-songs-lyrics
