No.,Title,Artist,Lyrics_URL
1,"""Rolling in the Deep""",Adele,https://genius.com/Adele-rolling-in-the-deep-lyrics
2,"""Party Rock Anthem""",LMFAO featuring Lauren Bennett and GoonRock,https://genius.com/Lmfao-party-rock-anthem-lyrics
3,"""Firework""",Katy Perry,https://genius.com/Katy-perry-firework-lyrics
4,"""E.T.""",Katy Perry featuring Kanye West,https://genius.com/Katy-perry-et-lyrics
5,"""Give Me Everything""","Pitbull featuring Ne-Yo, Afrojack and Nayer",https://genius.com/Pitbull-give-me-everything-lyrics
6,"""Grenade""",Bruno Mars,https://genius.com/Bruno-mars-grenade-lyrics
7,"""Fuck You (Forget You)""",CeeLo Green,https://genius.com/Brogodsteph-rough-draft-lyrics
8,"""Super Bass""",Nicki Minaj,https://genius.com/Nicki-minaj-super-bass-lyrics
9,"""Moves like Jagger""",Maroon 5 featuring Christina Aguilera,https://genius.com/Maroon-5-moves-like-jagger-lyrics
10,"""Just Can't Get Enough""",The Black Eyed Peas,https://genius.com/Black-eyed-peas-just-cant-get-enough-lyrics
11,"""On the Floor""",Jennifer Lopez featuring Pitbull,https://genius.com/Jennifer-lopez-on-the-floor-lyrics
12,"""S&M""",Rihanna,https://genius.com/Rihanna-s-m-lyrics
13,"""Pumped Up Kicks""",Foster the People,https://genius.com/Foster-the-people-pumped-up-kicks-lyrics
14,"""Last Friday Night (T.G.I.F.)""",Katy Perry,https://genius.com/Katy-perry-last-friday-night-tgif-lyrics
15,"""Just the Way You Are""",Bruno Mars,https://genius.com/Bruno-mars-just-the-way-you-are-lyrics
16,"""Tonight (I'm Lovin' You)""",Enrique Iglesias featuring Ludacris and DJ Frank E,https://genius.com/Enrique-iglesias-tonight-im-lovin-you-lyrics
17,"""Raise Your Glass""",Pink,https://genius.com/P-nk-raise-your-glass-lyrics
18,"""Born This Way""",Lady Gaga,https://genius.com/Lady-gaga-born-this-way-lyrics
19,"""Fuckin' Perfect""",Pink,https://genius.com/P-nk-fuckin-perfect-lyrics
20,"""What's My Name?""",Rihanna featuring Drake,https://genius.com/Rihanna-whats-my-name-lyrics
21,"""Look at Me Now""",Chris Brown featuring Lil Wayne and Busta Rhymes,https://genius.com/Chris-brown-look-at-me-now-lyrics
22,"""Down on Me""",Jeremih featuring 50 Cent,https://genius.com/Jeremih-down-on-me-lyrics
23,"""How to Love""",Lil Wayne,https://genius.com/Lil-wayne-how-to-love-lyrics
24,"""Someone Like You""",Adele,https://genius.com/Adele-someone-like-you-lyrics
25,"""Good Life""",OneRepublic,https://genius.com/Onerepublic-good-life-lyrics
26,"""The Lazy Song""",Bruno Mars,https://genius.com/Bruno-mars-the-lazy-song-lyrics
27,"""Till the World Ends""",Britney Spears,https://genius.com/Britney-spears-till-the-world-ends-lyrics
28,"""The Show Goes On""",Lupe Fiasco,https://genius.com/Lupe-fiasco-the-show-goes-on-lyrics
29,"""The Edge of Glory""",Lady Gaga,https://genius.com/Lady-gaga-the-edge-of-glory-lyrics
30,"""We R Who We R""",Kesha,https://genius.com/Kesha-we-r-who-we-r-lyrics
31,"""Black and Yellow""",Wiz Khalifa,https://genius.com/Wiz-khalifa-black-and-yellow-lyrics
32,"""Tonight Tonight""",Hot Chelle Rae,https://genius.com/Hot-chelle-rae-tonight-tonight-lyrics
