Title,Artist,Harmony,Intervals,Interval_Variance
"""Cheerleader (Felix Jaehn Remix)""",OMI,"[1, 1, 5, 4, 4, 1, 1, 5, 4, 1, 1, 5, 4, 1, 1, 5, 4, 1, 1, 5, 4, 1, 4, 5, 4, 1, 4, 5, 4, 1, 4, 5, 4, 1, 4, 5, 4, 1, 4, 5, 4, 1, 4, 5, 4, 1, 1, 5, 4, 1, 1, 5, 4, 1, 1, 5, 4, 1, 1, 5, 4, 1, 4, 5, 4, 1, 4, 5, 4, 1, 4, 5, 4, 1, 4, 5, 4, 1, 4, 5, 4, 1, 4, 5, 4, 1, 1, 5, 4, 1, 4, 5, 4, 1, 4, 5, 4, 1, 4, 5, 4, 1, 4, 5, 4, 1, 4, 5, 4, 1, 4, 5, 4, 1, 4, 5, 4, 1, 4, 5, 4, 1, 1, 5, 4, 1, 1, 4, 5]","[0, -5, -2, 0, -5, 0, -5, -2, -5, 0, -5, -2, -5, 0, -5, -2, -5, 0, -5, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 0, -5, -2, -5, 0, -5, -2, -5, 0, -5, -2, -5, 0, -5, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 0, -5, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 0, -5, -2, -5, 0, 5, 2]",12.97601318359375
"""Can't Feel My Face""",The Weeknd,"[1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2]","[-2, 4, -2, -2, 4, -2, -2, 4, -2, -2, 4, -2, -2, 4, -2, -2, 4, -2, -2, 4, -2, -2, 4, -2, -2, 4, -2, -2, 4, -2, -2, 4, -2, -2, 4, -2, -2, 4, -2, -2, 4, -2, -2, 4, -2, -2, 4, 0, -2, -2, 4, -2, -2, 4, -2, -2, 4, -2, -2, 4, -2, -2, 4, -2, -2, 4, -2, -2, 4]",7.9411888258769165
"""Love Me Like You Do""",Ellie Goulding,"[1, 5, 6, 6, 4, 5, 6, 6, 1, 5, 6, 4, 5, 6, 1, 5, 6, 4, 5, 6, 1, 3, 6, 4, 2, 6, 5, 1, 5, 6, 4, 5, 6, 1, 3, 6, 4, 5, 6, 1, 3, 6, 4, 2, 6, 5, 1, 3, 6, 4, 2, 6, 5, 1, 3, 6, 6, 1, 3, 6, 4, 5, 6, 1, 3, 6, 4, 2, 6, 5, 1, 3, 6, 4, 2, 6, 5, 1, 3, 6, 4]","[-5, 2, 0, -4, 2, 2, 0, 3, -5, 2, -4, 2, 2, 3, -5, 2, -4, 2, 2, 3, 4, 5, -4, -3, -5, -2, 5, -5, 2, -4, 2, 2, 3, 4, 5, -4, 2, 2, 3, 4, 5, -4, -3, -5, -2, 5, 4, 5, -4, -3, -5, -2, 5, 4, 5, 0, 3, 4, 5, -4, 2, 2, 3, 4, 5, -4, -3, -5, -2, 5, 4, 5, -4, -3, -5, -2, 5, 4, 5, -4]",13.524843749999999
"""Take Me to Church""",Hozier,"[1, 4, 1, 4, 3, 4, 1, 4, 1, 4, 1, 4, 3, 4, 1, 4, 7, 6, 1, 4, 1, 4, 3, 4, 1, 4, 7, 6, 6, 6, 3, 6, 3, 6, 3, 6, 3, 3, 2, 2, 0, 1, 5, 3, 4, 1, 4, 3, 3, 2, 1, 5, 3, 4, 1, 4, 3, 3, 2, 1, 4, 1, 4, 3, 4, 1, 4, 7, 6, 1, 4, 1, 4, 3, 4, 1, 4, 7, 6, 6, 3, 2, 2, 0, 1, 5, 3, 4, 1, 4, 3, 3, 2, 1, 5, 3, 4, 1, 4, 3, 3, 2, 6, 3, 5, 1, 6, 3, 5, 1, 6, 3, 5, 1, 6, 3, 5, 1, 3, 3, 6, 3, 3, 6, 3, 6, 3, 6, 3, 3, 2, 2, 0, 1, 5, 3, 4, 1, 4, 3, 3, 2, 1, 5, 3, 4, 1, 4, 3, 3, 2, 1]","[5, -5, 5, -2, 2, -5, 5, -5, 5, -5, 5, -2, 2, -5, 5, 5, -2, 4, 5, -5, 5, -2, 2, -5, 5, 5, -2, 0, 0, -5, 5, -5, 5, -5, 5, -5, 0, -1, 0, -1, -1, -5, -4, 2, -5, 5, -2, 0, -1, -2, -5, -4, 2, -5, 5, -2, 0, -1, -2, 5, -5, 5, -2, 2, -5, 5, 5, -2, 4, 5, -5, 5, -2, 2, -5, 5, 5, -2, 0, -5, -1, 0, -1, -1, -5, -4, 2, -5, 5, -2, 0, -1, -2, -5, -4, 2, -5, 5, -2, 0, -1, -6, -5, 4, 5, -4, -5, 4, 5, -4, -5, 4, 5, -4, -5, 4, 5, 3, 0, 5, -5, 0, 5, -5, 5, -5, 5, -5, 0, -1, 0, -1, -1, -5, -4, 2, -5, 5, -2, 0, -1, -2, -5, -4, 2, -5, 5, -2, 0, -1, -2]",14.627428621551687
"""Bad Blood""",Taylor Swift featuring Kendrick Lamar,"[1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3]","[-5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, -2, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, -2, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, 0, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2]",8.32857947082004
"""Lean On""",Major Lazer and DJ Snake featuring MØ,not found,not found,not found
"""Want to Want Me""",Jason Derulo,"[1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 4, 6, 5, 1, 6, 4, 6, 1, 6, 1, 6, 1, 6, 1, 6, 4, 6, 5, 1, 6, 4, 6, 1, 6, 4, 5, 6, 3, 4, 5, 6, 5, 1, 6, 4, 6, 5, 1, 6, 4, 6, 1, 6]","[-3, 3, -3, 3, -3, 3, -3, 3, -3, -4, 4, -2, 5, -3, -4, 4, 3, -3, 3, -3, 3, -3, 3, -3, -4, 4, -2, 5, -3, -4, 4, 3, -3, -4, 2, 2, -5, 1, 2, 2, -2, 5, -3, -4, 4, -2, 5, -3, -4, 4, 3, -3]",11.362056213017752
"""Shake It Off""",Taylor Swift,"[1, 2, 4, 1, 2, 4, 1, 2, 4, 1, 1, 2, 4, 1, 2, 4, 1, 2, 4, 1, 2, 4, 1, 2, 4, 1, 1, 2, 4, 1, 2, 4, 1, 2, 4, 1, 2, 4, 1, 1, 2, 4, 1, 1, 2, 4, 1, 2, 4, 1, 2, 4, 1, 2, 4, 1, 2, 4, 1]","[2, 3, -5, 2, 3, -5, 2, 3, -5, 0, 2, 3, -5, 2, 3, -5, 2, 3, -5, 2, 3, -5, 2, 3, -5, 0, 2, 3, -5, 2, 3, -5, 2, 3, -5, 2, 3, -5, 0, 2, 3, -5, 0, 2, 3, -5, 2, 3, -5, 2, 3, -5, 2, 3, -5, 2, 3, -5]",11.793103448275861
"""Where Are Ü Now""",Skrillex and Diplo (Jack Ü) featuring Justin Bieber,not found,not found,not found
"""Fight Song""",Rachel Platten,"[1, 1, 1, 6, 4, 1, 1, 4, 5, 6, 1, 4, 5, 1, 5, 6, 4, 1, 5, 6, 4, 6, 5, 1, 6, 4, 1, 5, 6, 4, 1, 5, 1, 4, 5, 6, 1, 4, 1, 5, 6, 4, 1, 5, 6, 4, 6, 5, 4, 6, 4, 1, 5, 1, 1, 6, 4, 1, 1, 5, 6, 4, 6, 5, 4, 6, 4, 1]","[0, 0, -3, -4, -5, 0, 5, 2, 2, 3, 5, 2, 5, -5, 2, -4, -5, -5, 2, -4, 4, -2, 5, -3, -4, -5, -5, 2, -4, -5, -5, 5, 5, 2, 2, 3, 5, -5, -5, 2, -4, -5, -5, 2, -4, 4, -2, -2, 4, -4, -5, -5, 5, 0, -3, -4, -5, 0, -5, 2, -4, 4, -2, -2, 4, -4, -5]",13.974159055468924
"""679""",Fetty Wap featuring Remy Boyz,"[1, 7, 3, 5, 1, 7, 3, 5, 1, 7, 3, 5, 1, 7, 3, 5, 1, 7, 3, 5, 1, 7, 3, 5, 1, 7, 3, 5, 1, 7, 3, 5, 1, 7, 3, 5, 1, 7, 3, 5, 1, 7, 3, 5]","[-1, 5, 3, 5, -1, 5, 3, 5, -1, 5, 3, 5, -1, 5, 3, 5, -1, 5, 3, 5, -1, 5, 3, 5, -1, 5, 3, 5, -1, 5, 3, 5, -1, 5, 3, 5, -1, 5, 3, 5, -1, 5, 3]",6.044348296376421
"""Lips Are Movin""",Meghan Trainor,"[1, 2, 4, 1, 1, 2, 4, 1, 1, 2, 4, 1, 1, 2, 4, 1, 1, 2, 4, 1, 1, 2, 4, 1, 1, 2, 4, 1, 1, 2, 4, 1, 1, 2, 4, 1, 1, 2, 4, 1, 1, 2, 4, 1, 1, 2, 4, 1, 1, 2, 4, 1, 1, 2, 4, 1, 1, 2, 4, 1, 1, 2, 4, 1, 1, 2, 4, 1, 1, 2, 4, 1, 1, 2, 4, 1, 1, 2, 4, 1, 1, 2, 4, 1, 1, 2, 4, 1, 1, 2, 4, 1, 1, 2, 4, 1, 1, 2, 4, 1, 1, 2, 4, 1]","[2, 3, -5, 0, 2, 3, -5, 0, 2, 3, -5, 0, 2, 3, -5, 0, 2, 3, -5, 0, 2, 3, -5, 0, 2, 3, -5, 0, 2, 3, -5, 0, 2, 3, -5, 0, 2, 3, -5, 0, 2, 3, -5, 0, 2, 3, -5, 0, 2, 3, -5, 0, 2, 3, -5, 0, 2, 3, -5, 0, 2, 3, -5, 0, 2, 3, -5, 0, 2, 3, -5, 0, 2, 3, -5, 0, 2, 3, -5, 0, 2, 3, -5, 0, 2, 3, -5, 0, 2, 3, -5, 0, 2, 3, -5, 0, 2, 3, -5, 0, 2, 3, -5]",9.592233009708737
"""Worth It""",Fifth Harmony featuring Kid Ink,"[1, 1, 1, 5, 5, 1, 1, 5, 5, 1, 1, 5, 5, 1, 1, 5, 5, 1, 1, 5, 5, 1, 1, 1, 1, 6, 3, 1, 7, 6, 3, 1, 5, 1, 1, 5, 5, 1, 1, 5, 5, 1, 1, 5, 5, 1, 1, 5, 6, 3, 1, 7, 6, 3, 1, 5, 1, 1, 5, 5, 1, 1, 5, 5, 1, 1, 5, 5, 1, 1, 5, 5, 6, 3, 1, 7, 6, 3, 1, 5, 1, 1, 5, 5, 1, 1, 5, 5]","[0, 0, -5, 0, 5, 0, -5, 0, 5, 0, -5, 0, 5, 0, -5, 0, 5, 0, -5, 0, 5, 0, 0, 0, -4, -5, -3, -2, -2, -5, -3, -5, 5, 0, -5, 0, 5, 0, -5, 0, 5, 0, -5, 0, 5, 0, -5, 1, -5, -3, -2, -2, -5, -3, -5, 5, 0, -5, 0, 5, 0, -5, 0, 5, 0, -5, 0, 5, 0, -5, 0, 1, -5, -3, -2, -2, -5, -3, -5, 5, 0, -5, 0, 5, 0, -5, 0]",11.52701810014533
"""Post to Be""",Omarion featuring Chris Brown and Jhené Aiko,not found,not found,not found
"""Honey, I'm Good.""",Andy Grammer,"[1, 1, 5, 6, 1, 1, 4, 5, 1, 1, 4, 5, 1, 1, 4, 5, 1, 1, 4, 5, 1, 1, 6, 1, 4, 1, 1, 6, 1, 6, 1, 1, 4, 1, 4, 4, 1, 4, 5, 1, 1, 4, 5, 1, 1, 4, 5, 1, 1, 4, 5, 1, 1, 6, 1, 4, 1, 1, 6, 4, 1, 1, 5, 6, 6, 1, 1, 4, 1, 4, 4, 5, 6, 4, 1, 5, 6, 4, 1, 1, 4, 5, 1, 1, 4, 5, 1, 1, 6, 1, 1, 1, 4, 1, 4, 1, 1, 4, 1, 4, 4, 1, 4, 1, 4]","[0, -5, 2, 3, 0, 5, 2, 5, 0, 5, 2, 5, 0, 5, 2, 5, 0, 5, 2, 5, 0, -3, 3, 5, -5, 0, -3, 3, -3, 3, 0, 5, -5, 5, 0, -5, 5, 2, 5, 0, 5, 2, 5, 0, 5, 2, 5, 0, 5, 2, 5, 0, -3, 3, 5, -5, 0, -3, -4, -5, 0, -5, 2, 0, 3, 0, 5, -5, 5, 0, 2, 2, -4, -5, -5, 2, -4, -5, 0, 5, 2, 5, 0, 5, 2, 5, 0, -3, 3, 0, 0, 5, -5, 5, -5, 0, 5, -5, 5, 0, -5, 5, -5, 5]",12.75878328402367
"""I'm Not the Only One""",Sam Smith,"[1, 3, 6, 4, 1, 3, 6, 4, 1, 3, 6, 4, 1, 5, 1, 1, 3, 6, 4, 1, 3, 6, 4, 1, 3, 6, 4, 1, 5, 1, 1, 3, 6, 4, 1, 3, 6, 4, 1, 3, 6, 4, 1, 5, 1, 1, 3, 6, 4, 1, 3, 6, 4, 1, 3, 6, 5, 4, 1, 5, 1, 4, 1, 3, 6, 4, 1, 3, 6, 4, 1, 3, 6, 4, 1, 5, 1, 1, 3, 6, 4, 1, 3, 6, 4, 1, 3, 6, 5, 4, 1, 5, 1, 4, 4, 1, 3, 6, 5, 4, 1, 4, 1, 3, 6, 4, 1, 3, 6, 4, 1, 3, 6, 5, 4, 1, 5, 1, 1, 3, 6, 4, 1, 3, 6, 4, 1, 3, 6, 5, 4, 1, 4, 1, 1, 3, 6, 4, 1, 3, 6, 4, 1, 3, 6, 5, 4, 1, 5, 1]","[4, 5, -4, -5, 4, 5, -4, -5, 4, 5, -4, -5, -5, 5, 0, 4, 5, -4, -5, 4, 5, -4, -5, 4, 5, -4, -5, -5, 5, 0, 4, 5, -4, -5, 4, 5, -4, -5, 4, 5, -4, -5, -5, 5, 0, 4, 5, -4, -5, 4, 5, -4, -5, 4, 5, -2, -2, -5, -5, 5, 5, -5, 4, 5, -4, -5, 4, 5, -4, -5, 4, 5, -4, -5, -5, 5, 0, 4, 5, -4, -5, 4, 5, -4, -5, 4, 5, -2, -2, -5, -5, 5, 5, 0, -5, 4, 5, -2, -2, -5, 5, -5, 4, 5, -4, -5, 4, 5, -4, -5, 4, 5, -2, -2, -5, -5, 5, 0, 4, 5, -4, -5, 4, 5, -4, -5, 4, 5, -2, -2, -5, 5, -5, 0, 4, 5, -4, -5, 4, 5, -4, -5, 4, 5, -2, -2, -5, -5, 5]",19.114093959731544
"""Good for You""",Selena Gomez featuring ASAP Rocky,"[1, 2, 4, 5, 6, 6, 1, 2, 5, 6, 1, 2, 5, 6, 1, 2, 5, 6, 6, 5, 6, 1, 2, 5, 6, 1, 2, 5, 6, 1, 2, 5, 6, 1, 2, 5, 6, 6, 5, 6, 1, 2, 5, 6, 1, 2, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 4, 6, 1, 2, 5, 6, 1, 2, 5, 6, 1, 2, 5]","[2, 3, 2, 2, 0, 3, 2, 5, 2, 3, 2, 5, 2, 3, 2, 5, 2, 0, -2, 2, 3, 2, 5, 2, 3, 2, 5, 2, 3, 2, 5, 2, 3, 2, 5, 2, 0, -2, 2, 3, 2, 5, 2, 3, 2, 5, -2, 2, -2, 2, -2, 2, -2, 2, -2, 0, 4, 3, 2, 5, 2, 3, 2, 5, 2, 3, 2, 5]",3.6719290657439445
"""All About That Bass""",Meghan Trainor,"[1, 1, 2, 5, 1, 1, 2, 5, 1, 1, 2, 2, 5, 1, 4, 1, 1, 2, 5, 1, 1, 2, 5, 4, 1, 1, 1, 2, 5, 1, 1, 2, 5, 1, 5, 1, 1, 2, 5, 1, 1, 2, 5, 4, 1, 1, 1, 2, 5, 1, 1, 1, 2, 5, 1, 1, 1, 2, 5, 1]","[0, 2, 5, 5, 0, 2, 5, 5, 0, 2, 0, 5, 5, 5, -5, 0, 2, 5, 5, 0, 2, 5, -2, -5, 0, 0, 2, 5, 5, 0, 2, 5, 5, -5, 5, 0, 2, 5, 5, 0, 2, 5, -2, -5, 0, 0, 2, 5, 5, 0, 0, 2, 5, 5, 0, 0, 2, 5, 5]",8.676817006607296
"""Style""",Taylor Swift,"[1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 4, 7, 1, 6, 3, 6, 3, 6, 3, 6, 1, 6, 1, 6, 1, 6, 1, 6, 4, 7, 1, 6, 3, 6, 3, 6, 3, 6, 1, 6, 3, 6, 3, 6, 3, 6, 1, 6]","[-4, 4, -4, 4, -4, 4, -4, 4, -4, -3, 5, 2, -4, -5, 5, -5, 5, -5, 5, 4, -4, 4, -4, 4, -4, 4, -4, -3, 5, 2, -4, -5, 5, -5, 5, -5, 5, 4, -4, -5, 5, -5, 5, -5, 5, 4, -4]",19.014033499320956
