Title,Artist,Harmony,Intervals,Interval_Variance
"""We Belong Together""",Mariah Carey,"[1, 2, 7, 1, 2, 7, 1, 1, 2, 7, 1, 1, 2, 7, 1, 1, 2, 7, 1, 1, 2, 7, 1, 1, 2, 7, 1, 1, 2, 7, 1, 1, 2, 7, 1, 1, 2, 7, 1, 1, 2, 7, 1, 1, 2, 7, 1, 1, 2, 7, 1, 1, 2, 7, 1, 1, 2, 7, 1, 1, 2, 7, 1, 1, 2, 7, 1, 1, 2, 7, 1, 1, 2, 7, 1, 1, 2, 7, 1, 1, 2, 7, 1, 1, 2, 7, 1, 1, 2, 7, 1, 1, 2, 7, 1, 1, 2, 7, 1]","[2, -3, 1, 2, -3, 1, 0, 2, -3, 1, 0, 2, -3, 1, 0, 2, -3, 1, 0, 2, -3, 1, 0, 2, -3, 1, 0, 2, -3, 1, 0, 2, -3, 1, 0, 2, -3, 1, 0, 2, -3, 1, 0, 2, -3, 1, 0, 2, -3, 1, 0, 2, -3, 1, 0, 2, -3, 1, 0, 2, -3, 1, 0, 2, -3, 1, 0, 2, -3, 1, 0, 2, -3, 1, 0, 2, -3, 1, 0, 2, -3, 1, 0, 2, -3, 1, 0, 2, -3, 1, 0, 2, -3, 1, 0, 2, -3, 1]",3.5714285714285716
"""Hollaback Girl""",Gwen Stefani,"[1, 5, 3, 4, 1, 5, 3, 4, 1, 5, 3, 4, 1, 5, 3, 4, 1, 5, 3, 4, 1, 5, 3, 4, 1, 5, 3, 4, 1, 5, 3, 4, 1, 5, 3, 4, 1, 5, 3, 4, 1, 5, 3, 4, 1, 5, 3, 4, 1, 5, 3, 4, 1, 5, 3, 4, 1, 5, 3, 4, 1, 5, 3, 4, 1, 5, 3, 4, 1, 5, 3, 4, 1, 5, 3, 4, 1, 5, 3, 4, 1, 5, 3, 4, 1, 5, 3, 4, 1, 5, 3, 4, 1, 5, 3, 4]","[-5, -4, 2, -5, -5, -4, 2, -5, -5, -4, 2, -5, -5, -4, 2, -5, -5, -4, 2, -5, -5, -4, 2, -5, -5, -4, 2, -5, -5, -4, 2, -5, -5, -4, 2, -5, -5, -4, 2, -5, -5, -4, 2, -5, -5, -4, 2, -5, -5, -4, 2, -5, -5, -4, 2, -5, -5, -4, 2, -5, -5, -4, 2, -5, -5, -4, 2, -5, -5, -4, 2, -5, -5, -4, 2, -5, -5, -4, 2, -5, -5, -4, 2, -5, -5, -4, 2, -5, -5, -4, 2, -5, -5, -4, 2]",8.546925207756232
"""Let Me Love You""",Mario,"[1, 5, 4, 4, 4, 1, 5, 4, 4, 4, 1, 5, 4, 4, 4, 1, 5, 4, 4, 4, 1, 5, 4, 4, 4, 1, 5, 4, 4, 4, 1, 5, 4, 4, 4, 1, 5, 4, 4, 4, 1, 5, 4, 4, 4, 1, 1, 5, 4, 4, 4, 1, 5, 4, 4, 4, 1, 5, 4, 4, 4, 1, 5, 4, 4, 4, 1, 5, 4, 4, 4, 1, 5, 4, 4, 4, 1, 5, 4, 4, 4, 1, 5, 0, 6, 3, 7, 0, 4, 1, 5, 4, 4, 4, 1, 5, 4, 4, 4, 1, 5, 4, 4, 4]","[-5, -2, 0, 0, -5, -5, -2, 0, 0, -5, -5, -2, 0, 0, -5, -5, -2, 0, 0, -5, -5, -2, 0, 0, -5, -5, -2, 0, 0, -5, -5, -2, 0, 0, -5, -5, -2, 0, 0, -5, -5, -2, 0, 0, -5, 0, -5, -2, 0, 0, -5, -5, -2, 0, 0, -5, -5, -2, 0, 0, -5, -5, -2, 0, 0, -5, -5, -2, 0, 0, -5, -5, -2, 0, 0, -5, -5, -2, 0, 0, -5, -5, -6, -5, -5, -5, 3, 4, -5, -5, -2, 0, 0, -5, -5, -2, 0, 0, -5, -5, -2, 0, 0]",5.773588462626072
"""Since U Been Gone""",Kelly Clarkson,not found,not found,not found
"""1, 2 Step""",Ciara featuring Missy Elliott,"[1, 4, 1, 4, 1, 4, 1, 4, 1, 1, 4, 4, 1, 1, 4, 4, 1, 4, 1, 4, 1, 1, 4, 4, 1, 1, 4, 4, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 4, 4, 1, 1, 4, 1, 1, 4, 4, 1, 1, 4, 4, 1, 1, 4, 4, 1, 1, 4, 4, 1, 1, 4, 4, 1, 4]","[5, -5, 5, -5, 5, -5, 5, -5, 0, 5, 0, -5, 0, 5, 0, -5, 5, -5, 5, -5, 0, 5, 0, -5, 0, 5, 0, -5, 2, -2, 2, -2, 2, -2, 2, -2, 0, 5, 0, -5, 0, 5, -5, 0, 5, 0, -5, 0, 5, 0, -5, 0, 5, 0, -5, 0, 5, 0, -5, 0, 5, 0, -5, 5]",14.165771484375
"""Gold Digger""",Kanye West featuring Jamie Foxx,"[1, 4, 1, 4, 1, 4, 1, 4, 1, 4, 1, 4, 1, 4]","[5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5]",24.852071005917157
"""Boulevard of Broken Dreams""",Green Day,"[1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 5, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 5, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 5]","[3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, 3, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, 4, 5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, 3, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, 4, 5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, 3, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, 4]",13.101651925078045
"""Candy Shop""",50 Cent featuring Olivia,not found,not found,not found
"""Don't Cha""",The Pussycat Dolls featuring Busta Rhymes,"[1, 2, 6, 2, 6, 2, 6, 2, 6, 2, 6, 2, 6, 2, 6, 2, 6, 2, 6, 2, 6]","[2, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5]",23.927500000000002
"""Behind These Hazel Eyes""",Kelly Clarkson,"[1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 4, 1, 6, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 4, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 4, 1, 6, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 4, 1, 6, 3, 7, 4, 6, 1, 4, 6, 1, 4, 6, 1, 6, 7, 1, 6, 3, 7, 1, 6, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 4, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 4, 1, 6, 3, 7]","[-4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -3, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, -5, -5, -4, 2, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -3, -5, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, -5, -5, -4, 2, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -3, -5, -4, -5, -5, -5, 3, 4, 5, 3, 4, 5, 3, 4, -4, 2, 2, -4, -5, -5, 2, -4, 2, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -3, -5, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -3, -5, -4, -5, -5]",10.090679522497705
