Title,Artist,Harmony,Intervals,Interval_Variance
"""Tik Tok""",Kesha,not found,not found,not found
"""Need You Now""",Lady Antebellum,"[1, 3, 1, 3, 1, 3, 1, 3, 1, 1, 5, 7, 5, 7, 1, 1, 1, 3, 1, 3, 1, 3, 1, 3, 1, 1, 5, 7, 5, 7, 1, 1, 3, 2, 5, 1, 2, 1, 3, 2, 5, 7, 5, 7, 1, 1, 5, 7, 5, 7, 5, 7, 5, 7, 5]","[-4, 4, -4, 4, -4, 4, -4, 4, 0, 5, -4, 4, -4, -1, 0, 0, -4, 4, -4, 4, -4, 4, -4, 4, 0, 5, -4, 4, -4, -1, 0, -4, 2, 7, -5, -2, 2, -4, 2, 7, -4, 4, -4, -1, 0, 5, -4, 4, -4, 4, -4, 4, -4, 4]",14.380315500685871
"""Hey, Soul Sister""",Train,"[1, 5, 6, 4, 1, 5, 6, 4, 1, 5, 6, 4, 5, 1, 5, 6, 4, 1, 5, 6, 4, 5, 4, 5, 1, 5, 4, 5, 1, 5, 4, 5, 1, 5, 4, 5, 1, 5, 6, 4, 1, 5, 6, 4, 1, 5, 6, 4, 5, 1, 5, 6, 4, 1, 5, 6, 4, 5, 4, 5, 1, 5, 4, 5, 1, 5, 4, 5, 1, 5, 4, 5, 1, 5, 6, 4, 1, 5, 6, 4, 5, 4, 5, 1, 5, 4, 5, 1, 5, 4, 5, 1, 5, 4, 5, 1, 5, 4, 5, 1, 5, 4, 5, 1, 5, 6, 4, 5, 1, 5, 6, 4, 5, 1]","[-7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, -2, 7, -7, 10, -8, 5, -7, 10, -8, -2, 2, -2, 7, -7, 2, -2, 7, -7, 2, -2, 7, -7, 2, -2, 7, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, -2, 7, -7, 10, -8, 5, -7, 10, -8, -2, 2, -2, 7, -7, 2, -2, 7, -7, 2, -2, 7, -7, 2, -2, 7, -7, 10, -8, 5, -7, 10, -8, -2, 2, -2, 7, -7, 2, -2, 7, -7, 2, -2, 7, -7, 2, -2, 7, -7, 2, -2, 7, -7, 2, -2, 7, -7, 10, -8, -2, 7, -7, 10, -8, -2, 7]",41.75221238938053
"""California Gurls""",Katy Perry featuring Snoop Dogg,"[1, 3, 4, 5, 6, 3, 4, 5, 6, 3, 4, 5, 6, 3, 4, 5, 6, 3, 4, 5, 6, 3, 4, 5, 6, 3, 4, 5, 6, 3, 4, 5, 6, 3, 4, 5, 6, 3, 4, 5, 6, 5, 6, 4, 5, 6, 4, 1, 4, 5, 6, 1, 4, 5, 6, 1, 4, 5, 6, 1, 4, 5, 6, 1, 4, 5, 6, 1, 4, 5, 6, 1, 4, 5, 6, 1, 4, 5, 6, 3, 4, 5, 6, 3, 4, 5, 6, 3, 4, 5, 6, 3, 4, 5, 6, 5, 6, 4, 5, 6, 4, 1, 4, 5, 6, 1, 4, 5, 6, 1, 4, 5, 6, 1, 4, 5, 6, 1, 4, 5, 6, 1, 4, 5, 6, 1, 4, 5, 6, 1, 4, 5, 6]","[-4, -1, -2, -2, 5, -1, -2, -2, 5, -1, -2, -2, 5, -1, -2, -2, 5, -1, -2, -2, 5, -1, -2, -2, 5, -1, -2, -2, 5, -1, -2, -2, 5, -1, -2, -2, 5, -1, -2, -2, 2, -2, 4, -2, -2, 4, 5, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 5, -1, -2, -2, 5, -1, -2, -2, 5, -1, -2, -2, 5, -1, -2, -2, 2, -2, 4, -2, -2, 4, 5, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2]",17.23019972451791
"""OMG""",Usher featuring will.i.am,"[1, 7, 7, 1, 1, 7, 7, 1, 1, 7, 7, 1, 1, 7, 7, 1]","[2, 0, -2, 0, 2, 0, -2, 0, 2, 0, -2, 0, 2, 0, -2]",2.1333333333333333
"""Airplanes""",B.o.B featuring Hayley Williams,not found,not found,not found
"""Love the Way You Lie""",Eminem featuring Rihanna,not found,not found,not found
"""Bad Romance""",Lady Gaga,"[1, 4, 5, 7, 1, 4, 5, 7, 5, 7, 5, 7, 5, 1, 5, 7, 4, 5, 7, 5, 7, 5, 1, 5, 7, 4, 1, 4, 5, 7, 1, 4, 5, 7, 1, 4, 5, 7, 1, 4, 5, 7, 5, 7, 5, 7, 5, 1, 5, 7, 4, 5, 7, 5, 7, 5, 1, 5, 7, 4, 5, 7, 5, 7, 1, 4, 5, 7, 1, 4, 5, 7, 1, 4, 5, 7, 1, 4, 5, 7, 5, 7, 5, 7, 5, 7, 5, 7, 1, 5, 7, 5, 5, 7, 2, 1, 5, 7, 5, 7, 2, 1, 4, 5, 7, 1, 4, 5, 7, 1, 4, 5, 1, 4, 5, 7, 1, 4, 5, 7, 1, 4, 5, 7, 1, 4, 5, 7, 5, 7, 5, 7, 5, 7, 5]","[-5, -2, 9, -2, -5, -2, 9, -9, 9, -9, 9, -9, 7, -7, 9, -7, -2, 9, -9, 9, -9, 7, -7, 9, -7, 5, -5, -2, 9, -2, -5, -2, 9, -2, -5, -2, 9, -2, -5, -2, 9, -9, 9, -9, 9, -9, 7, -7, 9, -7, -2, 9, -9, 9, -9, 7, -7, 9, -7, -2, 9, -9, 9, -2, -5, -2, 9, -2, -5, -2, 9, -2, -5, -2, 9, -2, -5, -2, 9, -9, 9, -9, 9, -9, 9, -9, 9, -2, -7, 9, -9, 0, 9, -4, 2, -7, 9, -9, 9, -4, 2, -5, -2, 9, -2, -5, -2, 9, -2, -5, -2, 7, -5, -2, 9, -2, -5, -2, 9, -2, -5, -2, 9, -2, -5, -2, 9, -9, 9, -9, 9, -9, 9, -9]",47.63159946535977
"""Dynamite""",Taio Cruz,"[1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 5, 1, 6, 7, 5, 1, 6, 7, 5, 1, 6, 7, 5, 1, 6, 7, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 6]","[2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, 1, -5, 4, -2, 3, -5, 4, -2, 3, -5, 4, -2, 3, -5, 4, -2, -2, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5, -4, 2, 7, -5]",22.59642005427483
"""Break Your Heart""",Taio Cruz featuring Ludacris,"[1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7]","[4, -7, 5, -2, 4, -7, 5, -2, 4, -7, 5, -2, 4, -7, 5, -2, 4, -7, 5, -2, 4, -7, 5, -2, 4, -7, 5, -2, 4, -7, 5, -2, 4, -7, 5, -2, 4, -7, 5, -2, 4, -7, 5, -2, 4, -7, 5]",23.913082842915347
