Title,Artist,Harmony,Intervals,Interval_Variance
"""Somebody That I Used to Know""",Gotye featuring Kimbra,"[1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 7, 7, 7, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7, 1, 7, 6, 7]","[2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -10, 10, -2, 2, -10, 10, -2, 2, -10, 10, -2, 2, -10, 10, -2, 2, -10, 10, -2, 2, -10, 10, -2, 2, -10, 10, -2, 2, -10, 10, -2, 2, -10, 10, -2, 2, -10, 10, -2, 2, -10, 10, -2, 2, -10, 10, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, 0, 0, 0, 0, -2, 2, -10, 10, -2, 2, -10, 10, -2, 2, -10, 10, -2, 2, -10, 10, -2, 2, -10, 10, -2, 2, -10, 10, -2, 2, -10, 10, -2, 2, -10, 10, -2, 2, -10, 10, -2, 2, -10, 10, -2, 2, -10, 10, -2, 2, -10, 10, -2, 2, -10, 10, -2, 2, -10, 10, -2, 2, -10, 10, -2, 2, -10, 10]",25.700339294202497
"""Call Me Maybe""",Carly Rae Jepsen,"[1, 1, 6, 4, 5, 1, 6, 4, 5, 1, 6, 4, 5, 1, 5, 4, 5, 1, 5, 4, 5, 1, 5, 4, 5, 1, 5, 4, 5, 1, 6, 4, 5, 1, 6, 4, 5, 1, 6, 4, 5, 1, 5, 4, 5, 1, 5, 4, 5, 1, 5, 4, 5, 1, 5, 4, 5, 1, 5, 4, 5, 1, 5, 4, 5, 1, 6, 4, 5, 1, 5, 4, 5, 1, 5, 4, 5, 1, 5, 4, 5, 1, 5, 4, 5]","[0, 3, 4, -2, -5, 3, 4, -2, -5, 3, 4, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 3, 4, -2, -5, 3, 4, -2, -5, 3, 4, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 3, 4, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2]",13.865504535147393
"""We Are Young""",Fun featuring Janelle Monáe,"[1, 4, 2, 5, 0, 1, 4, 2, 5, 0, 1, 1, 5, 6, 2, 1, 0, 5, 1, 4, 1, 2, 1, 0, 1, 1, 4, 1, 2, 1, 0, 1, 1, 4, 4, 1, 2, 2, 5, 0, 1, 4, 1, 2, 1, 0, 1, 1, 4, 1, 2, 1, 0, 1, 1, 4, 0, 4, 1, 4, 0, 4, 1, 4, 0, 4, 1, 4, 0, 4, 1, 4, 1, 2, 1, 0, 1, 1, 4, 1, 2, 1, 0, 1, 1, 5, 6, 2, 1, 0, 5, 1, 4]","[7, -9, 7, -3, -2, 7, -9, 7, -3, -2, 0, 5, -2, -5, 2, 2, 3, -5, 7, -7, -2, 2, 2, -2, 0, 7, -7, -2, 2, 2, -2, 0, 7, 0, -7, -2, 0, 7, -3, -2, 7, -7, -2, 2, 2, -2, 0, 7, -7, -2, 2, 2, -2, 0, 7, -5, 5, -7, 7, -5, 5, -7, 7, -5, 5, -7, 7, -5, 5, -7, 7, -7, -2, 2, 2, -2, 0, 7, -7, -2, 2, 2, -2, 0, 5, -2, -5, 2, 2, 3, -5, 7]",22.439862948960304
"""Payphone""",Maroon 5 featuring Wiz Khalifa,"[1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1]","[-7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2]",16.5
"""Lights""",Ellie Goulding,"[1, 7, 6, 1, 7, 6, 1, 7, 6, 1, 7, 6, 1, 7, 1, 4, 1, 7, 1, 4, 1, 7, 1, 7, 1, 7, 1, 7, 1, 7, 6, 1, 7, 6, 1, 7, 6, 1, 7, 6, 1, 7, 1, 4, 1, 7, 1, 4, 1, 7, 1, 7, 1, 7, 1, 7, 1, 1, 4, 1, 7, 1, 4, 1, 7, 1, 7, 1, 4, 1, 7, 1, 4, 1, 7, 1, 7, 1, 7, 1, 7, 1, 4, 1, 4]","[2, 2, -4, 2, 2, -4, 2, 2, -4, 2, 2, -4, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2, 2, -2, 2, -2, 2, -2, 2, 2, -4, 2, 2, -4, 2, 2, -4, 2, 2, -4, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2, 2, -2, 2, -2, 2, -2, 0, -5, 5, 2, -2, -5, 5, 2, -2, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2, 2, -2, 2, -2, 2, -2, -5, 5, -5]",9.841695011337869
"""Glad You Came""",The Wanted,"[1, 5, 3, 2, 1, 5, 3, 2, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1]","[-7, 3, 2, 2, -7, 3, 2, 2, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -2, 2, -7, 3, 2, 2, -7, 3, 2, 2]",15.6
"""Stronger (What Doesn't Kill You)""",Kelly Clarkson,"[1, 6, 3, 7, 4, 0, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 4, 0, 1, 6, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1]","[4, 5, -7, 5, -8, 1, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, 5, -8, 1, 4, -4, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2]",24.09433962264151
"""We Found Love""",Rihanna featuring Calvin Harris,"[1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7]","[4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7]",23.913082842915347
"""Starships""",Nicki Minaj,"[1, 5, 4, 6, 3, 4, 1, 5, 4, 6, 3, 4, 1, 5, 4, 6, 3, 4, 1, 5, 4, 6, 3, 4, 1, 5, 4, 6, 3, 4, 1, 5, 4, 6, 3, 4, 1, 5, 4, 6, 3, 4, 1, 5, 4, 6, 3, 4, 1, 5, 4, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 5, 4, 6, 3, 4, 1, 5, 4, 6, 1, 5, 4, 6, 1, 5, 4, 6, 3, 4, 1, 5, 4, 6, 3, 4, 1, 5, 4, 6, 3, 4, 1, 5, 4, 6, 3, 4, 1, 5, 4, 6, 3, 4, 1, 5, 4, 6, 3, 4, 1, 5, 4, 6, 3, 4, 1, 5, 4, 6, 3, 4, 1, 5, 4, 6, 3, 4]","[-7, 2, -4, 5, -1, 5, -7, 2, -4, 5, -1, 5, -7, 2, -4, 5, -1, 5, -7, 2, -4, 5, -1, 5, -7, 2, -4, 5, -1, 5, -7, 2, -4, 5, -1, 5, -7, 2, -4, 5, -1, 5, -7, 2, -4, 5, -1, 5, -7, 2, -4, 9, -9, 9, -9, 9, -9, 9, -9, 9, -9, 9, -9, 9, -9, 9, -9, 9, -7, 2, -4, 5, -1, 5, -7, 2, -4, 9, -7, 2, -4, 9, -7, 2, -4, 5, -1, 5, -7, 2, -4, 5, -1, 5, -7, 2, -4, 5, -1, 5, -7, 2, -4, 5, -1, 5, -7, 2, -4, 5, -1, 5, -7, 2, -4, 5, -1, 5, -7, 2, -4, 5, -1, 5, -7, 2, -4, 5, -1, 5, -7, 2, -4, 5, -1]",28.746776406035664
"""What Makes You Beautiful""",One Direction,"[1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5]","[-5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2, 7, -5, -2]",25.833214285714288
