Title,Artist,Harmony,Intervals,Interval_Variance
"""Lose Control""",Teddy Swims,"[1, 1, 3, 6, 5, 1, 3, 6, 5, 1, 3, 6, 5, 5, 1, 3, 6, 5, 5, 1, 3, 6, 5, 5, 1, 3, 6, 5, 5, 1, 3, 6, 5, 5, 1, 3, 6, 5, 5, 1, 3, 6, 5, 5, 1, 3, 6, 5, 5, 1, 3, 6, 5, 5]","[0, 3, 5, -1, 5, 3, 5, -1, 5, 3, 5, -1, 0, 5, 3, 5, -1, 0, 5, 3, 5, -1, 0, 5, 3, 5, -1, 0, 5, 3, 5, -1, 0, 5, 3, 5, -1, 0, 5, 3, 5, -1, 0, 5, 3, 5, -1, 0, 5, 3, 5, -1, 0]",6.2392310430758275
"""A Bar Song (Tipsy)""",Shaboozey,"[1, 3, 6, 3, 7, 1, 3, 6, 3, 7, 1, 3, 6, 3, 7, 1, 3, 6, 3, 7, 1, 3, 6, 3, 7, 1, 3, 6, 3, 7, 1, 3, 6, 3, 7, 1, 3, 6, 3, 1, 3, 6, 3, 7, 1, 3, 6, 3, 7, 1, 3, 6, 3, 7, 1, 3, 6, 3, 7, 1, 3, 6, 3, 1, 3, 6, 3, 7, 1, 3, 6, 3, 7, 1, 3, 6, 3, 1, 3, 6, 3, 7, 1, 3, 6, 3, 7, 1, 3, 6, 3, 7, 1, 3, 6, 3, 7, 1, 3, 6, 3, 7, 1, 3, 6, 1, 3, 6, 3, 7, 1, 3, 6, 3, 7, 1, 3, 6, 3, 7, 1, 3, 6, 3]","[3, 5, -5, -5, 2, 3, 5, -5, -5, 2, 3, 5, -5, -5, 2, 3, 5, -5, -5, 2, 3, 5, -5, -5, 2, 3, 5, -5, -5, 2, 3, 5, -5, -5, 2, 3, 5, -5, -3, 3, 5, -5, -5, 2, 3, 5, -5, -5, 2, 3, 5, -5, -5, 2, 3, 5, -5, -5, 2, 3, 5, -5, -3, 3, 5, -5, -5, 2, 3, 5, -5, -5, 2, 3, 5, -5, -3, 3, 5, -5, -5, 2, 3, 5, -5, -5, 2, 3, 5, -5, -5, 2, 3, 5, -5, -5, 2, 3, 5, -5, -5, 2, 3, 5, 4, 3, 5, -5, -5, 2, 3, 5, -5, -5, 2, 3, 5, -5, -5, 2, 3, 5, -5]",17.5542335911164
"""Beautiful Things""",Benson Boone,"[1, 0, 1, 5, 2, 1, 5, 2, 3, 1, 5, 2, 1, 5, 2, 3, 1, 5, 2, 1, 5, 2, 0, 3, 1, 5, 2, 1, 5, 3, 2, 1, 6, 2, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 2, 1, 5, 2, 3, 1, 5, 2, 1, 5, 2, 0, 3, 1, 5, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 2, 1, 5, 2]","[3, -3, -5, -5, -2, -5, -5, 2, -4, -5, -5, -2, -5, -5, 2, -4, -5, -5, -2, -5, -5, 1, 1, -4, -5, -5, -2, -5, -3, -2, -2, -3, 5, -2, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -5, -2, -5, -5, 2, -4, -5, -5, -2, -5, -5, 1, 1, -4, -5, -5, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -5, -2, -5, -5]",5.249054820415879
"""I Had Some Help""",Post Malone featuring Morgan Wallen,"[1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 1, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 2, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2]","[-5, -3, -2, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -3, -2, -2, 0, 2, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -3, -2, -2, 4, -2, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -5, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -3, -2, -2, 2, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -3, -2, -2, 4, -2, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -5, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -5, 0, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -5, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -3, -2, -2, -5, -3, -2]",2.4684408163265306
"""Lovin on Me""",Jack Harlow,"[1, 2, 3, 2, 1, 2, 3, 1, 2, 3, 2, 1, 2, 3, 1, 2, 3, 2, 1, 2, 3, 1, 2, 3, 2, 1, 2, 3, 1, 2, 3, 2, 1, 2, 3, 1, 2, 3, 2, 1, 2, 3, 1, 2, 3, 2, 1, 2, 3, 1, 2, 3, 2, 1, 2, 3, 1, 2, 3, 2, 1, 2, 3, 1, 2, 3, 2, 1, 2, 3, 1, 2, 3, 2, 1, 2, 3, 1, 2, 3, 2, 1, 2, 3, 1, 2, 3, 2, 1, 2, 3, 2]","[2, 1, -1, -2, 2, 1, -3, 2, 1, -1, -2, 2, 1, -3, 2, 1, -1, -2, 2, 1, -3, 2, 1, -1, -2, 2, 1, -3, 2, 1, -1, -2, 2, 1, -3, 2, 1, -1, -2, 2, 1, -3, 2, 1, -1, -2, 2, 1, -3, 2, 1, -1, -2, 2, 1, -3, 2, 1, -1, -2, 2, 1, -3, 2, 1, -1, -2, 2, 1, -3, 2, 1, -1, -2, 2, 1, -3, 2, 1, -1, -2, 2, 1, -3, 2, 1, -1, -2, 2, 1, -1]",3.3401763072092745
"""Not Like Us""",Kendrick Lamar,"[1, 7, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 1, 7, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 1, 7, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 1, 7, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 1, 7, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3]","[-1, 5, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, -4, -1, 5, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, -4, -1, 5, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, -4, -1, 5, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, -4, -1, 5, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5]",16.80358303976087
"""Espresso""",Sabrina Carpenter,"[1, 2, 5, 1, 2, 1, 2, 5, 1, 2, 5, 1, 2, 5, 1, 2, 5, 1, 2, 5, 1, 2, 5, 1, 2, 5, 1, 2, 5, 1, 2, 5, 1, 2, 5, 1, 2, 5, 1, 2, 1, 2, 5, 1, 2, 5, 1, 2, 5, 1, 2, 5, 1, 2, 1, 2, 5, 1, 2, 5, 1, 2, 5, 1, 2, 5, 1, 2, 5, 1, 2, 5, 1, 2, 5, 1, 2, 1, 2, 5, 1, 2, 5, 1, 2, 5, 1, 2, 5, 1, 2, 5, 1, 2, 5, 1, 2, 5, 1, 2, 5, 1, 2, 5, 1, 2, 5]","[2, 5, 5, 2, -2, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, -2, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, -2, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, -2, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5]",3.2710039159843363
"""Million Dollar Baby""",Tommy Richman,"[1, 1, 4, 1, 1, 1, 4, 1, 1, 1, 4, 5, 1, 1, 1, 4, 1, 1, 1, 1, 4, 1, 1, 1, 4, 1, 1, 1, 4, 1, 1, 1, 4, 1, 1, 1, 4, 1, 1, 1, 4, 1, 1, 1, 4, 1]","[0, 5, -5, 0, 0, 5, -5, 0, 0, 5, 2, 5, 0, 0, 5, -5, 0, 0, 0, 5, -5, 0, 0, 5, -5, 0, 0, 5, -5, 0, 0, 5, -5, 0, 0, 5, -5, 0, 0, 5, -5, 0, 0, 5, -5]",12.239999999999998
"""I Remember Everything""",Zach Bryan featuring Kacey Musgraves,"[1, 7, 3, 3, 7, 1, 1, 7, 3, 3, 7, 1, 1, 7, 3, 3, 7, 1, 1, 7, 3, 3, 7, 1, 1, 7, 3, 3, 7, 1, 1, 7, 3, 3, 7, 1, 1, 7, 3, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 7, 3, 3, 7, 1, 1, 7, 3, 3, 7, 1, 1, 7, 3, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 7, 3, 3, 7, 1, 1, 7, 3, 3, 7, 1]","[-2, 5, 0, -5, 2, 0, -2, 5, 0, -5, 2, 0, -2, 5, 0, -5, 2, 0, -2, 5, 0, -5, 2, 0, -2, 5, 0, -5, 2, 0, -2, 5, 0, -5, 2, 0, -2, 5, 0, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -2, 5, 0, -5, 2, 0, -2, 5, 0, -5, 2, 0, -2, 5, 0, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -2, 5, 0, -5, 2, 0, -2, 5, 0, -5, 2]",11.601664
"""Too Sweet""",Hozier,"[1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 5, 5, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 6, 6, 6, 6, 2, 4, 0, 0, 1, 1, 6, 1, 2, 4, 0, 4, 6, 2, 2, 4, 4, 0, 0, 1, 6, 2, 4, 0, 4, 6, 2, 4, 0, 4, 6, 2, 4, 0, 4, 6, 2, 4, 0, 1, 6, 2, 4, 0, 4, 6, 2, 2, 4, 4, 0, 0, 1, 6, 2, 4, 0, 4, 6, 2, 4, 0, 4, 6, 2, 4, 0, 4, 6, 2, 4, 0, 4, 6, 2, 4, 0, 4, 6]","[2, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, -3, 0, 0, 0, 5, 3, 5, 0, 2, 0, -3, 3, 2, 3, 5, -5, 4, 5, 0, 3, 0, 5, 0, 2, -3, 5, 3, 5, -5, 4, 5, 3, 5, -5, 4, 5, 3, 5, -5, 4, 5, 3, 5, 2, -3, 5, 3, 5, -5, 4, 5, 0, 3, 0, 5, 0, 2, -3, 5, 3, 5, -5, 4, 5, 3, 5, -5, 4, 5, 3, 5, -5, 4, 5, 3, 5, -5, 4, 5, 3, 5, -5, 4]",9.054247460757157
