Title,Artist,Harmony,Intervals,Interval_Variance
"""Rolling in the Deep""",Adele,"[1, 1, 5, 0, 5, 0, 1, 5, 0, 5, 0, 1, 5, 0, 5, 0, 1, 5, 0, 5, 0, 0, 0, 5, 0, 0, 0, 5, 5, 1, 0, 0, 0, 1, 0, 0, 0, 1, 5, 0, 5, 0, 1, 5, 0, 5, 0, 0, 0, 5, 0, 0, 0, 5, 5, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1]","[0, -5, 3, -3, 3, 2, -5, 3, -3, 3, 2, -5, 3, -3, 3, 2, -5, 3, -3, 3, -2, 2, -3, 1, 0, 2, -3, 0, 5, -2, -2, 2, 2, -2, -2, 2, 2, -5, 3, -3, 3, 2, -5, 3, -3, 3, -2, 2, -3, 1, 0, 2, -3, 0, 5, -2, -2, 2, 2, -2, -2, 2, -2, 2, 2, -2, -2, 2, 2, 0, 0, -2, -2, 2, 2, -2, -2, 4, -2, -2, 2, 2, -2, -2, 2, 2, -2, -2, 2, 2, -2, -2, 2, 2]",6.723404255319149
"""Party Rock Anthem""",LMFAO featuring Lauren Bennett and GoonRock,"[1, 5, 4, 1, 5, 4, 1, 5, 4, 1, 5, 4, 1, 5, 4]","[-5, -2, -5, -5, -2, -5, -5, -2, -5, -5, -2, -5, -5, -2]",2.066326530612245
"""Firework""",Katy Perry,"[1, 2, 6, 4, 1, 2, 6, 4, 1, 2, 6, 4, 1, 2, 6, 4, 1, 2, 6, 4, 1, 2, 6, 4, 1, 2, 6, 4, 1, 2, 6, 4, 1, 2, 6, 4, 1, 2, 6, 4, 1, 2, 6, 4, 1, 2, 6, 4, 1, 2, 6, 4, 1, 2, 6, 4, 1, 2, 6, 4, 1, 2, 6, 4, 1, 2, 6, 4, 1, 2, 6, 4, 1, 2, 6, 4, 1, 2, 6, 4, 1, 2, 6, 4, 6, 4, 1, 5, 1, 2, 6, 4, 1, 2, 6, 4, 1, 2, 6, 4, 1, 2, 6, 4, 1, 2, 6, 4, 1, 2, 6, 4]","[2, -5, -4, -5, 2, -5, -4, -5, 2, -5, -4, -5, 2, -5, -4, -5, 2, -5, -4, -5, 2, -5, -4, -5, 2, -5, -4, -5, 2, -5, -4, -5, 2, -5, -4, -5, 2, -5, -4, -5, 2, -5, -4, -5, 2, -5, -4, -5, 2, -5, -4, -5, 2, -5, -4, -5, 2, -5, -4, -5, 2, -5, -4, -5, 2, -5, -4, -5, 2, -5, -4, -5, 2, -5, -4, -5, 2, -5, -4, -5, 2, -5, -4, 4, -4, -5, -5, 5, 2, -5, -4, -5, 2, -5, -4, -5, 2, -5, -4, -5, 2, -5, -4, -5, 2, -5, -4, -5, 2, -5, -4]",9.281389497605714
"""E.T.""",Katy Perry featuring Kanye West,not found,not found,not found
"""Give Me Everything""","Pitbull featuring Ne-Yo, Afrojack and Nayer",not found,not found,not found
"""Grenade""",Bruno Mars,"[1, 1, 5, 5, 1, 1, 5, 5, 1, 5, 1, 6, 5, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 6, 7, 3, 5, 1, 7, 6, 5, 1, 1, 5, 5, 1, 5, 1, 5, 5, 1, 5, 1, 6, 5, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 6, 7, 3, 5, 1, 7, 6, 5, 4, 1, 4, 5, 1, 1, 6, 5, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 1, 6, 3, 7, 6, 7, 3, 5, 1, 7, 6, 5, 1, 1, 5, 5, 1, 1, 5, 5]","[0, -5, 0, 5, 0, -5, 0, 5, -5, 5, -4, -1, 5, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, -2, 2, 5, 4, 5, -2, -2, -1, 5, 0, -5, 0, 5, -5, 5, -5, 0, 5, -5, 5, -4, -1, 5, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, -2, 2, 5, 4, 5, -2, -2, -1, -2, -5, 5, 2, 5, 0, -4, -1, 5, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, -2, 2, 5, 4, 5, -2, -2, -1, 5, 0, -5, 0, 5, 0, -5, 0]",14.464835333948908
"""Fuck You (Forget You)""",CeeLo Green,not found,not found,not found
"""Super Bass""",Nicki Minaj,"[1, 4, 6, 5, 1, 4, 6, 5, 1, 4, 6, 5, 1, 4, 6, 5, 1, 4, 6, 5, 1, 4, 6, 5, 1, 4, 6, 5, 1, 4, 6, 5, 1, 4, 6, 5, 1, 4, 6, 5, 1, 4, 6, 5, 1, 4, 6, 5, 1, 4, 6, 5, 1, 4, 6, 5, 6, 1, 6, 4, 6, 1, 1, 4, 1, 4, 1, 4, 6, 5, 1, 4, 6, 5, 1, 4, 6, 5, 1, 4, 6, 5]","[5, 4, -2, 5, 5, 4, -2, 5, 5, 4, -2, 5, 5, 4, -2, 5, 5, 4, -2, 5, 5, 4, -2, 5, 5, 4, -2, 5, 5, 4, -2, 5, 5, 4, -2, 5, 5, 4, -2, 5, 5, 4, -2, 5, 5, 4, -2, 5, 5, 4, -2, 5, 5, 4, -2, 2, 3, -3, -4, 4, 3, 0, 5, -5, 5, -5, 5, 4, -2, 5, 5, 4, -2, 5, 5, 4, -2, 5, 5, 4, -2]",10.164913885078494
"""Moves like Jagger""",Maroon 5 featuring Christina Aguilera,"[1, 3, 7, 1, 3, 7, 6, 1, 3, 7, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6]","[3, -5, 2, 3, -5, -2, 4, 3, -5, 2, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, 2, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2, 4, 3, -5, -2]",13.389413988657845
"""Just Can't Get Enough""",The Black Eyed Peas,not found,not found,not found
"""On the Floor""",Jennifer Lopez featuring Pitbull,not found,not found,not found
"""S&M""",Rihanna,not found,not found,not found
"""Pumped Up Kicks""",Foster the People,"[1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4, 1, 3, 7, 4]","[3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, 2, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5]",12.304869290433784
