Title,Artist,Harmony,Intervals,Interval_Variance
"""Blinding Lights""",The Weeknd,"[1, 5, 7, 4, 1, 5, 7, 4, 4, 4, 4, 1, 5, 7, 4, 1, 5, 7, 4, 1, 5, 7, 1, 5, 7, 4, 4, 4, 4, 1, 5, 7, 4, 4, 4, 4, 1, 5, 7, 4, 4, 4, 4, 1, 5, 7, 4, 1, 5, 7, 1, 5, 7, 4, 4, 4, 4, 1, 5, 7, 4, 4, 4, 4, 1, 5, 7, 4, 4, 4, 4, 1, 5, 7, 4, 1, 5, 7, 4, 4, 4, 4, 1, 5, 7, 4, 4, 4, 4, 1, 5, 7, 4]","[-7, 9, -7, 5, -7, 9, -7, 0, 0, 0, 5, -7, 9, -7, 5, -7, 9, -7, 5, -7, 9, -2, -7, 9, -7, 0, 0, 0, 5, -7, 9, -7, 0, 0, 0, 5, -7, 9, -7, 0, 0, 0, 5, -7, 9, -7, 5, -7, 9, -2, -7, 9, -7, 0, 0, 0, 5, -7, 9, -7, 0, 0, 0, 5, -7, 9, -7, 0, 0, 0, 5, -7, 9, -7, 5, -7, 9, -7, 0, 0, 0, 5, -7, 9, -7, 0, 0, 0, 5, -7, 9, -7]",35.899220226843106
"""Circles""",Post Malone,"[1, 1, 4, 4, 1, 4, 1, 4, 4, 1, 4, 1, 1, 4, 1, 4, 1, 4, 4, 1, 4, 1, 4, 4, 1, 4, 4, 1, 4, 4, 1, 4, 4, 1, 4, 1, 4, 1, 4, 4, 1, 4, 1, 4, 4, 1, 4, 4, 1, 4, 4, 1, 4, 4, 1, 1, 4, 4, 1, 1, 4, 1, 4, 4, 1, 4, 4, 1, 1, 4, 4, 1, 1, 4, 4, 1]","[0, -5, 0, 5, -5, 5, -5, 0, 5, -5, 5, 0, -5, 5, -5, 5, -5, 0, 5, -5, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 5, -5, 5, -5, 0, 5, -5, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, -5, 0, 5, 0, -5, 0, 5, 0, -5, 5, -5, 0, 5, -5, 0, 5, 0, -5, 0, 5, 0, -5, 0, 5]",17.333333333333332
"""The Box""",Roddy Ricch,"[1, 1, 1, 4, 7, 1, 1, 4, 7, 1, 1, 4, 7, 1, 1, 4, 7, 1, 1, 4, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 7, 1, 1, 4, 7, 1, 1, 4, 7, 1, 1, 4, 7, 1, 1, 4, 7, 1, 1, 4, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 7, 1, 1, 4, 7, 1, 1, 4, 7, 1, 1, 4, 7, 1, 1, 4, 7, 1, 1, 4, 7, 1, 1, 4, 5, 3, 6, 6, 0]","[0, 0, -5, 7, -2, 0, -5, 7, -2, 0, -5, 7, -2, 0, -5, 7, -2, 0, -5, 7, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, 7, -2, 0, -5, 7, -2, 0, -5, 7, -2, 0, -5, 7, -2, 0, -5, 7, -2, 0, -5, 7, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, 7, -2, 0, -5, 7, -2, 0, -5, 7, -2, 0, -5, 7, -2, 0, -5, 7, -2, 0, -5, 7, -2, 0, -5, -2, 4, 7, 0, -5]",15.372227252150292
"""Don't Start Now""",Dua Lipa,"[1, 3, 6, 4, 3, 6, 7, 1, 3, 4, 4, 1, 6, 3, 7, 4, 1, 6, 3, 7, 4, 1, 6, 3, 7, 1, 3, 4, 5, 6, 1, 3, 4, 5, 6, 4, 1, 6, 3, 7, 4, 1, 6, 3, 4, 1, 6, 3, 7, 4, 1, 6, 3, 4, 1, 6, 3, 7, 1, 3, 4, 5, 6, 1, 3, 4, 5, 6, 4, 1, 6, 3, 7, 4, 1, 6, 3, 4, 1, 6, 3, 7, 4, 1, 6, 3, 7, 1, 3, 4, 5, 6, 1, 3, 4, 5, 6, 1, 3, 4, 6, 1, 3, 4, 6, 1, 3, 4, 6, 1, 3, 4, 6]","[9, -5, 3, 2, -5, -2, -2, 9, -2, 0, -7, 4, 5, -7, 5, -7, 4, 5, -7, 5, -7, 4, 5, -7, -2, 9, -2, -2, -1, -4, 9, -2, -2, -1, 3, -7, 4, 5, -7, 5, -7, 4, 5, -2, -7, 4, 5, -7, 5, -7, 4, 5, -2, -7, 4, 5, -7, -2, 9, -2, -2, -1, -4, 9, -2, -2, -1, 3, -7, 4, 5, -7, 5, -7, 4, 5, -2, -7, 4, 5, -7, 5, -7, 4, 5, -7, -2, 9, -2, -2, -1, -4, 9, -2, -2, -1, -4, 9, -2, -3, -4, 9, -2, -3, -4, 9, -2, -3, -4, 9, -2, -3]",26.58801020408163
"""Rockstar""",DaBaby featuring Roddy Ricch,"[1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1, 3, 7, 6, 1]","[-3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4, -3, 5, 2, -4]",13.5
"""Adore You""",Harry Styles,"[1, 3, 6, 7, 1, 3, 6, 7, 1, 3, 6, 7, 1, 3, 6, 7, 1, 3, 6, 7, 1, 3, 6, 7, 1, 3, 6, 7, 1, 3, 6, 7, 1, 3, 6, 7, 1, 3, 6, 7, 1, 3, 6, 7, 1, 3, 6, 7, 1, 3, 6, 7, 1, 3, 6, 7, 1, 3, 6, 7, 1, 3, 6, 7, 1, 3, 6, 7, 1, 3, 6, 7, 1, 3, 6, 1, 3, 6, 7, 1, 3, 6, 7, 1, 3, 6]","[9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -4, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5]",29.503667820069207
"""Life Is Good""",Future featuring Drake,"[1, 5, 4, 5, 0, 4, 1, 5, 4, 5, 1, 5, 4, 5, 1, 5, 4, 5, 1, 1, 5, 4, 5, 1, 5, 4, 5, 1, 5, 4, 5, 1, 1, 5, 4, 5, 1, 5, 4, 5, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 0, 0, 0, 4, 0, 0, 4, 1, 5, 4, 5, 0, 4]","[5, 2, -2, -2, 4, -7, 5, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 0, 5, 2, -2, -5, 5, 2, -2, -5, 5, 2, -2, -5, 0, 5, 2, -2, -5, 5, 2, -2, -2, 0, 4, -4, 0, 4, -4, 0, 4, -4, 0, 4, -4, 0, 4, -4, 0, 4, -4, 0, 4, -4, 0, 4, -4, 0, 4, -4, 0, 0, 0, 4, -4, 0, 4, -4, 0, 4, -4, 0, 4, -4, 0, 4, -4, 0, 0, 0, 0, 0, 4, -4, 0, 4, -4, 0, 0, 4, -4, 0, 4, -7, 5, 2, -2, -2, 4]",11.382431470274119
"""Memories""",Maroon 5,"[1, 5, 6, 3, 4, 1, 5, 6, 3, 4, 1, 4, 5, 1, 5, 6, 3, 4, 1, 4, 5, 1, 5, 6, 3, 4, 1, 4, 5, 1, 5, 6, 3, 4, 1, 4, 5, 1, 5, 6, 3, 4, 1, 4, 5, 1, 5, 6, 3, 4, 1, 4, 5, 1, 5, 6, 3, 4, 1, 4, 5, 1, 5, 6, 3, 4, 1, 4, 5, 1, 5, 6, 3, 4, 1, 4, 5, 1, 5, 6, 3, 4, 1, 4, 5, 1, 5, 6, 3, 4, 1, 4, 5, 1, 5, 6, 3, 4, 1, 4, 5, 1, 5, 6, 3, 4, 1, 4, 5, 1, 5, 6, 3, 4, 1, 4, 5, 1, 5, 6, 3, 4, 1, 4, 5, 1, 5, 6, 3, 4, 1, 4, 5, 1, 5, 6, 3, 4, 1, 4, 5]","[5, -2, -7, 11, -7, 5, -2, -7, 11, -7, 7, -2, -5, 5, -2, -7, 11, -7, 7, -2, -5, 5, -2, -7, 11, -7, 7, -2, -5, 5, -2, -7, 11, -7, 7, -2, -5, 5, -2, -7, 11, -7, 7, -2, -5, 5, -2, -7, 11, -7, 7, -2, -5, 5, -2, -7, 11, -7, 7, -2, -5, 5, -2, -7, 11, -7, 7, -2, -5, 5, -2, -7, 11, -7, 7, -2, -5, 5, -2, -7, 11, -7, 7, -2, -5, 5, -2, -7, 11, -7, 7, -2, -5, 5, -2, -7, 11, -7, 7, -2, -5, 5, -2, -7, 11, -7, 7, -2, -5, 5, -2, -7, 11, -7, 7, -2, -5, 5, -2, -7, 11, -7, 7, -2, -5, 5, -2, -7, 11, -7, 7, -2, -5, 5, -2, -7, 11, -7, 7, -2]",41.17729591836735
"""The Bones""",Maren Morris,"[1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 5, 1, 2, 3, 5, 1, 2, 3, 5, 1, 2, 3, 5, 1, 2, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 5, 1, 2, 3, 5, 1, 2, 3, 5, 1, 2, 3, 5, 1, 2, 2, 5, 1, 2, 3, 5, 1, 2, 3, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 5, 1, 2, 3, 5, 1, 2, 3, 5, 1, 2, 3, 5, 1, 2, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2]","[5, -9, 2, 2, 5, -9, 2, 2, 5, -9, 2, 2, 5, -9, 2, 2, 5, -9, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, 0, 2, 5, -9, 2, 2, 5, -9, 2, 2, 5, -9, 2, 2, 5, -9, 2, 2, 5, -9, 2, 7, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, 0, 7, -5, -2, -2, 9, -5, -2, -2, 4, 5, -9, 2, 2, 5, -9, 2, 2, 5, -9, 2, 2, 5, -9, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, -2, 9, -5, -2, 0, 2, 5, -9, 2, 2, 5, -9, 2, 2, 5, -9, 2]",28.578239191312072
"""Someone You Loved""",Lewis Capaldi,"[1, 5, 6, 4, 1, 5, 6, 4, 1, 5, 6, 4, 1, 5, 6, 4, 1, 5, 6, 4, 1, 5, 6, 4, 1, 5, 6, 4, 1, 5, 6, 4, 1, 5, 6, 4, 1, 5, 6, 4, 1, 5, 6, 4, 1, 5, 6, 4, 1, 5, 6, 4, 2, 6, 5, 2, 6, 5, 1, 5, 6, 4, 1, 5, 6, 4, 1, 5, 6, 4, 1, 5, 6, 4, 1, 5, 6, 4, 1]","[-7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 3, -7, 2, 5, -7, 2, 7, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5, -7, -2, 4, 5]",23.794871794871796
