Title,Artist,Harmony,Intervals,Interval_Variance
"""Old Town Road""",Lil Nas X featuring Billy Ray Cyrus,"[1, 0, 0, 4, 1, 0, 0, 4, 1, 0, 0, 4, 1, 0, 0, 4, 1, 0, 0, 4, 1, 0, 0, 4, 1, 0, 0, 4, 1, 0, 0, 4, 1, 0, 0, 4, 1, 0, 0, 4, 1, 0, 0, 4, 1, 0, 0, 4, 1, 0, 0, 4, 1, 0, 0, 4]","[3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5, -5, 3, -5, -5]",12.144132231404958
"""Sunflower""",Post Malone and Swae Lee,"[1, 4, 2, 4, 1, 4, 2, 4, 1, 4, 2, 4, 1, 4, 2, 4, 1, 4, 2, 4, 1, 4, 1, 4, 2, 4, 1, 4]","[5, -3, 3, -5, 5, -3, 3, -5, 5, -3, 3, -5, 5, -3, 3, -5, 5, -3, 3, -5, 5, -5, 5, -3, 3, -5, 5]",17.854595336076816
"""Without Me""",Halsey,"[1, 3, 7, 6, 1, 3, 7, 4, 1, 3, 7, 6, 1, 3, 7, 4, 1, 3, 7, 6, 1, 3, 7, 4, 1, 3, 7, 6, 1, 3, 7, 4, 1, 3, 7, 6, 1, 3, 7, 4, 1, 3, 7, 6, 1, 3, 7, 4, 1, 3, 7, 6, 1, 3, 7, 4, 1, 3, 7, 6, 1, 3, 7, 4, 1, 3, 7, 6, 1, 3, 7, 4, 1, 3, 7, 6, 1, 3, 7, 4, 1, 3, 7, 6, 1, 3, 7, 4, 1, 3, 7, 6, 1, 3, 7, 4, 1, 3, 7, 6, 1, 3, 7, 4, 1, 3, 7, 6, 1, 3, 7, 4]","[3, -5, -2, 4, 3, -5, -5, -5, 3, -5, -2, 4, 3, -5, -5, -5, 3, -5, -2, 4, 3, -5, -5, -5, 3, -5, -2, 4, 3, -5, -5, -5, 3, -5, -2, 4, 3, -5, -5, -5, 3, -5, -2, 4, 3, -5, -5, -5, 3, -5, -2, 4, 3, -5, -5, -5, 3, -5, -2, 4, 3, -5, -5, -5, 3, -5, -2, 4, 3, -5, -5, -5, 3, -5, -2, 4, 3, -5, -5, -5, 3, -5, -2, 4, 3, -5, -5, -5, 3, -5, -2, 4, 3, -5, -5, -5, 3, -5, -2, 4, 3, -5, -5, -5, 3, -5, -2, 4, 3, -5, -5]",15.023780537294053
"""Bad Guy""",Billie Eilish,"[1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 1, 1, 1, 1, 1]","[5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 0, 0, 0, 0, 0]",3.6734693877551026
"""Wow""",Post Malone,not found,not found,not found
"""Happier""",Marshmello and Bastille,"[1, 3, 6, 1, 3, 6, 1, 3, 6, 1, 3, 6, 1, 3, 6, 1, 3, 6, 1, 3, 6, 1, 3, 6, 4, 7, 1, 3, 6, 1, 3, 6, 1, 3, 6, 1, 3, 6, 7, 1, 3, 6, 6, 6, 3, 7, 1, 6, 3, 7, 1, 3, 6, 1, 3, 6, 6, 1, 3, 6, 1, 3, 6, 1, 3, 6, 7, 1, 7, 3, 6, 1, 3, 6]","[3, 5, 4, 3, 5, 4, 3, 5, 4, 3, 5, 4, 3, 5, 4, 3, 5, 4, 3, 5, 4, 3, 5, -3, 5, 2, 3, 5, 4, 3, 5, 4, 3, 5, 4, 3, 5, 2, 2, 3, 5, 0, 0, -5, -5, 2, -4, -5, -5, 2, 3, 5, 4, 3, 5, 0, 4, 3, 5, 4, 3, 5, 4, 3, 5, 2, 2, -2, 5, 5, 4, 3, 5]",6.881215987990242
"""7 Rings""",Ariana Grande,"[1, 6, 4, 5, 5, 1, 6, 4, 5, 5, 1, 6, 4, 5, 5, 1, 6, 4, 5, 5, 1, 6, 4, 5, 5, 1, 6, 4, 5, 5, 1, 6, 4, 5, 5, 1, 6, 4, 5, 5, 1, 6, 4, 5, 5, 1, 6, 4, 5, 1, 6, 4, 5, 5, 1, 6, 4, 5, 1, 6, 4, 5, 5, 1, 6, 4, 5]","[-4, -3, 2, 0, 5, -4, -3, 2, 0, 5, -4, -3, 2, 0, 5, -4, -3, 2, 0, 5, -4, -3, 2, 0, 5, -4, -3, 2, 0, 5, -4, -3, 2, 0, 5, -4, -3, 2, 0, 5, -4, -3, 2, 0, 5, -4, -3, 2, 5, -4, -3, 2, 0, 5, -4, -3, 2, 5, -4, -3, 2, 0, 5, -4, -3, 2]",11.070018365472913
"""Talk""",Khalid,"[1, 7, 6, 7, 6, 1, 7, 6, 7, 6, 1, 1, 7, 6, 7, 6, 1, 7, 6, 7, 6, 1, 1, 7, 6, 7, 6, 1, 7, 6, 7, 6, 1, 1, 7, 6, 7, 6, 1, 7, 6, 7, 6, 1, 1, 7, 6, 7, 6, 1, 7, 6, 7, 6, 1, 1, 7, 6, 7, 6, 1, 7, 6, 7, 6, 1, 1, 7, 6, 7, 6, 1, 7, 6, 7, 6, 1, 1, 7, 6, 7, 6, 1, 7, 6, 7, 6, 1, 1, 6, 7, 6, 1, 7, 6, 7, 6, 1, 1, 7, 6, 7, 6, 1, 7, 6, 7, 6, 1, 1, 7, 6, 7, 6, 7, 6, 7, 6, 1, 1, 7, 6, 7, 6, 1, 7, 6, 7, 6, 1, 1, 7, 6, 7, 6]","[-1, -2, 2, -2, 3, -1, -2, 2, -2, 3, 0, -1, -2, 2, -2, 3, -1, -2, 2, -2, 3, 0, -1, -2, 2, -2, 3, -1, -2, 2, -2, 3, 0, -1, -2, 2, -2, 3, -1, -2, 2, -2, 3, 0, -1, -2, 2, -2, 3, -1, -2, 2, -2, 3, 0, -1, -2, 2, -2, 3, -1, -2, 2, -2, 3, 0, -1, -2, 2, -2, 3, -1, -2, 2, -2, 3, 0, -1, -2, 2, -2, 3, -1, -2, 2, -2, 3, 0, -3, 2, -2, 3, -1, -2, 2, -2, 3, 0, -1, -2, 2, -2, 3, -1, -2, 2, -2, 3, 0, -1, -2, 2, -2, 2, -2, 2, -2, 3, 0, -1, -2, 2, -2, 3, -1, -2, 2, -2, 3, 0, -1, -2, 2, -2]",4.021886834484295
"""Sicko Mode""",Travis Scott,"[1, 7, 3, 2, 1, 7, 3, 2, 3, 2, 3, 2, 1, 7, 3, 2, 3, 2, 3, 2, 1, 7, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 6, 3, 6, 3, 6, 3, 6, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[-2, 5, -1, -2, -2, 5, -1, 1, -1, 1, -1, -2, -2, 5, -1, 1, -1, 1, -1, -2, -2, 5, -1, 4, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, 0, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, 0, -5, 5, -5, 5, -5, 5, -3, 0, 5, -5, 5, -5, 5, -5, 5, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16.94619782285222
"""Sucker""",Jonas Brothers,not found,not found,not found
