No.,Title,Artist,Lyrics_URL,Lyrics
1,"""Boom Boom Pow""",The Black Eyed Peas,https://genius.com/Billboard-longest-leading-hot-100-1s-december-16-2024-annotated,longest-leading hot 100 1 week 1 title artist date reached 1 19 “ bar song ” shaboozey july 13 2024 19 “ old town road ” lil na x feat billy ray cyrus april 13 2019 16 “ want christmas ” mariah carey dec. 21 2019 16 “ last night ” morgan wallen march 18 2023 16 “ despacito ” luis fonsi daddy yankee feat justin bieber may 27 2017 16 “ one sweet day ” mariah carey boyz ii men dec. 2 1995 15 “ ” harry style april 16 2022 14 “ uptown funk ” mark ronson feat bruno mar jan. 17 2015 14 “ got ta feeling ” black eyed pea july 11 2009 14 “ belong together ” mariah carey june 4 2005 14 “ candle wind 1997 ” “ something way look tonight ” elton john oct. 11 1997 14 “ macarena ” los del rio aug. 3 1996 14 “ make love ” boyz ii men aug. 27 1994 14 “ always love ” whitney houston nov. 28 1992 13 “ boy mine ” brandy monica june 6 1998 13 “ end road ” boyz ii men aug. 15 1992 12 “ shape ” ed sheeran jan. 28 2017 12 “ closer ” chainsmokers feat halsey sept. 3 2016 12 “ see ” wiz khalifa feat charlie puth april 25 2015 12 “ blurred line ” robin thicke feat t.i pharrell june 22 2013 12 “ boom boom pow ” black eyed pea april 18 2009 12 “ yeah ” usher feat lil jon ludacris feb. 28 2004 12 “ lose ” eminem nov. 9 2002 12 “ smooth ” santana feat rob thomas oct. 23 1999 11 “ box ” roddy ricch jan. 18 2020 11 “ god plan ” drake feb. 3 2018 11 “ independent woman part ” destiny child nov. 18 2000 11 “ missing ” puff daddy faith evans feat 112 june 14 1997 11 “ un-break heart ” toni braxton dec. 7 1996 11 “ swear ” all-4-one may 21 1994 10 “ easy ” adele oct. 30 2021 10 “ butter ” bts june 5 2021 10 “ feeling ” drake july 21 2018 10 “ one dance ” drake feat wizkid kyla april 23 2016 10 “ hello ” adele nov. 14 2015 10 “ happy ” pharrell williams march 8 2014 10 “ found love ” rihanna feat calvin harris nov. 12 2011 10 “ low ” flo rida feat t-pain jan. 5 2008 10 “ irreplaceable ” beyoncé dec. 16 2006 10 “ gold digger ” kanye west feat jamie foxx sept. 17 2005 10 “ dilemma ” nelly feat kelly rowland aug. 17 2002 10 “ foolish ” ashanti april 20 2002 10 “ maria maria ” santana feat product g b april 8 2000 10 “ physical ” olivia newton-john nov. 21 1981 10 “ light life ” debby boone oct. 15 1977
2,"""Poker Face""",Lady Gaga,https://genius.com/Lady-gaga-poker-face-lyrics,mum-mum-mum-mah mum-mum-mum-mah mum-mum-mum-mah mum-mum-mum-mah mum-mum-mum-mah wan na hold 'em like texas please fold 'em let 'em hit raise baby stay lovegame intuition play card spade start hooked play one heart oh woah-oh oh oh oh-oh-oh-oh-oh-oh get hot show got oh woah-oh oh oh oh-oh-oh-oh-oh-oh get hot show got ca read ca read ca read poker face ca read ca read ca read poker face p-p-p-poker face f-f-fuck face p-p-p-poker face f-f-fuck face wan na roll hard pair little gamblin fun russian roulette without gun baby love rough fun fun oh woah-oh oh oh oh-oh-oh-oh-oh-oh get hot show got oh woah-oh oh oh oh-oh-oh-oh-oh-oh get hot show got ca read ca read ca read poker face ca read ca read ca read poker face p-p-p-poker face f-f-fuck face p-p-p-poker face f-f-fuck face wo tell love kiss hug 'cause bluffin muffin lyin stunnin love-glue-gunnin like chick casino take bank pay promise promise check hand 'cause marvelous ca read ca read ca read poker face ca read ca read ca read poker face ca read ca read ca read poker face ca read ca read ca read poker face ca read ca read ca read poker face ca read ca read ca read poker face p-p-p-poker face f-f-fuck face p-p-p-poker face f-f-fuck face p-p-p-poker face f-f-fuck face p-p-p-poker face f-f-fuck face p-p-p-poker face f-f-fuck face p-p-p-poker face f-f-fuck face
3,"""Just Dance""",Lady Gaga featuring Colby O'Donis,https://genius.com/Lady-gaga-just-dance-lyrics,intro lady gaga akon truth redone konvict gaga oh-oh eh verse 1 lady gaga akon little bit much much people start rush dizzy twister dance ca find drink man key lost phone phone pre-chorus lady gaga akon goin floor love record baby ca see straight anymore woo keep cool name club ca remember alright a-alright dance gon na okay da-da-doo-doot-n dance spin record babe da-da-doo-doot-n dance gon na okay da-da-da-dance dance dance j-j-just dance verse 2 lady gaga akon wish could shut playboy mouth turn shirt inside control poison babe rose thorn say gettin hosed tonight pre-chorus lady gaga akon goin floor love record baby ca see straight anymore keep cool name club ca remember alright a-alright woo dance gon na okay da-da-doo-doot-n dance spin record babe da-da-doo-doot-n dance gon na okay da-da-da-dance dance dance j-j-just verse 3 colby o'donis akon come dance floor checking catalogue ca believe eye many woman without flaw gon give steady tryna pick like call i'ma hit i'ma beat latch onto tomorrow yeah shorty see got much energy way twirlin hip 'round 'round reason ca leave meantime stay let watch break chorus lady gaga akon dance gon na okay da-da-doo-doot-n dance spin record babe da-da-doo-doot-n dance gon na okay da-da-doo-doot-n dance spin record babe da-da-doo-doot-n dance gon na okay da-da-da-dance dance dance j-j-just dance incredible amazing music woo let go half psychotic sick hypnotic got blueprint symphonic half psychotic sick hypnotic got blueprint electronic half psychotic sick hypnotic got blueprint symphonic half psychotic sick hypnotic got blueprint electronic bridge lady gaga akon go use muscle carve work hustle got stay close enough get slow drive clean lysol bleed spend last dough got pock-o got dance gon na okay da-da-doo-doot-n dance spin record babe da-da-doo-doot-n dance gon na okay da-da-doo-doot-n dance spin record babe da-da-doo-doot-n dance gon na okay da-da-da-dance dance dance j-j-just dance
4,"""I Gotta Feeling""",The Black Eyed Peas,https://genius.com/Billboard-longest-leading-hot-100-1s-december-16-2024-annotated,longest-leading hot 100 1 week 1 title artist date reached 1 19 “ bar song ” shaboozey july 13 2024 19 “ old town road ” lil na x feat billy ray cyrus april 13 2019 16 “ want christmas ” mariah carey dec. 21 2019 16 “ last night ” morgan wallen march 18 2023 16 “ despacito ” luis fonsi daddy yankee feat justin bieber may 27 2017 16 “ one sweet day ” mariah carey boyz ii men dec. 2 1995 15 “ ” harry style april 16 2022 14 “ uptown funk ” mark ronson feat bruno mar jan. 17 2015 14 “ got ta feeling ” black eyed pea july 11 2009 14 “ belong together ” mariah carey june 4 2005 14 “ candle wind 1997 ” “ something way look tonight ” elton john oct. 11 1997 14 “ macarena ” los del rio aug. 3 1996 14 “ make love ” boyz ii men aug. 27 1994 14 “ always love ” whitney houston nov. 28 1992 13 “ boy mine ” brandy monica june 6 1998 13 “ end road ” boyz ii men aug. 15 1992 12 “ shape ” ed sheeran jan. 28 2017 12 “ closer ” chainsmokers feat halsey sept. 3 2016 12 “ see ” wiz khalifa feat charlie puth april 25 2015 12 “ blurred line ” robin thicke feat t.i pharrell june 22 2013 12 “ boom boom pow ” black eyed pea april 18 2009 12 “ yeah ” usher feat lil jon ludacris feb. 28 2004 12 “ lose ” eminem nov. 9 2002 12 “ smooth ” santana feat rob thomas oct. 23 1999 11 “ box ” roddy ricch jan. 18 2020 11 “ god plan ” drake feb. 3 2018 11 “ independent woman part ” destiny child nov. 18 2000 11 “ missing ” puff daddy faith evans feat 112 june 14 1997 11 “ un-break heart ” toni braxton dec. 7 1996 11 “ swear ” all-4-one may 21 1994 10 “ easy ” adele oct. 30 2021 10 “ butter ” bts june 5 2021 10 “ feeling ” drake july 21 2018 10 “ one dance ” drake feat wizkid kyla april 23 2016 10 “ hello ” adele nov. 14 2015 10 “ happy ” pharrell williams march 8 2014 10 “ found love ” rihanna feat calvin harris nov. 12 2011 10 “ low ” flo rida feat t-pain jan. 5 2008 10 “ irreplaceable ” beyoncé dec. 16 2006 10 “ gold digger ” kanye west feat jamie foxx sept. 17 2005 10 “ dilemma ” nelly feat kelly rowland aug. 17 2002 10 “ foolish ” ashanti april 20 2002 10 “ maria maria ” santana feat product g b april 8 2000 10 “ physical ” olivia newton-john nov. 21 1981 10 “ light life ” debby boone oct. 15 1977
5,"""Love Story""",Taylor Swift,https://genius.com/Taylor-swift-love-story-lyrics,young first saw close eye flashback start standing balcony summer air see light see party ball gown see make way crowd say hello little know romeo throwing pebble daddy said stay away juliet cry staircase begging please go said romeo take somewhere alone waiting left run prince princess love story baby say yes sneak garden see keep quiet 'cause dead knew close eye escape town little oh oh 'cause romeo scarlet letter daddy said stay away juliet everything begging please go said romeo take somewhere alone waiting left run prince princess love story baby say yes romeo save trying tell feel love difficult real afraid make mess love story baby say yes oh oh got tired waiting wondering ever coming around faith fading met outskirt town said romeo save feeling alone keep waiting never come head know think knelt ground pulled ring said marry juliet never alone love really know talked dad go pick white dress love story baby say 'yes oh oh oh oh oh oh 'cause young first saw
6,"""Right Round""",Flo Rida,https://genius.com/Flo-rida-right-round-lyrics,chorus flo rida kesha spin head right round right round go go spin head right round right round go go hey walk house swagger hop go got place go people see time precious look cartier outta control like mind goin woman shorties nothin clothes stoppin pirellis roll like jewelry always gold know storm comin pocket keep tellin gon na shower call homies poppin tonight 'cause meant keep fadeaway shot 'cause ballin platinum patron lil mama owe like flower girl truth goody power 'cause chrous flo rida kesha spin head right round right round go go spin head right round right round go go top pole watch go got throwing money around nothing beautiful found going top pole watch go got throwing money around nothing beautiful found going hey shawty must know man money love like number one fan open mouth let talk band benjamin frank-a-lins couple grand got rubberbands paper plane making dance get dirty night part plan building castle made sand amazing fire blazing hotter cajun girl wo move lil closer time get paid maximum wage body belongs poster daze bottom waving like dammit know show like gun holster tell whatever chauffeur 'cause chrous flo rida kesha spin head right round right round go go spin head right round right round go go top pole watch go got throwing money around nothing beautiful found going top pole watch go got throwing money around nothing beautiful found going yeah spending money outta control somebody help taking bank roll king club wearing crown popping bottle touching model watching ass go chrous flo rida kesha spin head right round right round go go spin head right round right round go go spin head right round right round go go spin head right round right round go go
7,"""I'm Yours""",Jason Mraz,https://genius.com/Jason-mraz-im-yours-lyrics,well done done bet felt tried chill hot melted fell right crack trying get back cool done run giving bestest nothing gon na stop divine intervention reckon turn win learn wo hesitate wait mm mm well open mind see like open plan damn free look heart find love love love love listen music moment people dance sing one big family godforsaken right loved loved loved loved loved wo hesitate wait sure need complicate time short fate want come scootch closer dear nibble ear woah oh-oh woah oh oh oh oh-oh-oh-oh-oh ah-ha mhm spending way long checking tongue mirror bending backwards try see clearer breath fogged glass drew new face laughed guess saying better reason rid vanity go season aim name virtue wo hesitate wait well open mind see like wo hesitate open plan damn free look heart find wait sky sure please please please need complicate need complicate time short 'cause time short fate oh oh fate ah oh oh oh oh woah baby believe best believe best believe mhm mhm
8,"""Single Ladies (Put a Ring on It)""",Beyoncé,https://genius.com/Beyonce-single-ladies-put-a-ring-on-it-lyrics,single lady single lady single lady single lady put hand club broke doin lil thing decided dip wan na trip 'cause another brother noticed pay attention 'cause cried tear gave ya three good year ca mad 'cause like put ring like put ring mad see want 'cause like put ring woah-oh-oh oh-oh-oh oh-oh-oh oh-oh-oh woah-oh-oh oh-oh-oh oh-oh-oh oh-oh-oh 'cause like put ring like put ring mad see want like put ring got gloss lip man hip tighter deréon jean actin drink cup care less think need permission mention pay attention 'cause turn gon learn really feel like miss bey 'cause like put ring like put ring mad see want 'cause like put ring woah-oh-oh oh-oh-oh oh-oh-oh oh-oh-oh woah-oh-oh oh-oh-oh oh-oh-oh oh-oh-oh 'cause like put ring like put ring mad see want like put ring woah-oh-oh oh-oh-oh oh-oh-oh oh-oh-oh woah-oh-oh oh-oh-oh oh-oh-oh oh-oh-oh treat thing world kind girl love prefer deserve man make take delivers destiny infinity beyond pull arm say one want alone like ghost gone single lady single lady single lady single lady put hand woah-oh-oh oh-oh-oh oh-oh-oh oh-oh-oh woah-oh-oh oh-oh-oh oh-oh-oh oh-oh-oh woah-oh-oh 'cause like put ring like put ring mad see want like put ring woah-oh-oh 'cause like put ring like put ring mad see want like put ring woah-oh-oh
9,"""Heartless""",Kanye West,https://genius.com/Kanye-west-heartless-lyrics,night hear 'em talk coldest story ever told somewhere far along road lost soul woman heartless could heartless oh could heartless could cold winter wind breeze yo remember talkin though need watch way talkin yo mean thing mean thing got ayo know thing told ayo thing old wan na get back gon show walk around like know got new friend well got homies end still lonely night hear 'em talk coldest story ever told somewhere far along road lost soul woman heartless could heartless oh could heartless could dr. evil bringin side know decided gon speak 3 a.m. phone mad fo homie know hot cold wo stop wo mess groove ‘ cause already know thing go run tell friend leavin say see see wait couple month gon see never find nobody better night hear 'em talk coldest story ever told somewhere far along road lost soul woman heartless could heartless oh could heartless talk talk talk talk baby let knock know know 'bout got somethin new see gon keep hatin gon enemy know ca believe could leave wrong ca make right gon take tonight night night hear 'em talk coldest story ever told somewhere far along road lost soul woman heartless could heartless oh could heartless
10,"""Gives You Hell""",The All-American Rejects,https://genius.com/The-all-american-rejects-gives-you-hell-lyrics,wake every evenin big smile face never feel outta place still probably workin 9 5 pace wonder bad taste see face hope give hell hope give hell walk way hope give hell hope give hell picket fence love shiny car ever get far never seemed tense love never seen fall hard know truth told miss truth told lyin see face hope give hell hope give hell walk way hope give hell hope give hell find man worth damn treat well fool well hope give hell hope give hell tomorrow thinkin yeah go wrong list go truth told miss truth told lyin see face hope give hell hope give hell walk way hope give hell hope give hell find man worth damn treat well fool well hope give hell never see done take back memory good lie look eye sad sad look wear well see face hope give hell hope give hell walk way hope give hell hope give hell hear song sing along never tell fool well hope give hell hear song hope give hell sing along hope put hell
