No.,Title,Artist,Lyrics_URL,Lyrics
1,"""Bad Day""",Daniel Powter,https://genius.com/Daniel-powter-bad-day-lyrics,moment needed kick leaf magic lost tell blue sky fade gray tell passion gone away need carryin stand line hit new low faking smile coffee go tell life way line falling piece every time need carryin bad day taking one sing sad song turn around say know tell lie work smile go ride bad day camera lie coming back really mind bad day bad day well need blue sky holiday point laugh say need carryin bad day taking one sing sad song turn around say know tell lie work smile go ride bad day camera lie coming back really mind bad day ooh holiday sometimes system go blink whole thing turn wrong might make back know could well oh strong wrong yeah yeah yeah passion need oh kick leaf magic lost 'cause bad day taking one sing sad song turn around say know tell lie work smile go ride bad day seen like feel one time bad day bad day bad day bad day bad day
2,"""Temperature""",Sean Paul,https://genius.com/Sean-paul-temperature-lyrics,di gyaldem schillaci chanderpaul suh mi give suh mi give suh mi give girl five million forty naughty shorty baby girl girl girl chanderpaul seh well woman way time cold wan na keepin warm got right temperature fi shelter storm oh lord gyal got right tactic turn girl wan na papa mom oh-oh make see di gyal dem breakout 'pon di floor want worthless performer want man weh ca turn gyal make see hand dem ya ca tan 'pon long nah eat yam steam fish green banana jamaica give hot like sauna well woman way time cold wan na keepin warm got right temperature fi shelter storm oh lord gyal got right tactic turn girl wan na papa mom oh-oh bumper exposed gyal ya got chest waster 'cause gyal ya impress ya dis ya fi test 'cause got remedy fi make ya de-stress mi haffi flaunt becah mi god bless girl want haffi confess lie weh need set speed haffi test mattress well woman way time cold wan na keepin warm got right temperature fi shelter storm oh lord gyal got right tactic turn girl wan na papa mom oh-oh gyal say crazy strange love brigitte flavor show time fi make baby stop gwaan like actin shady yo woman play 'cause fred sanford grady yo lovin way go lovin way go well woman way time cold wan na keepin warm got right temperature fi shelter storm oh lord gyal got right tactic turn girl wan na papa mom oh-oh roll player like bredda like gyal need talk right park right keep undercover love fit inna blouse fat inna jean mi wan discover everything 'bout baby girl ca hear utter well woman way time cold wan na keepin warm got right temperature fi shelter storm oh lord gyal got right tactic turn girl wan na papa mom oh-oh make see di gyal dem breakout 'pon di floor want worthless performer want man weh ca turn gyal make see hand dem ya ca tan 'pon long nah eat yam steam fish green banana jamaica give hot like sauna well woman way time cold wan na keepin warm got right temperature fi shelter storm oh lord gyal got right tactic turn girl wan na papa mom oh-oh oh-oh oh-oh oh-oh
3,"""Promiscuous""",Nelly Furtado featuring Timbaland,https://genius.com/Nelly-furtado-promiscuous-lyrics,intro nelly furtado timbaland throwin nope think verse 1 timbaland nelly furtado doin young lady feelin givin really drive crazy dope player 'bout choke loss word first time spoke lookin girl treat right lookin daytime light might type play card right find end night expect let hit still respect get try gim one chance problem see ring hand first admit curious seem innocent wan na get world get lost boy tired runnin let walk minute chorus 1 nelly furtado timbaland promiscuous girl wherever alone want promiscuous boy already know waitin promiscuous girl teasin know want got need promiscuous boy let get point 'cause roll ready verse 2 nelly furtado timbaland rose red diamond blue chivalry dead still kinda cute hey ca keep mind mind come world come planet get level think handle call thomas last name crown recognize game i'ma lay mine big girl handle get lonely i'ma need help pay attention talk health want team -- everybody else shh baby keep low low let guard nobody got ta know know girl know place go kind girl take chorus 1 nelly furtado timbaland promiscuous girl wherever alone want promiscuous boy already know waitin promiscuous girl teasin know want got need promiscuous boy let get point 'cause roll ready bridge timbaland nelly furtado mad get mean get mad mean hey mad get mean get mad mean verse 3 nelly furtado timbaland wait mean harm see t-shirt see nothin feelin bring bring -- know mean girl freak say thing tryna get inside brain see work way say okay right got somethin gon like hey truth talkin trash game m.v.p like steve nash chorus 2 nelly furtado timbaland promiscuous girl wherever alone want promiscuous boy callin name drivin crazy way makin wait promiscuous girl teasin know want got need promiscuous boy one got ta play game eh-eh eh-eh ah-ah-ah eh-eh eh-eh ah-ah-ah eh-eh eh-eh ah-ah-ah eh-eh eh-eh ah-ah-ah mm mm mm mm mm mm ah-ah-ah eh-eh eh-eh ah-ah-ah eh-eh eh-eh ah-ah-ah
4,"""You're Beautiful""",James Blunt,https://genius.com/James-blunt-youre-beautiful-lyrics,life brilliant life brilliant love pure saw angel sure smiled subway another man wo lose sleep 'cause got plan beautiful beautiful beautiful true saw face crowded place know 'cause never yes caught eye walked could see face fucking high think see shared moment last till end beautiful beautiful beautiful true saw face crowded place know 'cause never ba la la na ba la la na ba la la na na beautiful beautiful beautiful true must angel smile face thought time face truth never
5,"""Hips Don't Lie""",Shakira featuring Wyclef Jean,https://genius.com/Shakira-hips-dont-lie-lyrics,lady tonight fightin fightin fightin shakira shakira pre-chorus wyclef jean shakira never really knew could dance like make man wan na speak spanish ¿cómo se llama ¿bonita mi casa su casa oh baby talk like make woman go mad wise keep reading sign body fightin chorus shakira wyclef jean tonight know hip lie fighting starting feel right attraction tension see baby perfection hey girl see body moving driving crazy slightest idea saw dancin walk dance floor nobody ignore way move body girl everything unexpected way right left keep shakin pre-chorus wyclef jean shakira never really knew could dance like make man wan na speak spanish ¿cómo se llama ¿bonita mi casa su casa oh baby talk like make woman go mad bad oh wise keep reading sign body fightin chorus shakira wyclef jean tonight know hip lie fightin starting feel boy yeah come let go real slow see baby así e perfecto know tonight yeah hip lie starting feel right attraction tension see baby perfection shakira shakira verse 2 shakira wyclef jean oh boy see body movin half-animal half-man really know doin seem plan yeah self-restraint come fail fail see ca know bit hard explain uno do tres cuatro bridge wyclef jean shakira baila en la calle de noche baila en la calle de día baila en la calle de noche baila en la calle de día pre-chorus wyclef jean shakira never really knew could dance like make man wan na speak spanish ¿cómo se llama ¿bonita mi casa su casa oh baby talk like know got hypnotized wise ¡sí uh keep ¡sí uh readin sign body refrain wyclef jean shakira señorita feel conga let see move like come colombia yeah oh yeah lady ¡sí mira en barranquilla se baila así say en barranquilla se baila así ayy yeah verse 3 wyclef jean shakira sexy every man fantasy refugee like back fugees third world country go back like 'pac carried crate humpty humpty leave whole club jazzy cia wan na watch u colombian haitian guilty musical transaction bo-bop-so-bop snatch rope refugee run sea 'cause boat boat chorus shakira wyclef jean tonight hip lie starting feel boy come let go real slow baby like perfecto fighting oh know tonight hip lie starting feel right attraction tension baby like perfection outro wyclef jean shakira fightin fightin
6,"""Unwritten""",Natasha Bedingfield,https://genius.com/Natasha-bedingfield-unwritten-lyrics,unwritten ca read mind undefined beginning pen hand ending unplanned staring blank page open dirty window let sun illuminate word find reaching something distance close almost taste release inhibition feel rain skin one else feel let one else one else speak word lip drench word unspoken live life arm wide open today book begin rest still unwritten yeah oh oh break tradition sometimes try outside line yeah yeah conditioned make mistake ca live way oh staring blank page open dirty window let sun illuminate word find reaching something distance close almost taste release inhibition feel rain skin one else feel let one else one else speak word lip drench word unspoken live life arm wide open today book begin feel rain skin one else feel let one else one else speak word lip drench word unspoken live life arm wide open today book begin rest still unwritten woah ooh oh woah oh ooh ooh ooh yeah staring blank page open dirty window let sun illuminate word find reaching something distance close almost taste release inhibition feel rain skin one else feel let one else one else speak word lip drench word unspoken live life arm wide open today book begin feel rain skin one else feel let one else one else speak word lip drench word unspoken live life arm wide open today book begin rest still unwritten rest still unwritten rest still unwritten yeah yeah yeah yeah yeah yeah yeah yeah yeah
7,"""Crazy""",Gnarls Barkley,https://genius.com/Gnarls-barkley-crazy-lyrics,remember remember remember lost mind something pleasant place even emotion echo much space mm without care yeah touch know enough knew much mm make crazy make crazy make crazy possibly hope time life think twice advice mm come think ha ha ha bless soul really think control well think crazy think crazy think crazy like hero heart lose life limb remember thinkin wan na like mhm ever since little ever since little looked like fun coincidence come die done maybe crazy maybe crazy maybe crazy probably mm-woah ooh ooh woo-ooh ooh ooh ooh-hoo mhm
8,"""Ridin'""",Chamillionaire featuring Krayzie Bone,https://genius.com/Chamillionaire-ridin-lyrics,see rollin hatin patrollin tryna catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty music loud swangin hopin gon catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty grindin see see lean tint easy seen police see ride see gleam shine deck tv screen ridin new chick like hold next playstation controller full clip pistola send jacker coma girl know crazy like krayzie bone tryna bone tryna baby ride clean hell pull lady law patrol know hate music turned way maximum got speaker nigga tryna jack packin somethin 'em nigga locked maximum security cell grippin oak music loud tippin slow twin steady twistin like hit though police pull right behind throat window got stop pollution cd change nigga like producin play-n-skillz cruisin got warrant every city except houston still losin see rollin hatin patrollin tryna catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty music loud swangin hopin gon catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty drinkin smokin holy shit cause really ca focus got ta get home 'fore po-po scope big old excurs swervin curb nigga sippin hennessy gin wind doin hundred puff blunt roll another one livin like givin fuck got blunt right hand 40-ounce lap freezin ball roll another tree green leaf comin pretty deep dawgs yo got ta hit back street wonderin 'bout six pound got heat glock glock shot block creep-creep pop-pop hope cop see lowkey regard law dodge 'em like fuck 'em wo get caught brought charge none y'all keep gun car blunt spark roll want get poppin dawg ready bust shot air krayzie bone chamillionaire see rollin hatin patrollin tryna catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty music loud swangin hopin gon catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty would think tried let go turn blinker light swang slow upset sho 'cause think know catchin plenty drank dro get behind tryna check tag look rearview smilin thinkin catch wrong keep tryin keep steady denyin racial profilin houston texas check tag pull try check slab glove compartment got ta get cash cause crooked cop try come fast bein baller talk givin damn feelin attitude realize even ridin dirty bet leavin even madder mood i'ma laugh cruise jammin number two old dj screw ca arrest plus ca sue message law tell 'em hate ca touched tell 'em shoulda known tippin sittin crooked chrome bookin phone findin chick wan na bone like could stop 'bout pull home see rollin hatin patrollin tryna catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty music loud swangin hopin gon catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty see rollin hatin patrollin tryna catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty music loud swangin hopin gon catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty tryna catch ridin dirty
9,"""SexyBack""",Justin Timberlake featuring Timbaland,https://genius.com/Justin-timberlake-sexyback-lyrics,verse 1 justin timberlake timbaland bringin sexy back yeah boy know act yeah think special behind back yeah turn around pick slack yeah take bridge c'mon pre-chorus justin timberlake timbaland dirty babe uh-huh see shackle baby slave uh-huh let whip misbehave uh-huh one make feel way uh-huh take chorus chorus timbaland justin timberlake come girl go 'head gone come back go 'head gone vip go 'head gone drink go 'head gone let see twerkin go 'head gone look hip go 'head gone make smile go 'head gone go 'head child go 'head gone get sexy go 'head gone get sexy go 'head gone get sexy go 'head gone get sexy go 'head gone get sexy ha go 'head gone get sexy go 'head gone get sexy go 'head gone get sexy verse 2 justin timberlake timbaland bringin sexy back yeah fucker know act yeah girl let make thing lack yeah 'cause burnin got ta get fast yeah take bridge ha pre-chorus justin timberlake timbaland dirty babe uh-huh see shackle baby slave uh-huh let whip misbehave uh-huh one make feel way uh-huh take chorus ha chorus timbaland justin timberlake come girl go 'head gone come back go 'head gone vip go 'head gone drink go 'head gone let see twerkin go 'head gone look hip go 'head gone make smile go 'head gone go 'head child go 'head gone get sexy go 'head gone get sexy go 'head gone get sexy go 'head gone get sexy go 'head gone get sexy ha go 'head gone get sexy go 'head gone get sexy go 'head gone get sexy ha ready ready ready uh verse 3 justin timberlake timbaland bringin sexy back yeah motherfucker watch attack yeah girl better watch back yeah 'cause burn fact yeah take chorus ha chorus timbaland justin timberlake come girl go 'head gone come back go 'head gone vip go 'head gone drink go 'head gone let see twerkin go 'head gone look hip go 'head gone make smile go 'head gone go 'head child go 'head gone get sexy go 'head gone get sexy go 'head gone get sexy go 'head gone get sexy go 'head gone get sexy ha go 'head gone get sexy go 'head gone get sexy go 'head gone get sexy ready ready
10,"""Check on It""",Beyoncé featuring Slim Thug and Bun B,https://genius.com/Beyonce-check-on-it-lyrics,intro swizz beatz slim thug swizz beatz dc destiny child slim thuga need stop playin 'round clown wankstas good girl got ta get gangsta go 'head girl put back neck stand background check ooh boy lookin like like see wo come check i'ma let work lady let 'em check watch check dip pop twerk stop check tonight got flaunt boy know want turn around watch check ooh watchin shake see face ya ca take blazin watch amazement look long grab go braggin might let think teasin got reason sure please ya first got ta read ooh boy lookin like like see wo come check i'ma let work lady let 'em check watch check dip pop twerk stop check tonight ooh boy lookin like like see wo come check i'ma let work lady let 'em check watch check dip pop twerk stop check tonight tell wan na taste gon make chase got patient like men patient patience take get place ca abrasive know pace let get got ta make promise gon put like one put bore show men talk please tease really wan na please chorus beyoncé bun b ooh boy lookin like like see wo come check i'ma let work lady let 'em check watch check dip pop twerk stop check tonight ooh boy lookin like like see wo come check i'ma let work lady let 'em check watch check dip pop twerk stop ha check tonight verse 4 bun b beyoncé well king underground king trill standin top south like king hill tuned winner never takin loss reppin houston beyoncé slim thug bos diamond wood peel dirty south soldier draped crown holder thought told ya like wiggle way work touchin watchin twerk checkin tonight yeah ooh boy lookin like like see wo come check i'ma let work lady let 'em check watch check dip pop twerk stop check tonight ooh boy lookin like like see wo come check i'ma let work lady let 'em check watch check dip pop twerk stop check tonight ooh boy lookin like like see wo come check i'ma let work lady let 'em check watch check dip pop twerk stop check tonight ooh boy lookin like like see wo come check i'ma let work lady let 'em check watch check dip pop twerk stop check tonight
