No.,Title,Artist,Lyrics_URL,Lyrics
1,"""Old Town Road""",Lil Nas X featuring Billy Ray Cyrus,https://genius.com/Lil-nas-x-old-town-road-lyrics,yeah gon na take horse old town road gon na ride 'til ca gon na take horse old town road gon na ride 'til ca kio kio got horse back horse tack attached hat matte black got boot black match ridin horse ha whip porsche valley porch ca nobody tell nothin ca tell nothin ca nobody tell nothin ca tell nothin ridin tractor lean bladder cheated baby go ask life movie bull ridin booby cowboy hat gucci wrangler booty ca nobody tell nothin ca tell nothin ca nobody tell nothin ca tell nothin yeah gon na take horse old town road gon na ride 'til ca gon na take horse old town road gon na ride 'til ca got hor-
2,"""Sunflower""",Post Malone and Swae Lee,https://genius.com/Post-malone-and-swae-lee-sunflower-lyrics,ayy ayy ayy ayy ooh ooh ooh ooh ayy ayy ooh ooh ooh ooh needless say keep check bad-bad nevertheless callin quits baby wreck crash place baby wreck needless say keeping check bad-bad nevertheless callin quits baby wreck crash place baby wreck thinkin bad way losin grip screamin face baby trip someone took big l know felt lookin sideways party tilt ooh-ooh thing ca refuse wan na ride like cruise tryna lose left dust unless stuck ya sunflower think love would much left dust unless stuck ya sunflower sunflower every time leavin ya make easy wish could ya give reason oh every time walkin hear tellin turn around fightin trust wo back even got ta risk right oh know scared unknown wan na alone know always come go control left dust unless stuck ya sunflower think love would much left dust unless stuck ya sunflower sunflower
3,"""Without Me""",Halsey,https://genius.com/Halsey-without-me-lyrics,found heart broke filled cup overflowed took far keep close afraid leave said catch fall laugh fuck 'em got knee put right back foot could take advantage tell feel sittin feelin high far away hold know one put name sky ever get lonely thinkin could live without thinkin could live without baby one put know thinkin could live without live without baby one put know gave love 'bout hundred try runnin demon mind took made 'em mine notice 'cause love blind said catch fall laugh fuck 'em got knee put right back foot could take advantage tell feel sittin feelin high far away hold know one put name sky ever get lonely thinkin could live without thinkin could live without baby one put know thinkin could live without live without baby one put know yeah say already know go find tell feel tell feel sittin feelin high far away hold know one put name sky ever get lonely thinkin could live without thinkin could live without baby one put know
4,"""Bad Guy""",Billie Eilish,https://genius.com/Billie-eilish-bad-guy-lyrics,white shirt red bloody nose sleepin tippy toe creepin around like one know think criminal bruise knee say thank please want wanting soul cynical tough guy like really rough guy ca get enough guy chest always puffed guy bad type make mama sad type make girlfriend mad tight might seduce dad type bad guy duh bad guy like take control even know let play role animal mommy like sing along wo sing song read lyric pity men know tough guy like really rough guy ca get enough guy chest always puffed guy bad type make mama sad type make girlfriend mad tight might seduce dad type bad guy duh bad guy duh good bein bad bad like get mad guess pretty glad alone said scared mean see see maybe 'cause wearing cologne bad guy bad guy bad guy bad guy bad
5,"""Wow""",Post Malone,https://genius.com/Post-malone-wow-lyrics,said tired little money need big boy pull 20 inch blade like lil troy everybody flockin need decoy shawty mixing vodka lacroix yeah g-wagen g-wagen g-wagen g-wagen housewife pullin got lot toy 720s bumpin fall boy talkin shit beginning back feelin forgivin know piss see winnin see igloo mouth grinnin yeah hunnid band pocket hunnid deep roll like army get bottle bottle lonely moment show got 'em sayin wow hunnid band pocket yeah grandmama probably know get bottle bottle lonely moment show got 'em sayin wow everywhere go catch block like mutombo 750 lambo utah snow trunk front like shit dumbo yeah cut roof like nip-tuck pull house big butt turn kitchen counter strip-club dre came ... got guap y'all appeared dropped stoney none y'all really cared always say congratulation kid 40 pourin shit used lot got made another hit 'cause got bored always goin never punt fourth last call hail mary prescott touchdown ayy hunnid band pocket hunnid deep roll like army get bottle bottle lonely moment show got 'em sayin wow hunnid band pocket yeah grandmama probably know get bottle bottle lonely moment show got 'em sayin wow got 'em sayin wow ayy ayy wow sayin wow wow wow
6,"""Happier""",Marshmello and Bastille,https://genius.com/Marshmello-and-bastille-happier-lyrics,lately thinkin want happier want happier morning come see become cold light day flame wind fire begun every argument every word ca take back 'cause happened think know way story end minute want change mind 'cause feel right wan na raise spirit want see smile know mean leave know mean leave lately thinkin want happier want happier evening fall left thought image someone else well eating inside ran course pretended okay jump together least swim far away wreck made minute want change mind 'cause feel right wan na raise spirit want see smile know mean leave know mean leave lately thinkin want happier want happier go go go go go go go go go go lately thinkin want happier want happier even though might like think happier want happier minute want change mind 'cause feel right wan na raise spirit want see smile know mean leave know mean leave lately thinkin want happier want happier go go go go go
7,"""7 Rings""",Ariana Grande,https://genius.com/Ariana-grande-7-rings-lyrics,yeah breakfast tiffany bottle bubble girl tattoo like getting trouble lash diamond atm machine buy favorite thing bad shit sad bitch woulda thought turn savage rather tied call string write check like write sing yeah wrist stop watchin neck flossy make big deposit gloss poppin like hair gee thanks bought see like want got want got want got want got want got like hair gee thanks bought see like want got wearing ring gon mrs. bought matching diamond six bitch rather spoil friend rich think retail therapy new addiction whoever said money ca solve problem must enough money solve 'em say one say nah want 'em happiness price red-bottoms smile beamin skin gleamin way shine know seen bought crib closet want got yeah want got want got want got want got like hair gee thanks bought see like want got yeah receipt lookin like phone number money wrong number black card business card way settin tone mean brag like put bag yeah see rack stacked like as yeah shoot go store booth make back one loop gim loot never mind got juice nothing net shoot look neck look jet got enough money pay respect budget set like get yeah want got want got want got want got like hair gee thanks bought see like want got
8,"""Talk""",Khalid,https://genius.com/Khalid-talk-lyrics,talk talk talk goin get lost lend thought ca get want without knowin never felt like apologize movin far talk talk figure goin yeah started right see eye tell wantin mind reason hide tell somethin heard oh dreamin 'bout stop thinkin 'bout talk talk talk goin get lost lend thought ca get want without knowin never felt like apologize movin far talk talk figure goin oh nah penthouse view left flower room make sure leave door unlocked way swear wo late five o'clock oh dreamin 'bout want stop thinkin 'bout talk talk talk goin get lost lend thought ca get want without knowin never felt like apologize movin far talk talk figure goin figure goin
9,"""Sicko Mode""",Travis Scott,https://genius.com/Travis-scott-sicko-mode-lyrics,astro yeah sun freezin cold already know winter dawg would probably louis belt know know nothin else tried show 'em yeah tried show 'em yeah yeah yeah yeah yeah goin pick roll young la flame sicko mode verse 1 travis scott notorious b.i.g made ice booth gate outside pull get loose yeah jump boy nike boy hoppin coupe shit way big pull give loot gim loot remy papoose hit old town duck news two-four hour lockdown made move 4 a.m. back poppin crew landed chase b mix pop like jamba juice different colored chain think jeweler really sellin fruit chokin man know cracker wish noose refrain big hawk swae lee some-some-some-someone said win retreat deep play-play-playin keep play u weak someone said win retreat deep play-play-playin keep play u weak verse 2 travis scott uncle luke yeah shit way formal y'all know follow suit stacey dash girl got clue hoe made record produced might take ex put 'em group hit es need bootch 'bout turn function bonnaroo told hop comin 305 bitch treat like uncle luke stop pop pussy slop top roof uh said goin said moon even make room thought ocean pool got open goose put shit together glue refrain travis scott swae lee big hawk someone said shorty facetimed blue someone said play-playin keep someone said mother someone said play u weak intro travis scott drake lil juice yeah astro yeah yeah tay keith fuck nigga ayy ayy chorus drake travis scott love back high school used bus dance yeah hit fbo duffel hand half xan thirteen hour 'til land like light ayy yeah like light ayy yeah verse 1 drake travis scott like light ayy slept flight ayy knocked night ayy 767 man shit got double bedroom man still got score settle man crept block made right cut light paid price nigga think sweet sight nothin nice baguette ice jesus christ check stripe like yeah like yeah lost respect threat shoot shot shit wetty like sheck bitch see shot took wet like book wet like lizzie spinnin valley circle block 'til dizzy like one seen tryna clean 'em chorus drake travis scott love back high school used bus dance hit fbo duffel hand woo half xan thirteen hour 'til land like light like light like light like light like light like light like light yeah passed dawgs celly sendin text sendin kite yeah said keep lock say know shit stife yeah absolute yeah back reboot laferrari jamba juice yeah back road jumpin parachute yeah shorty back said workin glute yeah book yeah look yeah 'bout check yeah check foot yeah pas daughter i'ma show took baby mama cover forbes got bitch shook yeah
10,"""Sucker""",Jonas Brothers,https://genius.com/Jonas-brothers-sucker-lyrics,go together better bird feather change weather yeah feelin heat december 'round pre-chorus joe jonas joe jonas nick jonas dancin top car stumblin bar follow dark ca get enough medicine pain tattoo inside brain baby know obvious chorus nick jonas joe jonas sucker say word go anywhere blindly sucker yeah road take know find sucker subliminal thing one know makin typical break typical rule true sucker yeah complicate 'cause know know everything ca remember night remember 'round pre-chorus joe jonas joe jonas nick jonas dancin top car stumblin bar follow dark ca get enough medicine pain tattoo inside brain baby know obvious chorus nick jonas joe jonas sucker say word go anywhere blindly sucker yeah road take know find sucker subliminal thing one know makin typical break typical rule true sucker yeah pre-chorus joe jonas joe jonas nick jonas dancin top car stumblin bar follow dark ca get enough medicine pain tattoo inside brain baby know obvious chorus nick jonas joe jonas sucker say word go anywhere blindly sucker yeah road take know find sucker subliminal thing one know makin typical break typical rule true sucker sucker
