Title,Artist,UG_link
"""Panini""",Lil Nas X,https://tabs.ultimate-guitar.com/tab/lil-nas-x/panini-chords-2736174
"""Look Back at It""",A Boogie wit da Hoodie,https://tabs.ultimate-guitar.com/tab/a-boogie-wit-da-hoodie/look-back-at-it-chords-2571699
"""A Lot""",21 Savage,https://tabs.ultimate-guitar.com/tab/21-savage/a-lot-chords-2553843
"""Me!""",Taylor Swift featuring Brendon Urie,https://tabs.ultimate-guitar.com/tab/taylor-swift/me-chords-2676060
"""Mia""",Bad Bunny featuring Drake,https://tabs.ultimate-guitar.com/tab/bad-bunny/mia-chords-2517570
"""Pop Out""",Polo G featuring Lil Tjay,https://tabs.ultimate-guitar.com/tab/polo-g/pop-out-chords-3667877
"""Beautiful Crazy""",Luke Combs,https://tabs.ultimate-guitar.com/tab/luke-combs/beautiful-crazy-chords-2038213
"""Thotiana""",Blueface,https://tabs.ultimate-guitar.com/tab/blueface-us-los-angeles-ca/thotiana-chords-2611254
"""Lucid Dreams""",Juice Wrld,https://tabs.ultimate-guitar.com/tab/juice-wrld/lucid-dreams-chords-2397395
"""Mo Bamba""",Sheck Wes,https://tabs.ultimate-guitar.com/tab/sheck-wes/mo-bamba-chords-2496603
"""Beautiful People""",Ed Sheeran featuring Khalid,https://tabs.ultimate-guitar.com/tab/ed-sheeran/beautiful-people-chords-2745708
"""Wake Up in the Sky""","Gucci Mane, Bruno Mars and Kodak Black",https://tabs.ultimate-guitar.com/tab/bruno-mars/talking-to-the-moon-chords-971346
"""Whiskey Glasses""",Morgan Wallen,https://tabs.ultimate-guitar.com/tab/morgan-wallen/whiskey-glasses-chords-1900851
"""God's Country""",Blake Shelton,https://tabs.ultimate-guitar.com/tab/blake-shelton/gods-country-chords-2647257
"""Be Alright""",Dean Lewis,https://tabs.ultimate-guitar.com/tab/dean-lewis/be-alright-chords-2412689
"""Pure Water""",Mustard and Migos,not found
"""The Git Up""",Blanco Brown,https://tabs.ultimate-guitar.com/tab/blanco-brown/the-git-up-chords-2724957
"""Taki Taki""","DJ Snake featuring Selena Gomez, Ozuna and Cardi B",https://tabs.ultimate-guitar.com/tab/dj-snake/taki-taki-chords-2502663
"""Close to Me""",Ellie Goulding and Diplo featuring Swae Lee,not found
"""Envy Me""",Calboy,not found
"""You Say""",Lauren Daigle,https://tabs.ultimate-guitar.com/tab/lauren-daigle/you-say-chords-1975479
"""Hey Look Ma, I Made It""",Panic! at the Disco,https://tabs.ultimate-guitar.com/tab/panic-at-the-disco/hey-look-ma-i-made-it-chords-2408175
"""Circles""",Post Malone,https://tabs.ultimate-guitar.com/tab/post-malone/circles-chords-2794426
"""Beer Never Broke My Heart""",Luke Combs,https://tabs.ultimate-guitar.com/tab/luke-combs/beer-never-broke-my-heart-chords-2306835
"""The London""","Young Thug, J. Cole and Travis Scott",https://tabs.ultimate-guitar.com/tab/the-beatles/and-i-love-her-chords-202512
"""Con Calma""",Daddy Yankee and Katy Perry featuring Snow,https://tabs.ultimate-guitar.com/tab/daddy-yankee/con-calma-chords-2589264
"""Murder on My Mind""",YNW Melly,https://tabs.ultimate-guitar.com/tab/ynw-melly/murder-on-my-mind-chords-2618013
"""When the Party's Over""",Billie Eilish,https://tabs.ultimate-guitar.com/tab/billie-eilish/happier-than-ever-chords-3592094
"""Act Up""",City Girls,not found
"""I Like It""","Cardi B, Bad Bunny and J Balvin",https://tabs.ultimate-guitar.com/tab/ricky-montgomery/line-without-a-hook-chords-1830299
"""Trampoline""",Shaed,https://tabs.ultimate-guitar.com/tab/shaed/trampoline-chords-2530953
"""Leave Me Alone""",Flipp Dinero,not found
"""Breathin""",Ariana Grande,https://tabs.ultimate-guitar.com/tab/ariana-grande/breathin-chords-2451771
"""Bury a Friend""",Billie Eilish,https://tabs.ultimate-guitar.com/tab/billie-eilish/bury-a-friend-chords-2589567
"""Close Friends""",Lil Baby,https://tabs.ultimate-guitar.com/tab/lil-baby/close-friends-chords-2568342
"""Baby Shark""",Pinkfong,https://tabs.ultimate-guitar.com/tab/misc-children/pinkfong-baby-shark-chords-2496414
"""My Type""",Saweetie,not found
"""Worth It""",YK Osiris,https://tabs.ultimate-guitar.com/tab/yk-osiris/worth-it-chords-2655330
"""Only Human""",Jonas Brothers,https://tabs.ultimate-guitar.com/tab/jonas-brothers/only-human-chords-2717766
"""Knockin' Boots""",Luke Bryan,https://tabs.ultimate-guitar.com/tab/luke-bryan/knockin-boots-chords-2650836
"""Trip""",Ella Mai,https://tabs.ultimate-guitar.com/tab/ella-mai/trip-chords-2447599
"""Rumor""",Lee Brice,https://tabs.ultimate-guitar.com/tab/lee-brice/rumor-chords-2299595
"""Swervin""",A Boogie wit da Hoodie featuring 6ix9ine,https://tabs.ultimate-guitar.com/tab/a-boogie-wit-da-hoodie/drowning-water-chords-2077363
"""How Do You Sleep?""",Sam Smith,not found
"""Baby""",Lil Baby and DaBaby,https://tabs.ultimate-guitar.com/tab/bob-dylan/ill-be-your-baby-tonight-chords-927157
"""Look What God Gave Her""",Thomas Rhett,https://tabs.ultimate-guitar.com/tab/thomas-rhett/look-what-god-gave-her-chords-2623536
"""Good as You""",Kane Brown,https://tabs.ultimate-guitar.com/tab/kane-brown/good-as-you-chords-2497086
"""Clout""",Offset featuring Cardi B,not found
"""Love Lies""",Khalid and Normani,https://tabs.ultimate-guitar.com/tab/khalid/love-lies-chords-2319499
"""One Thing Right""",Marshmello and Kane Brown,https://tabs.ultimate-guitar.com/tab/kane-brown/miles-on-it-chords-5252787
"""Cash Shit""",Megan Thee Stallion featuring DaBaby,not found
"""Tequila""",Dan + Shay,https://tabs.ultimate-guitar.com/tab/dan-shay/tequila-chords-2279411
"""Shotta Flow""",NLE Choppa,not found
"""Hot Girl Summer""",Megan Thee Stallion featuring Nicki Minaj and Ty Dolla Sign,https://tabs.ultimate-guitar.com/tab/stevie-nicks/stop-draggin-my-heart-around-chords-1516568
"""Talk You Out of It""",Florida Georgia Line,https://tabs.ultimate-guitar.com/tab/florida-georgia-line/talk-you-out-of-it-chords-2424041
"""Beautiful""",Bazzi featuring Camila Cabello,https://tabs.ultimate-guitar.com/tab/bazzi/beautiful-chords-2312407
"""Eyes on You""",Chase Rice,https://tabs.ultimate-guitar.com/tab/chase-rice/eyes-on-you-chords-2218453
"""All to Myself""",Dan + Shay,https://tabs.ultimate-guitar.com/tab/dan-shay/all-to-myself-chords-2379953
"""Boyfriend""",Ariana Grande and Social House,https://tabs.ultimate-guitar.com/tab/ariana-grande/boyfriend-chords-2782693
"""Walk Me Home""",Pink,https://tabs.ultimate-guitar.com/tab/pnk/walk-me-home-chords-2610642
"""Robbery""",Juice Wrld,https://tabs.ultimate-guitar.com/tab/juice-wrld/robbery-chords-2606286
