Title,Artist,UG_link
"""Uptown Funk""",Mark Ronson featuring Bruno Mars,https://tabs.ultimate-guitar.com/tab/mark-ronson/uptown-funk-chords-1683393
"""Thinking Out Loud""",Ed Sheeran,https://tabs.ultimate-guitar.com/tab/ed-sheeran/thinking-out-loud-chords-1486860
"""See You Again""",Wiz Khalifa featuring Charlie Puth,not found
"""Trap Queen""",Fetty Wap,https://tabs.ultimate-guitar.com/tab/fetty-wap/trap-queen-chords-1723877
"""Sugar""",Maroon 5,not found
"""Shut Up and Dance""",Walk the Moon,https://tabs.ultimate-guitar.com/tab/walk-the-moon/shut-up-and-dance-chords-1673689
"""Blank Space""",Taylor Swift,https://tabs.ultimate-guitar.com/tab/taylor-swift/blank-space-chords-1674053
"""Watch Me""",Silentó,not found
"""Earned It""",The Weeknd,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/fifty-shades-of-grey-earned-it-chords-1706303
"""The Hills""",The Weeknd,https://tabs.ultimate-guitar.com/tab/the-weeknd/the-hills-chords-1740979
"""Cheerleader (Felix Jaehn Remix)""",OMI,https://tabs.ultimate-guitar.com/tab/omi/cheerleader-felix-jaehn-remix-chords-1709040
"""Can't Feel My Face""",The Weeknd,https://tabs.ultimate-guitar.com/tab/the-weeknd/cant-feel-my-face-chords-1744791
"""Love Me Like You Do""",Ellie Goulding,https://tabs.ultimate-guitar.com/tab/ellie-goulding/love-me-like-you-do-chords-1698731
"""Take Me to Church""",Hozier,https://tabs.ultimate-guitar.com/tab/hozier/take-me-to-church-chords-1424967
"""Bad Blood""",Taylor Swift featuring Kendrick Lamar,https://tabs.ultimate-guitar.com/tab/taylor-swift/bad-blood-chords-1674140
"""Lean On""",Major Lazer and DJ Snake featuring MØ,not found
"""Want to Want Me""",Jason Derulo,https://tabs.ultimate-guitar.com/tab/jason-derulo/want-to-want-me-chords-1722046
"""Shake It Off""",Taylor Swift,https://tabs.ultimate-guitar.com/tab/taylor-swift/shake-it-off-chords-1512429
"""Where Are Ü Now""",Skrillex and Diplo (Jack Ü) featuring Justin Bieber,not found
"""Fight Song""",Rachel Platten,https://tabs.ultimate-guitar.com/tab/rachel-platten/fight-song-chords-1725296
"""679""",Fetty Wap featuring Remy Boyz,https://tabs.ultimate-guitar.com/tab/fetty-wap/679-chords-1755979
"""Lips Are Movin""",Meghan Trainor,https://tabs.ultimate-guitar.com/tab/meghan-trainor/lips-are-movin-chords-1673164
"""Worth It""",Fifth Harmony featuring Kid Ink,https://tabs.ultimate-guitar.com/tab/fifth-harmony/worth-it-chords-1703405
"""Post to Be""",Omarion featuring Chris Brown and Jhené Aiko,not found
"""Honey, I'm Good.""",Andy Grammer,https://tabs.ultimate-guitar.com/tab/andy-grammer/honey-im-good-chords-1696907
"""I'm Not the Only One""",Sam Smith,https://tabs.ultimate-guitar.com/tab/sam-smith/im-not-the-only-one-chords-1489018
"""Good for You""",Selena Gomez featuring ASAP Rocky,https://tabs.ultimate-guitar.com/tab/selena-gomez/good-for-you-chords-1746836
"""All About That Bass""",Meghan Trainor,https://tabs.ultimate-guitar.com/tab/meghan-trainor/all-about-that-bass-chords-1494750
"""Style""",Taylor Swift,https://tabs.ultimate-guitar.com/tab/taylor-swift/style-chords-1674060
"""Hotline Bling""",Drake,https://tabs.ultimate-guitar.com/tab/drake/hotline-bling-chords-1760144
"""Hey Mama""","David Guetta featuring Nicki Minaj, Bebe Rexha and Afrojack",https://tabs.ultimate-guitar.com/tab/david-guetta/hey-mama-chords-1739523
"""G.D.F.R.""",Flo Rida featuring Sage the Gemini and Lookas,not found
"""What Do You Mean?""",Justin Bieber,not found
"""Photograph""",Ed Sheeran,https://tabs.ultimate-guitar.com/tab/ed-sheeran/photograph-chords-1493446
"""Hello""",Adele,https://tabs.ultimate-guitar.com/tab/adele/hello-chords-1775924
"""Stitches""",Shawn Mendes,https://tabs.ultimate-guitar.com/tab/shawn-mendes/stitches-chords-1721601
"""Talking Body""",Tove Lo,https://tabs.ultimate-guitar.com/tab/tove-lo/talking-body-chords-1667707
"""Jealous""",Nick Jonas,https://tabs.ultimate-guitar.com/tab/nick-jonas/jealous-chords-1518421
"""Time of Our Lives""",Pitbull and Ne-Yo,not found
"""Locked Away""",R. City featuring Adam Levine,https://tabs.ultimate-guitar.com/tab/r-city/locked-away-chords-1748595
"""Somebody""",Natalie La Rose featuring Jeremih,https://tabs.ultimate-guitar.com/tab/natalie-la-rose/somebody-chords-1721325
"""FourFiveSeconds""","Rihanna, Kanye West and Paul McCartney",https://tabs.ultimate-guitar.com/tab/rihanna/fourfiveseconds-chords-1705081
"""Centuries""",Fall Out Boy,https://tabs.ultimate-guitar.com/tab/fall-out-boy/centuries-chords-1518646
"""My Way""",Fetty Wap featuring Monty,https://tabs.ultimate-guitar.com/tab/fetty-wap/my-way-chords-1777371
"""Take Your Time""",Sam Hunt,https://tabs.ultimate-guitar.com/tab/sam-hunt/take-your-time-chords-1674854
"""Animals""",Maroon 5,https://tabs.ultimate-guitar.com/tab/maroon-5/animals-gryffin-remix-chords-4234258
"""I Don't Fuck with You""",Big Sean featuring E-40,not found
"""Bitch Better Have My Money""",Rihanna,https://tabs.ultimate-guitar.com/tab/rihanna/bitch-better-have-my-money-chords-1728869
"""Flex (Ooh, Ooh, Ooh)""",Rich Homie Quan,not found
"""Nasty Freestyle""",T-Wayne,not found
"""Only""","Nicki Minaj featuring Drake, Lil Wayne and Chris Brown",not found
"""Elastic Heart""",Sia,https://tabs.ultimate-guitar.com/tab/sia/elastic-heart-chords-1702336
"""Cool for the Summer""",Demi Lovato,not found
"""Renegades""",X Ambassadors,https://tabs.ultimate-guitar.com/tab/x-ambassadors/renegades-chords-1718888
"""I Don't Mind""",Usher featuring Juicy J,https://tabs.ultimate-guitar.com/tab/usher/i-dont-mind-chords-1728952
"""Love Me Harder""",Ariana Grande and The Weeknd,not found
"""Wildest Dreams""",Taylor Swift,https://tabs.ultimate-guitar.com/tab/taylor-swift/wildest-dreams-chords-1674166
"""Stay with Me""",Sam Smith,https://tabs.ultimate-guitar.com/tab/sam-smith/stay-with-me-chords-1473600
"""You Know You Like It""",DJ Snake and AlunaGeorge,not found
"""Uma Thurman""",Fall Out Boy,https://tabs.ultimate-guitar.com/tab/fall-out-boy/uma-thurman-chords-1700222
"""7/11""",Beyoncé,not found
"""The Heart Wants What It Wants""",Selena Gomez,not found
"""Girl Crush""",Little Big Town,https://tabs.ultimate-guitar.com/tab/little-big-town/girl-crush-chords-1681054
"""Slow Motion""",Trey Songz,https://tabs.ultimate-guitar.com/tab/trey-songz/slow-motion-chords-1723045
"""Drag Me Down""",One Direction,not found
"""Truffle Butter""",Nicki Minaj featuring Drake and Lil Wayne,not found
"""One Last Time""",Ariana Grande,https://tabs.ultimate-guitar.com/tab/ariana-grande/one-last-time-chords-1513356
"""Chains""",Nick Jonas,https://tabs.ultimate-guitar.com/tab/nick-jonas/chains-chords-1509709
"""All Eyes on You""",Meek Mill featuring Chris Brown and Nicki Minaj,not found
"""No Type""",Rae Sremmurd,https://tabs.ultimate-guitar.com/tab/rae-sremmurd/no-type-chords-2038315
"""Riptide""",Vance Joy,https://tabs.ultimate-guitar.com/tab/vance-joy/riptide-chords-1173278
"""Classic Man""",Jidenna featuring Roman GianArthur,https://tabs.ultimate-guitar.com/tab/jidenna/classic-man-chords-1756195
"""Ex's & Oh's""",Elle King,https://tabs.ultimate-guitar.com/tab/elle-king/exs-and-ohs-chords-1714427
"""Dear Future Husband""",Meghan Trainor,https://tabs.ultimate-guitar.com/tab/meghan-trainor/dear-future-husband-chords-1520339
"""Marvin Gaye""",Charlie Puth featuring Meghan Trainor,https://tabs.ultimate-guitar.com/tab/charlie-puth/marvin-gaye-chords-1730348
"""Like I'm Gonna Lose You""",Meghan Trainor featuring John Legend,https://tabs.ultimate-guitar.com/tab/meghan-trainor/like-im-gonna-lose-you-chords-1700271
"""Habits (Stay High)""",Tove Lo,https://tabs.ultimate-guitar.com/tab/tove-lo/habits-stay-high-chords-1411696
"""The Hanging Tree""",James Newton Howard featuring Jennifer Lawrence,not found
"""CoCo""",O.T. Genasis,not found
"""Bang Bang""","Jessie J, Ariana Grande and Nicki Minaj",https://tabs.ultimate-guitar.com/tab/jessie-j/bang-bang-chords-1516844
"""Lay Me Down""",Sam Smith,https://tabs.ultimate-guitar.com/tab/sam-smith/lay-me-down-chords-1399397
"""Tuesday""",ILoveMakonnen featuring Drake,not found
"""Hit the Quan""",iLoveMemphis,not found
"""Downtown""","Macklemore & Ryan Lewis featuring Eric Nally, Melle Mel, Kool Moe Dee and Grandmaster 
Caz",not found
"""House Party""",Sam Hunt,https://tabs.ultimate-guitar.com/tab/sam-hunt/house-party-chords-1734277
"""Ayo""",Chris Brown and Tyga,not found
"""Kick the Dust Up""",Luke Bryan,https://tabs.ultimate-guitar.com/tab/luke-bryan/kick-the-dust-up-chords-1738787
"""Blessings""",Big Sean featuring Drake and Kanye West,not found
"""Budapest""",George Ezra,https://tabs.ultimate-guitar.com/tab/george-ezra/budapest-chords-1452428
"""Chandelier""",Sia,https://tabs.ultimate-guitar.com/tab/sia/chandelier-chords-1470822
"""Heartbeat Song""",Kelly Clarkson,https://tabs.ultimate-guitar.com/tab/kelly-clarkson/heartbeat-song-chords-1700398
"""Don't""",Ed Sheeran,https://tabs.ultimate-guitar.com/tab/ed-sheeran/i-dont-care-chords-2711352
"""Ghost""",Ella Henderson,https://tabs.ultimate-guitar.com/tab/ella-henderson/ghost-chords-1479184
"""Here""",Alessia Cara,https://tabs.ultimate-guitar.com/tab/alessia-cara/here-chords-1782658
"""Waves (Robin Schulz Remix)""",Mr Probz,not found
"""El Perdón""",Nicky Jam and Enrique Iglesias,https://tabs.ultimate-guitar.com/tab/enrique-iglesias/el-perdedor-chords-1466026
"""She Knows""",Ne-Yo featuring Juicy J,not found
"""Night Changes""",One Direction,https://tabs.ultimate-guitar.com/tab/one-direction/night-changes-chords-1678440
"""Back to Back""",Drake,https://tabs.ultimate-guitar.com/tab/drake/back-to-back-chords-1844885
"""How Deep Is Your Love""",Calvin Harris and Disciples,https://tabs.ultimate-guitar.com/tab/calvin-harris/how-deep-is-your-love-chords-1752282
