Title,Artist,UG_link
"""Irreplaceable""",Beyoncé,not found
"""Umbrella""",Rihanna featuring Jay-Z,https://tabs.ultimate-guitar.com/tab/rihanna/umbrella-chords-531916
"""The Sweet Escape""",Gwen Stefani featuring Akon,not found
"""Big Girls Don't Cry""",Fergie,not found
"""Buy U a Drank (Shawty Snappin')""",T-Pain featuring Yung Joc,not found
"""Before He Cheats""",Carrie Underwood,https://tabs.ultimate-guitar.com/tab/carrie-underwood/before-he-cheats-chords-324386
"""Hey There Delilah""",Plain White T's,https://tabs.ultimate-guitar.com/tab/plain-white-ts/hey-there-delilah-chords-278195
"""I Wanna Love You""",Akon featuring Snoop Dogg,not found
"""Say It Right""",Nelly Furtado,not found
"""Glamorous""",Fergie featuring Ludacris,https://tabs.ultimate-guitar.com/tab/fergie/glamorous-chords-1150668
"""Don't Matter""",Akon,https://tabs.ultimate-guitar.com/tab/akon/dont-matter-chords-443082
"""Girlfriend""",Avril Lavigne,https://tabs.ultimate-guitar.com/tab/avril-lavigne/girlfriend-chords-469759
"""Makes Me Wonder""",Maroon 5,https://tabs.ultimate-guitar.com/tab/maroon-5/makes-me-wonder-chords-721660
"""Party Like a Rockstar""",Shop Boyz,not found
"""Smack That""",Akon featuring Eminem,https://tabs.ultimate-guitar.com/tab/akon/smack-that-chords-771007
"""This Is Why I'm Hot""",Mims,not found
"""It's Not Over""",Daughtry,https://tabs.ultimate-guitar.com/tab/daughtry/its-not-over-chords-464292
"""The Way I Are""",Timbaland featuring Keri Hilson,https://tabs.ultimate-guitar.com/tab/timbaland/the-way-i-are-chords-4001350
"""Fergalicious""",Fergie featuring will.i.am,https://tabs.ultimate-guitar.com/tab/fergie/fergalicious-chords-5053411
"""Crank That (Soulja Boy)""",Soulja Boy Tell 'Em,https://tabs.ultimate-guitar.com/tab/soulja-boy/crank-that-chords-655854
"""Give It to Me""",Timbaland featuring Nelly Furtado and Justin Timberlake,https://tabs.ultimate-guitar.com/tab/timbaland/give-it-to-me-chords-4779455
"""What Goes Around... Comes Around""",Justin Timberlake,https://tabs.ultimate-guitar.com/tab/justin-timberlake/what-goes-around-chords-543185
"""Cupid's Chokehold""",Gym Class Heroes featuring Patrick Stump,https://tabs.ultimate-guitar.com/tab/gym-class-heroes/cupids-chokehold-chords-511288
"""How to Save a Life""",The Fray,https://tabs.ultimate-guitar.com/tab/the-fray/how-to-save-a-life-chords-258804
"""Home""",Daughtry,https://tabs.ultimate-guitar.com/tab/daughtry/home-chords-1877125
"""My Love""",Justin Timberlake featuring T.I.,not found
"""Stronger""",Kanye West,https://tabs.ultimate-guitar.com/tab/kanye-west/stronger-chords-641213
"""We Fly High""",Jim Jones,not found
"""U + Ur Hand""",Pink,https://tabs.ultimate-guitar.com/tab/pnk/u-ur-hand-chords-4866074
"""Walk It Out""",Unk,not found
"""Beautiful Girls""",Sean Kingston,https://tabs.ultimate-guitar.com/tab/sean-kingston/beautiful-girls-chords-520148
"""This Ain't a Scene, It's an Arms Race""",Fall Out Boy,https://tabs.ultimate-guitar.com/tab/fall-out-boy/this-aint-a-scene-its-an-arms-race-chords-465002
"""Bartender""",T-Pain featuring Akon,not found
"""Pop, Lock & Drop It""",Huey,not found
"""Runaway Love""",Ludacris featuring Mary J. Blige,not found
"""Rockstar""",Nickelback,https://tabs.ultimate-guitar.com/tab/nickelback/rockstar-chords-272181
"""Thnks fr th Mmrs""",Fall Out Boy,not found
"""What I've Done""",Linkin Park,https://tabs.ultimate-guitar.com/tab/linkin-park/what-ive-done-chords-496021
"""Summer Love""",Justin Timberlake,https://tabs.ultimate-guitar.com/tab/justin-timberlake/summer-love-chords-572177
"""You""",Lloyd featuring Lil Wayne,https://tabs.ultimate-guitar.com/tab/lloyd/you-chords-4218910
"""Wait for You""",Elliott Yamin,https://tabs.ultimate-guitar.com/tab/elliott-yamin/wait-for-you-chords-523952
"""Last Night""",Diddy featuring Keyshia Cole,not found
"""Make It Rain""",Fat Joe featuring Lil Wayne,https://tabs.ultimate-guitar.com/tab/fat-joe/make-it-rain-chords-697294
"""Make Me Better""",Fabolous featuring Ne-Yo,not found
"""Ice Box""",Omarion,https://tabs.ultimate-guitar.com/tab/omarion/ice-box-chords-1482587
"""Lips of an Angel""",Hinder,https://tabs.ultimate-guitar.com/tab/hinder/lips-of-an-angel-chords-363708
"""Waiting on the World to Change""",John Mayer,https://tabs.ultimate-guitar.com/tab/john-mayer/waiting-on-the-world-to-change-chords-386247
"""Lost Without U""",Robin Thicke,https://tabs.ultimate-guitar.com/tab/robin-thicke/lost-without-u-chords-599097
"""I'm a Flirt""",R. Kelly featuring T.I. and T-Pain,not found
"""If Everyone Cared""",Nickelback,https://tabs.ultimate-guitar.com/tab/nickelback/if-everyone-cared-chords-362641
"""Get It Shawty""",Lloyd,not found
"""Face Down""",The Red Jumpsuit Apparatus,not found
"""The Way I Live""",Baby Boy da Prince,not found
"""Shortie Like Mine""",Bow Wow featuring Chris Brown and Johntá Austin,not found
"""It Ends Tonight""",The All-American Rejects,not found
"""A Bay Bay""",Hurricane Chris,not found
"""Because of You""",Ne-Yo,https://tabs.ultimate-guitar.com/tab/ne-yo/because-of-you-chords-594176
"""I Tried""",Bone Thugs-n-Harmony featuring Akon,not found
"""Welcome To The Black Parade""",My Chemical Romance,https://tabs.ultimate-guitar.com/tab/my-chemical-romance/welcome-to-the-black-parade-chords-443930
"""Shawty""",Plies featuring T-Pain,not found
"""Chasing Cars""",Snow Patrol,https://tabs.ultimate-guitar.com/tab/snow-patrol/chasing-cars-chords-355425
"""Beautiful Liar""",Beyoncé and Shakira,not found
"""SexyBack""",Justin Timberlake featuring Timbaland,https://tabs.ultimate-guitar.com/tab/justin-timberlake/sexyback-chords-2615226
"""Keep Holding On""",Avril Lavigne,https://tabs.ultimate-guitar.com/tab/avril-lavigne/keep-holding-on-chords-436380
"""Let It Go""",Keyshia Cole featuring Missy Elliott and Lil' Kim,not found
"""Apologize""",OneRepublic,https://tabs.ultimate-guitar.com/tab/onerepublic/apologize-chords-567175
"""Bubbly""",Colbie Caillat,https://tabs.ultimate-guitar.com/tab/colbie-caillat/bubbly-chords-445711
"""Like a Boy""",Ciara,https://tabs.ultimate-guitar.com/tab/ciara/like-a-boy-chords-653725
"""Who Knew""",Pink,https://tabs.ultimate-guitar.com/tab/pnk/who-knew-chords-366857
"""Never Again""",Kelly Clarkson,https://tabs.ultimate-guitar.com/tab/kelly-clarkson/never-again-chords-926060
"""Promise""",Ciara,not found
"""Bed""",J. Holiday,not found
"""Throw Some D's""",Rich Boy featuring Polow da Don,not found
"""Rehab""",Amy Winehouse,https://tabs.ultimate-guitar.com/tab/amy-winehouse/rehab-chords-427641
"""Big Shit Poppin' (Do It)""",T.I.,not found
"""No One""",Alicia Keys,https://tabs.ultimate-guitar.com/tab/alicia-keys/no-one-chords-582080
"""The Great Escape""",Boys Like Girls,https://tabs.ultimate-guitar.com/tab/boys-like-girls/the-great-escape-chords-519925
"""2 Step""",Unk,not found
"""Walk Away (Remember Me)""",Paula DeAnda featuring The D.E.Y.,not found
"""Go Getta""",Young Jeezy featuring R. Kelly,not found
"""Here (In Your Arms)""",Hellogoodbye,https://tabs.ultimate-guitar.com/tab/hellogoodbye/here-in-your-arms-chords-466354
"""On the Hotline""",Pretty Ricky,not found
"""Wind It Up""",Gwen Stefani,https://tabs.ultimate-guitar.com/tab/gwen-stefani/wind-it-up-chords-4917622
"""Cyclone""",Baby Bash featuring T-Pain,not found
"""Break It Off""",Rihanna featuring Sean Paul,not found
"""First Time""",Lifehouse,https://tabs.ultimate-guitar.com/tab/lifehouse/first-time-chords-517941
"""Ayo Technology""",50 Cent featuring Justin Timberlake and Timbaland,https://tabs.ultimate-guitar.com/tab/50-cent/ayo-technology-chords-830655
"""Outta My System""",Bow Wow featuring T-Pain and Johntá Austin,not found
"""Teardrops on My Guitar""",Taylor Swift,https://tabs.ultimate-guitar.com/tab/taylor-swift/teardrops-on-my-guitar-chords-429289
"""Shut Up and Drive""",Rihanna,https://tabs.ultimate-guitar.com/tab/rihanna/shut-up-and-drive-chords-959268
"""Snow (Hey Oh)""",Red Hot Chili Peppers,https://tabs.ultimate-guitar.com/tab/red-hot-chili-peppers/snow-hey-oh-chords-497382
"""Money Maker""",Ludacris featuring Pharrell,not found
"""Kiss Kiss""",Chris Brown featuring T-Pain,https://tabs.ultimate-guitar.com/tab/chris-brown/kiss-kiss-chords-589219
"""Far Away""",Nickelback,https://tabs.ultimate-guitar.com/tab/nickelback/far-away-chords-441256
"""Rock Yo Hips""",Crime Mob and Lil' Scrappy,not found
"""LoveStoned""",Justin Timberlake,https://tabs.ultimate-guitar.com/tab/justin-timberlake/lovestoned-chords-1018295
"""Better than Me""",Hinder,https://tabs.ultimate-guitar.com/tab/hinder/better-than-me-chords-388060
"""Paralyzer""",Finger Eleven,https://tabs.ultimate-guitar.com/tab/finger-eleven/paralyzer-chords-598003
"""That's That""",Snoop Dogg featuring R. Kelly,not found
"""Same Girl""",R. Kelly featuring Usher,not found
