Title,Artist,UG_link
"""Low""",Flo Rida featuring T-Pain,not found
"""Bleeding Love""",Leona Lewis,https://tabs.ultimate-guitar.com/tab/leona-lewis/bleeding-love-chords-665045
"""No One""",Alicia Keys,https://tabs.ultimate-guitar.com/tab/alicia-keys/no-one-chords-582080
"""Lollipop""",Lil Wayne featuring Static Major,https://tabs.ultimate-guitar.com/tab/lil-wayne/lollipop-chords-1089823
"""Apologize""",Timbaland featuring OneRepublic,https://tabs.ultimate-guitar.com/tab/onerepublic/apologize-chords-567175
"""No Air""",Jordin Sparks and Chris Brown,https://tabs.ultimate-guitar.com/tab/jordin-sparks/no-air-chords-633146
"""Love Song""",Sara Bareilles,https://tabs.ultimate-guitar.com/tab/sara-bareilles/love-song-chords-510158
"""Love in This Club""",Usher featuring Young Jeezy,https://tabs.ultimate-guitar.com/tab/boyce-avenue/love-in-this-club-chords-1059452
"""With You""",Chris Brown,https://tabs.ultimate-guitar.com/tab/chris-brown/with-you-chords-607643
"""Forever""",Chris Brown,https://tabs.ultimate-guitar.com/tab/chris-brown/forever-chords-677331
"""Sexy Can I""",Ray J featuring Yung Berg,https://tabs.ultimate-guitar.com/tab/ray-j/sexy-can-i-chords-2307699
"""Take a Bow""",Rihanna,https://tabs.ultimate-guitar.com/tab/rihanna/take-a-bow-chords-661479
"""Viva la Vida""",Coldplay,https://tabs.ultimate-guitar.com/tab/coldplay/viva-la-vida-chords-691753
"""I Kissed a Girl""",Katy Perry,https://tabs.ultimate-guitar.com/tab/katy-perry/i-kissed-a-girl-chords-684047
"""Whatever You Like""",T.I.,https://tabs.ultimate-guitar.com/tab/t-i-/whatever-you-like-chords-756530
"""Disturbia""",Rihanna,https://tabs.ultimate-guitar.com/tab/rihanna/disturbia-chords-694355
"""Don't Stop the Music""",Rihanna,https://tabs.ultimate-guitar.com/tab/rihanna/dont-stop-the-music-chords-705361
"""Pocketful of Sunshine""",Natasha Bedingfield,https://tabs.ultimate-guitar.com/tab/natasha-bedingfield/pocketful-of-sunshine-chords-678744
"""Kiss Kiss""",Chris Brown featuring T-Pain,https://tabs.ultimate-guitar.com/tab/chris-brown/kiss-kiss-chords-589219
"""Closer""",Ne-Yo,https://tabs.ultimate-guitar.com/tab/michael-w-smith/draw-me-close-chords-153877
"""Bubbly""",Colbie Caillat,https://tabs.ultimate-guitar.com/tab/colbie-caillat/bubbly-chords-445711
"""Touch My Body""",Mariah Carey,https://tabs.ultimate-guitar.com/tab/mariah-carey/touch-my-body-chords-639699
"""4 Minutes""",Madonna featuring Justin Timberlake and Timbaland,https://tabs.ultimate-guitar.com/tab/madonna/4-minutes-chords-1054753
"""So What""",Pink,https://tabs.ultimate-guitar.com/tab/pink-floyd/what-do-you-want-from-me-chords-457765
