Title,Artist,UG_link
"""Crack a Bottle""","Eminem, Dr. Dre and 50 Cent",https://tabs.ultimate-guitar.com/tab/misc-mashups/lady-gaga-and-bruno-mars-die-with-a-smile-joji-glimpse-of-us-chords-5466309
"""If I Were a Boy""",Beyoncé,https://tabs.ultimate-guitar.com/tab/boyz-ii-men/on-bended-knee-chords-988229
"""Turnin Me On""",Keri Hilson featuring Lil Wayne,not found
"""I Hate This Part""",Pussycat Dolls,https://tabs.ultimate-guitar.com/tab/the-pussycat-dolls/i-hate-this-part-chords-752353
"""Gotta Be Somebody""",Nickelback,https://tabs.ultimate-guitar.com/tab/nickelback/gotta-be-somebody-chords-787445
"""Please Don't Leave Me""",Pink,https://tabs.ultimate-guitar.com/tab/pnk/please-dont-leave-me-chords-753225
"""Paparazzi""",Lady Gaga,https://tabs.ultimate-guitar.com/tab/lady-gaga/paparazzi-chords-761059
"""Beautiful""",Akon featuring Colby O'Donis and Kardinal Offishall,https://tabs.ultimate-guitar.com/tab/akon/beautiful-chords-5120800
"""Viva la Vida""",Coldplay,not found
"""Right Now (Na Na Na)""",Akon,https://tabs.ultimate-guitar.com/tab/the-itchyworms/akin-ka-na-lang-chords-266224
"""Battlefield""",Jordin Sparks,https://tabs.ultimate-guitar.com/tab/jordin-sparks/battlefield-chords-824490
"""Sugar""",Flo Rida featuring Wynter,not found
"""Miss Independent""",Ne-Yo,https://tabs.ultimate-guitar.com/tab/ne-yo/miss-independent-chords-2671821
"""Fireflies""",Owl City,https://tabs.ultimate-guitar.com/tab/owl-city/fireflies-chords-849209
"""New Divide""",Linkin Park,https://tabs.ultimate-guitar.com/tab/linkin-park/new-divide-chords-826695
"""Empire State of Mind""",Jay-Z featuring Alicia Keys,not found
"""No Surprise""",Daughtry,https://tabs.ultimate-guitar.com/tab/daughtry/no-surprise-chords-823650
"""She Wolf""",Shakira,https://tabs.ultimate-guitar.com/tab/shakira/she-wolf-chords-882535
"""Break Up""",Mario featuring Gucci Mane and Sean Garrett,not found
"""Sweet Dreams""",Beyoncé,not found
"""Every Girl""",Young Money,not found
"""Fallin' for You""",Colbie Caillat,https://tabs.ultimate-guitar.com/tab/colbie-caillat/fallin-for-you-chords-842864
"""Untouched""",The Veronicas,https://tabs.ultimate-guitar.com/tab/the-veronicas/untouched-chords-680243
"""If Today Was Your Last Day""",Nickelback,https://tabs.ultimate-guitar.com/tab/nickelback/if-today-was-your-last-day-chords-759456
"""Throw It in the Bag""",Fabolous featuring The-Dream,https://tabs.ultimate-guitar.com/tab/bob-dylan/blowin-in-the-wind-chords-14835
"""Love Drunk""",Boys Like Girls,https://tabs.ultimate-guitar.com/tab/boys-like-girls/love-drunk-chords-842397
"""I Love College""",Asher Roth,https://tabs.ultimate-guitar.com/tab/asher-roth/i-love-college-chords-825273
"""If U Seek Amy""",Britney Spears,https://tabs.ultimate-guitar.com/tab/britney-spears/if-you-seek-amy-chords-763901
"""Big Green Tractor""",Jason Aldean,https://tabs.ultimate-guitar.com/tab/jason-aldean/big-green-tractor-chords-853813
"""White Horse""",Taylor Swift,https://tabs.ultimate-guitar.com/tab/taylor-swift/white-horse-chords-738761
"""Disturbia""",Rihanna,https://tabs.ultimate-guitar.com/tab/rihanna/disturbia-chords-694355
"""21 Guns""",Green Day,https://tabs.ultimate-guitar.com/tab/green-day/21-guns-chords-823449
"""Turn My Swag On""",Soulja Boy Tell 'Em,not found
"""Rockin' That Thang""",The-Dream,https://tabs.ultimate-guitar.com/tab/the-dream/rockin-that-shit-rockin-that-thang-chords-821641
"""Chicken Fried""",Zac Brown Band,https://tabs.ultimate-guitar.com/tab/zac-brown-band/chicken-fried-chords-727014
"""Diva""",Beyoncé,not found
"""Replay""",Iyaz,not found
"""Then""",Brad Paisley,https://tabs.ultimate-guitar.com/tab/brad-paisley/then-chords-804006
"""Her Diamonds""",Rob Thomas,https://tabs.ultimate-guitar.com/tab/rob-thomas/her-diamonds-chords-819114
"""How Do You Sleep?""",Jesse McCartney featuring Ludacris,https://tabs.ultimate-guitar.com/tab/john-lennon/how-do-you-sleep-chords-9310
"""3""",Britney Spears,https://tabs.ultimate-guitar.com/tab/britney-spears/baby-one-more-time-chords-279810
"""Forever""","Drake featuring Kanye West, Lil Wayne and Eminem",https://tabs.ultimate-guitar.com/tab/drake/forever-chords-867112
"""One Time""",Justin Bieber,https://tabs.ultimate-guitar.com/tab/justin-bieber/one-time-chords-849405
"""I Run to You""",Lady Antebellum,https://tabs.ultimate-guitar.com/tab/lady-a-lady-antebellum/i-run-to-you-chords-777741
"""I Do Not Hook Up""",Kelly Clarkson,https://tabs.ultimate-guitar.com/tab/the-gaslight-anthem/i-do-not-hook-up-chords-855365
"""Green Light""",John Legend featuring André 3000,https://tabs.ultimate-guitar.com/tab/john-legend/green-light-chords-793940
"""People Are Crazy""",Billy Currington,https://tabs.ultimate-guitar.com/tab/billy-currington/people-are-crazy-chords-816217
"""Whatever It Is""",Zac Brown Band,https://tabs.ultimate-guitar.com/tab/zac-brown-band/whatever-it-is-chords-846431
"""Already Gone""",Kelly Clarkson,https://tabs.ultimate-guitar.com/tab/kelly-clarkson/already-gone-chords-795321
"""Goodbye""",Kristinia DeBarge,https://tabs.ultimate-guitar.com/tab/kristinia-debarge/goodbye-chords-833116
"""Say Hey (I Love You)""",Michael Franti & Spearhead featuring Cherine Anderson,https://tabs.ultimate-guitar.com/tab/michael-franti-spearhead/say-hey-i-love-you-chords-1010442
"""Pop Champagne""",Jim Jones featuring Ron Browz and Juelz Santana,https://tabs.ultimate-guitar.com/tab/jim-jones/my-pop-champagne-chords-797776
"""Pretty Wings""",Maxwell,https://tabs.ultimate-guitar.com/tab/maxwell/pretty-wings-chords-923660
"""Never Say Never""",The Fray,https://tabs.ultimate-guitar.com/tab/creedence-clearwater-revival/have-you-ever-seen-the-rain-chords-56479
