Title,Artist,UG_link
"""Last Night""",Morgan Wallen,not found
"""Flowers""",Miley Cyrus,https://tabs.ultimate-guitar.com/tab/miley-cyrus/flowers-chords-4600913
"""Kill Bill""",SZA,https://tabs.ultimate-guitar.com/tab/sza/kill-bill-chords-4457147
"""Anti-Hero""",Taylor Swift,https://tabs.ultimate-guitar.com/tab/taylor-swift/anti-hero-chords-4392359
"""Creepin'""","Metro Boomin, the Weeknd and 21 Savage",https://tabs.ultimate-guitar.com/tab/metro-boomin/creepin-chords-4567355
"""Calm Down""",Rema and Selena Gomez,https://tabs.ultimate-guitar.com/tab/rema/calm-down-chords-4313693
"""Die for You""",The Weeknd and Ariana Grande,https://tabs.ultimate-guitar.com/tab/ariana-grande/we-cant-be-friends-wait-for-your-love-chords-5176227
"""Fast Car""",Luke Combs,https://tabs.ultimate-guitar.com/tab/luke-combs/fast-car-chords-4699448
"""Snooze""",SZA,https://tabs.ultimate-guitar.com/tab/sza/snooze-chords-4457303
"""I'm Good (Blue)""",David Guetta and Bebe Rexha,https://tabs.ultimate-guitar.com/tab/david-guetta/im-good-blue-chords-4336283
"""Unholy""",Sam Smith and Kim Petras,https://tabs.ultimate-guitar.com/tab/sam-smith/unholy-chords-4359566
"""You Proof""",Morgan Wallen,https://tabs.ultimate-guitar.com/tab/morgan-wallen/you-proof-chords-4189486
"""Something in the Orange""",Zach Bryan,https://tabs.ultimate-guitar.com/tab/zach-bryan/something-in-the-orange-chords-4012711
"""Rich Flex""",Drake and 21 Savage,https://tabs.ultimate-guitar.com/tab/rich-brian/crisis-chords-2231287
"""As It Was""",Harry Styles,https://tabs.ultimate-guitar.com/tab/harry-styles/as-it-was-chords-4134073
"""Rock and a Hard Place""",Bailey Zimmerman,https://tabs.ultimate-guitar.com/tab/bailey-zimmerman/rock-and-a-hard-place-chords-4227010
"""Under the Influence""",Chris Brown,https://tabs.ultimate-guitar.com/tab/chris-brown/under-the-influence-chords-3704054
"""Cruel Summer""",Taylor Swift,https://tabs.ultimate-guitar.com/tab/taylor-swift/cruel-summer-chords-2802752
"""Thinkin' Bout Me""",Morgan Wallen,https://tabs.ultimate-guitar.com/tab/morgan-wallen/thinkin-bout-me-chords-4679000
"""Boy's a Liar Pt. 2""",PinkPantheress and Ice Spice,https://tabs.ultimate-guitar.com/tab/slipknot/vermilion-pt-2-chords-120989
"""Favorite Song""",Toosii,https://tabs.ultimate-guitar.com/tab/toosii/favorite-song-chords-4696253
"""Thought You Should Know""",Morgan Wallen,https://tabs.ultimate-guitar.com/tab/morgan-wallen/thought-you-should-know-chords-3719846
"""Thank God""",Kane Brown and Katelyn Brown,not found
"""Sure Thing""",Miguel,https://tabs.ultimate-guitar.com/tab/miguel/sure-thing-chords-1062722
"""All My Life""",Lil Durk featuring J. Cole,https://tabs.ultimate-guitar.com/tab/charlie-landsborough/i-will-love-you-all-my-life-chords-2638416
"""Ella Baila Sola""",Eslabon Armado and Peso Pluma,https://tabs.ultimate-guitar.com/tab/eslabon-armado/ella-baila-sola-chords-4735628
"""Karma""",Taylor Swift featuring Ice Spice,https://tabs.ultimate-guitar.com/tab/taylor-swift/karma-remix-chords-4791551
"""Just Wanna Rock""",Lil Uzi Vert,not found
"""Cuff It""",Beyoncé,not found
"""Vampire""",Olivia Rodrigo,https://tabs.ultimate-guitar.com/tab/olivia-rodrigo/vampire-chords-4843571
"""FukUMean""",Gunna,https://tabs.ultimate-guitar.com/tab/gunna/fukumean-chords-4917313
"""Lavender Haze""",Taylor Swift,https://tabs.ultimate-guitar.com/tab/taylor-swift/lavender-haze-chords-4393568
"""Players""",Coi Leray,not found
"""Need a Favor""",Jelly Roll,https://tabs.ultimate-guitar.com/tab/jelly-roll/need-a-favor-chords-4454660
"""Dance the Night""",Dua Lipa,https://tabs.ultimate-guitar.com/tab/dua-lipa/training-season-dance-the-night-houdini-chords-5187546
"""Love You Anyway""",Luke Combs,https://tabs.ultimate-guitar.com/tab/luke-combs/love-you-anyway-chords-3007013
"""One Thing at a Time""",Morgan Wallen,https://tabs.ultimate-guitar.com/tab/cristy-lane/one-day-at-a-time-chords-1825815
"""Superhero (Heroes & Villains)""","Metro Boomin, Future and Chris Brown",not found
"""Bad Habit""",Steve Lacy,not found
"""La Bebé""",Yng Lvcas and Peso Pluma,not found
"""Golden Hour""",Jvke,not found
"""Religiously""",Bailey Zimmerman,https://tabs.ultimate-guitar.com/tab/bailey-zimmerman/religiously-chords-4688711
"""Spin Bout U""",Drake and 21 Savage,not found
"""Cupid""",Fifty Fifty,https://tabs.ultimate-guitar.com/tab/fifty-fifty/cupid-twin-version-chords-4667768
"""Search & Rescue""",Drake,https://tabs.ultimate-guitar.com/tab/the-searchers/saints-and-searchers-chords-3966187
"""Barbie World""",Nicki Minaj and Ice Spice with Aqua,not found
"""Next Thing You Know""",Jordan Davis,https://tabs.ultimate-guitar.com/tab/jordan-davis/next-thing-you-know-chords-4307603
"""Escapism""",Raye featuring 070 Shake,https://tabs.ultimate-guitar.com/tab/raye/escapism-chords-4561772
"""Un x100to""",Grupo Frontera and Bad Bunny,https://tabs.ultimate-guitar.com/tab/grupo-frontera/un-x100to-chords-4732127
"""Until I Found You""",Stephen Sanchez,https://tabs.ultimate-guitar.com/tab/stephen-sanchez/until-i-found-you-chords-3858659
"""Shirt""",SZA,not found
"""Paint the Town Red""",Doja Cat,https://tabs.ultimate-guitar.com/tab/doja-cat/paint-the-town-red-chords-4901011
"""Made You Look""",Meghan Trainor,https://tabs.ultimate-guitar.com/tab/meghan-trainor/made-you-look-chords-4393565
"""Wait in the Truck""",Hardy featuring Lainey Wilson,https://tabs.ultimate-guitar.com/tab/harry-chapin/cats-in-the-cradle-chords-407661
"""All I Want for Christmas Is You""",Mariah Carey,https://tabs.ultimate-guitar.com/tab/u2/all-i-want-is-you-chords-57144
"""Everything I Love""",Morgan Wallen,https://tabs.ultimate-guitar.com/tab/morgan-wallen/everything-i-love-chords-4626866
"""Chemical""",Post Malone,https://tabs.ultimate-guitar.com/tab/post-malone/chemical-chords-4726658
