Title,Artist,UG_link
"""Rolling in the Deep""",Adele,https://tabs.ultimate-guitar.com/tab/adele/rolling-in-the-deep-chords-1007655
"""Party Rock Anthem""",LMFAO featuring Lauren Bennett and GoonRock,https://tabs.ultimate-guitar.com/tab/lmfao/party-rock-anthem-chords-1046445
"""Firework""",Katy Perry,https://tabs.ultimate-guitar.com/tab/katy-perry/firework-chords-993007
"""E.T.""",Katy Perry featuring Kanye West,not found
"""Give Me Everything""","Pitbull featuring Ne-Yo, Afrojack and Nayer",not found
"""Grenade""",Bruno Mars,https://tabs.ultimate-guitar.com/tab/bruno-mars/grenade-chords-993953
"""Fuck You (Forget You)""",CeeLo Green,not found
"""Super Bass""",Nicki Minaj,https://tabs.ultimate-guitar.com/tab/nicki-minaj/super-bass-chords-1057087
"""Moves like Jagger""",Maroon 5 featuring Christina Aguilera,https://tabs.ultimate-guitar.com/tab/maroon-5/moves-like-jagger-chords-1074594
"""Just Can't Get Enough""",The Black Eyed Peas,not found
"""On the Floor""",Jennifer Lopez featuring Pitbull,not found
"""S&M""",Rihanna,not found
"""Pumped Up Kicks""",Foster the People,https://tabs.ultimate-guitar.com/tab/foster-the-people/pumped-up-kicks-chords-1032143
"""Last Friday Night (T.G.I.F.)""",Katy Perry,https://tabs.ultimate-guitar.com/tab/katy-perry/last-friday-night-tgif-chords-984960
"""Just the Way You Are""",Bruno Mars,https://tabs.ultimate-guitar.com/tab/bruno-mars/just-the-way-you-are-chords-970416
"""Tonight (I'm Lovin' You)""",Enrique Iglesias featuring Ludacris and DJ Frank E,not found
"""Raise Your Glass""",Pink,not found
"""Born This Way""",Lady Gaga,not found
"""Fuckin' Perfect""",Pink,https://tabs.ultimate-guitar.com/tab/pnk/fuckin-perfect-chords-1001554
"""What's My Name?""",Rihanna featuring Drake,https://tabs.ultimate-guitar.com/tab/rihanna/whats-my-name-chords-1004430
"""Look at Me Now""",Chris Brown featuring Lil Wayne and Busta Rhymes,not found
"""Down on Me""",Jeremih featuring 50 Cent,https://tabs.ultimate-guitar.com/tab/jeremiah/down-on-me-chords-2905865
"""How to Love""",Lil Wayne,https://tabs.ultimate-guitar.com/tab/lil-wayne/how-to-love-chords-1061108
"""Someone Like You""",Adele,https://tabs.ultimate-guitar.com/tab/adele/someone-like-you-chords-1006751
"""Good Life""",OneRepublic,https://tabs.ultimate-guitar.com/tab/onerepublic/good-life-chords-907461
"""The Lazy Song""",Bruno Mars,https://tabs.ultimate-guitar.com/tab/bruno-mars/the-lazy-song-chords-992284
"""Till the World Ends""",Britney Spears,not found
"""The Show Goes On""",Lupe Fiasco,https://tabs.ultimate-guitar.com/tab/lupe-fiasco/the-show-goes-on-chords-1033995
"""The Edge of Glory""",Lady Gaga,https://tabs.ultimate-guitar.com/tab/lady-gaga/the-edge-of-glory-chords-1056275
"""We R Who We R""",Kesha,not found
"""Black and Yellow""",Wiz Khalifa,https://tabs.ultimate-guitar.com/tab/wiz-khalifa/black-and-yellow-chords-2260829
"""Tonight Tonight""",Hot Chelle Rae,https://tabs.ultimate-guitar.com/tab/tyler-ward/tonight-tonight-hot-chelle-rae-chords-1080323
"""Blow""",Kesha,https://tabs.ultimate-guitar.com/tab/kesha/blow-chords-1033298
"""Lighters""",Bad Meets Evil featuring Bruno Mars,https://tabs.ultimate-guitar.com/tab/bad-meets-evil/lighters-chords-1068107
"""If I Die Young""",The Band Perry,https://tabs.ultimate-guitar.com/tab/the-band-perry/if-i-die-young-chords-943160
"""Stereo Hearts""",Gym Class Heroes featuring Adam Levine,https://tabs.ultimate-guitar.com/tab/gym-class-heroes/stereo-hearts-chords-1070522
"""The Time (Dirty Bit)""",The Black Eyed Peas,not found
"""Coming Home""",Diddy – Dirty Money featuring Skylar Grey,https://tabs.ultimate-guitar.com/tab/skylar-grey/coming-home-part-ii-chords-1151105
"""Hey Baby (Drop It to the Floor)""",Pitbull featuring T-Pain,not found
"""Only Girl (In the World)""",Rihanna,not found
"""6 Foot 7 Foot""",Lil Wayne featuring Cory Gunz,not found
"""Just a Kiss""",Lady Antebellum,https://tabs.ultimate-guitar.com/tab/lady-a-lady-antebellum/just-a-kiss-chords-1056291
"""Dirt Road Anthem""",Jason Aldean,https://tabs.ultimate-guitar.com/tab/jason-aldean/dirt-road-anthem-chords-1009906
"""Dynamite""",Taio Cruz,https://tabs.ultimate-guitar.com/tab/taio-cruz/dynamite-chords-961594
"""No Hands""",Waka Flocka Flame featuring Wale and Roscoe Dash,not found
"""I Wanna Go""",Britney Spears,https://tabs.ultimate-guitar.com/tab/britney-spears/i-wanna-go-chords-1045568
"""I'm on One""","DJ Khaled featuring Drake, Rick Ross and Lil Wayne",not found
"""You Make Me Feel...""",Cobra Starship featuring Sabi,https://tabs.ultimate-guitar.com/tab/cobra-starship/you-make-me-feel-chords-1088969
"""Yeah 3x""",Chris Brown,https://tabs.ultimate-guitar.com/tab/chris-brown/yeah-3x-chords-1000234
"""Moment 4 Life""",Nicki Minaj featuring Drake,https://tabs.ultimate-guitar.com/tab/nicki-minaj/moment-4-life-chords-1454223
"""I Need a Doctor""",Dr. Dre featuring Eminem and Skylar Grey,https://tabs.ultimate-guitar.com/tab/dr-dre/i-need-a-doctor-chords-1029939
"""Just a Dream""",Nelly,not found
"""Motivation""",Kelly Rowland featuring Lil Wayne,https://tabs.ultimate-guitar.com/tab/kelly-rowland/motivation-chords-1057445
"""Stereo Love""",Edward Maya featuring Vika Jigulina,https://tabs.ultimate-guitar.com/tab/edward-maya/stereo-love-chords-1025643
"""Jar of Hearts""",Christina Perri,https://tabs.ultimate-guitar.com/tab/christina-perri/jar-of-hearts-chords-963934
"""Roll Up""",Wiz Khalifa,https://tabs.ultimate-guitar.com/tab/wiz-khalifa/roll-up-chords-1042808
"""Sexy and I Know It""",LMFAO,https://tabs.ultimate-guitar.com/tab/lmfao/sexy-and-i-know-it-chords-1106675
"""Rocketeer""",Far East Movement featuring Ryan Tedder,https://tabs.ultimate-guitar.com/tab/far-east-movement/rocketeer-chords-1005500
"""All of the Lights""",Kanye West,not found
"""Hold It Against Me""",Britney Spears,not found
"""More""",Usher,https://tabs.ultimate-guitar.com/tab/usher/more-chords-926394
"""What the Hell""",Avril Lavigne,https://tabs.ultimate-guitar.com/tab/avril-lavigne/what-the-hell-chords-1014163
"""Written in the Stars""",Tinie Tempah featuring Eric Turner,not found
"""Bottoms Up""",Trey Songz featuring Nicki Minaj,not found
"""DJ Got Us Fallin' in Love""",Usher featuring Pitbull,not found
"""For the First Time""",The Script,not found
"""Honey Bee""",Blake Shelton,https://tabs.ultimate-guitar.com/tab/blake-shelton/honey-bee-chords-1044088
