No.,Title,Artist,Lyrics_URL,Lyrics,Year,№,Polarity
1.0,"""Tik Tok""",Kesha,https://genius.com/Kesha-tik-tok-lyrics,verse 1 kesha p. diddy wake mornin feelin like p. diddy hey girl grab glass door gon na hit city let go leave brush teeth bottle jack 'cause leave night comin back talkin pedicure toe toe tryin clothes clothes boy blowin phone phone drop-toppin playin favorite cd pullin party tryna get little bit tipsy stop make pop dj blow speaker tonight i'ma fight 'til see sunlight tick-tock clock party stop oh woah woah oh oh woah woah oh stop make pop dj blow speaker tonight i'ma fight 'til see sunlight tick-tock clock party stop oh woah woah oh oh woah woah oh got care world got plenty beer got money pocket already dude linin 'cause hear got swagger kick 'em curb unless look like mick jagger talkin 'bout everybody gettin crunk boy try touch junk gon na smack gettin drunk drunk go kick u police shut u police shut u po-po shut u dow— stop make pop dj blow speaker tonight i'ma fight 'til see sunlight tick tock clock party stop oh woah woah oh oh woah woah oh stop make pop dj blow speaker tonight i'ma fight 'til see sunlight tick tock clock party stop oh woah woah oh oh woah woah oh build break heart pound yeah got hand got got sound yeah got build break heart pound yeah got hand put hand put hand party start 'til walk stop make pop dj blow speaker tonight i'ma fight 'til see sunlight tick tock clock party stop oh woah woah oh oh woah woah oh stop make pop dj blow speaker tonight i'ma fight 'til see sunlight tick tock clock party stop oh woah woah oh oh woah woah oh,2010,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.5, -0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2.0,"""Need You Now""",Lady Antebellum,https://genius.com/Lady-a-need-you-now-lyrics,intro hillary scott charles kelley hey sorry missed call leave message beep hey yeah thinking everything tonight know miss much give call back picture-perfect memory scattered around floor reachin phone 'cause ca fight anymore wonder ever cross mind happens time quarter 1 alone need said would call lost control need know without need another shot whiskey ca stop lookin door wishing come sweeping way pre-chorus charles kelley hillary scott charles kelley wonder ever cross mind happens time quarter 1 little drunk need said would call lost control need know without need woah oh guess rather hurt feel nothin chorus hillary scott charles kelley lady quarter 1 alone need said would call little drunk need know without need outro hillary scott charles kelley hillary scott need oh baby need,2010,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1875, -0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1875, -0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3.0,"""Hey, Soul Sister""",Train,https://genius.com/Train-hey-soul-sister-lyrics,hey hey hey lipstick stain front lobe left-side brain knew would forget went let blow mind sweet moonbeam smell every single dream dream knew collided one decided one kind hey soul sister mr. mister radio stereo way move fair know hey soul sister wan na miss single thing tonight hey hey hey time glad one-track mind like gave life direction game show love connection ca deny obsessed heart bound beat right untrimmed chest believe like virgin madonna always gon na wan na blow mind hey soul sister mr. mister radio stereo way move fair know hey soul sister wan na miss single thing tonight way cut rug watching drug need gangster thug one dreaming see finally fact nothing ca want world see hey soul sister mr. mister radio stereo way move fair know hey soul sister wan na miss single thing tonight hey soul sister wan na miss single thing tonight hey hey hey tonight hey hey hey tonight,2010,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35, 0.0, 0.0, 0.0, -0.07142857142857142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, -0.2, 0.0, 0.0, -0.07142857142857142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.4, 0.0, 0.5, 0.0, 0.0, 0.0, -0.5, 0.0, 0.0, 0.0, 0.2857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, -0.2, 0.0, 0.0, -0.07142857142857142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, -0.2, 0.0, 0.0, -0.07142857142857142, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2, 0.0, 0.0, -0.07142857142857142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4.0,"""California Gurls""",Katy Perry featuring Snoop Dogg,https://genius.com/Katy-perry-california-gurls-lyrics,greeting loved one let take journey verse 1 katy perry snoop dogg know place grass really greener warm wet wild must somethin water sippin gin juice layin underneath palm tree yeah yeah undone boy break neck tryna creep little sneak peek u could travel world nothing come close golden coast party u falling love oh oh-oh-oh-oh-oh-oh chorus katy perry snoop dogg california girl unforgettable daisy duke bikini top sun-kissed skin hot melt popsicle oh-oh-oh-oh-oh-oh oh oh-oh-oh-oh-oh california girl undeniable fine fresh fierce got lock west coast represent put hand oh-oh-oh-oh-oh-oh oh oh-oh-oh-oh-oh ayy sex beach mind sand stiletto freak jeep snoop doggy dogg stereo oh oh could travel world nothing come close golden coast party u falling love oh oh-oh-oh-oh-oh-oh chorus katy perry snoop dogg california girl unforgettable california daisy duke bikini top sun-kissed skin hot melt popsicle ooh oh-oh-oh-oh-oh oh oh-oh-oh-oh-oh-oh california girl california undeniable fine fresh fierce got lock west coast represent west coast put hand oh-oh-oh-oh-oh-oh oh oh-oh-oh-oh-oh verse 3 snoop dogg katy perry toned tan fit ready turn 'cause gettin heavy wild wild west coast girl love mean one mean like one kiss touch squeeze bun uh girl freak drive jeep live beach okay wo play love bay like love l.a.​ venice beach palm spring summertime everything homeboy bangin as hangin bikini zucchini martini weenie king queenie katy lady yeah look baby uh-huh ya 'cause representin california oh-oh yeah chorus katy perry snoop dogg california girl unforgettable daisy duke bikini top wow hey sun-kissed skin hot melt popsicle oh-oh-oh-oh-oh-oh oh oh-oh-oh-oh-oh come come oh oh oh yeah california girl undeniable fine fresh fierce got lock west coast represent west coast west coast put hand ayy ayy oh-oh-oh-oh-oh-oh oh oh-oh-oh-oh-oh outro katy perry snoop dogg california california girl california girl man california hahahaha california girl,2010,,"[0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.6, -0.1, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4166666666666667, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4166666666666667, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.2, 0.0, 0.0, 0.0, -0.2, 0.1, 0.1, 0.0, 0.0, 0.0, 0.5, -0.3125, 0.0, -0.3125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13636363636363635, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.5, 0.1, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4166666666666667, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0]"
5.0,"""OMG""",Usher featuring will.i.am,https://genius.com/Usher-omg-lyrics,intro will.i.am usher oh gosh baby let gon let beat rock oh baby let love many way love baby break many way love got like oh gosh love found finally make wan na say oh oh oh-oh oh oh-oh-oh-oh-oh oh-oh-oh-oh-oh oh-oh oh gosh make wan na say oh-oh-oh-oh-oh oh-oh-oh-oh fell love shawty seen dance floor dancin sexy pop-pop-poppin droppin droppin low never ever lady hit first sight somethin special like dynamite honey got booty like pow pow pow honey got booby like wow oh wow girl know lovin lovin style check check check check check checking like oh got sexy head toe want baby let love many way love baby break many way love got like oh gosh love found finally make wan na say oh oh oh-oh oh oh-oh-oh-oh oh-oh-oh-oh-oh oh oh gosh make wan na say make wan na say oh-oh-oh-oh-oh oh-oh-oh-oh feel hot honey girl club one got whipped one look yep fell love one somethin special one like dynamite o-o-o-o-o-o-o-out sight fell love honey like oh honey lookin wonderful fly fly honey like supermodel oh baby make grown man cry oh baby got sexy head toe want honey let love many way love baby break many way love got like oh gosh love found finally make wan na say oh oh oh-oh oh oh-oh-oh-oh-oh oh-oh-oh-oh-oh oh-oh oh gosh outro usher will.i.am oh gosh oh oh oh oh gosh oh gosh gon let beat rock oh-oh-oh oh-oh oh oh gosh oh-oh-oh oh-oh oh oh gosh oh-oh-oh oh-oh oh oh gosh,2010,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, -0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.35714285714285715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, -0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2, 0.0, 0.0, 0.0, -0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.35714285714285715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.8, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, -0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
6.0,"""Airplanes""",B.o.B featuring Hayley Williams,https://genius.com/Bob-airplanes-lyrics,chorus hayley williams b.o.b pretend airplane night sky like shooting star could really use wish right wish right wish right pretend airplane night sky like shooting star could really use wish right wish right wish right yeah could use dream genie wish go back place much simpler 'cause partyin smashin crashin glitz glam fashion pandemonium madness come time fade blackness starin phone lap hopin people never call back story unfolds get another hand soon fold plan unravellin sayin would wish one chance airplane airplane sorry late way close gate make switch flight right back end night chorus hayley williams b.o.b hayley williams b.o.b pretend airplane night sky like shooting star shooting star could really use wish right wish right wish right pretend airplane night sky like shooting star shooting star could really use wish right wish right wish right yeah yeah somebody take back day job got paid ever mattered bank yeah back tryna get tip subway back rappin hell nowadays rappin stay relevant guessin make wish outta airplane maybe oh maybe go back day politics call rap game back nobody listen mixtape back tried cover slang decatur — bobby ray get wish end politics oh get back music started shit stand say hopin make wish airplane chorus hayley williams b.o.b hayley williams b.o.b pretend airplane night sky like shooting star shooting star could really use wish right wish right wish right pretend airplane night sky like shooting star shooting star could really use wish right wish right wish right outro b.o.b hayley williams could really use wish right oh oh oh oh could really use wish right mm like like like shooting star ah could could could really use wish right wish wish right,2010,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.2857142857142857, 0.0, 0.2857142857142857, 0.0, 0.2857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.2857142857142857, 0.0, 0.2857142857142857, 0.0, 0.2857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.5, -0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.2857142857142857, 0.0, 0.2857142857142857, 0.0, 0.2857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.2857142857142857, 0.0, 0.2857142857142857, 0.0, 0.2857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.2857142857142857, 0.0, 0.2857142857142857, 0.0, 0.2857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.2857142857142857, 0.0, 0.2857142857142857, 0.0, 0.2857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.2857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.2857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.2857142857142857, 0.0, 0.0, 0.2857142857142857]"
7.0,"""Love the Way You Lie""",Eminem featuring Rihanna,https://genius.com/Eminem-love-the-way-you-lie-lyrics,gon na stand watch burn well right like way hurt gon na stand hear cry well right love way lie love way lie ca tell really tell feel like right steel knife windpipe ca breathe still fight fight long wrong feel right like flight high love drunk hate like huffin paint love suffer suffocate right drown resuscitates fuckin hate love — wait going — leaving — come back — runnin right back go insane 'cause goin good goin great superman wind back lois lane bad awful feel ashamed snapped dude even know name laid hand never stoop low guess know strength gon na stand watch burn well right like way hurt gon na stand hear cry well right love way lie love way lie love way lie ever love somebody much barely breathe 'em meet neither one even know hit 'em got warm fuzzy feelin yeah chill used get 'em gettin fuckin sick lookin 'em swore never hit 'em never nothin hurt 'em face spewin venom word spit 'em push pull hair scratch claw bit 'em throw 'em pin 'em lost moment 'em rage took control say best go separate way guess know ya 'cause today yesterday yesterday different day sound like broken record playin promised next time show restraint get another chance life nintendo game lied get watch leave window guess call window pane gon na stand watch burn well right like way hurt gon na stand hear cry well right love way lie love way lie love way lie know said thing thing mean fall back pattern routine temper bad mine come love blinded baby please come back baby maybe relationship crazy seems maybe happens tornado meet volcano know love much walk away though come inside pick bag sidewalk hear sincerity voice talk told fault look eyeball next time pissed aim fist drywall next time wo next time apologize even though know lie tired game want back know liar ever try fuckin leave i'ma tie bed set house fire gon na — gon na stand watch burn well right like way hurt gon na stand hear cry well right love way lie love way lie love way lie,2010,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2857142857142857, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.2857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.05, -0.5, 0.0, 0.2857142857142857, 0.0, 0.0, 0.16, 0.5, -0.5, -0.8, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.2857142857142857, 0.0, 0.0, 0.0, -0.8, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2857142857142857, 0.0, 0.0, -1.0, 0.0, 0.0, 0.7, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, -0.6999999999999998, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2857142857142857, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.2, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.7142857142857143, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, -0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2857142857142857, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.3125, 0.0, 0.0, 0.0, 0.0, 0.0, -0.6999999999999998, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.4, -0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2857142857142857, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0]"
