Title,Artist,Chords
"""On the Floor""",Jennifer Lopez featuring Pitbull,not found
"""S&M""",Rihanna,not found
"""Pumped Up Kicks""",Foster the People,"['Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Ab', 'Eb', 'Bb']"
"""Last Friday Night (T.G.I.F.)""",Katy Perry,"['C', 'Am', 'Em', 'D', 'C', 'Am', 'Em', 'D', 'C', 'Am', 'Em', 'D', 'C', 'Am', 'Em', 'D', 'C', 'Am', 'Em', 'D', 'C', 'Am', 'Em', 'D', 'C', 'Am', 'Em', 'D', 'C', 'Am', 'Em', 'D', 'C', 'Am', 'Em', 'D', 'C', 'Am', 'Em', 'D', 'C', 'Am', 'Em', 'D', 'C', 'Am', 'Em', 'D', 'C', 'Am', 'Em', 'D', 'C', 'Am', 'Em', 'D', 'C', 'Am', 'Em', 'D', 'C', 'Am', 'Em', 'D', 'C', 'Am', 'Em', 'D', 'C', 'Am', 'Em', 'D', 'C', 'Am', 'Em', 'D', 'C', 'Am', 'Em', 'D', 'C', 'Am', 'Em', 'D', 'C', 'Am', 'Em', 'D', 'C', 'Am', 'Em', 'D', 'C', 'Am', 'Em', 'D', 'C', 'Am', 'Em', 'D', 'C', 'Am', 'Em', 'D']"
"""Just the Way You Are""",Bruno Mars,"['D', 'Bm7', 'G', 'D', 'D', 'Bm7', 'G', 'D', 'D', 'Bm7', 'G', 'D', 'D', 'Bm7', 'G', 'D', 'D', 'Bm7', 'G', 'D', 'D', 'Bm7', 'G', 'D', 'D', 'Bm7', 'G', 'D', 'D', 'Bm7', 'G', 'D', 'D', 'Bm7', 'G', 'D', 'D', 'Bm7', 'G', 'D', 'D', 'Bm7', 'G', 'D', 'D', 'Bm7', 'G', 'D']"
"""Tonight (I'm Lovin' You)""",Enrique Iglesias featuring Ludacris and DJ Frank E,not found
"""Raise Your Glass""",Pink,not found
"""Born This Way""",Lady Gaga,not found
"""Fuckin' Perfect""",Pink,"['G', 'Dsus4', 'Em7', 'Cadd9', 'G', 'Dsus4', 'Em7', 'Cadd9', 'G', 'Dsus4', 'Em7', 'Cadd9', 'G', 'Dsus4', 'Em7', 'Cadd9', 'G', 'Dsus4', 'Em7', 'Cadd9', 'G', 'Dsus4', 'Em7', 'Cadd9', 'G', 'Dsus4', 'Em7', 'Cadd9', 'G', 'Dsus4', 'Em7', 'Cadd9', 'G', 'Dsus4', 'Em7', 'Cadd9', 'G', 'Dsus4', 'Em7', 'Cadd9', 'G', 'Dsus4', 'Em7', 'Cadd9', 'G', 'Dsus4', 'Em7', 'Cadd9', 'G', 'Dsus4', 'Em7', 'Cadd9', 'G', 'Dsus4', 'Em7', 'Cadd9', 'Cadd9', 'G', 'Dsus4', 'Em7', 'Cadd9', 'G', 'Dsus4', 'Em7', 'Cadd9', 'G', 'Dsus4', 'Em7', 'Cadd9', 'G', 'Dsus4', 'Em7', 'Cadd9', 'G', 'Dsus4', 'Em7', 'Cadd9', 'G']"
"""What's My Name?""",Rihanna featuring Drake,"['Em7', 'Cadd9', 'G', 'D/F#', 'Em7', 'Cadd9', 'G', 'D/F#', 'Em7', 'Cadd9', 'G', 'D/F#', 'Em7', 'Cadd9', 'G', 'D/F#', 'Em7', 'Cadd9', 'G', 'D/F#', 'Em7', 'Cadd9', 'G', 'D/F#', 'Em7', 'Cadd9', 'G', 'D/F#', 'Em7', 'Cadd9', 'G', 'D/F#', 'Em7', 'Cadd9', 'G', 'D/F#', 'Em7', 'Cadd9', 'G', 'D/F#', 'Em7', 'Cadd9', 'G', 'D/F#', 'Em7', 'Cadd9', 'G', 'D/F#', 'Em7', 'Cadd9', 'G', 'D/F#', 'Em7', 'Cadd9', 'G', 'D/F#', 'Em7', 'Cadd9', 'G', 'D/F#', 'Em7', 'Cadd9', 'G', 'D/F#', 'Em7', 'Cadd9', 'G', 'D/F#', 'Em7', 'Cadd9', 'G', 'D/F#', 'C', 'G', 'Em', 'D/F#', 'C', 'G', 'D/F#', 'A', 'Em7', 'Cadd9', 'G', 'D/F#', 'Em7', 'Cadd9', 'G', 'D/F#', 'Em7', 'Cadd9', 'G', 'D/F#', 'Em7', 'Cadd9', 'G', 'D/F#', 'Em7', 'Cadd9', 'G', 'D/F#', 'Em7', 'Cadd9', 'G', 'D/F#']"
"""Look at Me Now""",Chris Brown featuring Lil Wayne and Busta Rhymes,not found
"""Down on Me""",Jeremih featuring 50 Cent,"['Dm', 'Dm', 'Am', 'Am', 'Dm', 'Am', 'Dm', 'Am', 'Dm', 'Am', 'Dm', 'Am', 'Dm', 'Am', 'Dm', 'Am', 'Dm', 'Am', 'Dm', 'Am', 'Dm', 'Am', 'Dm', 'Am', 'Dm', 'Am', 'Dm', 'Am', 'Dm', 'Am', 'Dm', 'Am', 'Dm', 'Am']"
"""How to Love""",Lil Wayne,"['G', 'Gmaj7', 'Cmaj7', 'Cm', 'G', 'Gmaj7', 'Cmaj7', 'Cm', 'G', 'Gmaj7', 'Cmaj7', 'Cm', 'G', 'Gmaj7', 'Cmaj7', 'Cm', 'G', 'Gmaj7', 'Cmaj7', 'Cm', 'G', 'Gmaj7', 'Cmaj7', 'Cm', 'G', 'Gmaj7', 'Cmaj7', 'Cm', 'G', 'Gmaj7', 'Cmaj7', 'Cm', 'G', 'Gmaj7', 'Cmaj7', 'Cm', 'G', 'Gmaj7', 'Cmaj7', 'Cm', 'G', 'Gmaj7', 'Cmaj7', 'Cm', 'G', 'Gmaj7', 'Cmaj7', 'Cm', 'G', 'Gmaj7', 'Cmaj7', 'Cm', 'G', 'Gmaj7', 'Cm', 'Cmaj7', 'Cm', 'G', 'Gmaj7', 'Em', 'Cm', 'G', 'Gmaj7', 'Cmaj7', 'C', 'G', 'Gmaj7', 'Cmaj7', 'Cm', 'G', 'Gmaj7', 'Cmaj7', 'Cm', 'G', 'Gmaj7', 'Cmaj7', 'Cm']"
"""Someone Like You""",Adele,"['G', 'Bm/F#', 'Em', 'C', 'G', 'Bm/F#', 'Em', 'C', 'G', 'Bm/F#', 'Em', 'C', 'G', 'Bm/F#', 'Em', 'C', 'D9', 'Em', 'C', 'D9', 'Em', 'C', 'Em', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'Bm/F#', 'Em', 'C', 'G', 'Bm/F#', 'Em', 'C', 'D9', 'Em', 'C', 'D9', 'Em', 'C', 'D', 'Em', 'D', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'D', 'Em', 'C', 'Am', 'G', 'C', 'D', 'G', 'D/F#', 'Em', 'C', 'G', 'D/F#', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D/F#', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D/F#', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'D', 'G']"
"""Good Life""",OneRepublic,"['F#', 'B', 'D#m', 'C#', 'F#', 'B', 'D#m', 'C#', 'F#', 'B', 'D#m', 'C#', 'F#', 'B', 'D#m', 'C#', 'F#', 'B', 'D#m', 'C#', 'F#', 'B', 'D#m', 'C#', 'F#', 'B', 'D#m', 'C#', 'F#', 'B', 'D#m', 'C#', 'F#', 'B', 'D#m', 'C#', 'F#', 'B', 'D#m', 'C#', 'F#', 'B', 'D#m', 'C#', 'F#', 'C#']"
"""The Lazy Song""",Bruno Mars,"['B', 'F#', 'E', 'B', 'F#', 'E', 'B', 'F#', 'E', 'B', 'D#', 'E', 'B', 'F#', 'E', 'B', 'F#', 'E', 'B', 'F#', 'E', 'B', 'F#', 'E', 'C#m', 'D#m', 'E', 'F#', 'B', 'F#', 'E', 'B', 'F#', 'E', 'B', 'F#', 'E', 'B', 'D#', 'E', 'B', 'F#', 'E', 'B', 'F#', 'E', 'B', 'F#', 'E', 'B', 'F#', 'E', 'B', 'F#', 'E', 'B', 'D#', 'E', 'C#m', 'D#m', 'E', 'F#', 'B', 'F#', 'E', 'B', 'F#', 'E', 'B', 'F#', 'E', 'B', 'D#', 'E', 'C#m', 'F#', 'G#m', 'C#m', 'F#', 'G#m', 'C#m', 'F#', 'G#m', 'C#m', 'F#', 'G#m', 'B', 'F#', 'E', 'B', 'F#', 'E', 'B', 'F#', 'E', 'B', 'D#', 'E', 'B', 'F#', 'E', 'B', 'F#', 'E', 'B']"
"""Till the World Ends""",Britney Spears,not found
"""The Show Goes On""",Lupe Fiasco,"['G', 'D', 'Em', 'D', 'G', 'D', 'Em', 'D']"
"""The Edge of Glory""",Lady Gaga,"['D', 'E/G#', 'A', 'E/G#', 'D', 'A', 'E/G#', 'D', 'A', 'E/G#', 'D', 'A', 'E/G#', 'D', 'D', 'E', 'F#m', 'D#dim', 'Bm', 'D', 'E', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'D', 'A', 'Bm', 'C#m', 'D', 'E', 'F#m', 'G#dim', 'A', 'A', 'E/G#', 'D', 'A', 'E/G#', 'D', 'A', 'E/G#', 'D', 'A', 'E/G#', 'D', 'D', 'E', 'F#m', 'D#dim', 'Bm', 'D', 'E', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'D', 'A', 'Bm', 'Bm', 'A', 'A', 'C#m', 'C#m', 'E', 'E', 'D', 'D', 'A/E', 'A/E', 'D', 'D#', 'E', 'Bm', 'Bm', 'Bm', 'F#m', 'F#m', 'C#m', 'C#m', 'G#dim', 'G#dim', 'G#dim', 'A', 'D', 'A', 'D', 'A', 'D', 'A', 'D', 'A', 'D', 'A/E', 'A/E', 'A/E', 'A/E', 'A/E', 'A/E', 'A/E', 'A/E', 'A/E', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'D', 'A', 'F#m', 'D5', 'A']"
"""We R Who We R""",Kesha,not found
"""Black and Yellow""",Wiz Khalifa,"['Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'A', 'C', 'Am', 'D', 'C', 'C', 'E', 'A', 'C', 'Am', 'D', 'C', 'C', 'E', 'A', 'C', 'Am', 'D', 'C', 'C', 'E', 'F', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F', 'Am', 'G', 'Dm', 'F']"
"""Tonight Tonight""",Hot Chelle Rae,"['C', 'F', 'G', 'C', 'D', 'G', 'A', 'D']"
"""Blow""",Kesha,"['Am', 'F', 'C', 'G']"
"""Lighters""",Bad Meets Evil featuring Bruno Mars,"['C', 'Em', 'Am', 'F', 'C', 'Em', 'Am', 'F', 'C', 'Em', 'Am', 'F']"
"""If I Die Young""",The Band Perry,"['G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'A7', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'G', 'D', 'A', 'A7', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'G', 'D', 'A', 'A7', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'A7', 'G', 'D', 'A', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'A7', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'G', 'D', 'A', 'A7', 'G', 'D', 'A']"
"""Stereo Hearts""",Gym Class Heroes featuring Adam Levine,"['F#m', 'D', 'A', 'E7', 'F#m', 'D', 'A', 'E7', 'F#m', 'D', 'A', 'E7', 'F#m', 'D', 'A', 'E7', 'F#m', 'D', 'A', 'E7', 'F#m', 'D', 'A', 'E7', 'Fm', 'F#m', 'D', 'A', 'E7', 'F#m', 'D', 'A', 'E7', 'Fm', 'F#m', 'D', 'A', 'E7', 'A', 'E7', 'F#m', 'D', 'E7', 'F#m', 'D', 'A', 'E7', 'Fm', 'F#m', 'D', 'A', 'E7', 'F#m', 'D', 'A', 'E7', 'Fm', 'F#m', 'D', 'A', 'E7', 'A', 'E7', 'F#m', 'D', 'E7', 'F#m', 'D', 'A', 'E7', 'Fm', 'F#m', 'D', 'A', 'E7', 'F#m', 'D', 'A', 'E7', 'Fm', 'F#m', 'D', 'A', 'E7', 'F#m', 'D', 'A', 'E7', 'Fm', 'F#m', 'D', 'A', 'E7', 'F#m', 'D', 'A', 'E7', 'Fm', 'F#m', 'D', 'A', 'E7', 'A', 'E7', 'F#m', 'D', 'E7', 'A']"
"""The Time (Dirty Bit)""",The Black Eyed Peas,not found
"""Coming Home""",Diddy – Dirty Money featuring Skylar Grey,"['F', 'C', 'Am', 'Em', 'F', 'C', 'Am', 'Em', 'F', 'C', 'Am', 'Em', 'F', 'C', 'Am', 'G', 'F', 'C', 'Am', 'Em', 'F', 'C', 'Am', 'Em', 'F', 'C', 'Am', 'Em', 'F', 'C', 'Am', 'F', 'C', 'Am', 'Em', 'F', 'C', 'Am', 'Em', 'F', 'C', 'Am', 'Em', 'F', 'C', 'Am', 'G', 'F', 'C', 'Am', 'Em', 'F', 'C', 'Am', 'Em', 'F', 'C', 'Am', 'Em', 'F', 'C', 'Am', 'Em']"
"""Hey Baby (Drop It to the Floor)""",Pitbull featuring T-Pain,not found
"""Only Girl (In the World)""",Rihanna,not found
"""6 Foot 7 Foot""",Lil Wayne featuring Cory Gunz,not found
"""Just a Kiss""",Lady Antebellum,"['Am', 'F', 'Am', 'F', 'Dm', 'G', 'Am', 'F', 'Am', 'F', 'Dm', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'G', 'Em', 'Am', 'F', 'C', 'G', 'Dm', 'F', 'G', 'Am', 'F', 'Am', 'F', 'Am', 'F', 'Dm', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'G', 'Em', 'Am', 'F', 'C', 'G', 'Dm', 'F', 'G', 'Am', 'Dm', 'Am', 'G', 'Dm', 'Am', 'Em', 'F', 'G', 'Am', 'F', 'C', 'G', 'Am', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'G', 'C', 'Am', 'F', 'C', 'G', 'Dm', 'F', 'C', 'Am', 'F', 'Am', 'F', 'Am', 'F', 'Am']"
"""Dirt Road Anthem""",Jason Aldean,"['Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'C']"
"""Dynamite""",Taio Cruz,"['Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Em', 'Am', 'F', 'G', 'Em', 'Am', 'F', 'G', 'Em', 'Am', 'F', 'G', 'Em', 'Am', 'F', 'G', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F']"
"""No Hands""",Waka Flocka Flame featuring Wale and Roscoe Dash,not found
"""I Wanna Go""",Britney Spears,"['Dm', 'F', 'Dm', 'F', 'Dm', 'F', 'Dm', 'F', 'Am', 'Dm', 'F', 'Dm', 'F', 'Am', 'Dm', 'F', 'Dm', 'F', 'Dm', 'F', 'Am', 'Bb', 'Dm', 'F', 'Am', 'Bb', 'Dm', 'F', 'Am', 'C', 'Bb', 'Dm', 'F', 'Am', 'Bb', 'Dm', 'F', 'Am', 'C', 'Dm', 'F', 'Dm', 'F', 'Dm', 'F', 'Am', 'Dm', 'F', 'Dm', 'F', 'Am', 'Dm', 'F', 'Dm', 'F', 'Dm', 'F', 'Am', 'Bb', 'Dm', 'F', 'Am', 'Bb', 'Dm', 'F', 'Am', 'C', 'Bb', 'Dm', 'F', 'Am', 'Bb', 'Dm', 'F', 'Am', 'C', 'Dm', 'F', 'Dm', 'F', 'Dm', 'F', 'Dm', 'F', 'Dm', 'F', 'Am', 'Bb', 'Dm', 'F', 'Am', 'Bb', 'Dm', 'F', 'Am', 'C', 'Bb', 'Dm', 'F', 'Am', 'Bb', 'Dm', 'F', 'Am', 'C', 'Dm']"
"""I'm on One""","DJ Khaled featuring Drake, Rick Ross and Lil Wayne",not found
"""You Make Me Feel...""",Cobra Starship featuring Sabi,"['Em', 'D', 'G', 'G', 'D', 'Em', 'Em', 'D', 'G', 'G', 'D', 'Em', 'Em', 'D', 'G', 'Am', 'Em', 'D', 'G', 'Am', 'Em', 'D', 'G', 'Am', 'Em', 'D', 'G', 'Am', 'Em', 'D', 'G', 'Am', 'Em', 'D', 'G', 'Am', 'Em', 'D', 'G', 'G', 'G', 'D', 'Em', 'Em', 'Em', 'D', 'G', 'G', 'G', 'D', 'Em', 'Em']"
