Title,Artist,Chords
"""Levitating""",Dua Lipa,"['Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am', 'Am', 'Em', 'Dm', 'Am']"
"""Save Your Tears""",The Weeknd and Ariana Grande,not found
"""Blinding Lights""",The Weeknd,"['Dm', 'Am', 'C', 'G', 'Dm', 'Am', 'C', 'G', 'G', 'G/F', 'G/E', 'Dm', 'Am', 'C', 'G', 'Dm', 'Am', 'C', 'G', 'Dm', 'Am', 'C', 'Dm', 'Am', 'C', 'G', 'G', 'G/F', 'G/E', 'Dm', 'Am', 'C', 'G', 'G', 'G/F', 'G/E', 'Dm', 'Am', 'C', 'G', 'G', 'G/F', 'G/E', 'Dm', 'Am', 'C', 'G', 'Dm', 'Am', 'C', 'Dm', 'Am', 'C', 'G', 'G', 'G/F', 'G/E', 'Dm', 'Am', 'C', 'G', 'G', 'G/F', 'G/E', 'Dm', 'Am', 'C', 'G', 'G', 'G/F', 'G/E', 'Dm', 'Am', 'C', 'G', 'Dm', 'Am', 'C', 'G', 'G', 'G/F', 'G/E', 'Dm', 'Am', 'C', 'G', 'G', 'G/F', 'G/E', 'Dm', 'Am', 'C', 'G']"
"""Mood""",24kGoldn featuring Iann Dior,"['Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F', 'Eb', 'Gm', 'Bb', 'F']"
"""Good 4 U""",Olivia Rodrigo,"['F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'D', 'C#7', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'D', 'C#7', 'D', 'A', 'E', 'F#m', 'E', 'D', 'A', 'E', 'F#m', 'E', 'D', 'A', 'E', 'F#m', 'E', 'D', 'A', 'E', 'F#m', 'E', 'F#m', 'E', 'B', 'F#m', 'E', 'B', 'E', 'F#m', 'E', 'F#m', 'E', 'D', 'C#7', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'D', 'C#7', 'D', 'A', 'E', 'F#m', 'E', 'D', 'A', 'E', 'F#m', 'E', 'D', 'A', 'E', 'F#m', 'E', 'D', 'A', 'E', 'F#m', 'E', 'F#m', 'E', 'B', 'F#m', 'E', 'B', 'D', 'A', 'E', 'F#m', 'E', 'D', 'A', 'E', 'F#m', 'E', 'F#m', 'E', 'B', 'F#m', 'E', 'B', 'F#m', 'E', 'B', 'F#m', 'E', 'B', 'F#m', 'E', 'B', 'F#m', 'E', 'B', 'F#m', 'E', 'B', 'F#m', 'E', 'B', 'D', 'A', 'E', 'F#m', 'E', 'D', 'A', 'E', 'D', 'A', 'E', 'F#m', 'E', 'D', 'A', 'E', 'F#m', 'E', 'F#m', 'E', 'B', 'F#m', 'E', 'B', 'F#m', 'E', 'B', 'F#m']"
"""Kiss Me More""",Doja Cat featuring SZA,"['Am7', 'D7', 'Gmaj7', 'Cmaj7', 'Bm7', 'Am7', 'D7', 'Gmaj7', 'Cmaj7', 'Bm7', 'Am7', 'D7', 'Gmaj7', 'Cmaj7', 'Bm7', 'Am7', 'D7', 'Gmaj7', 'Cmaj7', 'Bm7', 'Am7', 'D7', 'Gmaj7', 'Cmaj7', 'Bm7', 'Am7', 'D7', 'Gmaj7', 'Cmaj7', 'Bm7', 'Am7', 'D7', 'Gmaj7', 'Cmaj7', 'Bm7', 'Am7', 'D7', 'Gmaj7', 'Cmaj7', 'Bm7', 'Am7', 'D7', 'Gmaj7', 'Cmaj7', 'Bm7', 'Am7', 'D7', 'Gmaj7', 'Cmaj7', 'Bm7', 'Am7', 'D7', 'Gmaj7', 'Cmaj7', 'Bm7', 'Am7', 'D7', 'Gmaj7', 'Cmaj7', 'Bm7', 'Am7', 'D7', 'Gmaj7', 'Cmaj7', 'Bm7', 'Am7', 'D7', 'Gmaj7', 'Cmaj7', 'Bm7', 'Am7', 'D7', 'Gmaj7', 'Cmaj7', 'Bm7', 'Am7', 'D7', 'Gmaj7', 'Cmaj7', 'Bm7', 'Am7', 'D7', 'Gmaj7', 'Cmaj7', 'Bm7', 'Am7', 'D7', 'Gmaj7', 'Cmaj7', 'Bm7', 'Am7', 'D7', 'Gmaj7', 'Cmaj7', 'Bm7', 'Am7', 'D7', 'Gmaj7', 'Cmaj7', 'Bm7', 'Am7', 'D7', 'Gmaj7', 'Cmaj7', 'Bm7', 'Am7', 'D7', 'Gmaj7', 'Cmaj7', 'Bm7', 'Am7', 'D7', 'Gmaj7', 'Cmaj7', 'Bm7']"
"""Leave the Door Open""",Silk Sonic (Bruno Mars and Anderson .Paak),not found
"""Drivers License""",Olivia Rodrigo,"['C', 'Am', 'C', 'F', 'C', 'C', 'Am', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F']"
"""Montero (Call Me by Your Name)""",Lil Nas X,"['E', 'F', 'F', 'E', 'E', 'F', 'F', 'E', 'E', 'F', 'F', 'E', 'E', 'F', 'F', 'E', 'E', 'F', 'F', 'E', 'E', 'F', 'F', 'E', 'F', 'F', 'E', 'E', 'F', 'F', 'E', 'E', 'F', 'F', 'E', 'E', 'F', 'F', 'E', 'E', 'F', 'F', 'E', 'E', 'F', 'F', 'E', 'F', 'F', 'E', 'E', 'F', 'F', 'E', 'E', 'F', 'F', 'E', 'E', 'F', 'E', 'F', 'F', 'E', 'E', 'F', 'F', 'E', 'F', 'F', 'E', 'E', 'F', 'F', 'E', 'E', 'F', 'F', 'E', 'E', 'F', 'F', 'E', 'E', 'F', 'F', 'E', 'E', 'F', 'F', 'E', 'F', 'F', 'E', 'E', 'F', 'F', 'E']"
"""Peaches""",Justin Bieber featuring Daniel Caesar and Giveon,"['Fmaj7', 'Em7', 'Dm7', 'Cmaj7', 'Fmaj7', 'Em7', 'Dm7', 'Cmaj7', 'Fmaj7', 'Em7', 'Dm7', 'Cmaj7', 'Fmaj7', 'Em7', 'Dm7', 'Cmaj7', 'Fmaj7', 'Em7', 'Dm7', 'Cmaj7', 'Fmaj7', 'Em7', 'Dm7', 'Cmaj7', 'Fmaj7', 'Em7', 'Dm7', 'Cmaj7', 'Fmaj7', 'Em7', 'Dm7', 'Cmaj7', 'Fmaj7', 'Em7', 'Dm7', 'Cmaj7', 'Fmaj7', 'Em7', 'Dm7', 'Cmaj7', 'Fmaj7', 'Em7', 'Dm7', 'Cmaj7', 'Fmaj7', 'Em7', 'Dm7', 'Cmaj7', 'Fmaj7', 'Em7', 'Dm7', 'Cmaj7', 'Fmaj7', 'Em7', 'Dm7', 'Cmaj7', 'Fmaj7', 'Em7', 'Dm7', 'Cmaj7', 'Fmaj7', 'Em7', 'Dm7', 'Cmaj7', 'Fmaj7', 'Em7', 'Dm7', 'Cmaj7']"
