Title,Artist,Chords
"""Blinding Lights""",The Weeknd,"['Dm', 'Am', 'C', 'G', 'Dm', 'Am', 'C', 'G', 'G', 'G/F', 'G/E', 'Dm', 'Am', 'C', 'G', 'Dm', 'Am', 'C', 'G', 'Dm', 'Am', 'C', 'Dm', 'Am', 'C', 'G', 'G', 'G/F', 'G/E', 'Dm', 'Am', 'C', 'G', 'G', 'G/F', 'G/E', 'Dm', 'Am', 'C', 'G', 'G', 'G/F', 'G/E', 'Dm', 'Am', 'C', 'G', 'Dm', 'Am', 'C', 'Dm', 'Am', 'C', 'G', 'G', 'G/F', 'G/E', 'Dm', 'Am', 'C', 'G', 'G', 'G/F', 'G/E', 'Dm', 'Am', 'C', 'G', 'G', 'G/F', 'G/E', 'Dm', 'Am', 'C', 'G', 'Dm', 'Am', 'C', 'G', 'G', 'G/F', 'G/E', 'Dm', 'Am', 'C', 'G', 'G', 'G/F', 'G/E', 'Dm', 'Am', 'C', 'G']"
"""Circles""",Post Malone,"['Cmaj7', 'Cmaj7', 'Fmaj7', 'Fm', 'Cmaj7', 'Fmaj7', 'Cmaj7', 'Fmaj7', 'Fm', 'Cmaj7', 'Fmaj7', 'Cmaj7', 'C', 'F', 'C', 'F', 'Cmaj7', 'Fmaj7', 'Fm', 'Cmaj7', 'Fmaj7', 'Cmaj7', 'F', 'Fm', 'Cmaj7', 'F', 'Fm', 'Cmaj7', 'Fmaj7', 'Fm', 'Cmaj7', 'F', 'Fm', 'C', 'F', 'C', 'F', 'Cmaj7', 'Fmaj7', 'Fm', 'Cmaj7', 'Fmaj7', 'Cmaj7', 'F', 'Fm', 'Cmaj7', 'Fmaj7', 'Fm', 'Cmaj7', 'Fmaj7', 'Fm', 'Cmaj7', 'Fmaj7', 'Fm', 'C', 'C/B', 'F', 'Fm', 'C', 'C/B', 'F', 'Cmaj7', 'F', 'Fm', 'Cmaj7', 'F', 'Fm', 'Cmaj7', 'Cmaj7/B', 'Fmaj7', 'Fm', 'C', 'C/B', 'F', 'Fm', 'C']"
"""The Box""",Roddy Ricch,"['Em', 'Em', 'Em9', 'Am', 'D', 'Em', 'Em9', 'Am', 'D', 'Em', 'Em9', 'Am', 'D', 'Em', 'Em9', 'Am', 'D', 'Em', 'Em9', 'Am', 'D', 'Em', 'Em', 'Em', 'Em9', 'Em9', 'Em', 'Em9', 'Em', 'Em', 'Em', 'Em', 'Em9', 'Am', 'D', 'Em', 'Em9', 'Am', 'D', 'Em', 'Em9', 'Am', 'D', 'Em', 'Em9', 'Am', 'D', 'Em', 'Em9', 'Am', 'D', 'Em', 'Em9', 'Am', 'D', 'Em', 'Em', 'Em', 'Em', 'Em9', 'Em', 'Em', 'Em', 'Em', 'Em9', 'Am', 'D', 'Em', 'Em9', 'Am', 'D', 'Em', 'Em', 'Am', 'D', 'Em', 'Em9', 'Am', 'D', 'Em', 'Em9', 'Am', 'D', 'Em', 'Em9', 'Am', 'D', 'Em', 'Em9', 'Am7', 'Bm7', 'Gmaj7', 'Cmaj7', 'Cm7b5', 'F7']"
"""Don't Start Now""",Dua Lipa,"['Am', 'C', 'Fmaj7', 'Dm', 'C', 'Fmaj7', 'G', 'Am', 'C', 'Dm', 'Dm', 'Am', 'Fmaj7', 'C', 'G', 'Dm', 'Am', 'Fmaj7', 'C', 'G', 'Dm', 'Am', 'Fmaj7', 'C', 'G', 'Am', 'C', 'Dm', 'Em7', 'Fmaj7', 'Am', 'C', 'Dm', 'Em7', 'Fmaj7', 'Dm', 'Am', 'Fmaj7', 'C', 'G', 'Dm', 'Am', 'Fmaj7', 'C', 'Dm', 'Am', 'Fmaj7', 'C', 'G', 'Dm', 'Am', 'Fmaj7', 'C', 'Dm', 'Am', 'Fmaj7', 'C', 'G', 'Am', 'C', 'Dm', 'Em7', 'Fmaj7', 'Am', 'C', 'Dm', 'Em7', 'Fmaj7', 'Dm', 'Am', 'Fmaj7', 'C', 'G', 'Dm', 'Am', 'Fmaj7', 'C', 'Dm', 'Am', 'Fmaj7', 'C', 'G', 'Dm', 'Am', 'Fmaj7', 'C', 'G', 'Am', 'C', 'Dm', 'Em7', 'Fmaj7', 'Am', 'C', 'Dm', 'Em', 'Fmaj7', 'Am', 'C', 'Dm', 'Fmaj7', 'Am', 'C', 'Dm', 'Fmaj7', 'Am', 'C', 'Dm', 'Fmaj7', 'Am', 'C', 'Dm', 'Fmaj7']"
"""Rockstar""",DaBaby featuring Roddy Ricch,"['G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m', 'B', 'F#', 'E', 'G#m']"
"""Adore You""",Harry Styles,"['Am7', 'C', 'Fmaj7', 'G', 'Am7', 'C', 'Fmaj7', 'G', 'Am7', 'C', 'Fmaj7', 'G', 'Am7', 'C', 'Fmaj7', 'G', 'Am7', 'C', 'Fmaj7', 'G', 'Am7', 'C', 'Fmaj7', 'G', 'Am7', 'C', 'Fmaj7', 'G', 'Am7', 'C', 'Fmaj7', 'G', 'Am7', 'C', 'Fmaj7', 'G', 'Am7', 'C', 'Fmaj7', 'G', 'Am7', 'C', 'Fmaj7', 'G', 'Am7', 'C', 'Fmaj7', 'G', 'Am7', 'C', 'Fmaj7', 'G', 'Am7', 'C', 'Fmaj7', 'G', 'Am7', 'C', 'Fmaj7', 'G', 'Am7', 'C', 'Fmaj7', 'G', 'Am7', 'C', 'Fmaj7', 'G', 'Am7', 'C', 'Fmaj7', 'G', 'Am7', 'C', 'Fmaj7', 'Am7', 'C', 'Fmaj7', 'G', 'Am7', 'C', 'Fmaj7', 'G', 'Am7', 'C', 'Fmaj7']"
"""Life Is Good""",Future featuring Drake,"['Gm', 'Dm/F', 'Cm', 'Dm/A', 'Em', 'C', 'Gm', 'Dm/F', 'Cm', 'Dm/A', 'Gm', 'Dm/F', 'Cm', 'Dm/A', 'Gm', 'Dm/F', 'Cm', 'Dm/A', 'Gm', 'Gm', 'Dm/F', 'Cm', 'Dm/A', 'Gm', 'Dm/F', 'Cm', 'Dm/A', 'Gm', 'Dm/F', 'Cm', 'Dm/A', 'Gm', 'Gm', 'Dm/F', 'Cm', 'Dm/A', 'Gm', 'Dm/F', 'Cm', 'Dm/A', 'Em', 'Em', 'C', 'Em', 'Em', 'C', 'Em', 'Em', 'C', 'Em', 'Em', 'C', 'Em', 'Em', 'C', 'Em', 'Em', 'C', 'Em', 'Em', 'C', 'Em', 'Em', 'C', 'Em', 'Em', 'C', 'Em', 'Em', 'Em', 'Em', 'C', 'Em', 'Em', 'C', 'Em', 'Em', 'C', 'Em', 'Em', 'C', 'Em', 'Em', 'C', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'C', 'Em', 'Em', 'C', 'Em', 'Em', 'Em', 'C', 'Em', 'Em', 'C', 'Gm', 'Dm/F', 'Cm', 'Dm/A', 'Em', 'C']"
"""Memories""",Maroon 5,"['G', 'D', 'Em', 'Bm', 'C', 'G', 'D', 'Em', 'Bm', 'C', 'G', 'C', 'D', 'G', 'D', 'Em', 'Bm', 'C', 'G', 'C', 'D', 'G', 'D', 'Em', 'Bm', 'C', 'G', 'C', 'D', 'G', 'D', 'Em', 'Bm', 'C', 'G', 'C', 'D', 'G', 'D', 'Em', 'Bm', 'C', 'G', 'C', 'D', 'G', 'D', 'Em', 'Bm', 'C', 'G', 'C', 'D', 'G', 'D', 'Em', 'Bm', 'C', 'G', 'C', 'D', 'G', 'D', 'Em', 'Bm', 'C', 'G', 'C', 'D', 'G', 'D', 'Em', 'Bm', 'C', 'G', 'C', 'D', 'G', 'D', 'Em', 'Bm', 'C', 'G', 'C', 'D', 'G', 'D', 'Em', 'Bm', 'C', 'G', 'C', 'D', 'G', 'D', 'Em', 'Bm', 'C', 'G', 'C', 'D', 'G', 'D', 'Em', 'Bm', 'C', 'G', 'C', 'D', 'G', 'D', 'Em', 'Bm', 'C', 'G', 'C', 'D', 'G', 'D', 'Em', 'Bm', 'C', 'G', 'C', 'D', 'G', 'D', 'Em', 'Bm', 'C', 'G', 'C', 'D', 'G', 'D', 'Em', 'Bm', 'C', 'G', 'C', 'D']"
"""The Bones""",Maren Morris,"['G', 'D', 'Bm', 'A', 'G', 'D', 'Bm', 'A', 'G', 'D', 'Bm', 'A', 'G', 'D', 'Bm', 'A', 'G', 'D', 'Bm', 'D/F#', 'G', 'A', 'Bm', 'D/F#', 'G', 'A', 'Bm', 'D/F#', 'G', 'A', 'Bm', 'D/F#', 'G', 'A', 'A/C#', 'G', 'D', 'Bm', 'A', 'G', 'D', 'Bm', 'A', 'G', 'D', 'Bm', 'A', 'G', 'D', 'Bm', 'A', 'G', 'D', 'Bm', 'A', 'D/F#', 'G', 'A', 'Bm', 'D/F#', 'G', 'A', 'Bm', 'D/F#', 'G', 'A', 'Bm', 'D/F#', 'G', 'A', 'A/C#', 'D/F#', 'G', 'A', 'Bm', 'D/F#', 'G', 'A', 'Bm', 'G', 'D', 'Bm', 'A', 'G', 'D', 'Bm', 'A', 'G', 'D', 'Bm', 'A', 'G', 'D', 'Bm', 'D/F#', 'G', 'A', 'Bm', 'D/F#', 'G', 'A', 'Bm', 'D/F#', 'G', 'A', 'Bm', 'D/F#', 'G', 'A', 'A/C#', 'G', 'D', 'Bm', 'A', 'G', 'D', 'Bm', 'A', 'G', 'D', 'Bm', 'A']"
"""Someone You Loved""",Lewis Capaldi,"['C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'Dm', 'Am', 'G', 'Dm7', 'Am7', 'G', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C']"
