Title,Artist,Chords
"""Thrift Shop""",Macklemore & Ryan Lewis featuring Wanz,"['Em', 'G', 'A', 'Em', 'Em', 'Em', 'G', 'A', 'B', 'D', 'Em', 'Em', 'Em', 'G', 'A', 'B', 'D', 'Em', 'Em', 'G', 'A', 'G', 'A', 'Em', 'G', 'A', 'G', 'A', 'Em', 'G', 'A', 'B', 'D']"
"""Blurred Lines""",Robin Thicke featuring T.I. and Pharrell Williams,"['C', 'E7', 'Am', 'Fadd9', 'C', 'E7', 'Am', 'Fadd9', 'C', 'E7', 'Am', 'Fadd9', 'C', 'E7', 'Am', 'Fadd9', 'C', 'E7', 'Am', 'Fadd9', 'C', 'E7', 'Am', 'Fadd9', 'C', 'E7', 'Am', 'Fadd9', 'C', 'E7', 'Am', 'Fadd9', 'C', 'E7', 'Am', 'Fadd9', 'C', 'E7', 'Am', 'Fadd9', 'C', 'E7', 'Am', 'Fadd9']"
"""Radioactive""",Imagine Dragons,"['G6sus2', 'Am', 'C', 'G6', 'G6sus2', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'Cmaj7', 'G', 'D', 'Am', 'Cmaj7', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D']"
"""Harlem Shake""",Baauer,not found
"""Can't Hold Us""",Macklemore & Ryan Lewis featuring Ray Dalton,"['Em', 'D', 'Dsus4', 'Bm', 'C', 'Em', 'D', 'Dsus4', 'Bm', 'C', 'Em', 'D', 'Dsus4', 'Bm', 'C', 'Em', 'D', 'Dsus4', 'Bm', 'C', 'Em', 'D', 'Dsus4', 'Bm', 'C', 'Em', 'D', 'Dsus4', 'Bm', 'C', 'Em', 'D', 'Dsus4', 'Bm', 'C', 'Em', 'D', 'Dsus4', 'Bm', 'C', 'Em', 'D', 'Dsus4', 'Bm', 'C', 'Em', 'D', 'Dsus4', 'Bm', 'C', 'Em', 'D', 'Dsus4', 'Bm', 'C', 'Em', 'D', 'Dsus4', 'Bm', 'C', 'Em', 'D', 'Dsus4', 'Bm', 'C', 'Em', 'D', 'Dsus4', 'Bm', 'C', 'Em', 'D', 'Dsus4', 'Bm', 'C', 'Em', 'G', 'D', 'Em', 'Em', 'G', 'D', 'Em', 'Em', 'G', 'D', 'Em', 'Em', 'G', 'D', 'Em', 'D', 'Dsus4', 'Bm', 'C', 'Em', 'D', 'Dsus4', 'Bm', 'C', 'Em', 'D', 'Dsus4', 'Bm', 'C', 'Em', 'D', 'Dsus4', 'Bm', 'Em', 'G', 'D', 'Em', 'Em', 'G', 'D', 'Em', 'Em', 'G', 'D', 'Em', 'Em', 'G', 'D', 'Em', 'Em', 'D', 'Dsus4', 'Bm', 'C', 'Em', 'D', 'Dsus4', 'Bm', 'C', 'Em', 'D', 'Dsus4', 'Bm', 'C', 'Em', 'D', 'Dsus4', 'Bm']"
"""Mirrors""",Justin Timberlake,"['Eb', 'Ab', 'Eb', 'Bb', 'Ab', 'Cm', 'Bb', 'Ab', 'Ab', 'Cm', 'Bb', 'Ab', 'G7M', 'Cm', 'Bb', 'Ab', 'Ab', 'Cm', 'Bb', 'Ab', 'G7M', 'Cm', 'Bb', 'Ab', 'Ab', 'Cm', 'Bb', 'Ab', 'Eb', 'Bb', 'Ab', 'Eb', 'Bb', 'Ab', 'Eb', 'Bb', 'Ab', 'Bb', 'Eb', 'Bb', 'Ab', 'Eb', 'Bb', 'Ab', 'Eb', 'Bb', 'Ab', 'Eb', 'Bb', 'Ab', 'Eb', 'Bb', 'Ab', 'G7M', 'Cm', 'Bb', 'Ab', 'Ab', 'Cm', 'Bb', 'Ab', 'Ab', 'G7M', 'Cm', 'Bb', 'Ab', 'Ab', 'Cm', 'A', 'Ab', 'Ab', 'G7M', 'Cm', 'Bb', 'Ab', 'Ab', 'Cm', 'Bb', 'Ab', 'Eb', 'Bb', 'Ab', 'Eb', 'Bb', 'Ab', 'Eb', 'Bb', 'Ab', 'Bb', 'Eb', 'Bb', 'Ab', 'Eb', 'Bb', 'Ab', 'Eb', 'Bb', 'Ab', 'Eb', 'Bb', 'Ab', 'Eb', 'Bb', 'Ab', 'G7M', 'Ab', 'Cm', 'Bb', 'Ab', 'Cm', 'Bb', 'Ab', 'Cm', 'Bb', 'Ab', 'Ab', 'Cm', 'Bb', 'Ab', 'Cm', 'Bb', 'Ab', 'Cm', 'Bb', 'Ab', 'Cm', 'Bb', 'Ab', 'Cm', 'Bb', 'Ab', 'Cm', 'Bb', 'Ab', 'Cm', 'Bb', 'Ab', 'Cm', 'Bb', 'Ab', 'Cm', 'Bb', 'Ab', 'Cm', 'Bb', 'Ab']"
"""Just Give Me a Reason""",Pink featuring Nate Ruess,"['Em', 'D', 'A/C#', 'D', 'G/B', 'C', 'G/B', 'Am', 'G', 'G', 'C', 'Em', 'C', 'G', 'G', 'C', 'Em', 'C', 'G', 'Em', 'D', 'A/C#', 'D', 'Dsus4', 'Em', 'D', 'A/C#', 'D', 'Dsus4', 'Em', 'D', 'A/C#', 'D', 'G', 'C', 'G/B', 'Dsus4', 'D', 'G', 'D/F#', 'Em', 'Bm', 'Dsus4', 'G', 'D/F#', 'Em', 'Bm', 'Dsus4', 'G', 'G', 'C', 'Em', 'C', 'G', 'G', 'C', 'Em', 'C', 'G', 'Em', 'D', 'A/C#', 'D', 'Dsus4', 'Em', 'D', 'A/C#', 'D', 'Dsus4', 'Em', 'D', 'A/C#', 'D', 'G', 'C', 'G/B', 'Am', 'C', 'G/B', 'Dsus4', 'D', 'G', 'D/F#', 'Em', 'Bm', 'Dsus4', 'G', 'D/F#', 'Em', 'Bm', 'Dsus4', 'Em', 'Em', 'Bm', 'C', 'D', 'Em', 'Bm', 'C', 'Am7', 'Dsus4', 'D', 'G', 'D/F#', 'Em', 'Bm', 'Dsus4', 'G', 'D/F#', 'Em', 'Bm', 'Dsus4', 'G', 'D/F#', 'Em', 'Bm', 'Dsus4', 'G', 'D/F#', 'Em', 'Bm', 'Dsus4', 'Em', 'D', 'A/C#', 'D', 'G/B', 'C', 'G/B', 'Am', 'G']"
"""When I Was Your Man""",Bruno Mars,"['D7', 'Dm7', 'C', 'D7', 'Dm7', 'C', 'G/B', 'Am', 'C', 'Dm', 'G', 'G7', 'C', 'Em/B', 'Am', 'C', 'Dm', 'G', 'C', 'Em/B', 'Am', 'Em', 'Bb', 'C/G', 'G', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'Am', 'D7', 'F', 'Fm', 'C', 'F', 'C', 'Em/B', 'Am', 'C', 'Dm', 'G', 'G7', 'C', 'Em/B', 'Am', 'C', 'Dm', 'G', 'C', 'Em/B', 'Am', 'Em', 'Bb', 'C/G', 'G', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'Am', 'D7', 'F', 'Fm', 'C', 'F', 'G', 'C', 'G/B', 'Am', 'Em/G', 'D7', 'Dm7', 'G', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'Am', 'D7', 'F', 'Fm', 'C', 'D7', 'F', 'Fm', 'C']"
"""Cruise""",Florida Georgia Line featuring Nelly,"['G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'C', 'G', 'D', 'Em7', 'C', 'G']"
"""Roar""",Katy Perry,"['Gsus2', 'G', 'G', 'Gsus2', 'G', 'Am', 'Em', 'C', 'G', 'Am', 'Em', 'C', 'G', 'Am', 'Em', 'C', 'G', 'Am', 'Em', 'C', 'G', 'Am', 'Em', 'C', 'G', 'Am', 'Em', 'C', 'G', 'Am', 'Em', 'C', 'G', 'Gsus2', 'G', 'Am', 'Em', 'C', 'G', 'Am', 'Em', 'C', 'G', 'Am', 'Em', 'C', 'G', 'Am', 'Em', 'C', 'G', 'Am', 'Em', 'C', 'G', 'Am', 'Em', 'C', 'G', 'Am', 'Em', 'C', 'G', 'Am', 'Em', 'D', 'D', 'D', 'D', 'D', 'D', 'G', 'Am', 'Em', 'C', 'G', 'Am', 'Em', 'C', 'G', 'Am', 'Em', 'C', 'G', 'Am', 'Em', 'C', 'G']"
