Title,Artist,Chords
"""Wild Ones""",Flo Rida featuring Sia,"['G#', 'Cm', 'Fm']"
"""Set Fire to the Rain""",Adele,"['Dm', 'F', 'C', 'Gm', 'Dm', 'F', 'C', 'Gm', 'Dm', 'F', 'C', 'Csus4', 'Dm', 'F', 'C', 'Gm', 'Dm', 'F', 'C', 'Csus4', 'Bb', 'Gm', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'C', 'Gm', 'Dm', 'C', 'Dm', 'F', 'C', 'Gm', 'Dm', 'F', 'C', 'Csus4', 'Bb', 'Gm', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'C', 'Gm', 'Dm', 'C', 'Dm', 'C', 'Gm', 'Bb', 'C', 'Bb', 'F/A', 'Am', 'C', 'Bb', 'F/A', 'Am', 'C', 'Dm', 'C', 'Gm', 'Dm', 'C', 'Dm', 'C', 'Gm', 'Bb', 'C', 'Dm', 'C', 'Gm', 'Dm', 'C', 'Dm', 'C', 'Gm', 'Bb', 'C', 'Am', 'C', 'G', 'Dm', 'G']"
"""Sexy and I Know It""",LMFAO,"['F', 'Gm', 'Bb', 'C', 'F', 'Gm', 'Bb', 'C']"
"""Some Nights""",Fun,"['C', 'F', 'C', 'C', 'G', 'C', 'F', 'C', 'F', 'C', 'G', 'F', 'C', 'F', 'C', 'F', 'C', 'G', 'F', 'C', 'F', 'C', 'F', 'G', 'C', 'F', 'C', 'F', 'C', 'G', 'C', 'F', 'C', 'F', 'C', 'G', 'C', 'F', 'C', 'F', 'C', 'G', 'C', 'F', 'C', 'F', 'C', 'G', 'C', 'F', 'C', 'F', 'G', 'C', 'F', 'C', 'F', 'C', 'F', 'G', 'G', 'F', 'C', 'F', 'G', 'F', 'C', 'F', 'F', 'C', 'G', 'C', 'F', 'C', 'F', 'C', 'G']"
"""Wide Awake""",Katy Perry,"['Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A']"
"""Good Feeling""",Flo Rida,"['C#m', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A', 'C#m', 'E', 'B', 'A']"
"""Whistle""",Flo Rida,"['C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G']"
"""One More Night""",Maroon 5,"['Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm', 'Fm', 'Cm', 'Bbm']"
"""Drive By""",Train,"['Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Dm', 'F', 'C', 'G', 'Dm', 'F', 'E7sus4', 'E7', 'F', 'C', 'G', 'Am', 'G', 'F', 'C', 'G', 'E7sus4', 'E7', 'F', 'C', 'G', 'Am', 'G', 'F', 'C', 'Dm', 'E7', 'Am', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Dm', 'F', 'C', 'G', 'Dm', 'F', 'E7sus4', 'E7', 'F', 'C', 'G', 'Am', 'G', 'F', 'C', 'G', 'E7sus4', 'E7', 'F', 'C', 'G', 'Am', 'G', 'F', 'C', 'Dm', 'E7', 'Em', 'Am', 'Dm', 'G', 'G/F', 'E', 'Dm', 'G', 'Am', 'F', 'C', 'G', 'F', 'C', 'G', 'Am', 'G', 'F', 'C', 'G', 'E7sus4', 'E7', 'F', 'C', 'G', 'Am', 'G', 'F', 'C', 'Dm', 'E7', 'F']"
"""The Motto""",Drake featuring Lil Wayne,not found
"""Where Have You Been""",Rihanna,"['Cm', 'Cm', 'Cm', 'Cm', 'Ab', 'Cm', 'Ab', 'Bb', 'Cm', 'Ab', 'Bb', 'Cm', 'Ab', 'Bb', 'Cm', 'Ab', 'Bb', 'Cm', 'Ab', 'Bb', 'Cm', 'Ab', 'Bb', 'Cm', 'Ab', 'Bb', 'Cm']"
"""Everybody Talks""",Neon Trees,"['D', 'G', 'D', 'G', 'D', 'G', 'A', 'D', 'G', 'A', 'G', 'D', 'F#', 'G', 'A', 'D', 'D', 'G', 'D', 'G', 'A', 'D', 'G', 'A', 'G', 'D', 'F#', 'G', 'A', 'D', 'G', 'D', 'G', 'A', 'D', 'D', 'D', 'G', 'D', 'D', 'G', 'A', 'G', 'D', 'F#', 'G', 'A', 'D', 'D', 'G', 'A', 'G', 'D', 'D', 'G', 'A', 'G', 'D']"
"""Take Care""",Drake featuring Rihanna,"['Am', 'G', 'F', 'Cm', 'Bb', 'Ab', 'Am', 'G', 'F', 'Am', 'G', 'F', 'Am', 'G', 'F', 'Am', 'G', 'F', 'Am', 'G', 'F', 'Am', 'G', 'F', 'Am', 'G', 'F', 'Am', 'G', 'F', 'Am', 'G', 'F', 'A', 'G', 'F', 'Am', 'G', 'F', 'Am', 'G', 'F', 'Am', 'G', 'F', 'Cm', 'D', 'Bb', 'Cm', 'Ab', 'A', 'Cm', 'Ab', 'A', 'Bb', 'B', 'Cm', 'Am', 'G', 'F']"
"""Titanium""",David Guetta featuring Sia,"['C', 'G/B', 'Am', 'C', 'G/B', 'Am', 'C', 'G/B', 'Am', 'C', 'G/B', 'Am', 'C', 'G/B', 'Am', 'F', 'G', 'Em', 'Am', 'F', 'G', 'Em', 'Am', 'F', 'G', 'Em', 'Am', 'F', 'G', 'Em', 'Am', 'F', 'F', 'G', 'Em', 'Am', 'F', 'G', 'Em', 'Am', 'C', 'G/B', 'Am', 'C', 'G/B', 'Am', 'C', 'G/B', 'Am', 'C', 'G/B', 'Am', 'F', 'G', 'Em', 'Am', 'F', 'G', 'Em', 'Am', 'F', 'G', 'Em', 'Am', 'F', 'G', 'Em', 'Am', 'F', 'F', 'G', 'Em', 'Am', 'F', 'F', 'G', 'Em', 'Am', 'F', 'F', 'G', 'Em', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Em', 'Am', 'F', 'G', 'Em', 'Am', 'F', 'G', 'Em', 'Am', 'F', 'G', 'Em', 'Am', 'F', 'F', 'G', 'Em', 'Am', 'F', 'G', 'Em', 'Am', 'F']"
"""I Won't Give Up""",Jason Mraz,"['G', 'D', 'A', 'G', 'D', 'G', 'D', 'G', 'D', 'A', 'G', 'D', 'G', 'D', 'G', 'D', 'Bm', 'A', 'G', 'D', 'Bm', 'A', 'G', 'D', 'A', 'G', 'D', 'G', 'D', 'G', 'D', 'Bm', 'A', 'G', 'D', 'Bm', 'A', 'G', 'D', 'A', 'G', 'Em', 'Asus2', 'Em', 'Asus2', 'C', 'C#dim', 'C', 'C#dim', 'D', 'G', 'D', 'Bm', 'A', 'G', 'D', 'Bm7', 'A', 'G', 'D', 'Bm', 'A', 'G', 'D', 'A', 'G', 'D', 'Bm', 'A', 'G', 'D', 'A']"
"""It Will Rain""",Bruno Mars,"['Gsus2', 'C', 'Em', 'C', 'Em', 'Dm', 'Am', 'Dm', 'G', 'C', 'Em', 'C', 'Em', 'Dm', 'Am', 'Dm', 'G', 'F', 'G', 'Em', 'Am', 'Gsus2', 'F', 'G', 'Em', 'Am', 'Gsus2', 'F', 'G', 'E7', 'Am', 'Gsus2', 'Dm', 'G', 'G', 'C', 'Cmaj7', 'C', 'Em', 'C', 'Cmaj7', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'Dm', 'Am', 'Dm', 'G', 'C', 'Em', 'C', 'Em', 'Dm', 'Am', 'Dm', 'G', 'F', 'G', 'Em', 'Am', 'Gsus2', 'F', 'G', 'Em', 'Am', 'Gsus2', 'F', 'G', 'E7', 'Am', 'Gsus2', 'Dm', 'G', 'G', 'C', 'Cmaj7', 'C', 'Em', 'C', 'Cmaj7', 'C', 'Em', 'F', 'Em', 'F', 'Em', 'Dm', 'G', 'F', 'G', 'Em', 'Am', 'Gsus2', 'F', 'G', 'Em', 'Am', 'Gsus2', 'F', 'G', 'E7', 'Am', 'Gsus2', 'Dm', 'G', 'G', 'C', 'Cmaj7', 'C', 'Em', 'C', 'Cmaj7', 'C', 'Em']"
"""Mercy""","Kanye West, Big Sean, Pusha T and 2 Chainz",not found
"""Boyfriend""",Justin Bieber,"['Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C']"
"""Party Rock Anthem""",LMFAO featuring Lauren Bennett and GoonRock,"['G#', 'D#', 'C#', 'G#', 'D#', 'C#', 'G#', 'D#', 'C#', 'G#', 'D#', 'C#', 'G#', 'D#', 'C#']"
"""Too Close""",Alex Clare,"['Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm', 'D', 'Em', 'G', 'F#', 'Bm']"
"""Part of Me""",Katy Perry,"['Dm', 'Bb7M', 'Gm', 'Bb', 'Dm', 'Bb7M', 'Gm', 'Bb7M', 'Dm', 'Bb7M', 'Gm', 'Bb', 'Dm', 'Bb7M', 'Gm', 'Bb', 'Dm', 'Dm', 'Bb7M', 'Gm', 'Bb', 'Dm', 'Bb7M', 'Gm', 'Bb', 'Dm', 'Bb7M', 'Gm', 'Bb', 'Dm', 'Bb7M', 'Gm', 'Bb', 'Dm', 'Bb7M', 'Gm', 'Bb', 'Dm', 'Bb7M', 'Gm', 'Bb', 'Dm', 'Bb7M', 'Gm', 'Bb', 'Dm', 'Bb7M', 'Gm', 'Bb', 'Dm', 'Dm', 'Bb7M', 'Gm', 'Bb', 'Dm', 'Bb7M', 'Gm', 'Bb', 'Dm', 'Bb7M', 'Gm', 'Bb', 'Dm', 'Bb7M', 'Gm', 'Bb', 'C', 'Dm', 'Bb', 'C', 'Dm', 'Bb', 'C', 'Dm', 'Bb', 'C', 'Dm', 'Bb7M', 'Gm', 'Bb', 'Dm', 'Bb7M', 'Gm', 'Bb', 'Dm', 'Bb7M', 'Gm', 'Bb', 'Dm', 'Bb7M', 'Gm', 'Bb']"
"""Young, Wild & Free""",Snoop Dogg and Wiz Khalifa featuring Bruno Mars,"['Fmaj7', 'C', 'Fmaj7', 'Am', 'Fmaj7', 'Am', 'Fmaj7', 'C', 'Fmaj7', 'C', 'Fmaj7', 'Am', 'Fmaj7', 'C', 'Fmaj7', 'C']"
