Title,Artist,Chords
"""Old Town Road""",Lil Nas X featuring Billy Ray Cyrus,"['E', 'G', 'D', 'A', 'E', 'G', 'D', 'A', 'E', 'G', 'D', 'A', 'E', 'G', 'D', 'A', 'E', 'G', 'D', 'A', 'E', 'G', 'D', 'A', 'E', 'G', 'D', 'A', 'E', 'G', 'D', 'A', 'E', 'G', 'D', 'A', 'E', 'G', 'D', 'A', 'E', 'G', 'D', 'A', 'E', 'G', 'D', 'A', 'E', 'G', 'D', 'A', 'E', 'G', 'D', 'A']"
"""Sunflower""",Post Malone and Swae Lee,"['D', 'G', 'Em', 'G', 'D', 'G', 'Em', 'G', 'D', 'G', 'Em', 'G', 'D', 'G', 'Em', 'G', 'D', 'G', 'Em', 'G', 'D', 'G', 'D', 'G', 'Em', 'G', 'D', 'G']"
"""Without Me""",Halsey,"['Bm7', 'Dsus2', 'A', 'G', 'Bm7', 'Dsus2', 'A', 'Em7', 'Bm7', 'Dsus2', 'A', 'G', 'Bm', 'Dsus2', 'A', 'Em7', 'Bm7', 'Dsus2', 'A', 'G', 'Bm7', 'Dsus2', 'A', 'Em7', 'Bm7', 'Dsus2', 'A', 'G', 'Bm7', 'Dsus2', 'A', 'Em7', 'Bm7', 'Dsus2', 'A', 'G', 'Bm7', 'Dsus2', 'A', 'Em7', 'Bm7', 'Dsus2', 'A', 'G', 'Bm7', 'Dsus2', 'A', 'Em7', 'Bm7', 'Dsus2', 'A', 'G', 'Bm7', 'Dsus2', 'A', 'Em7', 'Bm7', 'Dsus2', 'A', 'G', 'Bm7', 'Dsus2', 'A', 'Em7', 'Bm7', 'Dsus2', 'A', 'G', 'Bm7', 'Dsus2', 'A', 'Em7', 'Bm7', 'Dsus2', 'A', 'G', 'Bm7', 'Dsus2', 'A', 'Em7', 'Bm7', 'Dsus2', 'A', 'G', 'Bm7', 'Dsus2', 'A', 'Em7', 'Bm7', 'Dsus2', 'A', 'G', 'Bm7', 'Dsus2', 'A', 'Em7', 'Bm7', 'Dsus2', 'A', 'G', 'Bm7', 'Dsus2', 'A', 'Em7', 'Bm7', 'Dsus2', 'A', 'G', 'Bm7', 'Dsus2', 'A', 'Em7']"
"""Bad Guy""",Billie Eilish,"['Em', 'Am', 'B7', 'Em', 'Am', 'B7', 'Em', 'Am', 'B7', 'Em', 'Am', 'B7', 'Em', 'Am', 'B7', 'Em', 'Am', 'B7', 'Em', 'Am', 'B7', 'Em', 'Am', 'B7', 'Em', 'Am', 'B7', 'Em', 'Am', 'B7', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em']"
"""Wow""",Post Malone,not found
"""Happier""",Marshmello and Bastille,"['Bm', 'D/F#', 'G', 'Bm', 'D/F#', 'G', 'Bm', 'D/F#', 'G', 'Bm', 'D/F#', 'G', 'Bm', 'D/F#', 'G', 'Bm', 'D/F#', 'G', 'Bm', 'D/F#', 'G', 'Bm', 'D/F#', 'G', 'Em', 'A', 'Bm', 'D/F#', 'G', 'Bm', 'D/F#', 'G', 'Bm', 'D/F#', 'G', 'Bm', 'D/F#', 'G', 'A', 'Bm', 'D/F#', 'G', 'G', 'G', 'D/F#', 'A', 'Bm', 'G', 'D/F#', 'A', 'Bm', 'D/F#', 'G', 'Bm', 'D/F#', 'G', 'G', 'Bm', 'D/F#', 'G', 'Bm', 'D/F#', 'G', 'Bm', 'D/F#', 'G', 'A', 'Bm', 'A', 'D/F#', 'G', 'Bm', 'D/F#', 'G']"
"""7 Rings""",Ariana Grande,"['Am', 'F', 'Dm', 'E', 'E7', 'Am', 'F', 'Dm', 'E', 'E7', 'Am', 'F', 'Dm', 'E', 'E7', 'Am', 'F', 'Dm', 'E', 'E7', 'Am', 'F', 'Dm', 'E', 'E7', 'Am', 'F', 'Dm', 'E', 'E7', 'Am', 'F', 'Dm', 'E', 'E7', 'Am', 'F', 'Dm', 'E', 'E7', 'Am', 'F', 'Dm', 'E', 'E7', 'Am', 'F', 'Dm', 'E', 'Am', 'F', 'Dm', 'E', 'E7', 'Am', 'F', 'Dm', 'E', 'Am', 'F', 'Dm', 'E', 'E7', 'Am', 'F', 'Dm', 'E']"
"""Talk""",Khalid,"['Fmaj9', 'Em', 'Dm7', 'Em7', 'Dm7', 'Fmaj9', 'Em', 'Dm7', 'Em7', 'Dm7', 'Fmaj7/G', 'Fmaj9', 'Em', 'Dm7', 'Em7', 'Dm7', 'Fmaj9', 'Em', 'Dm7', 'Em7', 'Dm7', 'Fmaj7/G', 'Fmaj9', 'Em', 'Dm7', 'Em7', 'Dm7', 'Fmaj9', 'Em', 'Dm7', 'Em7', 'Dm7', 'Fmaj7/G', 'Fmaj9', 'Em', 'Dm7', 'Em7', 'Dm7', 'Fmaj9', 'Em', 'Dm7', 'Em7', 'Dm7', 'Fmaj7/G', 'Fmaj9', 'Em', 'Dm7', 'Em7', 'Dm7', 'Fmaj9', 'Em', 'Dm7', 'Em7', 'Dm7', 'Fmaj7/G', 'Fmaj9', 'Em', 'Dm7', 'Em7', 'Dm7', 'Fmaj9', 'Em', 'Dm7', 'Em7', 'Dm7', 'Fmaj7/G', 'Fmaj9', 'Em', 'Dm7', 'Em7', 'Dm7', 'Fmaj9', 'Em', 'Dm7', 'Em7', 'Dm7', 'Fmaj7/G', 'Fmaj9', 'Em', 'Dm7', 'Em7', 'Dm7', 'Fmaj9', 'Em', 'Dm7', 'Em7', 'Dm7', 'Fmaj7/G', 'Fmaj9', 'Dm7', 'Em7', 'Dm7', 'Fmaj9', 'Em', 'Dm7', 'Em7', 'Dm7', 'Fmaj7/G', 'Fmaj9', 'Em', 'Dm7', 'Em7', 'Dm7', 'Fmaj9', 'Em', 'Dm7', 'Em7', 'Dm7', 'Fmaj7/G', 'Fmaj9', 'Em', 'Dm7', 'Em7', 'Dm7', 'Em', 'Dm7', 'Em7', 'Dm7', 'Fmaj7/G', 'Fmaj9', 'Em', 'Dm7', 'Em7', 'Dm7', 'Fmaj9', 'Em', 'Dm7', 'Em7', 'Dm7', 'Fmaj7/G', 'Fmaj9', 'Em', 'Dm7', 'Em7', 'Dm7']"
"""Sicko Mode""",Travis Scott,"['Cm9', 'Bbmaj7', 'Ebmaj7', 'D', 'Cm9', 'Bbmaj7', 'Ebmaj7', 'D', 'Ebmaj7', 'D', 'Ebmaj7', 'D', 'Cm9', 'Bbmaj7', 'Ebmaj7', 'D', 'Ebmaj7', 'D', 'Ebmaj7', 'D', 'Cm9', 'Bbmaj7', 'Ebmaj7', 'D', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'C#5', 'F#m', 'D#m', 'D#m', 'G#m/B', 'D#m/A#', 'G#5', 'D#m', 'G#m/B', 'D#m/A#', 'G#5', 'D#m', 'D#m/G#', 'D#m', 'D#m/G#', 'D#m', 'D#m', 'D#m', 'D#m/G#', 'D#m', 'D#m/G#', 'D#m', 'D#m', 'D#m/G#', 'D#m', 'D#m/G#', 'D#m']"
"""Sucker""",Jonas Brothers,not found
