Title,Artist,Chords
"""High Hopes""",Panic! at the Disco,"['Bb', 'F', 'Dm', 'C', 'Bb', 'F', 'Dm', 'Am', 'Bb', 'F', 'Dm', 'C', 'Bb', 'F', 'Dm', 'Am', 'Bb', 'F', 'Dm', 'C', 'Bb', 'F', 'Dm', 'Am', 'Bb', 'F', 'Dm', 'C', 'Bb', 'F', 'Dm', 'Am', 'Bb', 'F', 'Dm', 'C', 'Bb', 'F', 'Dm', 'F', 'Aaug', 'Dm', 'Bbm6', 'F', 'Aaug', 'Dm', 'Bbm6', 'Bb', 'F', 'Dm', 'C', 'Bb', 'F', 'Dm', 'Am', 'Bb', 'F', 'Dm', 'C', 'Bb', 'F', 'Dm', 'Bb', 'F', 'Dm', 'C', 'Bb', 'F', 'Dm', 'Am', 'Bb', 'F', 'Dm', 'C', 'Bb', 'F', 'Dm', 'F', 'Aaug', 'Dm', 'Bbm6', 'F', 'Aaug', 'Dm', 'Bbm6', 'F', 'Aaug', 'Dm', 'Bbm6', 'F', 'Aaug', 'Dm', 'Bbm6', 'Bb', 'F', 'Dm', 'C', 'Bb', 'F', 'Dm', 'Am', 'Bb', 'F', 'Dm', 'C', 'Bb', 'F', 'Dm', 'Am']"
"""Thank U, Next""",Ariana Grande,"['Fmaj7', 'E7', 'Am7', 'C7', 'Fmaj7', 'E7', 'Am7', 'C7', 'Fmaj7', 'E7', 'Am7', 'C7', 'Fmaj7', 'E7', 'Am7', 'C7', 'Fmaj7', 'E7', 'Am7', 'C7', 'Fmaj7', 'E7', 'Am7', 'C7', 'Fmaj7', 'E7', 'Am7', 'C7', 'Fmaj7', 'E7', 'Am7', 'C7', 'Fmaj7', 'E7', 'Am7', 'C7', 'Fmaj7', 'E7', 'Am7', 'C7', 'Fmaj7', 'E7', 'Am7', 'C7', 'Fmaj7', 'E7', 'Am7', 'C7', 'Fmaj7', 'E7', 'Am7', 'C7', 'Fmaj7', 'E7', 'Am7', 'C7', 'Fmaj7', 'E7', 'Am7', 'C7', 'Fmaj7', 'E7', 'Am7', 'C7', 'Fmaj7', 'E7', 'Am7', 'C7', 'Fmaj7', 'E7', 'Am7', 'C7', 'Fmaj7', 'E7', 'Am7', 'C7', 'Fmaj7', 'E7', 'Am7', 'C7', 'Fmaj7', 'E7', 'Am7', 'C', 'Fmaj7', 'E7', 'Am7', 'C', 'Fmaj7', 'E7', 'Am7', 'C7']"
"""Truth Hurts""",Lizzo,"['C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'F', 'C', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'Am', 'F', 'Am', 'C', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am']"
"""Dancing with a Stranger""",Sam Smith and Normani,"['C', 'D', 'Em', 'G', 'C', 'D', 'Em', 'G', 'C', 'D', 'Em', 'G', 'C', 'D', 'Em', 'G', 'C', 'D', 'Em', 'G', 'C', 'D', 'Em', 'G', 'C', 'D', 'Em', 'G', 'C', 'D', 'Em', 'G', 'C', 'D', 'Em', 'G', 'C', 'D', 'Em', 'G', 'C', 'D', 'Em', 'G', 'C', 'D', 'Em', 'G', 'C', 'D', 'Em', 'G', 'C', 'D', 'Em', 'G', 'C', 'D', 'Em', 'G', 'C', 'D', 'Em', 'G', 'C', 'D', 'Em', 'G', 'C', 'D', 'Em', 'G']"
"""Señorita""",Shawn Mendes and Camila Cabello,not found
"""I Don't Care""",Ed Sheeran and Justin Bieber,not found
"""Eastside""","Benny Blanco, Halsey and Khalid","['F#m', 'E', 'A', 'D', 'D', 'E', 'F#m', 'E', 'A', 'D', 'D', 'E', 'F#m', 'E', 'A', 'D', 'E', 'F#m', 'E', 'A', 'D', 'E', 'F#m', 'E', 'A', 'D', 'E', 'F#m', 'E', 'A', 'D', 'F#m', 'E', 'A', 'D', 'E', 'F#m', 'E', 'A', 'D', 'E', 'F#m', 'E', 'A', 'D', 'E', 'F#m', 'E', 'A', 'D', 'F#m', 'E', 'A', 'D', 'E', 'F#m', 'E', 'A', 'D', 'E', 'F#m', 'E', 'A', 'D', 'E', 'F#m', 'E', 'A', 'D', 'E', 'F#m', 'E', 'A', 'D', 'E', 'F#m', 'E', 'A', 'D', 'E', 'F#m', 'E', 'A', 'D', 'E', 'F#m', 'E', 'A', 'D', 'F#m', 'E', 'A', 'D', 'E', 'F#m', 'E', 'A', 'D', 'E', 'F#m', 'E', 'A', 'D', 'E', 'F#m', 'E', 'A', 'D', 'F#m', 'E', 'A', 'D', 'E', 'F#m', 'E', 'A', 'D', 'E', 'F#m', 'E', 'A', 'D', 'E', 'F#m', 'E', 'A', 'D', 'E', 'F#m', 'E', 'A', 'D', 'D', 'E', 'F#m', 'E', 'A', 'D', 'D', 'E', 'F#m', 'E', 'A', 'D', 'E', 'F#m', 'E', 'A', 'D', 'E', 'F#m', 'E', 'A', 'D', 'E', 'F#m', 'E', 'A', 'D']"
"""Going Bad""",Meek Mill featuring Drake,"['Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'D', 'D', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Em', 'Em', 'Bm', 'C', 'Bm', 'Em', 'Bm', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Bm', 'Bm']"
"""Shallow""",Lady Gaga and Bradley Cooper,"['Em7', 'D/F#', 'G', 'C', 'Cadd9', 'D', 'Am', 'Em', 'Bm', 'A', 'Em7', 'D/F#', 'G', 'C', 'Cadd9', 'G', 'D', 'Em7', 'D/F#', 'G', 'Em7', 'D/F#', 'G', 'C', 'G', 'D', 'Em7', 'D/F#', 'G', 'C', 'G', 'D', 'Em7', 'D/F#', 'G', 'C', 'G', 'D', 'Em7', 'D/F#', 'G', 'C', 'G', 'D', 'Em7', 'D/F#', 'G', 'Em7', 'D/F#', 'G', 'Em7', 'D/F#', 'G', 'C', 'G', 'D', 'Em7', 'D/F#', 'G', 'C', 'G', 'D', 'Em7', 'D/F#', 'G', 'C', 'G', 'D', 'Em7', 'D/F#', 'G', 'C', 'G', 'D', 'Am', 'Am/G', 'D/F#', 'G', 'D', 'Em', 'Am', 'Am/G', 'D/F#', 'G', 'D', 'Em', 'Am', 'D/F#', 'G', 'D', 'Em', 'Am', 'Am/G', 'D/F#', 'D', 'G', 'D', 'Em', 'Bm', 'D', 'A', 'Em', 'Bm', 'D', 'A', 'Am', 'D/F#', 'G', 'D', 'Em', 'Am', 'D/F#', 'G', 'D', 'Em', 'Am', 'Am/G', 'D/F#', 'G', 'D', 'Em', 'Am', 'Am/G', 'D/F#', 'D', 'G', 'D', 'Em']"
"""Better""",Khalid,"['Fmaj7', 'Am', 'G', 'Em', 'Fmaj7', 'Am', 'G', 'Em', 'Fmaj7', 'Am', 'G', 'Em', 'Fmaj7', 'Am', 'G', 'Em', 'Fmaj7', 'Am', 'G', 'Em', 'Fmaj7', 'Am', 'G', 'Em', 'Fmaj7', 'Am', 'G', 'Em', 'Fmaj7', 'Am', 'G', 'Dm', 'Fmaj7', 'Am', 'G', 'Em', 'Fmaj7', 'Am', 'G', 'Em', 'Fmaj7', 'Am', 'G', 'Em', 'Fmaj7', 'Am', 'G', 'Em', 'Fmaj7', 'Am', 'G', 'Em', 'Fmaj7', 'Am', 'G', 'Em', 'Fmaj7', 'Am', 'G', 'Fmaj7', 'Am', 'G', 'Fmaj7', 'Am', 'G', 'Em', 'Fmaj7', 'Am', 'G', 'Em', 'Fmaj7', 'Am', 'G', 'Em', 'Fmaj7', 'Am', 'G', 'Em']"
"""No Guidance""",Chris Brown featuring Drake,"['E', 'A', 'D', 'G', 'B', 'E', 'A', 'B', 'C#m', 'A', 'B', 'C#m', 'A', 'B', 'C#m', 'G#m', 'Amaj7', 'A', 'B', 'C#m', 'Amaj7', 'A', 'C#m', 'A', 'B', 'C#m', 'A', 'C#m', 'A', 'B', 'C#m', 'Amaj7', 'A', 'C#m', 'G#m', 'A', 'B', 'C#m', 'B', 'A', 'B', 'C#m', 'A', 'B', 'C#m', 'Amaj7', 'A', 'C#m', 'C#m', 'A', 'C#m', 'B', 'A', 'C#m', 'B', 'A', 'C#m', 'B', 'A', 'C#m', 'A', 'C#m', 'B', 'A', 'C#m', 'B', 'A']"
"""Girls Like You""",Maroon 5 featuring Cardi B,"['C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F']"
"""Sweet but Psycho""",Ava Max,"['Gb', 'Db', 'Ab', 'Bbm', 'Ab', 'Gb', 'Db', 'Ab', 'Bbm', 'Ab', 'Gb', 'Db', 'Ab', 'Bbm', 'Ab', 'Gb', 'Db', 'Ab', 'Bbm', 'Ab', 'Gb', 'Db', 'Ab', 'Bbm', 'Ab', 'Gb', 'Db', 'Ab', 'Bbm', 'Ab', 'Gb', 'Db', 'Ab', 'Bbm', 'Ab', 'Gb', 'Db', 'Ab', 'Bbm', 'Ab', 'Gb', 'Db', 'Ab', 'Bbm', 'Ab', 'Gb', 'Db', 'Ab', 'Bbm', 'Ab', 'Gb', 'Db', 'Ab', 'Bbm', 'Ab', 'Gb', 'Db', 'Ab', 'Bbm', 'Ab', 'Gb', 'Db', 'Ab', 'Bbm', 'Ab', 'Gb', 'Db', 'Ab', 'Bbm', 'Ab', 'Gb', 'Db', 'Ab', 'Bbm', 'Ab', 'Gb', 'Db', 'Ab', 'Bbm', 'Ab', 'Gb', 'Db', 'Ab', 'Bbm', 'Ab', 'Gb', 'Db', 'Ab', 'Bbm', 'Ab', 'Gb', 'Db', 'Ab', 'Bbm', 'Ab', 'Gb', 'Db', 'Ab', 'Bbm', 'Ab', 'Gb', 'Db', 'Ab', 'Bbm', 'Ab', 'Gb', 'Db', 'Ab', 'Bbm', 'Ab', 'Gb', 'Db', 'Ab', 'Bbm', 'Ab', 'Gb', 'Db', 'Ab', 'Bbm', 'Ab', 'Gb', 'Db', 'Ab', 'Bbm', 'Ab', 'Gb', 'Db', 'Ab', 'Bbm', 'Ab']"
"""Suge""",DaBaby,not found
"""Middle Child""",J. Cole,"['Cm', 'Ab', 'Cm', 'Cm', 'Ab', 'G', 'Cm', 'Ab', 'Cm', 'G', 'Ab', 'Bb', 'Cm', 'Ab', 'Bb', 'Cm', 'Ab', 'Bb', 'Cm', 'Ab', 'G', 'Cm', 'Ab', 'Ab', 'Bb', 'Cm', 'Ab', 'Bb', 'Cm', 'Ab', 'Cm', 'Ab', 'Ab', 'Bb', 'Cm', 'Ab', 'Cm', 'C', 'Ab', 'Cm', 'Cm', 'Cm', 'Gm', 'Ab', 'Bb', 'Cm', 'Cm', 'Ab', 'Bb', 'Cm', 'G', 'Ab', 'Bb', 'Cm', 'Gm', 'Ab', 'Gm', 'Cm', 'Ab', 'Bb', 'Gm', 'Cm', 'Ab', 'Bb', 'Cm', 'Ab', 'Bb', 'Cm', 'Ab', 'G', 'Cm', 'Ab', 'Cm', 'Ab', 'Gm', 'Ab', 'Bb', 'Cm', 'G', 'Ab', 'Gm', 'Cm', 'Gm', 'Ab', 'Bb', 'Gm', 'Ab', 'Bb', 'Cm']"
"""Drip Too Hard""",Lil Baby and Gunna,not found
"""Someone You Loved""",Lewis Capaldi,"['C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'Dm', 'Am', 'G', 'Dm7', 'Am7', 'G', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C']"
"""Ransom""",Lil Tecca,"['Gm', 'D#', 'Cm', 'D7', 'Gm', 'D#', 'D7', 'Cm', 'Gm', 'D#', 'Cm', 'D7', 'Gm', 'D#', 'Cm', 'D7', 'Gm', 'D#', 'Cm', 'D7', 'Gm', 'D#', 'Cm', 'D7', 'Gm', 'D#', 'Cm', 'D7', 'Gm', 'D#', 'Cm', 'D7', 'Gm', 'D#', 'Cm', 'D7', 'Gm', 'D#', 'Cm', 'D7', 'Gm', 'D#', 'Cm', 'D7', 'Gm', 'D#', 'Cm', 'D7', 'Gm', 'D#', 'Cm', 'D7', 'Gm', 'D#', 'Cm', 'D7', 'Gm', 'D#', 'Cm', 'D7', 'Gm', 'D#', 'Cm', 'D7', 'Gm', 'D#', 'Cm', 'D7', 'Gm', 'D#', 'Cm', 'D7', 'Gm', 'D#', 'Cm', 'D7', 'Gm', 'D#', 'Cm', 'D7']"
"""If I Can't Have You""",Shawn Mendes,"['G', 'F#m', 'Bm', 'Em', 'E7sus2', 'G', 'F#m', 'Bm', 'Em', 'Em', 'F#m', 'G', 'F#m', 'Bm', 'Em', 'Em', 'F#m', 'G', 'F#m', 'Em', 'F#m', 'G', 'F#m', 'Em', 'F#m', 'G', 'F#m', 'Em', 'F#m', 'G', 'F#m', 'E7sus2', 'G', 'F#m', 'Bm', 'Em', 'Em', 'F#m', 'G', 'F#m', 'Bm', 'Em', 'Em', 'F#m', 'G', 'F#m', 'Bm', 'Em', 'Em', 'F#m', 'G', 'F#m', 'Bm', 'G', 'F#m', 'E7sus2', 'G', 'F#m', 'Em', 'F#m', 'G', 'F#m', 'Em', 'F#m', 'G', 'F#m', 'Em', 'F#m', 'G', 'F#m', 'E7sus2', 'G', 'F#m', 'Em', 'F#m', 'G', 'F#m', 'Em', 'F#m', 'G', 'F#m', 'Em', 'F#m', 'G', 'F#m', 'E7sus2', 'G', 'F#m', 'Bm', 'Em', 'Em', 'F#m', 'G', 'F#m', 'Bm', 'Em', 'Em', 'F#m', 'G', 'F#m', 'Bm', 'Em', 'Em', 'F#m', 'G', 'F#m', 'Bm', 'G', 'F#m', 'E7sus2', 'G', 'F#m', 'Em', 'F#m', 'G', 'F#m', 'Em', 'F#m', 'G', 'F#m', 'Em', 'F#m', 'G', 'F#m', 'E7sus2', 'G', 'F#m', 'Em', 'F#m', 'G', 'F#m', 'Em', 'F#m', 'G', 'F#m', 'Em', 'F#m', 'G', 'F#m', 'E7sus2', 'G', 'F#m', 'Bm', 'Em', 'Em', 'F#m', 'G', 'F#m', 'Bm', 'G', 'F#m', 'E7sus2', 'G', 'F#m', 'Em', 'F#m', 'G', 'F#m', 'Em', 'F#m', 'G', 'F#m', 'Em', 'F#m', 'G', 'F#m', 'E7sus2']"
"""Goodbyes""",Post Malone featuring Young Thug,"['F', 'A', 'Dm', 'Bb', 'F', 'A', 'A', 'Dm', 'Bb', 'F', 'A', 'Dm', 'Bb', 'Gm', 'C', 'Am', 'Dm', 'Bb', 'Bbm', 'F', 'F', 'A', 'Dm', 'Bb', 'Bb', 'F', 'F', 'A', 'Dm', 'Bb', 'Gm', 'C', 'Am', 'Dm', 'Bb', 'Bbm', 'F', 'F', 'A', 'Dm', 'Bb', 'F', 'A', 'Dm', 'Bb', 'F', 'A', 'Dm', 'Bb', 'Gm', 'C', 'Am', 'Dm', 'Bb', 'Bbm', 'F', 'F', 'A', 'Dm', 'Bb', 'F', 'A', 'Dm', 'Bb', 'F']"
"""Zeze""",Kodak Black featuring Travis Scott and Offset,not found
"""Better Now""",Post Malone,"['Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm']"
"""Youngblood""",5 Seconds of Summer,not found
"""Money in the Grave""",Drake featuring Rick Ross,not found
"""Speechless""",Dan + Shay,"['C', 'Em7', 'F', 'Dm7', 'C', 'Em7', 'F', 'Dm7', 'Am', 'Am/G', 'F', 'Fm', 'C', 'Em7', 'F', 'Dm7', 'C', 'Em7', 'F', 'Fm', 'C', 'Bb', 'F', 'C', 'Em7', 'F', 'Dm7', 'C', 'Em7', 'F', 'Dm7', 'C', 'Em7', 'F', 'Dm7', 'C', 'Em7', 'F', 'Dm7', 'C', 'Em7', 'F', 'Dm7', 'Am', 'Am/G', 'F', 'Fm', 'C', 'Bb', 'F', 'Abmaj7', 'Gm7', 'Fm7', 'Dm7b5', 'C', 'Em7', 'F', 'Fm', 'C', 'Bb', 'F', 'C', 'Bb', 'F']"
"""Break Up with Your Girlfriend, I'm Bored""",Ariana Grande,not found
