Title,Artist,Chords
"""Happy""",Pharrell Williams,"['Bm', 'E7', 'E7', 'Em7', 'A', 'B', 'A7', 'E7', 'Em7', 'A', 'B', 'A7', 'E7', 'Em7', 'A', 'B', 'A7', 'E7', 'Em7', 'B', 'A7', 'A7', 'C', 'C', 'Bm', 'Bm7/A', 'A7', 'C', 'C', 'Bm', 'Bm7/A', 'A7', 'C', 'C', 'Bm', 'Bm7/A', 'A7', 'C', 'C', 'Bm', 'Bm7/A', 'A7', 'E7', 'Em7', 'A', 'B', 'A7', 'E7', 'Em7', 'A', 'B', 'A7', 'E7', 'Em7', 'B', 'D', 'A7', 'E7', 'Em7', 'A', 'B', 'A7', 'C', 'C', 'Bm', 'Bm7/A', 'A7', 'C', 'C', 'Bm', 'Bm7/A', 'A7', 'C', 'C', 'Bm', 'Bm7/A', 'A7', 'C', 'C', 'Bm', 'Bm7/A', 'A7', 'A7', 'C', 'C', 'Bm', 'Bm7/A', 'A7', 'C', 'C', 'Bm', 'Bm7/A', 'A7', 'C', 'C', 'Bm', 'Bm7/A', 'A7', 'C', 'C', 'Bm', 'Bm7/A', 'A7', 'A7', 'C', 'C', 'Bm', 'Bm7/A', 'A7', 'C', 'C', 'Bm', 'Bm7/A', 'A7', 'C', 'C', 'Bm', 'Bm7/A', 'A7', 'C', 'C', 'Bm', 'Bm7/A', 'A7', 'A7', 'C', 'C', 'Bm', 'Bm7/A', 'A7', 'C', 'C', 'Bm', 'Bm7/A', 'A7', 'C', 'C', 'Bm', 'Bm7/A', 'A7', 'C', 'C', 'Bm', 'Bm7/A', 'A7', 'C', 'C', 'Bm', 'Bm7/A', 'A7', 'C', 'C', 'Bm', 'Bm7/A', 'A7', 'C', 'C', 'Bm', 'Bm7/A', 'A7', 'C', 'C', 'Bm', 'Bm7/A', 'A7']"
"""Dark Horse""",Katy Perry featuring Juicy J,"['F#', 'C#', 'A#m', 'G#', 'F#', 'C#', 'A#m', 'G#', 'A#m', 'G#', 'F#', 'A#m', 'G#', 'F#', 'A#m', 'G#', 'F#', 'A#m', 'G#', 'F#', 'A#', 'A#m', 'G#', 'F#', 'A#m', 'G#', 'F#', 'A#', 'G#', 'A#m', 'G#', 'F#', 'F#', 'C#', 'A#m', 'G#', 'F#', 'C#', 'A#m', 'G#', 'F#', 'F#', 'A#m', 'G#', 'F', 'A#m', 'G#', 'F#', 'A#m', 'G#', 'F#', 'G#', 'A#m', 'G#', 'F#', 'A#m', 'G#', 'F#', 'A#m', 'G#', 'F#', 'A#m', 'G#', 'A#m', 'G#', 'F#', 'A#m', 'G#', 'F#', 'A#m', 'G#', 'F#', 'A#m', 'G#', 'F#']"
"""All of Me""",John Legend,"['Em', 'C', 'G', 'D', 'Em', 'Cmaj7', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'Cmaj7', 'G', 'D', 'Em', 'Cadd9', 'G', 'D', 'Amadd9', 'Am', 'G', 'D', 'Amadd9', 'G', 'D', 'G', 'Emadd9', 'Am/C', 'C/D', 'D', 'G', 'Emadd9', 'Am/C', 'C/D', 'D', 'Em', 'C', 'G', 'Dadd9', 'Em', 'C', 'G', 'Dadd9', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Am', 'Am', 'G', 'D', 'Amadd9', 'G', 'D', 'G', 'Emadd9', 'Am/C', 'C/D', 'D', 'G', 'Emadd9', 'Am/C', 'C/D', 'D', 'Em', 'C', 'G', 'Dadd9', 'Em', 'C', 'G', 'Dadd9', 'Am', 'Am', 'G', 'D', 'Amadd9', 'Am', 'G', 'D', 'G', 'Emadd9', 'Am/C', 'C/D', 'D', 'G', 'Emadd9', 'Am/C', 'C/D', 'D', 'Em', 'C', 'G', 'Dadd9', 'Em', 'C', 'G', 'Dadd9', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D']"
"""Fancy""",Iggy Azalea featuring Charli XCX,"['C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am']"
"""Counting Stars""",OneRepublic,"['Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'F', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'F', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'Am', 'F', 'Dm', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F']"
"""Talk Dirty""",Jason Derulo featuring 2 Chainz,not found
"""Rude""",Magic!,"['F#', 'G#', 'A#m', 'G#', 'F#', 'A#m', 'G#', 'F#', 'F#', 'G#', 'C#', 'G#', 'F#', 'G#', 'A#m', 'F#', 'G#', 'A#m', 'G#', 'F#', 'G#', 'A#m', 'G#', 'F#', 'F#', 'C#', 'F#', 'G#', 'F#', 'F#', 'C#', 'A#m', 'F#', 'C#', 'F#', 'A#m', 'F#', 'C#', 'F#', 'C#']"
"""All About That Bass""",Meghan Trainor,"['A', 'A', 'Bm', 'E', 'A', 'A', 'Bm', 'E', 'A', 'A', 'Bm', 'Bm', 'E', 'A', 'D', 'A', 'A', 'Bm', 'E', 'A', 'A', 'Bm', 'E', 'D', 'A', 'A', 'A', 'Bm', 'E', 'A', 'A', 'Bm', 'E', 'A', 'E', 'A', 'A', 'Bm', 'E', 'A', 'A', 'Bm', 'E', 'D', 'A', 'A', 'A', 'Bm', 'E', 'A', 'A', 'A', 'Bm', 'E', 'A', 'A', 'A', 'Bm', 'E', 'A']"
"""Problem""",Ariana Grande featuring Iggy Azalea,"['E', 'F#', 'B', 'E', 'F#', 'G#', 'E', 'F#', 'B', 'E', 'F#', 'G#m', 'E', 'F#', 'B', 'E', 'F#', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'E', 'F#', 'B', 'E', 'F#', 'G#m', 'E', 'F#', 'B', 'E', 'F#', 'G#m', 'E', 'F#', 'B', 'E', 'F#', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'E', 'F#', 'B', 'E', 'F#', 'G#m', 'E', 'F#', 'B', 'E', 'F#', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m']"
"""Stay with Me""",Sam Smith,"['Am7', 'F', 'C', 'Am7', 'F', 'C', 'Am7', 'F', 'C', 'Am7', 'F', 'C', 'Am7', 'F', 'C', 'Am7', 'Gsus', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G#dim', 'Am', 'F', 'C', 'Am7', 'F', 'C', 'Am7', 'F', 'C', 'Am7', 'F', 'C', 'Am7', 'Gsus', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G#dim', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G#dim', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G#dim', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G#dim', 'Am', 'F', 'C']"
