Title,Artist,Chords
"""Boom Boom Pow""",The Black Eyed Peas,"['Am', 'G', 'Am', 'G', 'C#m', 'Cadd9', 'C#m', 'Cadd9', 'C#m', 'Cadd9', 'C#m', 'Cadd9', 'C', 'G', 'Em', 'F', 'Am', 'E', 'B', 'E', 'D', 'E', 'D', 'E', 'D', 'B', 'C#', 'G', 'D', 'Am', 'C#', 'G', 'Am', 'G', 'Am', 'G', 'C#m', 'Cadd9', 'C#m', 'Cadd9', 'C#m', 'Cadd9', 'C#m', 'Cadd9', 'G', 'F', 'A', 'F', 'F#', 'C#m', 'Cadd9', 'C#m', 'Cadd9', 'C#m', 'Cadd9', 'C#m', 'Cadd9']"
"""Poker Face""",Lady Gaga,"['G#m', 'E', 'F#', 'G#m', 'E', 'B', 'F#', 'G#m', 'E', 'B', 'F#', 'G#m', 'E', 'B', 'F#', 'G#m', 'E', 'B', 'F#', 'G#m', 'E', 'B', 'F#', 'G#m', 'E', 'B', 'F#', 'G#m', 'E', 'B', 'F#', 'G#m', 'E', 'B', 'F#', 'G#m', 'E', 'B', 'F#', 'G#m', 'E', 'B', 'F#', 'G#m', 'E', 'B', 'F#', 'G#m', 'E', 'B', 'F#', 'G#m', 'E', 'B', 'F#', 'G#m', 'E', 'B', 'F#', 'G#m', 'E', 'B', 'F#', 'G#m', 'E', 'B', 'F#', 'G#m', 'E', 'B', 'F#', 'G#m', 'E', 'B', 'F#']"
"""Just Dance""",Lady Gaga featuring Colby O'Donis,"['C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'A', 'C#m', 'A', 'C#m', 'B', 'C#m', 'A', 'Abm', 'B', 'C#m', 'A', 'F#m', 'B', 'C#m', 'A', 'B', 'Abm', 'C#m', 'B', 'C#m', 'B']"
"""I Gotta Feeling""",The Black Eyed Peas,"['G', 'C', 'Em', 'C', 'G', 'C', 'Em', 'C', 'G', 'Gsus4', 'G', 'C', 'Csus2', 'Em', 'Em7', 'C', 'G', 'C', 'Em', 'C', 'G', 'C', 'Em', 'C', 'G', 'C', 'Em', 'C', 'G', 'C', 'Em', 'C', 'G', 'C', 'Em', 'C', 'G', 'C', 'Em', 'C', 'G', 'C', 'Em', 'C', 'G', 'G', 'C', 'Em', 'C', 'G', 'C', 'Em', 'C', 'G', 'C', 'Em', 'C', 'G', 'C', 'Em', 'C', 'G', 'G', 'C', 'Em', 'C', 'G', 'C', 'Em', 'C', 'G', 'C', 'Em', 'C', 'G', 'C', 'Em', 'C', 'G', 'C', 'Em', 'C', 'G', 'C', 'Em', 'C', 'Gsus4', 'Csus2', 'Em7', 'G6/B', 'G', 'Gsus4', 'G', 'C', 'Csus2', 'Em', 'Em7', 'C', 'C/B']"
"""Love Story""",Taylor Swift,"['C', 'G', 'Am', 'F', 'C', 'F', 'Am', 'F', 'C', 'F', 'Am', 'G', 'F', 'G', 'Am', 'C', 'F', 'G', 'Am', 'F', 'G', 'C', 'G', 'Am', 'F', 'G', 'C', 'C', 'F', 'Am', 'G', 'F', 'G', 'Am', 'C', 'F', 'G', 'Am', 'F', 'G', 'C', 'G', 'Am', 'F', 'G', 'C', 'G', 'Am', 'F', 'G', 'C', 'C', 'G', 'G', 'Am', 'Am', 'F', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'C', 'G', 'Am', 'F', 'G', 'D', 'A', 'Bm', 'G', 'A', 'D', 'A', 'Bm', 'G', 'D']"
"""Right Round""",Flo Rida,"['Am', 'F', 'G', 'Am', 'F', 'Am', 'G', 'Am', 'Am', 'F', 'G', 'Am', 'F', 'Am', 'G', 'Am', 'Am', 'F', 'Am', 'F', 'Am', 'F', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'Am', 'F', 'G', 'Am', 'F', 'Am', 'G', 'Am', 'Am', 'F', 'G', 'Am', 'F', 'Am', 'G', 'Am']"
"""I'm Yours""",Jason Mraz,not found
"""Single Ladies (Put a Ring on It)""",Beyoncé,not found
"""Heartless""",Kanye West,"['Am', 'Dm', 'F', 'Em', 'Am', 'Dm', 'Am', 'Dm', 'Am', 'G', 'Am', 'Am', 'G', 'Am', 'Am', 'G', 'Am', 'Am', 'Dm', 'F', 'Em', 'Am', 'G', 'Am', 'G', 'Am', 'Am', 'G', 'Am', 'G', 'Am', 'Am', 'G', 'Am', 'Am', 'Dm', 'F', 'Em', 'Am', 'G', 'Am', 'G', 'Am', 'Am', 'G', 'Am', 'Am', 'Dm', 'F', 'Em', 'Am', 'G', 'Am', 'G', 'Am', 'Am7', 'F', 'Dm7', 'Em', 'Am7', 'F', 'Dm7', 'Em', 'Am7', 'F', 'Dm7', 'Em', 'Am7', 'F', 'Dm7', 'Em', 'Am7', 'F', 'Dm7', 'Em', 'F', 'Am7', 'Dm7', 'Em', 'Am7', 'F', 'Dm7', 'Em', 'Am7', 'F', 'Dm7', 'Em', 'F']"
"""Gives You Hell""",The All-American Rejects,"['E', 'A', 'F#', 'E', 'C#m', 'A', 'E', 'A', 'C#m', 'A', 'G#m', 'E', 'C#', 'A', 'E', 'C#', 'A', 'G#m', 'E', 'A', 'F#', 'E', 'C#m', 'A', 'G#m', 'C#m', 'A', 'A', 'E', 'C#m', 'A', 'Bm', 'C#m', 'Bm', 'B', 'E', 'A', 'E', 'C#m', 'A', 'E', 'C#m', 'A', 'E', 'C#m', 'A', 'E', 'Bm', 'A', 'E', 'C#m', 'A', 'C#m', 'A', 'Bm', 'Bm', 'C#m', 'Bm', 'B', 'E', 'A', 'Bm', 'C#m', 'A', 'E', 'G#m', 'E', 'F#m', 'Bm']"
"""You Belong with Me""",Taylor Swift,"['D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'Em', 'G', 'D', 'A', 'Em', 'G', 'A', 'D', 'A', 'Em', 'G', 'D', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'Em', 'G', 'D', 'A', 'Em', 'G', 'A', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'D', 'Dsus2', 'D', 'D', 'Dsus4', 'D', 'Dsus2', 'D', 'D', 'Dsus2', 'D', 'D', 'Dsus4', 'D', 'Dsus2', 'D', 'Em', 'G', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D']"
"""Dead and Gone""",T.I. featuring Justin Timberlake,"['Em', 'Bm', 'Am', 'B', 'Em', 'Bm', 'Am', 'B', 'Em', 'Bm', 'Am', 'B', 'Em', 'Bm', 'Am', 'B', 'Em', 'Bm', 'Am', 'B', 'Em', 'Bm', 'Am', 'B', 'Em', 'Bm', 'Am', 'B', 'Em', 'Bm', 'Am', 'B', 'Em', 'Bm', 'Am', 'B', 'Em', 'Bm', 'Am', 'B']"
"""You Found Me""",The Fray,"['A', 'B', 'Em', 'D/F#', 'G', 'C', 'Em', 'D/F#', 'G', 'C', 'Em', 'D/F#', 'G', 'C', 'Em', 'D/F#', 'G', 'C', 'Em', 'C', 'G', 'D/F#', 'Em', 'C', 'G', 'D/F#', 'Em', 'C', 'G', 'D/F#', 'Em', 'C', 'G', 'D/F#', 'G', 'Em', 'Em', 'C', 'G', 'D/F#', 'Em', 'C', 'G', 'D/F#', 'Em', 'C', 'G', 'D/F#', 'Em', 'C', 'G', 'D/F#', 'G', 'Em', 'D/F#', 'C', 'D/F#', 'C', 'D/F#', 'C', 'D/F#', 'C', 'D/F#', 'C', 'Em', 'C', 'G', 'D/F#', 'Em', 'C', 'G', 'D/F#', 'Em', 'C', 'G', 'D/F#', 'Em', 'C', 'G', 'D/F#', 'G', 'Em', 'Em', 'C', 'G', 'D/F#', 'Em', 'C', 'G', 'D/F#', 'G', 'Em', 'Em', 'D/F#', 'G', 'C']"
"""Use Somebody""",Kings of Leon,"['E', 'A', 'D', 'G', 'B', 'C', 'C/E', 'F', 'F', 'C/E', 'F', 'Am', 'C', 'F', 'Am', 'C', 'F', 'C', 'C/E', 'F', 'C', 'C/E', 'F', 'Am', 'C', 'F', 'F', 'Am', 'C', 'F', 'C', 'C/E', 'F', 'C', 'C/E', 'F', 'Am', 'C', 'F', 'Am', 'C', 'C', 'C', 'C/E', 'F', 'C/E', 'F', 'Am', 'C', 'F', 'Am', 'C', 'F', 'C', 'C/E', 'F', 'C', 'C/E', 'F', 'Am', 'C', 'F', 'Am', 'C', 'C', 'C/E', 'F', 'C', 'C/E', 'F', 'Am', 'C', 'F', 'Am', 'C', 'F', 'D', 'F#', 'D', 'F#', 'C', 'C/E', 'F', 'Am', 'C', 'F', 'Am', 'C', 'F', 'Am', 'C', 'F', 'Am', 'C', 'F', 'Am', 'C', 'F']"
"""Knock You Down""",Keri Hilson featuring Kanye West and Ne-Yo,not found
"""Blame It""",Jamie Foxx featuring T-Pain,"['Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'G', 'D', 'F', 'Em', 'Cmaj7', 'B', 'Cmaj7', 'B', 'Cmaj7', 'B', 'Cmaj7', 'G', 'D', 'F', 'Em', 'Cmaj7', 'B', 'Cmaj7', 'G', 'D', 'F', 'Em', 'Cmaj7', 'B', 'Cmaj7', 'B', 'Cmaj7', 'B', 'Cmaj7', 'G', 'D', 'F', 'Em', 'Cmaj7', 'B', 'Cmaj7', 'G', 'D', 'F', 'Em', 'Cmaj7', 'B', 'Cmaj7', 'B', 'Cmaj7', 'B', 'Cmaj7', 'G', 'D', 'F', 'Em', 'Cmaj7', 'B', 'Cmaj7', 'G', 'D', 'F', 'Em', 'Cmaj7', 'B', 'Cmaj7', 'G', 'D', 'F', 'Em', 'Cmaj7', 'B', 'Cmaj7', 'G', 'D', 'F', 'Em', 'Cmaj7', 'B', 'Cmaj7', 'G', 'D', 'F', 'Em']"
"""I Know You Want Me (Calle Ocho)""",Pitbull,not found
"""Live Your Life""",T.I. featuring Rihanna,"['Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'Am', 'C', 'G', 'F', 'C']"
"""Kiss Me thru the Phone""",Soulja Boy Tell 'Em featuring Sammie,not found
"""Down""",Jay Sean featuring Lil Wayne,"['D', 'Em7', 'D', 'A', 'Em7', 'D', 'A', 'Em7', 'D', 'A', 'D', 'Em7', 'A', 'D', 'A', 'G', 'D', 'A', 'D', 'A', 'G', 'G', 'D', 'A', 'D', 'A', 'G', 'G', 'D', 'A', 'D', 'Em7', 'D', 'A', 'Em7', 'D', 'A', 'Em7', 'D', 'A', 'D', 'Em7', 'A', 'D', 'A', 'G', 'D', 'A', 'D', 'A', 'G', 'G', 'D', 'A', 'D', 'A', 'G', 'G', 'D', 'A', 'D', 'A', 'D', 'Em7', 'G', 'Em7', 'D', 'Em7', 'A', 'Dsus', 'Em7', 'G', 'D', 'G', 'D', 'A', 'D', 'Em7', 'A', 'D', 'A', 'G', 'D', 'A', 'D', 'A', 'G', 'G', 'D', 'A', 'D', 'A', 'G', 'G', 'D', 'A', 'D', 'A', 'G']"
"""The Climb""",Miley Cyrus,"['E', 'Emaj7', 'A', 'F#m', 'E', 'A', 'F#m', 'C#m', 'G#m', 'A', 'F#m', 'E', 'Emaj7', 'A', 'F#m', 'B', 'E', 'C#m', 'B', 'A', 'E', 'E', 'A', 'F#m', 'E', 'A', 'F#m', 'C#m', 'G#m', 'A', 'F#m', 'E', 'A', 'F#m', 'B', 'E', 'C#m', 'B', 'A', 'E', 'E', 'E', 'A', 'A', 'F#m', 'G#m', 'A', 'B', 'E', 'A', 'F#m', 'B', 'E', 'C#m', 'B', 'A', 'E', 'A', 'E', 'A', 'E', 'A', 'E']"
"""Best I Ever Had""",Drake,"['Am7', 'G', 'D', 'Am7', 'G', 'D', 'Am7', 'G', 'D', 'Am7', 'G', 'D', 'Am7', 'G', 'D', 'Am7', 'G', 'D', 'Am7', 'G', 'D', 'Am7', 'G', 'D', 'Am7', 'G', 'D', 'Am7', 'G', 'D']"
