Title,Artist,Chords
"""Be Without You""",Mary J. Blige,not found
"""Grillz""",Nelly featuring Paul Wall and Ali & Gipp,not found
"""Over My Head (Cable Car)""",The Fray,"['C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'Am', 'Em', 'D', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'Am', 'G', 'D', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'D', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'Am', 'Em', 'D', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'Am', 'G', 'D', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'D', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'Am', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'Am', 'G', 'G/F#', 'Em7', 'C', 'C', 'G', 'Em', 'G', 'Am', 'G', 'Em', 'D', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'D', 'C', 'C', 'Em', 'G', 'C']"
"""Me & U""",Cassie,not found
"""Buttons""",Pussycat Dolls featuring Snoop Dogg,"['F', 'Dm', 'A', 'Dm', 'A', 'Dm', 'A', 'Dm', 'A', 'Dm', 'A', 'Dm', 'A', 'Dm']"
"""Run It!""",Chris Brown featuring Juelz Santana,not found
"""So Sick""",Ne-Yo,"['Ebm', 'B', 'G#m', 'C#', 'Ebm', 'B', 'G#m', 'C#', 'Ebm', 'B', 'G#m', 'C#', 'B', 'Ebm', 'B', 'G#m', 'C#', 'Ebm', 'B', 'G#m', 'C#', 'Ebm', 'B', 'G#m', 'C#', 'B', 'Ebm', 'B', 'G#m', 'C#', 'Ebm', 'B', 'G#m', 'C#', 'Ebm', 'B', 'G#m', 'C#', 'B', 'Ebm', 'B', 'G#m', 'C#', 'Ebm', 'B', 'G#m', 'C#', 'Ebm', 'B', 'G#m', 'C#', 'B', 'Ebm', 'B', 'G#m', 'C#', 'Ebm', 'B', 'G#m', 'C#', 'Ebm', 'B', 'G#m', 'C#', 'B', 'Ebm', 'B', 'G#m', 'C#', 'Ebm', 'B', 'G#m', 'C#', 'Ebm', 'B', 'G#m', 'C#', 'B', 'C#', 'B', 'C#', 'B', 'C#', 'B', 'C#', 'B', 'C#', 'Ebm', 'B', 'G#m', 'C#', 'Ebm', 'B', 'G#m', 'C#', 'Ebm', 'B', 'G#m', 'C#', 'B', 'Ebm', 'B', 'G#m', 'C#', 'Ebm', 'B', 'G#m', 'C#', 'Ebm', 'B', 'G#m', 'C#', 'B', 'Ebm', 'B', 'G#m', 'C#', 'Ebm', 'B', 'G#m', 'C#', 'Ebm', 'B', 'G#m', 'C#', 'B']"
"""It's Goin' Down""",Yung Joc featuring Nitti,not found
"""SOS""",Rihanna,"['F#5', 'A5', 'D5', 'A5', 'F#5', 'A5', 'D5', 'A5', 'F#5', 'A5', 'D5', 'A5', 'F#5', 'F#5']"
"""I Write Sins Not Tragedies""",Panic! at the Disco,"['Am', 'D7', 'F', 'Am', 'D7', 'F', 'Am', 'Dm', 'F', 'G', 'Am', 'Dm', 'F', 'G', 'Am', 'Dm', 'F', 'G', 'Am', 'Dm', 'F', 'G', 'Am', 'D7', 'F', 'Am', 'D7', 'F', 'Fmaj7', 'G', 'Fmaj7', 'Dm', 'Am', 'Dm', 'F', 'G', 'Am', 'Dm', 'F', 'G', 'Am', 'Dm', 'F', 'G', 'Am', 'Am', 'Dm', 'F', 'Am', 'Dm', 'F', 'Am', 'F', 'G', 'Am', 'Dm', 'F', 'G', 'Am', 'Dm', 'F', 'G', 'Am', 'Dm', 'F', 'G', 'Am', 'Am', 'Dm', 'F', 'Am', 'Dm', 'F', 'Am', 'F', 'G']"
"""Move Along""",The All-American Rejects,not found
"""London Bridge""",Fergie,not found
"""Dani California""",Red Hot Chili Peppers,"['Am', 'G', 'Dm', 'Am', 'Am', 'G', 'Dm', 'Am', 'Am', 'G', 'Dm', 'Am', 'Am', 'G', 'Dm', 'Am', 'Am', 'G', 'Dm', 'Am', 'Am', 'G', 'Dm', 'Am', 'Am', 'G', 'Dm', 'Am', 'Am', 'G', 'Dm', 'Am', 'Am', 'G', 'Dm', 'Am', 'Am', 'G', 'Dm', 'F', 'C', 'Dm', 'G', 'F', 'C', 'Dm', 'G', 'F', 'C', 'Dm', 'G', 'F', 'C', 'Dm', 'Am', 'G', 'Dm', 'Am', 'Am', 'G', 'Dm', 'Am', 'Am', 'G', 'Dm', 'Am', 'Am', 'G', 'Dm', 'Am', 'Am', 'G', 'Dm', 'Am', 'Am', 'G', 'Dm', 'F', 'C', 'Dm', 'G', 'F', 'C', 'Dm', 'G', 'F', 'C', 'Dm', 'G', 'F', 'C', 'Dm', 'Bm', 'G', 'D', 'F#', 'Bm', 'G', 'D', 'F#', 'Bm', 'G', 'D', 'F#', 'Bm', 'Am', 'G', 'Dm', 'Am', 'Am', 'G', 'Dm', 'Am', 'Am', 'G', 'Dm', 'Am', 'Am', 'G', 'Dm', 'E7', 'F', 'C', 'Dm', 'G', 'F', 'C', 'Dm', 'G', 'F', 'C', 'Dm', 'G', 'F', 'C', 'Dm', 'F', 'C', 'Dm', 'G', 'F', 'C', 'Dm', 'G', 'F', 'C', 'Dm', 'G', 'F', 'C', 'Dm', 'F', 'C', 'Dm', 'G', 'F', 'C', 'Dm', 'G', 'F', 'C', 'Dm', 'G', 'F', 'C', 'Dm', 'G', 'Dm', 'F', 'C', 'Dm', 'G', 'F', 'C', 'Dm', 'G', 'F', 'C', 'Dm', 'G', 'F', 'C', 'Dm']"
"""Snap Yo Fingers""",Lil Jon featuring E-40 and Sean Paul,not found
"""Lean wit It, Rock wit It""",Dem Franchize Boyz featuring Peanut and Charlay,not found
"""What Hurts the Most""",Rascal Flatts,not found
"""How to Save a Life""",The Fray,"['G', 'D/F#', 'G', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'C', 'D', 'Em', 'G', 'D/F#', 'C', 'D', 'Em', 'G', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'C', 'D', 'Em', 'G', 'D/F#', 'C', 'D', 'Em', 'G', 'D/F#', 'G', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'C', 'D', 'Em', 'G', 'D/F#', 'C', 'D', 'Em', 'G', 'D/F#', 'C', 'D', 'Em', 'G', 'D/F#', 'C', 'D', 'Em', 'G', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'C', 'D', 'Em', 'G', 'D/F#', 'C', 'D', 'Em', 'G', 'D/F#', 'C', 'D', 'Em', 'G', 'D/F#', 'C', 'D', 'Em', 'G', 'D/F#', 'G', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'G']"
"""Unfaithful""",Rihanna,"['Cm', 'Fm/C', 'Cm', 'Fm/C', 'Ab', 'Fm/Ab', 'Abmaj7', 'G7sus4', 'G7', 'Cm', 'Fm/C', 'Cm', 'Fm/C', 'Ab', 'Fm/Ab', 'Abmaj7', 'G7', 'Cm', 'Fm/C', 'Cm', 'Fm/C', 'Ab', 'Fm/Ab', 'Abmaj7', 'G7sus4', 'G7', 'Ab', 'Bb', 'Cm', 'Bb', 'Eb', 'Ab', 'Abadd9', 'Cm', 'Ab', 'Fm', 'Bb', 'Cm', 'Ab', 'Bb', 'Fm', 'Cm', 'Ab', 'Fm', 'Bb', 'Abadd9', 'Bb', 'Cm', 'G7', 'Ab', 'Bb', 'Cm', 'Bb', 'Eb', 'Ab', 'Abadd9', 'Cm', 'Ab', 'Fm', 'Bb', 'Cm', 'Ab', 'Bb', 'Fm', 'Cm', 'Ab', 'Fm', 'Bb', 'Abadd9', 'Bb', 'Cm', 'Ab', 'Bb', 'Cm', 'Bb', 'Eb', 'Ab', 'Bb', 'Abadd9', 'Cm', 'Ab', 'Fm', 'Bb', 'Cm', 'Ab', 'Bb', 'Ab', 'Fm', 'Bb', 'Cm', 'Ab', 'Bb', 'Fm', 'Cm', 'Ab', 'Fm', 'Bb', 'Abadd9', 'Bb', 'Cm', 'Cm']"
"""Chasing Cars""",Snow Patrol,"['A', 'E/G#', 'D', 'Dsus2', 'A', 'A', 'E/G#', 'D', 'A', 'A', 'E/G#', 'D', 'A', 'A', 'E/G#', 'Dmaj7', 'A', 'A', 'E/G#', 'D', 'A', 'A', 'E/G#', 'D', 'A', 'A', 'E/G#', 'Dmaj7', 'A', 'A', 'E/G#', 'Dmaj7', 'A', 'A', 'E/G#', 'D', 'A', 'A', 'E/G#', 'D', 'A', 'A', 'E/G#', 'Dmaj7', 'A', 'A', 'E/G#', 'Dmaj7', 'A', 'A', 'E/G#', 'Dmaj7', 'A', 'A', 'E/G#', 'Dmaj7', 'A', 'A', 'E/G#', 'Dmaj7', 'A']"
"""Lips of an Angel""",Hinder,"['Asus4', 'Bm', 'G', 'D', 'Asus4', 'Bm7', 'Gsus2', 'D', 'Asus4', 'Bm7', 'Gsus2', 'D', 'Asus4', 'Bm7', 'Gsus2', 'D', 'Asus4', 'Bm7', 'Gsus2', 'D', 'Asus4', 'Bm7', 'Gsus2', 'D', 'Asus4', 'Bm7', 'Gsus2', 'D', 'Asus4', 'Csus2', 'G', 'D', 'Asus4', 'Csus2', 'G', 'Bm7', 'Asus4', 'Em7', 'D/F#', 'Bm7', 'Asus4', 'Gsus2', 'D', 'Asus4', 'Bm7', 'Gsus2', 'D', 'Asus4', 'Bm7', 'Gsus2', 'D', 'Asus4', 'Bm7', 'Gsus2', 'D', 'Asus4', 'Bm7', 'Gsus2', 'D', 'Asus4', 'Bm7', 'Gsus2', 'D', 'Asus4', 'Bm7', 'Gsus2', 'D', 'Asus4', 'Csus2', 'G', 'D', 'Asus4', 'Csus2', 'G', 'Bm7', 'Asus4', 'Em7', 'D/F#', 'Bb5', 'C5', 'D5', 'Bb5', 'C5', 'D5', 'Bb5', 'C5', 'Bb5', 'C5', 'A5', 'D', 'Asus4', 'Csus2', 'Gsus2', 'D', 'Asus4', 'Csus2', 'G', 'Bm7', 'Asus4', 'Em7', 'D/F#', 'Bm7', 'Asus4', 'Em7', 'D/F#', 'Gsus2', 'Bm7', 'Asus4', 'Asus4', 'Bm7', 'Gsus2', 'D']"
"""Everytime We Touch""",Cascada,"['Em', 'G', 'D', 'C', 'Em', 'G', 'D', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'D', 'Em', 'C', 'Dsus4', 'Em', 'C', 'G', 'D', 'Em', 'G', 'D', 'C', 'D', 'Em', 'C', 'Dsus4', 'Em', 'C', 'G', 'D', 'Em', 'G', 'D', 'Em', 'G', 'D', 'C', 'Em', 'G', 'D', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'D', 'Em', 'C', 'Dsus4', 'Em', 'C', 'G', 'D', 'Em', 'G', 'D', 'C', 'D', 'Em', 'C', 'Dsus4', 'Em', 'C', 'G', 'D', 'Em', 'G', 'D', 'C', 'D', 'Em', 'C', 'Dsus4', 'Em', 'C', 'G', 'D', 'Em', 'G', 'D', 'C', 'D', 'Em', 'C', 'Dsus4', 'Em', 'C', 'G', 'D', 'Em', 'G', 'D']"
"""Ain't No Other Man""",Christina Aguilera,"['E7', 'E7', 'A7', 'E7', 'A7', 'E7', 'A7', 'E7', 'C7', 'B7', 'A7', 'E7', 'A7', 'E7', 'A7', 'E7', 'A7', 'E7', 'A7', 'E7', 'E7', 'A7', 'E7', 'A7', 'E7', 'A7', 'E7', 'C7', 'B7', 'A7', 'E7', 'E7', 'A7', 'E7', 'A7', 'E7', 'A7', 'E7', 'C7', 'B7', 'A7', 'E7', 'E7', 'A7', 'E7', 'A7', 'E7', 'A7', 'E7', 'C7', 'B7', 'A7', 'E7']"
"""Dance, Dance""",Fall Out Boy,"['Bm', 'D', 'G', 'D', 'Bm', 'D', 'G', 'D', 'Bm', 'D', 'G', 'D', 'Bm', 'D', 'G', 'D', 'Bm', 'D', 'Bm', 'D', 'Bm', 'D', 'G', 'F#', 'Bm', 'D', 'G', 'F#', 'Bm', 'D', 'G', 'F#', 'Bm', 'D', 'G', 'F#', 'Bm', 'D', 'G', 'F#', 'Bm', 'D', 'G', 'D', 'Bm', 'D', 'G', 'D', 'Bm', 'D', 'Bm', 'D', 'Bm', 'D', 'G', 'F#', 'Bm', 'D', 'G', 'F#', 'Bm', 'D', 'G', 'F#', 'Bm', 'D', 'G', 'F#', 'Bm', 'D', 'G', 'F#', 'Bm', 'D', 'G', 'F#', 'B', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'Em', 'Bm', 'Bm', 'Bm', 'D', 'G', 'Bm', 'D', 'G', 'F#', 'Bm', 'D', 'G', 'F#', 'Bm', 'D', 'G', 'F#', 'Bm', 'D', 'G', 'F#', 'Bm', 'D', 'G', 'F#']"
"""Gold Digger""",Kanye West featuring Jamie Foxx,"['G#7', 'C#7', 'G#7', 'C#7', 'G#7', 'C#7', 'G#7', 'C#7', 'G#7', 'C#7', 'G#7', 'C#7', 'G#7', 'C#7']"
"""Money Maker""",Ludacris featuring Pharrell,not found
"""Ms. New Booty""",Bubba Sparxxx featuring Ying Yang Twins,not found
"""(When You Gonna) Give It Up to Me""",Sean Paul featuring Keyshia Cole,not found
"""Photograph""",Nickelback,"['E', 'B', 'E', 'B', 'G', 'A', 'E', 'B', 'G', 'A', 'E', 'E', 'B', 'G', 'A', 'E', 'E', 'B', 'G', 'A', 'E', 'E', 'B', 'G', 'A', 'G', 'A', 'E', 'B', 'G', 'A', 'E', 'B', 'G', 'A', 'E', 'B', 'G', 'A', 'E', 'B', 'G', 'A', 'E', 'E', 'B', 'G', 'A', 'G', 'A', 'E', 'B', 'G', 'A', 'E', 'B', 'G', 'A', 'G', 'A', 'E', 'B', 'G', 'A', 'E', 'E', 'B', 'G', 'E', 'B', 'G', 'A']"
"""Because of You""",Kelly Clarkson,"['Em', 'C', 'Dsus', 'D', 'Em', 'C', 'D5', 'Dadd4', 'G5', 'Bm', 'Emadd9', 'Em', 'D', 'G5', 'Bm', 'Emadd9', 'Em', 'D', 'G5', 'Bm', 'Emadd9', 'Em', 'D', 'G', 'Bm', 'Emadd9', 'Em', 'D5', 'Dsus', 'D', 'Em', 'Cmaj7', 'D', 'Em', 'Cmaj7', 'D', 'Am7', 'G/B', 'D', 'B7', 'Cmaj7', 'Dadd2', 'G5', 'Bm', 'Emadd9', 'Em', 'D', 'G5', 'Bm', 'Emadd9', 'Em', 'D', 'G5', 'Bm', 'Emadd9', 'Em', 'D', 'G', 'Bm', 'Emadd9', 'Em', 'D5', 'Dsus', 'D', 'Em', 'Cmaj7', 'D', 'Em', 'Cmaj7', 'D', 'Am7', 'G/B', 'D', 'B7', 'Cmaj7', 'Dadd4', 'D', 'Bm', 'Em', 'D', 'Bm', 'Em', 'D', 'Bm', 'Em', 'Dsus', 'D', 'Bm', 'Em', 'Dsus', 'D', 'Dsus', 'D', 'Dsus2', 'D5', 'Em', 'C2', 'D', 'Dsus', 'D', 'Em', 'C2', 'D5', 'F#m', 'Dmaj7', 'E', 'F#m', 'Dmaj7', 'E', 'Bm7', 'A/C#', 'E7', 'C#7', 'Dmaj7', 'E', 'F#m', 'D', 'E', 'Esus', 'E5', 'F#m', 'D', 'E']"
"""Stickwitu""",Pussycat Dolls,"['D', 'A', 'D', 'A', 'D', 'A', 'D', 'A', 'D', 'A', 'D', 'A', 'D', 'A', 'E', 'A', 'D', 'A', 'E', 'A', 'D', 'A', 'E', 'A', 'D', 'A', 'E', 'A', 'D', 'A', 'E', 'A', 'D', 'A', 'D', 'A', 'D', 'A', 'D', 'A', 'D', 'A', 'D', 'A', 'D', 'A', 'E', 'D', 'A', 'E', 'A', 'D', 'A', 'E', 'A', 'D', 'A', 'E', 'A', 'D', 'A', 'E', 'A', 'D', 'E', 'A', 'D', 'E', 'A', 'D', 'E', 'A', 'D', 'E', 'A', 'D', 'A', 'E', 'A', 'D', 'A', 'E', 'A', 'D', 'A', 'E', 'A', 'D', 'A', 'E', 'A', 'D', 'A', 'E', 'A', 'D', 'A', 'E', 'A', 'D', 'A', 'E', 'A', 'D', 'A', 'E', 'A']"
"""I'm 'n Luv (wit a Stripper)""",T-Pain featuring Mike Jones,not found
"""My Humps""",The Black Eyed Peas,not found
"""Where'd You Go""",Fort Minor featuring Holly Brook and Jonah Matranga,"['E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'C#m', 'A', 'C#m', 'A']"
