Title,Artist,Chords
"""Cheap Thrills""",Sia featuring Sean Paul,"['F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E']"
"""7 Years""",Lukas Graham,"['Gm', 'Gm', 'Eb', 'F', 'Bb', 'Bb', 'Gm7', 'Bb', 'Eb', 'F', 'Gm7', 'Bb', 'Eb', 'Gm', 'Bb', 'Eb', 'F', 'Gm', 'Bb', 'Eb', 'F', 'Gm7', 'Bb', 'Eb', 'F', 'Gm7', 'Bb', 'Eb', 'Gm', 'Bb', 'Eb', 'F', 'Gm', 'Gm', 'Bb', 'Eb', 'F', 'Gm', 'Gm7', 'Bb', 'Eb', 'Eb', 'F', 'Gm', 'Gm7', 'Bb', 'Eb', 'Gm', 'Bb', 'Eb', 'F', 'Gm', 'Gm', 'Bb', 'Eb', 'F', 'Gm', 'Gm7', 'Bb', 'Eb', 'Eb', 'F', 'Gm', 'Gm7', 'Bb', 'Eb', 'Gm7', 'Bb', 'Eb', 'F', 'Gm', 'Gm7', 'Bb', 'Eb', 'Bb', 'Gm', 'F', 'Bb', 'Bb', 'Eb', 'F', 'Gm', 'Gm', 'Bb', 'Eb', 'F', 'Gm', 'Gm7', 'Bb', 'Eb', 'F', 'Gm7', 'Gm7', 'Bb', 'Eb', 'Gm7', 'Bb', 'Eb', 'F', 'Gm7', 'Gm7', 'Bb', 'Gm7', 'Bb', 'Eb', 'F', 'Gm7', 'Gm7', 'Bb', 'Gm', 'Bb', 'Eb', 'F', 'Gm', 'Bb', 'Eb', 'Bb', 'Gm', 'F', 'Bb']"
"""Needed Me""",Rihanna,"['Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C', 'Em', 'G', 'C']"
"""My House""",Flo Rida,"['Gm', 'Eb', 'Bb', 'Gm', 'Eb', 'Bb', 'Gm', 'Eb', 'Bb', 'Gm', 'Eb', 'Bb', 'Gm', 'Eb', 'Bb', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'Eb', 'Bb', 'Gm', 'Eb', 'Bb', 'Gm', 'Eb', 'Bb', 'Gm', 'Eb', 'Bb', 'Gm', 'Eb', 'Bb', 'Gm', 'Eb', 'Bb', 'Gm', 'Eb', 'Bb', 'Gm', 'Eb', 'Bb', 'Gm', 'Eb', 'Bb', 'Gm', 'Eb', 'Bb', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'Eb', 'Bb', 'Gm', 'Eb', 'Bb', 'Gm', 'Eb', 'Bb', 'Gm', 'Eb', 'Bb', 'Gm', 'Eb', 'Bb', 'Gm', 'Eb', 'Bb', 'Eb', 'D', 'Eb', 'D', 'Eb', 'D', 'Eb', 'D', 'Gm', 'Eb', 'Bb', 'Gm', 'Eb', 'Bb', 'Gm', 'Eb', 'Bb', 'Gm', 'Eb', 'Bb', 'Gm', 'Eb', 'Bb', 'Gm', 'Eb', 'Bb']"
"""I Took a Pill in Ibiza""",Mike Posner,"['Bb', 'Bb', 'F', 'D#', 'Bb', 'Bb', 'F', 'Bb', 'D#', 'F', 'Bb', 'Gm', 'F', 'D#', 'Bb', 'Gm', 'F', 'D#', 'D#', 'Bb', 'F', 'D#', 'Bb', 'Bb', 'F', 'D#', 'Bb', 'Bb', 'F', 'D#', 'Bb', 'Bb', 'F', 'D#', 'Bb', 'Gm', 'F', 'D#', 'Bb', 'Gm', 'F', 'D#', 'D#', 'Bb', 'F', 'D#', 'Bb', 'Bb', 'F', 'D#', 'Bb', 'Bb', 'F', 'D#', 'Bb', 'F', 'D#', 'Bb', 'Bb', 'F', 'D#', 'Bb', 'Gm', 'F', 'D#', 'Bb', 'Gm', 'F', 'D#', 'D#', 'Bb', 'F', 'D#', 'Bb', 'Bb', 'F', 'D#', 'Bb']"
"""Work from Home""",Fifth Harmony featuring Ty Dolla Sign,"['Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G']"
"""This Is What You Came For""",Calvin Harris featuring Rihanna,not found
"""Cake by the Ocean""",DNCE,"['Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C', 'Em', 'Bm', 'Am', 'C']"
"""Me, Myself & I""",G-Eazy and Bebe Rexha,not found
"""Ride""",Twenty One Pilots,not found
"""Heathens""",Twenty One Pilots,not found
"""Pillowtalk""",Zayn,"['E', 'Em', 'F#', 'C#m', 'Bsus4', 'E', 'F#', 'E', 'F#', 'Bsus4', 'E', 'F#', 'E', 'F#', 'Bsus4', 'E', 'F#', 'E', 'F#', 'Bsus4', 'C#m', 'E', 'Bsus4', 'C#m', 'Em', 'Bsus4', 'E', 'F#', 'E', 'F#', 'Bsus4', 'E', 'F#', 'E', 'F#', 'Bsus4', 'E', 'F#', 'E', 'F#', 'Bsus4', 'E', 'F#', 'E', 'F#', 'Bsus4', 'E', 'F#', 'E', 'F#', 'Bsus4', 'E', 'F#', 'E', 'F#', 'Bsus4', 'E', 'F#', 'E', 'F#', 'Bsus4', 'C#m', 'E', 'Bsus4', 'C#m', 'Em', 'Bsus4', 'E', 'F#', 'E', 'F#', 'Bsus4', 'E', 'F#', 'E', 'F#', 'Bsus4']"
"""Stitches""",Shawn Mendes,"['Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'F', 'G', 'Am', 'G', 'F', 'G', 'Am', 'Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'C', 'Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'C', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'F', 'G', 'Am', 'G', 'F', 'G', 'Am', 'Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'C', 'Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'C', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'C', 'Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'C']"
"""Hotline Bling""",Drake,"['Bb', 'Gm', 'C', 'D', 'Bb', 'Bb', 'Gm', 'Bb', 'Gm', 'Bb', 'Gm', 'Bb', 'Gm', 'Gm', 'Bb', 'C', 'Gm', 'Bb', 'D', 'Gm', 'Bb', 'Gm', 'Bb', 'Gm', 'Bb', 'Gm', 'Gm', 'Bb', 'C', 'Gm', 'Bb', 'D', 'Gm', 'Bb', 'Gm', 'Bb', 'Gm', 'Bb', 'Gm', 'Bb', 'Gm', 'C', 'C', 'C', 'Bb', 'Gm', 'Gm', 'C', 'C', 'C', 'Gm', 'Bb', 'Gm', 'Bb', 'Gm', 'Bb', 'Gm', 'Bb', 'Gm']"
"""Cold Water""",Major Lazer featuring Justin Bieber and MØ,not found
"""Send My Love (To Your New Lover)""",Adele,"['D', 'Bm', 'D', 'Bm', 'D', 'Bm', 'D', 'Bm', 'G', 'D', 'Bm', 'G', 'Bm', 'D', 'Bm', 'G', 'Bm', 'D', 'D', 'Bm', 'D', 'Bm', 'D', 'Bm', 'G', 'D', 'Bm', 'G', 'Bm', 'D', 'Bm', 'G', 'Bm', 'D', 'Bm', 'G', 'Bm', 'D', 'Bm', 'D', 'Bm', 'G', 'D', 'Bm', 'G', 'Bm', 'D', 'Bm', 'G', 'Bm', 'D', 'Bm', 'G', 'Bm', 'D', 'Bm', 'G', 'Bm']"
"""Roses""",The Chainsmokers featuring Rozes,"['E', 'E', 'E', 'E', 'E', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'B', 'C#m', 'A', 'E', 'B', 'B', 'C#m', 'A', 'E', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'B', 'C#m', 'A', 'E', 'B', 'B', 'C#m', 'A', 'E']"
"""Treat You Better""",Shawn Mendes,"['Bbm', 'Ab', 'Gb', 'Bbm', 'Ab', 'Gb', 'Bbm', 'Ab', 'Gb', 'Bbm', 'Ab', 'Gb', 'Bbm', 'Ab', 'Gb', 'Bbm', 'Ab', 'Gb', 'Db', 'Bbm', 'Ab', 'Gb', 'Db', 'Bbm', 'Ab', 'Gb', 'Db', 'Bbm', 'Ab', 'Gb', 'Bbm', 'Ab', 'Gb', 'Bbm', 'Ab', 'Gb', 'Bbm', 'Ab', 'Gb', 'Bbm', 'Ab', 'Gb', 'Bbm', 'Ab', 'Gb', 'Db', 'Bbm', 'Ab', 'Gb', 'Db', 'Bbm', 'Ab', 'Gb', 'Db', 'Bbm', 'Ab', 'Gb', 'Bbm', 'Ab', 'Gb', 'Dsus2', 'Bbm', 'Ab', 'Gb', 'Dsus2', 'Bbm', 'Ab', 'Db', 'Gb', 'Bbm', 'Ab', 'Gb', 'Bbm', 'Ab', 'Db', 'Gb', 'Bbm', 'Ab', 'Gb', 'Bbm', 'Ab', 'Gb', 'Db', 'Bbm', 'Ab', 'Gb', 'Db', 'Bbm', 'Ab', 'Gb', 'Db', 'Bbm', 'Ab', 'Gb', 'Db', 'Ab', 'Gb', 'Dbsus2', 'Db', 'Ab', 'Gb', 'Dbsus2', 'Db', 'Ab', 'Gb', 'Bbm']"
