Title,Artist,Chords
"""Disco Inferno""",50 Cent,not found
"""You and Me""",Lifehouse,"['G', 'C', 'G/F#', 'G/B', 'Em', 'D', 'C', 'G', 'C', 'G/F#', 'G/B', 'Em', 'D', 'C', 'G', 'C', 'G/F#', 'G/B', 'Em', 'D', 'C', 'G', 'Am', 'C', 'Em', 'G', 'Em', 'D', 'G', 'Am', 'C', 'Em', 'G', 'Em', 'D', 'C', 'G', 'C', 'G/F#', 'G/B', 'Em', 'D', 'C', 'G', 'C', 'G/F#', 'G/B', 'Em', 'D', 'C', 'G', 'Am', 'C', 'Em', 'G', 'Em', 'D', 'G', 'Am', 'C', 'Em', 'G', 'Em', 'D', 'C', 'Bm', 'C', 'G', 'D', 'Em', 'Am', 'D', 'Bm', 'Cm', 'Cm/D', 'Cm/Eb', 'Cm/F', 'G', 'Am', 'C', 'Em', 'G', 'Em', 'D', 'G', 'Am', 'C', 'Em', 'G', 'C', 'D', 'G', 'Am', 'C', 'Em', 'G', 'Em', 'D', 'G', 'Am', 'C', 'Em', 'G', 'Em', 'D', 'G', 'C', 'D', 'G/B', 'Em', 'D', 'C', 'G', 'C', 'G/F#', 'G/B', 'Em', 'D', 'C']"
"""Don't Phunk with My Heart""",The Black Eyed Peas,"['Fm', 'Eb', 'D', 'Fm', 'C', 'Eb', 'D', 'Fm', 'C', 'Fm', 'Eb', 'Fm', 'Eb', 'Fm', 'Fm9', 'Eb', 'D', 'Fm', 'Fm9', 'Eb', 'D', 'Fm', 'Eb', 'Fm', 'Eb', 'Fm', 'Fm', 'Fm9', 'Fm', 'Fm', 'Fm9', 'Eb', 'D', 'Fm', 'Eb', 'Fm', 'Eb', 'Fm', 'Fm', 'Fm9', 'Eb', 'D', 'Fm', 'Fm', 'Fm', 'Eb', 'Fm', 'Eb', 'Fm', 'Eb', 'Fm', 'Eb', 'Fm', 'Eb', 'D', 'Fm', 'C', 'Fm9']"
"""Lose Control""",Missy Elliott featuring Ciara and Fatman Scoop,not found
"""Shake It Off""",Mariah Carey,"['Bm', 'A', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G']"
"""Mr. Brightside""",The Killers,"['C', 'C/B', 'F', 'C', 'C/B', 'F', 'C', 'C/B', 'F', 'C', 'C/B', 'F', 'C', 'C/B', 'F', 'Am', 'G', 'F', 'Am', 'G', 'F', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'Fmaj7', 'Am', 'G', 'C', 'Fadd9', 'Am', 'G', 'C', 'Fadd9', 'Am', 'G', 'C', 'C/B', 'F', 'C', 'C/B', 'F', 'C', 'C/B', 'F', 'C', 'C/B', 'F', 'Am', 'G', 'F', 'Am', 'G', 'F', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'Fmaj7', 'Am', 'G', 'C', 'Fadd9', 'Am', 'G', 'C', 'Fadd9', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G']"
"""Just a Lil Bit""",50 Cent,not found
"""Pon de Replay""",Rihanna,"['F#m', 'Bm', 'Dbm', 'F#m', 'F#m', 'Bm', 'F#m', 'Bm', 'Db', 'F#m', 'Db', 'B', 'F#m', 'Bm', 'F#m', 'Db', 'F#m', 'B', 'F#m', 'B', 'F#m', 'F#m', 'Bm', 'F#m', 'B', 'F#m', 'B', 'F#m', 'B', 'F#m', 'B', 'F#m', 'B', 'F#m', 'F#m', 'F#m', 'F#m', 'Db', 'F#m', 'Db', 'Bm', 'F#m', 'Bm', 'F#m', 'Db', 'F#m', 'B', 'F#m', 'B', 'F#m', 'F#m', 'Bm', 'F#m', 'B', 'F#m', 'B', 'F#m', 'B', 'F#m', 'B', 'F#m', 'B', 'F#m', 'F#m', 'F#m', 'F#m', 'F#m', 'A', 'F#m', 'Bm', 'F#m', 'Bm', 'F#m', 'Bm', 'F#m', 'Bm', 'F#m', 'B', 'F#m', 'B', 'F#m', 'B', 'F#m', 'B', 'F#m', 'B']"
"""How We Do""",The Game featuring 50 Cent,not found
"""Beverly Hills""",Weezer,not found
"""Oh""",Ciara featuring Ludacris,"['G', 'Cm', 'G', 'D', 'G', 'Cm', 'G', 'D', 'G', 'Cm', 'G', 'D', 'G', 'Cm', 'G', 'D', 'G', 'Cm', 'G', 'D', 'G', 'Cm', 'G', 'D', 'G', 'Cm', 'G', 'D', 'G', 'Cm', 'G', 'D', 'G', 'Cm', 'G', 'D', 'G', 'Cm', 'G', 'D', 'G', 'Cm', 'G', 'D', 'G', 'Cm', 'G', 'D', 'G', 'Cm', 'G', 'D', 'G', 'Cm', 'G', 'D', 'G', 'Cm', 'G', 'D', 'G']"
"""Lonely No More""",Rob Thomas,"['Am', 'Dm', 'G', 'C', 'C/B', 'Am', 'Dm', 'G', 'C', 'C/B', 'Am', 'Dm', 'G', 'E', 'E7', 'Am', 'Dm', 'F', 'E', 'E7', 'Am', 'Dm', 'F', 'E', 'E7', 'Am', 'Am', 'Dm', 'G', 'C', 'C/B', 'Am', 'Dm', 'G', 'E', 'E7', 'Am', 'Dm', 'G', 'C', 'C/B', 'Am', 'Dm', 'G', 'E', 'E7', 'Am', 'Am', 'Dm', 'G', 'E7', 'Am', 'Dm', 'G', 'E7', 'Am', 'Dm', 'F', 'E', 'E7', 'Am', 'Am', 'Dm', 'Dm', 'F', 'E', 'Am', 'Am', 'Dm', 'G', 'C', 'C/B', 'Am', 'Dm', 'G', 'E', 'E7', 'Am', 'Dm', 'G', 'C', 'C/B', 'Am', 'Dm', 'G', 'E', 'E7', 'Am', 'Am', 'Dm', 'G', 'E7', 'Am', 'Dm', 'G', 'E7', 'Dm', 'Am', 'Dm', 'G', 'Am', 'Dm', 'Am', 'Dm', 'G', 'E', 'E7', 'Am', 'Dm', 'G', 'C', 'C/B', 'Am', 'Dm', 'G', 'E', 'E7', 'Am', 'Dm', 'G', 'C', 'C/B', 'Am', 'Dm', 'G', 'E', 'Am', 'Dm', 'G', 'E7', 'Am', 'Dm', 'G', 'E7', 'Am', 'Dm', 'G', 'E7', 'Am', 'Dm', 'G', 'E7', 'Am', 'Dm', 'G', 'E7', 'Am', 'Dm', 'G', 'E7', 'Am', 'Dm', 'G', 'E7']"
"""Drop It Like It's Hot""",Snoop Dogg featuring Pharrell,"['Dm7', 'Fmaj7', 'Esus4', 'E', 'Am', 'F', 'E', 'Dm7', 'Fmaj7', 'Esus4', 'E', 'Am', 'Am', 'F', 'F', 'E', 'E', 'Dm7', 'Fmaj7', 'Esus4', 'E', 'Am', 'Am', 'F', 'F', 'E', 'Dm7', 'Fmaj7', 'Esus4', 'E', 'Am', 'F', 'E', 'Dm7', 'Fmaj7', 'Esus4', 'E', 'Am', 'Am', 'F', 'F', 'E', 'E', 'Am', 'Am', 'F', 'F', 'E', 'E', 'Dm7', 'Fmaj7', 'Esus4', 'E', 'Am', 'F', 'E', 'Dm7', 'Fmaj7', 'Esus4', 'E', 'Am', 'Am', 'F', 'F', 'E', 'Dm7', 'Fmaj7', 'Esus4', 'E', 'Am', 'Am', 'F', 'F', 'E', 'E', 'Dm7', 'Fmaj7', 'Esus4', 'E', 'Am', 'F', 'E', 'Dm7', 'Fmaj7', 'Esus4', 'E', 'Dm7', 'Fmaj7', 'Esus4', 'E']"
"""Hate It or Love It""",The Game featuring 50 Cent,"['C', 'Am', 'Em', 'Em', 'C', 'Am', 'Em', 'Em', 'C', 'Am', 'Em', 'Em', 'C', 'Am', 'Em', 'Em', 'C', 'Am', 'Em', 'Em', 'C', 'Am', 'Em', 'Em', 'C', 'Am', 'Em', 'Em', 'C', 'Am', 'Em', 'Em', 'C', 'Am', 'Em', 'Em', 'C', 'Am', 'Em', 'Em', 'C', 'Am', 'Em', 'Em', 'C', 'Am', 'Em', 'Em', 'C', 'Am', 'Em', 'Em', 'C', 'Am', 'Em', 'Em', 'C', 'Am', 'Em', 'Em', 'C', 'Am', 'Em', 'Em', 'C', 'Am', 'Em', 'Em', 'C', 'Am', 'Em', 'Em', 'C', 'Am', 'Em', 'Em']"
"""Lovers & Friends""",Lil Jon & the East Side Boyz featuring Usher and Ludacris,not found
"""Soldier""",Destiny's Child featuring T.I. and Lil Wayne,not found
"""Breakaway""",Kelly Clarkson,"['Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'Am', 'G', 'D', 'F', 'G', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'G', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'G', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'Am', 'G', 'D', 'F', 'G', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'G', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'G', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'D', 'F', 'G', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'G', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'G', 'F', 'Am', 'G', 'F', 'Am', 'G', 'F', 'G', 'G', 'Am', 'Em', 'F', 'G', 'Am', 'Em', 'F', 'G', 'Am', 'Em', 'F', 'G', 'Am', 'Em', 'F', 'G', 'Am', 'Em', 'F', 'G', 'Bm', 'C', 'G', 'Bm', 'C', 'G', 'Em', 'C', 'G', 'Am', 'Em', 'D', 'Am', 'G', 'G', 'Am', 'Em', 'F', 'G', 'Am', 'Em', 'F', 'G', 'Am', 'Em', 'F', 'G', 'Bm', 'C', 'G', 'Bm', 'C', 'G', 'Em', 'C', 'G', 'Am', 'Em', 'D', 'Am', 'C', 'C', 'Em', 'C', 'G', 'C', 'Em', 'C', 'Bm', 'C', 'G', 'Em', 'C', 'G', 'Bm', 'C', 'G', 'Bm', 'C', 'G', 'Em', 'C', 'G', 'Am', 'Em', 'Bm', 'C', 'G', 'Bm', 'C', 'G', 'Em', 'C', 'G', 'Am', 'Em', 'Am', 'Em', 'D', 'Am', 'G', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'Em', 'C', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'Am', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'Em', 'C', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'Am', 'Em', 'C', 'G', 'D', 'Am', 'G', 'Am', 'Em', 'Am', 'G', 'Am', 'C', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'Am', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'Am', 'Em', 'C', 'G', 'D', 'Em', 'Em', 'C', 'D', 'G', 'Bm', 'Em', 'D', 'G', 'Bm', 'Em', 'D', 'G', 'Bm', 'Em', 'D', 'G', 'Bm', 'Em', 'D', 'C', 'D', 'Em', 'C', 'D', 'Am', 'G', 'D', 'B', 'C', 'D', 'G', 'Bm', 'Em', 'D', 'G', 'Bm', 'Em', 'D', 'G', 'Bm', 'Em', 'D', 'G', 'Bm', 'Em', 'D', 'C', 'D', 'Em', 'C', 'D', 'Am', 'G', 'D', 'B', 'C', 'D', 'Bm', 'Em', 'D', 'Bm', 'Em', 'D', 'Bm', 'Em', 'D', 'Bm', 'Em', 'D', 'C', 'D', 'Em', 'C', 'D', 'F#m', 'D', 'E', 'F#m', 'D', 'E', 'C#', 'Bm', 'A', 'E', 'C#', 'D', 'E', 'F#m', 'D', 'E', 'F#m', 'D', 'E', 'Am', 'Am', 'Dm', 'G', 'Am', 'Dm', 'G', 'Am', 'C', 'G', 'Dm', 'Am', 'G', 'C', 'G', 'Dm', 'Am', 'G', 'Am', 'Am', 'Dm', 'G', 'Am', 'Am', 'Dm', 'G', 'Am', 'C', 'G', 'Dm', 'Am', 'G', 'C', 'G', 'Dm', 'Am', 'G', 'Am', 'Am', 'Em', 'F', 'G', 'Am', 'Em', 'F', 'G', 'Am', 'F', 'E', 'F', 'Am', 'F', 'E', 'C', 'G', 'Dm', 'Am', 'G', 'C', 'G', 'Dm', 'Am', 'G', 'Am', 'Dm', 'G', 'Am', 'Dm', 'G', 'Am', 'Em', 'C', 'D', 'B7', 'Em', 'C', 'D', 'B7', 'Am', 'C', 'D', 'B7', 'Am', 'C', 'D', 'B7', 'Em', 'C', 'D', 'B7', 'Em', 'C', 'D', 'B7', 'Am', 'C', 'D', 'B7', 'Am', 'C', 'D', 'B7', 'Em', 'C', 'D', 'B7', 'Em', 'C', 'D', 'B7', 'Em', 'C', 'D', 'B7', 'Em', 'C', 'Am', 'B7', 'Am', 'B7', 'Em', 'C', 'D', 'B7', 'Em', 'C', 'D', 'B7', 'Am', 'C', 'D', 'B7', 'Am', 'C', 'D', 'B7', 'Em', 'C', 'D', 'B7', 'Em', 'C', 'D', 'B7', 'Em', 'C', 'D', 'B7', 'Em', 'C', 'Am', 'B7', 'Am', 'B7', 'Em', 'G', 'F#', 'Am', 'Em', 'G', 'Am', 'F#', 'Em', 'G', 'F#', 'Am', 'Em', 'G', 'Am', 'F#', 'Em', 'G', 'F#', 'Am', 'Em', 'G', 'Am', 'F#', 'Em', 'G', 'F#', 'Am', 'Em', 'G', 'Am', 'F#', 'Em', 'C', 'D', 'B7', 'Em', 'C', 'D', 'B7', 'Em', 'C', 'D', 'B7', 'Em', 'C', 'Am', 'B7', 'Am', 'B7', 'C', 'Bb', 'F', 'C', 'C', 'F', 'Bb', 'C', 'C', 'F', 'Bb', 'C', 'C', 'Gm', 'F', 'G', 'Gm', 'F', 'C', 'Gm', 'F', 'C', 'Bb', 'Dm', 'Am', 'Em', 'Bb', 'F', 'C', 'C', 'F', 'Bb', 'C', 'C', 'F', 'Bb', 'Dm', 'G', 'Gm', 'F', 'C', 'Gm', 'F', 'C', 'Bb', 'Dm', 'Am', 'Em', 'Bb', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'Am', 'Em', 'Am', 'Em', 'Bb', 'C', 'Gm', 'F', 'Gm', 'Gm', 'F', 'C', 'Gm', 'F', 'C', 'Bb', 'Dm', 'Am', 'Em', 'Bb', 'F', 'Gm', 'F', 'C', 'Gm', 'F', 'C', 'Bb', 'Dm', 'Am', 'Em', 'Bb', 'F', 'C', 'F', 'Bb', 'C', 'C', 'F', 'Bb', 'C', 'E', 'G6', 'A6', 'A7', 'E', 'G6', 'A6', 'A7', 'E', 'G6', 'A6', 'A7', 'E', 'G6', 'A6', 'A7', 'E', 'G6', 'A6', 'A7', 'E', 'D', 'A', 'A7', 'E', 'D', 'A', 'A7', 'E', 'D', 'A', 'A7', 'E', 'G6', 'A6', 'A7', 'E', 'G6', 'A6', 'A7', 'E', 'G6', 'A6', 'A7', 'E', 'G6', 'A6', 'A7', 'E', 'D', 'A', 'A7', 'E', 'D', 'A', 'A7', 'E', 'D', 'A', 'A7', 'E', 'G6', 'A', 'C', 'E', 'G6', 'A', 'C', 'E', 'D', 'A', 'A7', 'E', 'D', 'A', 'A7', 'E', 'G6', 'A6', 'A7', 'E', 'G6', 'A6', 'A7', 'E', 'G6', 'A6', 'A7', 'E', 'Am', 'G', 'D7', 'F', 'G', 'Am', 'G', 'D7', 'F', 'G', 'Am', 'G', 'D7', 'F', 'G', 'F', 'G', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'G', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'G', 'D7', 'F', 'G', 'Am', 'G', 'D7', 'F', 'G', 'Am', 'G', 'D7', 'F', 'G', 'Am', 'G', 'D7', 'F', 'G', 'F', 'G', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'G', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'G', 'D7', 'F', 'G', 'Am', 'F', 'C', 'G', 'C', 'F', 'Dm', 'C', 'F', 'G', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'G', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'G', 'D7', 'F', 'G', 'Am', 'F', 'C', 'G', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'G', 'D7', 'F', 'G', 'D7', 'F', 'G', 'Am', 'G', 'D7', 'F', 'Am', 'Dm', 'F', 'G', 'Am', 'Dm', 'F', 'G', 'Am', 'Dm', 'F', 'G', 'Am', 'F', 'G', 'Dm', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'Am', 'G', 'F#m', 'F', 'Am', 'Dm', 'F', 'G', 'Am', 'Dm', 'F', 'G', 'Am', 'F', 'G', 'Dm', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'Am', 'G', 'F#m', 'F', 'Am', 'Dm', 'F', 'G', 'Am', 'F', 'G', 'Dm', 'Am', 'F', 'G', 'Dm', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'Am', 'G', 'F#m', 'F', 'Am', 'G', 'F#m', 'G', 'Am', 'G', 'F#m', 'G', 'Am', 'G', 'F#m', 'F', 'Am', 'Em', 'Am', 'Em', 'Am', 'Em', 'Am', 'Em', 'C', 'Am', 'Em', 'Am', 'Em', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Am', 'Em', 'Am', 'Em', 'Am', 'Em', 'Am', 'Em', 'Am', 'Em', 'Am', 'Em', 'Am', 'Em', 'C', 'Am', 'Em', 'Am', 'Em', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Cmaj7', 'C', 'F', 'Fsus2', 'Cmaj7', 'C', 'F', 'Fsus2', 'Cmaj7', 'C', 'F', 'Fsus2', 'Cmaj7', 'C', 'F', 'Fsus2', 'Dm', 'G', 'Am', 'Em', 'Am', 'F', 'Fm', 'G', 'F', 'G', 'F', 'C', 'G', 'F', 'G', 'F', 'C', 'Cmaj7', 'C', 'F', 'Fsus2', 'Cmaj7', 'C', 'F', 'Fsus2', 'Cmaj7', 'C', 'F', 'Fsus2', 'Dm', 'G', 'Am', 'Em', 'Am', 'F', 'Fm', 'G', 'F', 'G', 'F', 'C', 'G', 'F', 'G', 'F', 'C', 'Fm', 'Eb', 'Bb', 'Eb', 'Bb', 'Cm', 'Fm', 'Eb', 'Bb', 'Cmaj7', 'C', 'F', 'Fsus2', 'Cmaj7', 'C', 'Cmaj7', 'C', 'F', 'Fsus2', 'Cmaj7', 'C', 'F', 'Fsus2', 'Cmaj7', 'C', 'F', 'Fsus2', 'Am', 'G', 'G', 'F', 'G', 'F', 'C', 'G', 'F', 'G', 'F', 'C', 'Cmaj7', 'C', 'F', 'Fsus2', 'Cmaj7', 'C', 'F', 'Fsus2', 'Cmaj7', 'C', 'F', 'Fsus2']"
"""Switch""",Will Smith,not found
