Title,Artist,Chords
"""Unholy""",Sam Smith and Kim Petras,"['C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'C#', 'D', 'C#', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D', 'C#', 'D']"
"""You Proof""",Morgan Wallen,"['D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A']"
"""Something in the Orange""",Zach Bryan,"['Em7', 'G', 'G', 'Em', 'Em7', 'D/F#', 'G', 'G', 'D/F#', 'Em', 'Em7', 'D/F#', 'G', 'G', 'D/F#', 'Em7', 'Em7', 'D/F#', 'G', 'G', 'D/F#', 'Em7', 'Em7', 'D/F#', 'G', 'G', 'D/F#', 'Em7', 'Cadd9', 'G', 'D', 'Em7', 'Cadd9', 'G', 'D', 'Em7', 'Cadd9', 'G', 'D', 'Em7', 'Cadd9', 'G', 'D', 'Em7', 'Cadd9', 'G', 'D', 'Em7', 'Em7', 'D/F#', 'G', 'G', 'D/F#', 'Em7', 'Em7', 'D/F#', 'G', 'G', 'D/F#', 'Em7', 'Cadd9', 'G', 'D', 'Em7', 'Cadd9', 'G', 'D', 'Em7', 'Cadd9', 'G', 'D', 'Em7', 'Cadd9', 'G', 'D', 'Em7', 'Cadd9', 'G', 'D', 'Em7', 'Cadd9', 'G', 'D', 'Em7', 'Cadd9', 'G', 'D', 'Em7', 'Cadd9', 'G', 'D', 'Em7', 'Cadd9', 'G', 'D', 'Em7', 'D', 'Em']"
"""Rich Flex""",Drake and 21 Savage,not found
"""As It Was""",Harry Styles,"['Am', 'D', 'G', 'C', 'Am', 'D', 'G', 'C', 'Am', 'D', 'G', 'C', 'Am', 'D', 'G', 'C', 'Am', 'D', 'G', 'C', 'Am', 'D', 'G', 'C', 'Am', 'D', 'G', 'C', 'Am', 'D', 'G', 'C', 'Am', 'D', 'G', 'C', 'Am', 'D', 'G', 'C', 'Am', 'D', 'G', 'C', 'Am', 'D', 'G', 'Am', 'D', 'G', 'C', 'Am', 'D', 'G']"
"""Rock and a Hard Place""",Bailey Zimmerman,"['Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'C', 'C', 'Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'Am', 'G/B', 'F', 'C', 'Am', 'C', 'F', 'F', 'G', 'F', 'Am', 'C', 'F', 'Am', 'Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'Am', 'C', 'F', 'Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'Am', 'G/B', 'F', 'C', 'Am', 'C', 'F', 'F', 'G', 'F', 'Am', 'C', 'F', 'C', 'Am', 'G/B', 'F', 'F', 'G', 'F', 'Am', 'G/B', 'F', 'Am', 'G', 'F', 'C', 'Am', 'C', 'F', 'Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'F', 'G', 'F', 'G', 'F', 'Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'C']"
"""Under the Influence""",Chris Brown,"['Am', 'Cadd9', 'Fmaj7', 'G', 'Am', 'Cmaj9', 'Fmaj7', 'G', 'Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'G', 'Am', 'Em', 'F', 'G', 'Am', 'Em', 'F', 'G']"
"""Cruel Summer""",Taylor Swift,"['C', 'G', 'D', 'Bm', 'Bm', 'Em', 'Em', 'C', 'G', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'G', 'Bm', 'Em', 'C', 'G', 'Bm', 'Em', 'C', 'G', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'G', 'Bm', 'Em', 'C', 'G', 'Bm', 'Em', 'C', 'G', 'G', 'Bm', 'Em', 'C', 'G', 'Bm', 'Em', 'C', 'G', 'Bm', 'Em', 'C', 'G', 'Bm', 'Em', 'C', 'G', 'G', 'Bm', 'Em', 'C', 'G', 'Bm', 'Em', 'C', 'G']"
"""Thinkin' Bout Me""",Morgan Wallen,"['D#m', 'C#', 'B', 'F#', 'G#m', 'D#m', 'C#', 'B', 'F#', 'G#m', 'D#m', 'C#', 'B', 'F#', 'G#m', 'D#m', 'C#', 'B', 'F#', 'G#m', 'D#m', 'C#', 'B', 'F#', 'G#m', 'D#m', 'C#', 'B', 'F#', 'G#m', 'D#m', 'C#', 'B', 'F#', 'G#m', 'D#m', 'C#', 'B', 'F#', 'G#m', 'D#m', 'C#', 'B', 'F#', 'G#m', 'D#m', 'C#', 'B', 'F#', 'G#m', 'D#m', 'C#', 'B', 'F#', 'G#m', 'D#m', 'C#', 'B', 'F#', 'G#m', 'D#m', 'D#m', 'C#', 'B', 'F#', 'G#m', 'D#m', 'C#', 'B', 'F#', 'G#m', 'D#m', 'C#', 'B', 'F#', 'G#m', 'D#m', 'C#', 'B', 'F#', 'G#m', 'D#m', 'C#', 'B', 'F#', 'G#m', 'D#m', 'B', 'G#m', 'D#m', 'C#', 'B', 'F#', 'G#m', 'D#m', 'C#', 'B', 'F#', 'G#m', 'D#m', 'C#', 'B', 'F#', 'G#m', 'D#m', 'C#', 'B', 'F#', 'G#m', 'D#m', 'C#', 'B', 'F#', 'G#m', 'D#m']"
"""Boy's a Liar Pt. 2""",PinkPantheress and Ice Spice,not found
"""Favorite Song""",Toosii,"['D', 'A', 'Bm', 'A', 'G', 'D', 'A', 'Bm', 'A', 'G', 'D', 'A', 'Bm', 'A', 'G', 'D', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'A', 'G', 'D', 'A', 'Bm', 'A', 'G', 'D', 'A', 'Bm', 'A', 'G', 'D', 'A', 'Bm', 'A', 'G', 'D', 'A', 'Bm', 'A', 'G', 'D', 'A', 'Bm', 'A', 'G', 'D', 'A', 'Bm', 'A', 'G', 'D', 'A', 'Bm', 'A', 'G']"
"""Thought You Should Know""",Morgan Wallen,"['G', 'D/F#', 'Am7', 'G', 'D/F#', 'Am7', 'G', 'D/F#', 'Am7', 'Cadd9', 'G/B', 'Am7', 'G', 'D/F#', 'Am7', 'G', 'D/F#', 'Am7', 'G', 'D/F#', 'Am7', 'G', 'D/F#', 'Am7', 'G', 'D/F#', 'Am7', 'G', 'D/F#', 'Am7', 'G', 'D/F#', 'Am7', 'G', 'D/F#', 'Am7', 'Cadd9', 'G/B', 'Am7', 'G', 'D/F#', 'Am7', 'G', 'D/F#', 'Am7', 'G', 'D/F#', 'Am7', 'G', 'D/F#', 'Am7', 'G', 'D/F#', 'Am7', 'G', 'D/F#', 'Am7', 'Cadd9', 'G/B', 'Am7', 'G', 'D/F#', 'Am7', 'G', 'D/F#', 'Am7', 'G', 'D/F#', 'Am7', 'G', 'D/F#', 'Am7', 'G', 'D/F#', 'Am7', 'G', 'D/F#', 'Am7', 'G', 'D/F#', 'Am7', 'G', 'D/F#', 'Am7', 'G', 'D/F#', 'Am7']"
"""Thank God""",Kane Brown and Katelyn Brown,not found
"""Sure Thing""",Miguel,"['Dmaj7', 'Fm7', 'Amaj7/E', 'Gmaj7/D', 'Dmaj7', 'Fm7', 'Amaj7/E', 'Gmaj7/D', 'Dmaj7', 'Fm7', 'Amaj7/E', 'Gmaj7/D', 'Dmaj7', 'Fm7', 'Amaj7/E', 'Gmaj7/D', 'Dmaj7', 'Fm7', 'Amaj7/E', 'Gmaj7/D']"
"""All My Life""",Lil Durk featuring J. Cole,not found
"""Ella Baila Sola""",Eslabon Armado and Peso Pluma,"['Em', 'B7', 'Em', 'D', 'Db', 'C', 'D', 'B7', 'Em', 'D', 'C', 'D', 'B7', 'Em', 'D', 'C', 'D', 'B7', 'Em', 'D', 'C', 'D', 'B7', 'Em', 'D', 'C', 'D', 'B7', 'Em', 'D', 'C', 'D', 'B7', 'Em', 'D', 'C', 'D', 'B7', 'Em', 'D', 'C', 'D', 'B7', 'Em', 'D', 'C', 'D', 'B7', 'Em', 'D', 'C', 'D', 'B7', 'Em', 'D', 'C', 'D', 'B7', 'Em', 'D', 'C', 'D', 'B7', 'Em', 'D', 'C', 'D', 'B7', 'Em', 'D', 'C', 'D', 'B7', 'Em', 'D', 'C', 'D', 'B7', 'Em', 'D', 'C', 'D', 'B7', 'Em', 'D', 'C', 'D', 'Dsus2', 'D', 'Db', 'C', 'B7', 'Em']"
"""Karma""",Taylor Swift featuring Ice Spice,"['D', 'Am7', 'C', 'G', 'D', 'Am7', 'C', 'G', 'D', 'Am7', 'C', 'G', 'D', 'Am7', 'C', 'G', 'D', 'Am7', 'C', 'G', 'D', 'Am7', 'C', 'G', 'D', 'Am7', 'C', 'G', 'D', 'Am7', 'C', 'G', 'D', 'Am7', 'C', 'G', 'D', 'Am7', 'C', 'G', 'D', 'Am7', 'C', 'G', 'Bm', 'G', 'F#m', 'A', 'D', 'Am7', 'C', 'G', 'D', 'Am7', 'C', 'G', 'D', 'Am7', 'C', 'G', 'D', 'Am7', 'C', 'G', 'D', 'Am7', 'C', 'G', 'D', 'Am7', 'C', 'G', 'D']"
"""Just Wanna Rock""",Lil Uzi Vert,not found
"""Cuff It""",Beyoncé,not found
"""Vampire""",Olivia Rodrigo,"['Gm', 'D', 'F#7', 'G', 'Gm', 'D', 'F#7', 'G', 'Gm', 'D', 'F#7', 'G', 'Gm', 'Em', 'A7', 'D', 'F#7', 'G', 'Gm', 'D', 'F#7', 'G', 'Gm', 'D', 'D', 'F#7', 'G', 'Gm', 'D', 'F#7', 'G', 'Gm', 'Em', 'A7', 'D', 'F#7', 'G', 'Gm', 'D', 'F#7', 'G', 'Gm', 'D', 'D', 'D', 'D', 'G', 'Gm', 'D', 'A', 'G', 'Gm', 'D', 'A', 'G', 'Gm', 'D', 'A', 'Em', 'A7', 'D', 'F#7', 'G', 'Gm', 'D', 'F#7', 'G', 'Gm', 'D']"
"""FukUMean""",Gunna,"['C#m', 'C#m', 'C#m', 'F#m', 'C#m', 'C#m', 'C#m', 'F#m', 'C#m', 'C#m', 'C#m', 'F#m', 'C#m', 'C#m', 'C#m', 'F#m', 'C#m', 'C#m', 'C#m', 'F#m', 'C#m', 'C#m', 'C#m', 'F#m', 'C#m', 'C#m', 'C#m', 'F#m', 'C#m', 'C#m', 'C#m', 'F#m', 'C#m', 'C#m', 'C#m', 'F#m', 'C#m', 'C#m', 'C#m', 'F#m', 'C#m', 'C#m', 'C#m', 'F#m', 'C#m', 'C#m', 'C#m', 'F#m', 'C#m', 'C#m', 'C#m', 'F#m', 'C#m', 'C#m', 'C#m', 'F#m', 'C#m', 'C#m', 'C#m', 'F#m', 'C#m', 'C#m', 'C#m', 'F#m', 'C#m', 'F#m', 'C#m', 'F#m']"
"""Lavender Haze""",Taylor Swift,"['D', 'E', 'Bm', 'D', 'E', 'Bm', 'D', 'E', 'Bm', 'D', 'E', 'Bm', 'D', 'E', 'Bm', 'D', 'E', 'Bm', 'D', 'E', 'Bm', 'D', 'E', 'Bm', 'D', 'E', 'Bm', 'D', 'E', 'Bm', 'D', 'E', 'Bm', 'D', 'E', 'Bm', 'D', 'E', 'Bm', 'D', 'E', 'Bm', 'D', 'E', 'Bm', 'Bm', 'D', 'E', 'Bm', 'Bm', 'D', 'E', 'Bm', 'D', 'E', 'Bm', 'D', 'E', 'Bm', 'Bm', 'D', 'E', 'Bm', 'Bm']"
"""Players""",Coi Leray,not found
"""Need a Favor""",Jelly Roll,"['Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em']"
"""Dance the Night""",Dua Lipa,"['Fm', 'C', 'Fm', 'C', 'Fm', 'C', 'Fm', 'C', 'Fm', 'C', 'Fm', 'C', 'Fm', 'C', 'Bbm', 'C', 'Fm', 'Fm', 'C', 'C', 'Fm', 'Fm', 'Fm', 'C', 'C', 'Fm', 'Fm', 'C', 'Fm', 'C', 'C', 'Fm', 'C', 'Fm', 'C', 'Bbm', 'C', 'Fm', 'C', 'Fm', 'C', 'Fm', 'C', 'Fm', 'C', 'Fm', 'Fm', 'C', 'C', 'Fm', 'Fm', 'Fm', 'C', 'C', 'Fm', 'C', 'Fm', 'C', 'Bbm', 'C', 'Em7', 'A7', 'G', 'Cmaj13', 'Em7', 'A7', 'G', 'Cmaj13', 'Em7', 'A7', 'G', 'Cmaj13', 'Em7', 'A7', 'G', 'Cmaj13', 'Am', 'Am', 'Am', 'Am', 'Am', 'Dm', 'Em', 'Am', 'Dm', 'Em', 'Am', 'Am', 'Dm', 'Em', 'Am', 'Am', 'Dm', 'Em', 'Am', 'Am', 'Dm', 'Em', 'Am', 'Am', 'Dm', 'Em', 'Am', 'Dm', 'Em', 'Am', 'Am', 'Dm', 'Am', 'Am', 'Am', 'Am', 'Am', 'Dm', 'Em', 'Am', 'Dm', 'Em', 'Am', 'Am', 'Dm', 'Em', 'Am', 'Am', 'Dm', 'Em', 'Am', 'Am', 'Dm', 'Em', 'Am', 'Am', 'Dm', 'Em', 'Am', 'Dm', 'Em', 'Am', 'Am', 'Dm', 'F', 'G', 'Em', 'F', 'G', 'Em', 'G', 'F', 'G', 'Em', 'F', 'G', 'Em', 'G', 'Am', 'Am', 'Am']"
"""Love You Anyway""",Luke Combs,"['C', 'F', 'C', 'G', 'C', 'F', 'C', 'Am', 'G', 'F', 'C', 'F', 'C', 'Am', 'G', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'F', 'C', 'F', 'C', 'G', 'Am', 'G', 'C', 'Am', 'G', 'C', 'F', 'C', 'F', 'C', 'Am', 'G', 'F', 'C', 'F', 'C', 'Am', 'G', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'F', 'C', 'F', 'C', 'G', 'Am', 'G', 'C', 'Am', 'G', 'C', 'F', 'C', 'G', 'F', 'C', 'F', 'C', 'G', 'Am', 'G', 'C', 'Am', 'G', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'C', 'G', 'C']"
"""One Thing at a Time""",Morgan Wallen,not found
"""Superhero (Heroes & Villains)""","Metro Boomin, Future and Chris Brown",not found
"""Bad Habit""",Steve Lacy,not found
"""La Bebé""",Yng Lvcas and Peso Pluma,not found
"""Golden Hour""",Jvke,not found
