Title,Artist,Chords
"""Stick Season""",Noah Kahan,"['D/A', 'D6/A', 'E/B', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D/A', 'A', 'E', 'F#m', 'D/A', 'E/B', 'A', 'E', 'F#m', 'D/A', 'D6/A', 'A', 'E', 'F#m', 'D/A', 'A', 'E', 'F#m', 'D/A', 'A', 'E', 'F#m', 'D/A', 'E/B', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'E', 'A']"
"""Cruel Summer""",Taylor Swift,"['C', 'G', 'D', 'Bm', 'Bm', 'Em', 'Em', 'C', 'G', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'G', 'Bm', 'Em', 'C', 'G', 'Bm', 'Em', 'C', 'G', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'G', 'Bm', 'Em', 'C', 'G', 'Bm', 'Em', 'C', 'G', 'G', 'Bm', 'Em', 'C', 'G', 'Bm', 'Em', 'C', 'G', 'Bm', 'Em', 'C', 'G', 'Bm', 'Em', 'C', 'G', 'G', 'Bm', 'Em', 'C', 'G', 'Bm', 'Em', 'C', 'G']"
"""Greedy""",Tate McRae,"['F#m', 'F#m', 'F#m', 'F#m', 'F#m', 'F#m', 'D', 'Bm', 'F#m', 'E', 'D', 'Bm', 'F#m', 'E', 'D', 'Bm', 'F#m', 'E', 'D', 'Bm', 'F#m', 'E', 'D', 'Bm', 'F#m', 'E', 'D', 'Bm', 'F#m', 'E', 'D', 'Bm', 'F#m', 'E', 'D', 'Bm', 'F#m', 'E', 'D', 'Bm', 'F#m', 'E', 'D', 'Bm', 'F#m', 'E', 'D', 'Bm', 'F#m', 'E', 'D', 'Bm', 'F#m', 'E']"
"""Like That""","Future, Metro Boomin and Kendrick Lamar",not found
"""Birds of a Feather""",Billie Eilish,"['D', 'D', 'Bm', 'Em', 'A', 'D', 'Bm', 'Em', 'A', 'D', 'Bm', 'Em', 'A', 'D', 'Bm', 'Em', 'A', 'D', 'Bm', 'Em', 'A', 'D', 'Bm', 'Em', 'A', 'D', 'Bm', 'Em', 'A', 'D', 'Bm', 'Em', 'A', 'D', 'Bm', 'Em', 'A', 'D', 'Bm', 'Em', 'A', 'D', 'Bm', 'Em', 'A']"
"""Please Please Please""",Sabrina Carpenter,"['G', 'F#m', 'Em', 'C', 'Bm', 'Am', 'G', 'D', 'G', 'E7', 'Am', 'C', 'Bm', 'D', 'G', 'E7', 'Am', 'C', 'Bm', 'D', 'G', 'Bm/F#', 'Em', 'C', 'Bm', 'Am', 'G', 'D', 'G', 'Bm/F#', 'Em', 'C', 'Bm', 'Am', 'G', 'D', 'Bb', 'G7', 'Cm', 'Eb', 'Dm', 'F', 'G', 'Bm/F#', 'Em', 'C', 'Bm', 'Am', 'G', 'D', 'G', 'Bm/F#', 'Em', 'C', 'Bm', 'Am', 'G', 'D', 'C', 'D', 'G', 'B7', 'C', 'D', 'G', 'B7', 'C', 'D', 'G', 'G/F#', 'Em', 'D', 'C', 'Cm', 'G']"
"""Agora Hills""",Doja Cat,not found
"""Good Luck, Babe!""",Chappell Roan,"['G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'Em9', 'Em', 'Em9', 'Em', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'Em9', 'Em', 'Em9', 'Em', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'Em9', 'Em', 'Em9', 'Em', 'Em9', 'Em', 'Em9', 'Em', 'Em9', 'Em', 'Em9', 'Em', 'Em9', 'Em', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'D', 'Bm', 'D', 'Bm', 'D', 'Bm', 'G']"
"""Saturn""",SZA,"['C#maj7', 'C#maj7sus2', 'D#m7', 'C#maj7', 'C#maj7sus2', 'D#m7', 'C#maj7', 'A#m7', 'D#m7', 'G#7', 'C#maj7', 'C#maj7sus2', 'D#m7', 'C#maj7', 'C#maj7sus2', 'D#m7', 'C#maj7', 'C#maj7sus2', 'D#m7', 'C#maj7', 'C#maj7sus2', 'D#m7', 'C#maj7', 'D#m7', 'G#7', 'C#maj7', 'C#maj7sus2', 'D#m7', 'C#maj7', 'C#maj7sus2', 'D#m7', 'D#m7', 'C#maj7', 'C#maj7sus2', 'D#m7', 'C#maj7', 'C#maj7sus2', 'D#m7', 'C#maj7', 'C#maj7sus2', 'D#m7', 'C#maj7', 'C#maj7sus2', 'D#m7', 'C#maj7', 'D#m7', 'G#7', 'C#maj7', 'D#m7', 'G#7', 'C#maj7', 'D#m7', 'G#7']"
"""Snooze""",SZA,"['Dm7', 'Em7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7', 'Dm7', 'Em7', 'Fmaj7']"
"""Paint the Town Red""",Doja Cat,not found
"""Fortnight""",Taylor Swift featuring Post Malone,"['E', 'F#', 'D#m', 'G#m', 'B', 'E', 'F#', 'D#m', 'G#m', 'E', 'F#', 'D#m', 'G#m', 'E', 'F#', 'D#m', 'G#m', 'E', 'F#', 'B', 'G#m', 'E', 'F#', 'B', 'G#m', 'E', 'F#', 'B', 'G#m', 'E', 'F#', 'D#m', 'G#m', 'E', 'F#', 'D#m', 'G#m', 'E', 'F#', 'D#m', 'G#m', 'E', 'F#', 'B', 'G#m', 'E', 'F#', 'B', 'G#m', 'E', 'F#', 'B', 'G#m', 'E', 'F#', 'B', 'G#m', 'E', 'F#', 'B', 'G#m', 'E', 'B', 'D#m', 'G#m', 'E', 'B', 'D#m', 'G#m', 'E', 'B', 'D#m', 'G#m', 'E', 'B', 'D#m', 'G#m', 'E', 'B', 'D#m', 'G#m', 'E', 'B', 'D#m', 'G#m', 'E', 'B', 'D#m', 'G#m', 'E', 'B', 'D#m', 'G#m']"
"""Fast Car""",Luke Combs,"['Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'D', 'C', 'G', 'Em', 'D', 'C', 'Em', 'D', 'C', 'Em', 'D', 'C', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'D', 'C', 'G', 'Em', 'D', 'C', 'Em', 'D', 'C', 'Em', 'D', 'C', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'D', 'C', 'G', 'Em', 'D', 'C', 'Em', 'D', 'C', 'Em', 'D', 'C', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G', 'Em', 'D', 'Cmaj7', 'G']"
"""Water""",Tyla,"['Dm7', 'Dm7', 'Em7', 'Em7', 'Dm7', 'Dm7', 'Em7', 'Em7', 'Dm7', 'Em7', 'Dm7', 'Em7', 'Dm7', 'Em7', 'Dm7', 'Em7', 'Dm7', 'Em7', 'Dm7', 'Em7', 'Dm7', 'Em7', 'Dm7', 'Em7', 'Em7', 'Dm7', 'Dm7', 'Em7', 'Em7', 'Dm7', 'Dm7', 'Em7', 'Em7', 'Dm7', 'Em7', 'Dm7', 'Em7', 'Dm7', 'Em7', 'Dm7', 'Em7', 'Dm7', 'Em7', 'Dm7', 'Em7', 'Em7', 'Dm7', 'Dm7', 'Em7', 'Em7', 'Dm7', 'Dm7', 'Em7', 'Em7', 'Dm7', 'Dm7', 'Em7', 'Em7', 'Dm7', 'Dm7', 'Em7', 'Em7', 'Dm7', 'Dm7', 'Em7', 'Em7', 'Dm7', 'Dm7', 'Em7', 'Em7', 'Dm7', 'Dm7', 'Em7', 'Em7', 'Dm7', 'Dm7', 'Em7', 'Em7']"
"""Feather""",Sabrina Carpenter,"['Bm7', 'Amaj7', 'F#7', 'Bm7', 'Amaj7', 'F#7', 'Bm7', 'Amaj7', 'F#7', 'Bm7', 'Amaj7', 'F#7', 'Bm7', 'Amaj7', 'F#7', 'Bm7', 'Amaj7', 'F#7', 'Bm7', 'Amaj7', 'F#7', 'Bm7', 'Amaj7', 'F#7', 'Bm7', 'Amaj7', 'F#7', 'Bm7', 'Amaj7', 'F#7', 'Bm7', 'Amaj7', 'F#7', 'Bm7', 'Amaj7', 'F#7', 'Bm7', 'Amaj7', 'F#7', 'Bm7', 'Amaj7', 'Bm7', 'Amaj7', 'F#7', 'Bm7', 'Amaj7', 'F#7', 'Bm7', 'Amaj7', 'F#7', 'Bm7', 'Amaj7', 'F#7', 'Bm7', 'Amaj7', 'F#7', 'Bm7', 'Amaj7', 'F#7', 'Bm7', 'Amaj7', 'F#7', 'Bm7', 'Amaj7', 'F#7', 'Bm7', 'Amaj7', 'F#7']"
"""We Can't Be Friends (Wait for Your Love)""",Ariana Grande,"['D', 'D', 'G', 'D', 'G', 'D', 'A', 'G', 'Bm', 'A', 'G', 'D', 'G', 'D', 'G', 'Bm', 'A', 'G', 'D', 'G', 'D', 'G', 'D', 'A', 'G', 'Bm', 'A', 'G', 'D', 'G', 'D', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'D', 'G', 'D', 'G', 'Bm', 'A', 'G', 'D', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G']"
"""Austin""",Dasha,"['Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G']"
"""Last Night""",Morgan Wallen,not found
"""Cowgirls""",Morgan Wallen featuring Ernest,"['F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E']"
