Title,Artist,Chords
"""Wait for U""",Future featuring Drake and Tems,not found
"""About Damn Time""",Lizzo,"['Bbm/Eb', 'Ab/Bb', 'Bmaj7', 'Bbm7', 'Abm7', 'Gbmaj7', 'Bbm', 'Ab', 'Ebm7', 'Bbm/Eb', 'Ab/Bb', 'Bbm/Eb', 'Ab/Bb', 'Bbm/Eb', 'Bbm/Eb', 'Bbm/Eb', 'Ab/Bb', 'Bmaj7', 'Bbm7', 'Abm7', 'Bmaj7', 'Bbm7', 'Abm7', 'Bmaj7', 'Bbm7', 'Abm7', 'Gbmaj7', 'Bbm/Eb', 'Gbmaj7', 'Ab', 'Ab/Bb', 'Bbm/Eb', 'Gbmaj7', 'Ab', 'Ab/Bb', 'Ab/Bb', 'Bbm/Eb', 'Bbm/Eb', 'Bbm/Eb', 'Bbm/Eb', 'Ab/Bb', 'Bmaj7', 'Bbm7', 'Abm7', 'Bmaj7', 'Bbm7', 'Abm7', 'Bmaj7', 'Bbm7', 'Abm7', 'Gbmaj7', 'Ab/Bb', 'Bbm/Eb', 'Gbmaj7', 'Ab', 'Ab/Bb', 'Bbm/Eb', 'Gbmaj7', 'Ab', 'Ab/Bb', 'Bbm', 'Gbmaj7', 'Ab', 'Ab/Bb', 'Bbm/Eb', 'Ab', 'Bbm/Eb', 'Fm7', 'Ebm7', 'Fm7', 'Bbm/Eb', 'Ab/Bb', 'Bbm/Eb', 'Ab', 'Bbm/Eb', 'Fm7', 'Ebm7', 'Fm7', 'Bbm', 'Ab/Bb', 'Ab/Bb', 'Bbm/Eb', 'Ab/Bb']"
"""Bad Habits""",Ed Sheeran,"['Bm', 'Dmaj7', 'Gsus2', 'A', 'Em7', 'G', 'D', 'F#m', 'Bm', 'Dmaj7', 'Gsus2', 'A', 'Bm', 'Dmaj7', 'Gsus2', 'A', 'Bm', 'Dmaj7', 'Gsus2', 'A', 'Bm', 'Dmaj7', 'Gsus2', 'A', 'Bm', 'Dmaj7', 'Em7', 'Bm', 'Dmaj7', 'Gsus2', 'A', 'Bm', 'Dmaj7', 'Em7', 'G', 'Bm', 'Dmaj7', 'Gsus2', 'A', 'Bm', 'Dmaj7', 'Em7', 'G', 'Bm', 'Dmaj7', 'Gsus2', 'A', 'Bm', 'Dmaj7', 'Em7', 'G', 'A', 'Bm', 'Bm', 'Dmaj7', 'Gsus2', 'A', 'Bm', 'Dmaj7', 'Gsus2', 'A', 'Bm', 'Dmaj7', 'Gsus2', 'A', 'Bm', 'Dmaj7', 'Em7', 'Bm', 'Dmaj7', 'Gsus2', 'A', 'Bm', 'Dmaj7', 'Em7', 'G', 'Bm', 'Dmaj7', 'Gsus2', 'A', 'Bm', 'Dmaj7', 'Em7', 'G', 'Bm', 'Dmaj7', 'Gsus2', 'A', 'Bm', 'Dmaj7', 'Em7', 'G', 'Bm', 'Dmaj7', 'F#m', 'G', 'A', 'Bm', 'Dmaj7', 'F#m', 'Em7', 'Bm', 'Dmaj7', 'Gsus2', 'A', 'Bm', 'Dmaj7', 'Em7', 'G', 'Bm', 'Dmaj7', 'Gsus2', 'A', 'Bm', 'Dmaj7', 'Em7', 'G', 'Bm', 'Dmaj7', 'Gsus2', 'A', 'Bm', 'Dmaj7', 'Em7', 'G', 'A', 'Bm', 'Bm', 'Dmaj7', 'Gsus2', 'A', 'Bm', 'Dmaj7', 'Em7', 'G']"
"""Thats What I Want""",Lil Nas X,"['C#m', 'F#m', 'G#m', 'B', 'E', 'A', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'F#m', 'A', 'G#', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'F#m', 'A', 'G#', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'F#m', 'A', 'G#', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'G#', 'G#', 'G#', 'G#', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'F#m', 'A', 'G#', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'F#m', 'A', 'G#', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'F#m', 'A', 'G#', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'G#', 'G#', 'G#', 'G#', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'G#', 'G#', 'G#', 'G#']"
"""Enemy""",Imagine Dragons and JID,"['Gmaj7', 'F#7', 'Gmaj7', 'F#7', 'Gmaj7', 'F#7', 'Gmaj7', 'F#7', 'Gmaj7', 'F#7', 'Gmaj7', 'F#7', 'Gmaj7', 'F#7', 'Gmaj7', 'F#7', 'Gmaj7', 'F#7', 'Gmaj7', 'F#7', 'Gmaj7', 'F#7', 'Gmaj7', 'F#7', 'Gmaj7', 'F#7', 'Gmaj7', 'F#7', 'Gmaj7', 'F#7', 'Gmaj7', 'F#7', 'Gmaj7', 'F#7', 'Gmaj7', 'F#7', 'Gmaj7', 'F#7', 'Gmaj7', 'F#7', 'Gmaj7', 'F#7', 'F#7', 'Gmaj7', 'F#7', 'Gmaj7', 'F#7', 'Gmaj7', 'F#7', 'Gmaj7', 'F#7', 'Gmaj7', 'F#7']"
"""Industry Baby""",Lil Nas X and Jack Harlow,"['Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm', 'Abm', 'Bb', 'Ebm', 'Ebm']"
"""ABCDEFU""",Gayle,"['E', 'G#', 'C#m', 'A', 'E', 'G#', 'C#m', 'A', 'E', 'G#', 'C#m', 'A', 'E', 'G#', 'C#m', 'A', 'E', 'G#', 'C#m', 'A', 'E', 'G#', 'C#m', 'A', 'E', 'G#m', 'C#m', 'A', 'E', 'G#', 'C#m', 'E', 'G#', 'C#m', 'Asus2', 'E', 'G#', 'C#m', 'Asus2', 'E', 'G#', 'C#m', 'Asus2', 'E', 'E', 'G#', 'C#m', 'A', 'E', 'G#', 'C#m', 'A', 'E', 'G#m', 'C#m', 'A', 'E', 'G#', 'C#m', 'A', 'E', 'G#', 'C#m', 'Asus2', 'E', 'G#', 'C#m', 'Asus2', 'E', 'G#', 'C#m', 'Asus2', 'E', 'G#', 'C#m', 'Asus2', 'E', 'E', 'G#', 'C#m', 'A', 'E', 'G#', 'C#m', 'A']"
"""Need to Know""",Doja Cat,"['Bbm', 'B', 'Bbm', 'B', 'B', 'Bbm', 'Bbm', 'B', 'B', 'Bbm', 'B', 'Bbm', 'Bbm', 'B', 'B', 'Bbm', 'B', 'Bbm', 'Bbm', 'B', 'B', 'Bbm', 'Bbm', 'B', 'B', 'Bbm', 'Bbm', 'B', 'B', 'Bbm', 'Bbm', 'Bbm', 'B', 'B', 'B', 'Bbm', 'Bbm', 'Bbm', 'B', 'B', 'B', 'Bbm', 'Bbm', 'Bbm', 'B', 'B', 'Bbm', 'Bbm', 'Bbm', 'B', 'B', 'Bbm', 'B', 'Bbm', 'Bbm', 'B', 'B', 'Bbm', 'B', 'Bbm', 'B', 'Bbm', 'B', 'Bbm', 'Bbm', 'B', 'B', 'Bbm', 'Bbm', 'B', 'B', 'Bbm', 'B', 'B', 'Bbm', 'B', 'B', 'Bbm', 'Bbm', 'B', 'B', 'Bbm', 'B', 'Bbm', 'Bbm', 'B', 'B', 'Bbm', 'B']"
"""Wasted on You""",Morgan Wallen,"['A', 'A#dim', 'Bm', 'G', 'D', 'A', 'A#dim', 'Bm', 'G', 'D', 'A', 'A#dim', 'Bm', 'G', 'D', 'A', 'A#dim', 'Bm', 'G', 'D', 'A', 'A#dim', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'A#dim', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'A#dim', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'A#dim', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'A#dim', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'A#dim', 'Bm', 'G', 'D', 'A', 'A#dim', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'A#dim', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'A#dim', 'Bm', 'G', 'D', 'A', 'A#dim', 'Bm', 'G', 'D', 'A', 'A#dim', 'Bm', 'G', 'D', 'A', 'A#dim', 'Bm']"
"""Me Porto Bonito""",Bad Bunny and Chencho Corleone,not found
"""Woman""",Doja Cat,"['Fm', 'Gm', 'Fm', 'Gm', 'Fm', 'Gm', 'Fm', 'Gm', 'Fm', 'G', 'Gm', 'Fm', 'Gm', 'Fm', 'Gm', 'Fm', 'Gm', 'Fm', 'G', 'Gm', 'Fm', 'Gm', 'Fm', 'Gm', 'Fm', 'Gm', 'Fm', 'G', 'Gm', 'Fm', 'Gm', 'Fm', 'Gm', 'Fm', 'G', 'Gm', 'Fm', 'G', 'Gm', 'Fm', 'Gm', 'Fm', 'Gm', 'Fm', 'Gm', 'Fm', 'Fm', 'Gm', 'Fm', 'Gm', 'Fm', 'Gm', 'Fm', 'Gm', 'Fm', 'Fm', 'Gm', 'Fm', 'Gm', 'Fm', 'Gm', 'Fm', 'Gm', 'Fm', 'Gm', 'Fm', 'Gm', 'Fm', 'Gm', 'Fm', 'Gm', 'Fm', 'Gm', 'Fm', 'Gm', 'Fm', 'Gm', 'Fm', 'Gm', 'Fm', 'Gm', 'Fm', 'Gm']"
"""Tití Me Preguntó""",Bad Bunny,not found
"""Running Up That Hill (A Deal with God)""",Kate Bush,not found
"""We Don't Talk About Bruno""","Carolina Gaitán, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie 
Beatriz and the *Encanto* cast",not found
"""Late Night Talking""",Harry Styles,"['Gm7', 'Cm7', 'F7', 'Bb', 'D7', 'Gm7', 'Cm7', 'F7', 'Bb', 'D7', 'Gm7', 'Cm7', 'F7', 'Bb', 'D7', 'Cm7', 'Bb', 'Cm7', 'Bb', 'Dm7', 'Gm7', 'Cm7b5', 'Bbmaj7', 'Gm7', 'Cm7', 'F7', 'Bb', 'D7', 'Cm7', 'Bb', 'Cm7', 'Bb', 'Dm7', 'Gm7', 'Cm7b5', 'Bbmaj7', 'Cm7', 'Gm7', 'Cm7', 'Gm7', 'Dm7', 'Gm7', 'Cm7b5', 'Bbmaj7', 'Cm7', 'Gm7', 'Cm7']"
"""I Like You (A Happier Song)""",Post Malone featuring Doja Cat,"['Bbmaj7', 'C7', 'Fmaj7', 'Bbmaj7', 'C7', 'Fmaj7', 'F7', 'Bbmaj7', 'C7', 'Fmaj7', 'Bbmaj7', 'C7', 'Fmaj7', 'Bbmaj7', 'C7', 'Fmaj7', 'Bbmaj7', 'C7', 'Fmaj7', 'F7', 'Bbmaj7', 'C7', 'Fmaj7', 'Bbmaj7', 'C7', 'Fmaj7', 'F7', 'Bbmaj7', 'C7', 'Fmaj7', 'Bbmaj7', 'C7', 'Fmaj7', 'F7', 'Bbmaj7', 'C7', 'Fmaj7', 'Bbmaj7', 'C7', 'Fmaj7', 'F7', 'Bbmaj7', 'C7', 'Fmaj7', 'Dm7', 'Bbmaj7', 'C7', 'Fmaj7', 'F7', 'Bbmaj7', 'C7', 'Fmaj7', 'Bbmaj7', 'C7', 'Fmaj7', 'F7', 'Bbmaj7', 'C7', 'Fmaj7', 'Bbmaj7', 'C7', 'Fmaj7', 'F7', 'Bbmaj7', 'C7', 'Fmaj7', 'Bbmaj7', 'C7', 'Fmaj7', 'F7', 'Bbmaj7', 'C7', 'Fmaj7', 'Bbmaj7', 'C7', 'Fmaj7', 'F7', 'Bbmaj7', 'C7', 'Fmaj7', 'Bbmaj7', 'C7', 'Fmaj7', 'F7', 'Bbmaj7', 'C7', 'Fmaj7', 'Bbmaj7', 'C7', 'Fmaj7', 'F7', 'Bbmaj7', 'C7', 'Fmaj7', 'Bbmaj7', 'C7', 'Fmaj7', 'F7', 'Bbmaj7', 'C7', 'Fmaj7', 'Bbmaj7', 'C7', 'Fmaj7', 'F7', 'Bbmaj7', 'C7', 'Fmaj7', 'Bbmaj7', 'C7', 'Fmaj7', 'F7', 'Bbmaj7', 'C7', 'Fmaj7', 'Bbmaj7', 'C7', 'Fmaj7', 'F7', 'Bbmaj7', 'C7', 'Fmaj7', 'Bbmaj7', 'C7', 'Fmaj7', 'F7', 'Bbmaj7', 'C7', 'Fmaj7', 'Bbmaj7', 'C7', 'Fmaj7', 'Bbmaj7', 'C7', 'Fmaj7']"
"""You Proof""",Morgan Wallen,"['D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A', 'D', 'F#m', 'A']"
"""Bad Habit""",Steve Lacy,"['Dbmaj7', 'Bbm9', 'Eb6', 'Dbmaj7', 'Eb6', 'Bbm9', 'Eb6', 'Dbmaj7', 'Eb6', 'Bbm9', 'Eb6', 'Dbmaj7', 'Eb6', 'Bbm9', 'Eb6', 'Dbmaj7', 'Eb6', 'Bbm9', 'Eb9', 'Eb6', 'Bbm9', 'Eb9', 'Dbmaj7', 'Eb6', 'Bbm9', 'Eb6', 'Dbmaj7', 'Eb6', 'Bbm9', 'Eb6', 'Dbmaj7', 'Eb6', 'Bbm9', 'Eb6', 'Dbmaj7', 'Eb6', 'Bbm9', 'Eb6', 'Dbmaj7', 'Eb6', 'Bbm9', 'Eb6', 'Dbmaj7', 'Eb6', 'Bbm9', 'Eb6', 'Dbmaj7', 'Eb6', 'Bbm9', 'Eb6', 'Dbmaj7', 'Eb9', 'Bbm9', 'Eb6', 'Dbmaj7', 'Eb9', 'Bbm9', 'Eb6', 'Dbmaj7', 'Eb9', 'Bbm9', 'Eb6', 'Dbmaj7', 'Eb9', 'Bbm9', 'Eb6', 'Dbmaj7', 'Eb6', 'Bbm9', 'Eb6', 'Dbmaj7', 'Eb6', 'Bbm9', 'Eb6', 'Dbmaj7', 'Eb6', 'Bbm9', 'Eb6', 'Dbmaj7', 'Eb6', 'Bbm9', 'Eb6', 'Dbmaj7', 'Eb6', 'Bbm9', 'Eb6', 'Dbmaj7', 'Eb6', 'Abmaj7', 'Dbmaj7', 'Ab11/Db', 'Gm7b5', 'Fm9', 'Abmaj7', 'Ab6', 'Gm7b5', 'Abmaj7', 'Dbmaj7', 'Ab11/Db', 'Gm7b5', 'Fm9', 'Abmaj7', 'Ab6', 'Gm7b5', 'Abmaj7', 'Dbmaj7', 'Ab11/Db', 'Gm7b5', 'Fm9', 'Abmaj7', 'Ab6', 'Gm7b5', 'Abmaj7', 'Dbmaj7', 'Ab11/Db', 'Gm7b5', 'Fm9', 'Abmaj7', 'Ab6', 'Gm7b5', 'Abmaj7', 'Dbmaj7', 'Ab11/Db', 'Gm7b5', 'Fm9', 'Abmaj7', 'Ab6', 'Gm7b5', 'Abmaj7', 'Dbmaj7', 'Ab11/Db', 'Gm7b5', 'Fm9', 'Abmaj7', 'Ab6', 'Gm7b5', 'Abmaj7', 'Dbmaj7', 'Ab11/Db', 'Gm7b5', 'Fm9', 'Abmaj7', 'Ab6', 'Gm7b5']"
"""Sunroof""",Nicky Youre and Dazy,"['Dmaj7', 'A', 'E', 'F#m', 'Dmaj7', 'A', 'E', 'Dmaj7', 'A', 'E', 'F#m', 'Dmaj7', 'A', 'E', 'F#m', 'Dmaj7', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E7', 'F#m', 'Dmaj7', 'A', 'E', 'F#m', 'Dmaj7', 'A', 'E', 'F#m', 'Dmaj7', 'A', 'E', 'F#m', 'Dmaj7', 'A', 'E', 'F#m', 'Dmaj7', 'A', 'E', 'F#m', 'Dmaj7', 'A', 'E', 'F#m', 'Dmaj7', 'A', 'E7', 'F#m', 'Dmaj7', 'A', 'E', 'F#m', 'Dmaj7', 'A', 'E', 'F#m', 'Dmaj7', 'A', 'E', 'F#m', 'Dmaj7', 'A', 'E', 'F#m']"
