Year,Rank,Title,Artist,UG_link,Chords,Harmony,Intervals,Interval_Variance,Main_Harmony,Main_Interval_Harmony
2015,61,"""7/11""",Beyoncé,not found,not found,not found,not found,not found,not found,not found
2015,62,"""The Heart Wants What It Wants""",Selena Gomez,not found,not found,not found,not found,not found,not found,not found
2015,63,"""Girl Crush""",Little Big Town,https://tabs.ultimate-guitar.com/tab/little-big-town/girl-crush-chords-1681054,"['C', 'C', 'Em', 'F', 'G', 'C', 'Em', 'F', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'C', 'Em', 'F', 'G', 'C', 'Em', 'F', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'C', 'Em', 'F']","[1, 1, 3, 4, 5, 1, 3, 4, 5, 6, 4, 1, 5, 6, 4, 1, 5, 6, 4, 1, 5, 6, 4, 1, 5, 1, 3, 4, 5, 1, 3, 4, 5, 6, 4, 1, 5, 6, 4, 1, 5, 6, 4, 1, 5, 6, 4, 1, 5, 1, 3, 4]","[0, 4, 1, 2, 5, 4, 1, 2, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 5, 4, 1, 2, 5, 4, 1, 2, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 2, -4, -5, -5, 5, 4, 1]",14.210688196847366,"(1, 5, 6, 4)","(-5, -5, 2, -4)"
2015,64,"""Slow Motion""",Trey Songz,https://tabs.ultimate-guitar.com/tab/trey-songz/slow-motion-chords-1723045,"['Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm', 'Am', 'Bb', 'F', 'Am', 'Bb', 'Dm']","[1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 6, 1, 5, 6, 1, 5, 6, 3, 5, 6, 1, 5, 6, 1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 6, 1, 5, 6, 3, 5, 6, 1]","[-5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 5, -5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 5, -5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 1, 4, -5, 1, 4, -5, 1, -5, 4, 1, 4, -5, 1, 4, -5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 5, -5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 5, -5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 1, 4, -5, 1, -5, 4, 1, 4]",14.427184466019417,"(5, 6, 3, 5, 6, 1)","(-5, 1, -5, 4, 1, 4)"
2015,65,"""Drag Me Down""",One Direction,not found,not found,not found,not found,not found,not found,not found
2015,66,"""Truffle Butter""",Nicki Minaj featuring Drake and Lil Wayne,not found,not found,not found,not found,not found,not found,not found
2015,67,"""One Last Time""",Ariana Grande,https://tabs.ultimate-guitar.com/tab/ariana-grande/one-last-time-chords-1513356,"['D', 'Dsus4', 'Asus4', 'A', 'Bm', 'A', 'D', 'D', 'Dsus4', 'D', 'G', 'Asus4', 'A', 'Bm', 'A', 'D', 'D', 'Dsus4', 'D', 'G', 'Asus4', 'A', 'Bm', 'A', 'D', 'D', 'Dsus4', 'D', 'G', 'Asus4', 'A', 'Bm', 'A', 'D', 'D', 'Dsus4', 'D', 'G', 'Asus4', 'A', 'Bm', 'A', 'D', 'D', 'Dsus4', 'D', 'G', 'Asus4', 'A', 'Bm', 'A', 'D', 'D', 'Dsus4', 'D', 'G', 'Asus4', 'A', 'Bm', 'A', 'D', 'D', 'Dsus4', 'D', 'G', 'Asus4', 'A', 'Bm', 'A', 'D', 'D', 'Dsus4', 'D', 'G', 'Asus4', 'A', 'Bm', 'A', 'D', 'D', 'Dsus4', 'D', 'G', 'Asus4', 'A', 'Bm', 'A', 'D', 'D', 'Dsus4', 'D', 'G', 'Asus4', 'A', 'Bm', 'A', 'D', 'D', 'Dsus4', 'D', 'G', 'Asus4', 'A', 'Bm', 'A', 'D', 'D', 'Dsus4', 'D', 'G', 'Asus4', 'A', 'Bm', 'A', 'D', 'D', 'Dsus4', 'D', 'G', 'Asus4', 'A', 'Bm', 'A', 'D', 'D-', 'Dsus4', 'D', 'G', 'Asus4', 'A', 'Bm', 'A', 'D', 'D', 'Dsus4', 'D', 'G', 'Asus4', 'A', 'Bm', 'A', 'D', 'D', 'Dsus4', 'D', 'G', 'Asus4', 'A', 'Bm', 'A', 'D', 'D', 'Dsus4', 'D', 'G', 'Asus4', 'A', 'Bm', 'A', 'D', 'D', 'Dsus4', 'D', 'G', 'Asus4', 'A', 'Bm', 'A', 'D', 'G', 'Asus4', 'A', 'Bm', 'A', 'D', 'D', 'Dsus4', 'D', 'G', 'Asus4', 'A', 'Bm', 'A', 'D', 'D', 'Dsus4', 'D', 'G', 'Asus4', 'A', 'Bm', 'A', 'D', 'D', 'Dsus4', 'D', 'G', 'Asus4', 'A', 'Bm', 'A', 'D', 'D', 'Dsus4', 'D', 'G', 'Asus4', 'A', 'Bm', 'A', 'D', 'D', 'Dsus4', 'D', 'G', 'Asus4', 'A', 'Bm', 'A', 'D', 'D', 'Dsus4', 'D', 'G', 'Asus4', 'A', 'Asus', 'Asus']","[1, 1, 5, 5, 6, 5, 1, 1, 1, 1, 4, 5, 5, 6, 5, 1, 1, 1, 1, 4, 5, 5, 6, 5, 1, 1, 1, 1, 4, 5, 5, 6, 5, 1, 1, 1, 1, 4, 5, 5, 6, 5, 1, 1, 1, 1, 4, 5, 5, 6, 5, 1, 1, 1, 1, 4, 5, 5, 6, 5, 1, 1, 1, 1, 4, 5, 5, 6, 5, 1, 1, 1, 1, 4, 5, 5, 6, 5, 1, 1, 1, 1, 4, 5, 5, 6, 5, 1, 1, 1, 1, 4, 5, 5, 6, 5, 1, 1, 1, 1, 4, 5, 5, 6, 5, 1, 1, 1, 1, 4, 5, 5, 6, 5, 1, 1, 1, 1, 4, 5, 5, 6, 5, 1, 1, 1, 1, 4, 5, 5, 6, 5, 1, 1, 1, 1, 4, 5, 5, 6, 5, 1, 1, 1, 1, 4, 5, 5, 6, 5, 1, 1, 1, 1, 4, 5, 5, 6, 5, 1, 1, 1, 1, 4, 5, 5, 6, 5, 1, 4, 5, 5, 6, 5, 1, 1, 1, 1, 4, 5, 5, 6, 5, 1, 1, 1, 1, 4, 5, 5, 6, 5, 1, 1, 1, 1, 4, 5, 5, 6, 5, 1, 1, 1, 1, 4, 5, 5, 6, 5, 1, 1, 1, 1, 4, 5, 5, 6, 5, 1, 1, 1, 1, 4, 5, 5, 5, 5]","[0, -5, 0, 2, -2, 5, 0, 0, 0, 5, 2, 0, 2, -2, 5, 0, 0, 0, 5, 2, 0, 2, -2, 5, 0, 0, 0, 5, 2, 0, 2, -2, 5, 0, 0, 0, 5, 2, 0, 2, -2, 5, 0, 0, 0, 5, 2, 0, 2, -2, 5, 0, 0, 0, 5, 2, 0, 2, -2, 5, 0, 0, 0, 5, 2, 0, 2, -2, 5, 0, 0, 0, 5, 2, 0, 2, -2, 5, 0, 0, 0, 5, 2, 0, 2, -2, 5, 0, 0, 0, 5, 2, 0, 2, -2, 5, 0, 0, 0, 5, 2, 0, 2, -2, 5, 0, 0, 0, 5, 2, 0, 2, -2, 5, 0, 0, 0, 5, 2, 0, 2, -2, 5, 0, 0, 0, 5, 2, 0, 2, -2, 5, 0, 0, 0, 5, 2, 0, 2, -2, 5, 0, 0, 0, 5, 2, 0, 2, -2, 5, 0, 0, 0, 5, 2, 0, 2, -2, 5, 0, 0, 0, 5, 2, 0, 2, -2, 5, 5, 2, 0, 2, -2, 5, 0, 0, 0, 5, 2, 0, 2, -2, 5, 0, 0, 0, 5, 2, 0, 2, -2, 5, 0, 0, 0, 5, 2, 0, 2, -2, 5, 0, 0, 0, 5, 2, 0, 2, -2, 5, 0, 0, 0, 5, 2, 0, 2, -2, 5, 0, 0, 0, 5, 2, 0, 0, 0]",5.249471171573289,"(1, 1, 1, 1, 4, 5, 5, 6, 5)","(0, 0, 0, 5, 2, 0, 2, -2, 5)"
2015,68,"""Chains""",Nick Jonas,https://tabs.ultimate-guitar.com/tab/nick-jonas/chains-chords-1509709,"['Em', 'Em', 'Em', 'Em', 'C', 'Em', 'G', 'Am', 'Em', 'C', 'G', 'Am', 'Em', 'C', 'Em', 'C', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'C', 'Em', 'G', 'Am', 'Em', 'C', 'G', 'Am', 'Em', 'C', 'Em', 'C', 'Em', 'Em', 'C', 'Em', 'C', 'Em', 'Am', 'C', 'Em', 'G', 'Am', 'Em', 'C', 'G', 'Am']","[1, 1, 1, 1, 6, 1, 3, 4, 1, 6, 3, 4, 1, 6, 1, 6, 1, 1, 1, 1, 1, 1, 6, 1, 3, 4, 1, 6, 3, 4, 1, 6, 1, 6, 1, 1, 6, 1, 6, 1, 4, 6, 1, 3, 4, 1, 6, 3, 4]","[0, 0, 0, -4, 4, 3, 2, -5, -4, -5, 2, -5, -4, 4, -4, 4, 0, 0, 0, 0, 0, -4, 4, 3, 2, -5, -4, -5, 2, -5, -4, 4, -4, 4, 0, -4, 4, -4, 4, 5, 3, 4, 3, 2, -5, -4, -5, 2]",12.447482638888888,"(1, 6)","(-4, 4)"
2015,69,"""All Eyes on You""",Meek Mill featuring Chris Brown and Nicki Minaj,not found,not found,not found,not found,not found,not found,not found
2015,70,"""No Type""",Rae Sremmurd,https://tabs.ultimate-guitar.com/tab/rae-sremmurd/no-type-chords-2038315,"['G', 'Bm', 'A', 'Em', 'G', 'Bm', 'A', 'Em', 'G', 'Bm', 'A', 'Em', 'G', 'Bm', 'A', 'Em', 'G', 'Bm', 'A', 'Em', 'G', 'Bm', 'A', 'Em', 'G', 'Bm', 'Bm', 'A', 'Em', 'Em', 'G', 'Bm', 'A', 'Em', 'G', 'Bm', 'A', 'Em', 'G', 'Bm', 'A', 'Em', 'G', 'Bm', 'A', 'Em', 'G', 'Bm', 'A', 'Em', 'G', 'Bm', 'A', 'Em', 'G', 'Bm', 'A', 'Em', 'G', 'Bm', 'A', 'Em', 'G', 'Bm', 'A', 'Em', 'G', 'Bm', 'A', 'Em', 'G', 'Bm', 'A', 'Em', 'G', 'Bm', 'A', 'Em', 'G', 'Bm', 'A', 'Em']","[1, 3, 2, 6, 1, 3, 2, 6, 1, 3, 2, 6, 1, 3, 2, 6, 1, 3, 2, 6, 1, 3, 2, 6, 1, 3, 3, 2, 6, 6, 1, 3, 2, 6, 1, 3, 2, 6, 1, 3, 2, 6, 1, 3, 2, 6, 1, 3, 2, 6, 1, 3, 2, 6, 1, 3, 2, 6, 1, 3, 2, 6, 1, 3, 2, 6, 1, 3, 2, 6, 1, 3, 2, 6, 1, 3, 2, 6, 1, 3, 2, 6]","[4, -2, -5, 3, 4, -2, -5, 3, 4, -2, -5, 3, 4, -2, -5, 3, 4, -2, -5, 3, 4, -2, -5, 3, 4, 0, -2, -5, 0, 3, 4, -2, -5, 3, 4, -2, -5, 3, 4, -2, -5, 3, 4, -2, -5, 3, 4, -2, -5, 3, 4, -2, -5, 3, 4, -2, -5, 3, 4, -2, -5, 3, 4, -2, -5, 3, 4, -2, -5, 3, 4, -2, -5, 3, 4, -2, -5, 3, 4, -2, -5]",13.220850480109739,"(3, 2, 6, 1)","(4, -2, -5, 3)"
2015,71,"""Riptide""",Vance Joy,https://tabs.ultimate-guitar.com/tab/vance-joy/riptide-chords-1173278,"['Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'D', 'G', 'C', 'Em', 'D', 'G', 'C', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G', 'Em', 'Dadd9', 'G']","[1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 6, 1, 7, 3, 6, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3, 1, 7, 3]","[-2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, 5, 4, -2, 5, 5, 4, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5, -3, -2, 5]",12.973068083883941,"(1, 7, 3)","(5, -3, -2)"
2015,72,"""Classic Man""",Jidenna featuring Roman GianArthur,https://tabs.ultimate-guitar.com/tab/jidenna/classic-man-chords-1756195,"['C', 'Em', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'Am', 'G', 'C', 'Em', 'Am', 'G', 'C', 'Em', 'Am', 'G', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'Am', 'G', 'C', 'Em', 'Am', 'G', 'C', 'Em', 'Am', 'G', 'C', 'Em', 'Am', 'G', 'C', 'Em', 'Am', 'G', 'C', 'Em', 'Am', 'G', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'Am', 'G', 'C', 'Em', 'Am', 'G', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'Am', 'G', 'C', 'Em', 'Am', 'G']","[1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 6, 5, 1, 3, 6, 5, 1, 3, 6, 5, 1, 3, 1, 3, 1, 3, 6, 5, 1, 3, 6, 5, 1, 3, 6, 5, 1, 3, 6, 5, 1, 3, 6, 5, 1, 3, 6, 5, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 6, 5, 1, 3, 6, 5, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 6, 5, 1, 3, 6, 5]","[4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, 5, -2, 5, 4, 5, -2, 5, 4, 5, -2, 5, 4, -4, 4, -4, 4, 5, -2, 5, 4, 5, -2, 5, 4, 5, -2, 5, 4, 5, -2, 5, 4, 5, -2, 5, 4, 5, -2, 5, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, 5, -2, 5, 4, 5, -2, 5, 4, -4, 4, -4, 4, -4, 4, -4, 4, 5, -2, 5, 4, 5, -2]",14.520689980205486,"(1, 3)","(4, -4)"
2015,73,"""Ex's & Oh's""",Elle King,https://tabs.ultimate-guitar.com/tab/elle-king/exs-and-ohs-chords-1714427,"['Em', 'B7', 'Em', 'B7', 'Em', 'B7', 'Em', 'B7', 'Em', 'B7', 'Em', 'B7', 'Em', 'B7', 'Em', 'B7', 'B7', 'Em', 'B7', 'Em', 'B7', 'Em', 'B7', 'Em', 'B7', 'Em', 'B7', 'Em', 'B7', 'B7', 'Em', 'B7', 'Em', 'B7', 'Em', 'Em', 'G', 'D', 'Em', 'B7', 'G', 'D', 'A', 'C', 'Em', 'B7', 'Em', 'B7', 'Em', 'B7', 'Em', 'B7', 'Em', 'B7', 'Em', 'B7', 'Em', 'B7', 'Em', 'B7', 'B7', 'Em', 'B7', 'Em', 'B7', 'Em', 'B7', 'Em', 'B7', 'Em', 'B7', 'Em', 'B7', 'B7', 'Em', 'B7', 'Em', 'B7', 'Em', 'Em', 'Em', 'G', 'D', 'Em', 'B7', 'G', 'D', 'A', 'C', 'G', 'D', 'Em', 'B7', 'G', 'D', 'A', 'C', 'Em', 'B7', 'Em', 'B7', 'Em', 'B7', 'Em', 'B7', 'B7', 'Em', 'B7', 'Em', 'B7', 'Em', 'Em', 'Em', 'Em', 'G', 'D', 'Em', 'B7', 'G', 'D', 'A', 'C', 'G', 'D', 'Em', 'B7', 'G', 'D', 'A', 'C', 'Em', 'B7', 'Em', 'B7', 'Em', 'B7', 'Em']","[1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 5, 1, 5, 1, 5, 1, 1, 3, 7, 1, 5, 3, 7, 4, 6, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 5, 1, 5, 1, 5, 1, 1, 1, 3, 7, 1, 5, 3, 7, 4, 6, 3, 7, 1, 5, 3, 7, 4, 6, 1, 5, 1, 5, 1, 5, 1, 5, 5, 1, 5, 1, 5, 1, 1, 1, 1, 3, 7, 1, 5, 3, 7, 4, 6, 3, 7, 1, 5, 3, 7, 4, 6, 1, 5, 1, 5, 1, 5, 1]","[-5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 0, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 0, 5, -5, 5, -5, 5, 0, 3, -5, 2, -5, -4, -5, -5, 3, 4, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 0, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 5, -5, 0, 5, -5, 5, -5, 5, 0, 0, 3, -5, 2, -5, -4, -5, -5, 3, -5, -5, 2, -5, -4, -5, -5, 3, 4, -5, 5, -5, 5, -5, 5, -5, 0, 5, -5, 5, -5, 5, 0, 0, 0, 3, -5, 2, -5, -4, -5, -5, 3, -5, -5, 2, -5, -4, -5, -5, 3, 4, -5, 5, -5, 5, -5, 5]",20.353806228373703,"(1, 5)","(-5, 5)"
2015,74,"""Dear Future Husband""",Meghan Trainor,https://tabs.ultimate-guitar.com/tab/meghan-trainor/dear-future-husband-chords-1520339,"['C', 'Am', 'F', 'G', 'C', 'C', 'Am', 'F', 'G', 'C', 'C', 'Am', 'F', 'G', 'C', 'C', 'Am', 'F', 'G', 'C', 'C', 'Am', 'F', 'G', 'C', 'C', 'Am', 'F', 'G', 'C', 'C', 'Am', 'F', 'G', 'C', 'C', 'Am', 'F', 'G', 'C', 'Db', 'Bbm', 'Gb', 'Ab', 'Db', 'Db', 'Bbm', 'Gb', 'Ab', 'Db', 'Db', 'Bbm', 'Gb', 'Ab', 'Db', 'Db', 'Bbm', 'Gb', 'Ab', 'Db', 'Db', 'Bbm', 'Gb', 'Ab', 'Db', 'Db', 'Bbm', 'Gb', 'Ab', 'Db', 'Gb', 'Ab', 'Db']","[1, 6, 4, 5, 1, 1, 6, 4, 5, 1, 1, 6, 4, 5, 1, 1, 6, 4, 5, 1, 1, 6, 4, 5, 1, 1, 6, 4, 5, 1, 1, 6, 4, 5, 1, 1, 6, 4, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-3, -4, 2, 5, 0, -3, -4, 2, 5, 0, -3, -4, 2, 5, 0, -3, -4, 2, 5, 0, -3, -4, 2, 5, 0, -3, -4, 2, 5, 0, -3, -4, 2, 5, 0, -3, -4, 2, 5, 1, -3, -4, 2, 5, 0, -3, -4, 2, 5, 0, -3, -4, 2, 5, 0, -3, -4, 2, 5, 0, -3, -4, 2, 5, 0, -3, -4, 2, 5, 5, 2, 5]",11.231288580246913,"(0, 0, 0, 0)","(2, 5, 0, -3, -4)"
2015,75,"""Marvin Gaye""",Charlie Puth featuring Meghan Trainor,https://tabs.ultimate-guitar.com/tab/charlie-puth/marvin-gaye-chords-1730348,"['E', 'C#m', 'A', 'B', 'E', 'E', 'E', 'C#m', 'A', 'B', 'E', 'G#', 'G#', 'C#m', 'F#', 'F#m', 'B', 'E', 'C#m', 'A', 'B', 'E', 'B', 'E', 'C#m', 'A', 'B', 'E', 'B', 'E', 'E', 'C#m', 'A', 'B', 'E', 'E', 'G#', 'G#', 'C#m', 'F#', 'F#m', 'B', 'E', 'C#m', 'A', 'B', 'E', 'E', 'C#m', 'A', 'B', 'E', 'B', 'E', 'C#m', 'A', 'B', 'E', 'A', 'B', 'E']","[1, 6, 4, 5, 1, 1, 1, 6, 4, 5, 1, 3, 3, 6, 2, 2, 5, 1, 6, 4, 5, 1, 5, 1, 6, 4, 5, 1, 5, 1, 1, 6, 4, 5, 1, 1, 3, 3, 6, 2, 2, 5, 1, 6, 4, 5, 1, 1, 6, 4, 5, 1, 5, 1, 6, 4, 5, 1, 4, 5, 1]","[-3, -4, 2, 5, 0, 0, -3, -4, 2, 5, 4, 0, 5, 5, 0, 5, 5, -3, -4, 2, 5, -5, 5, -3, -4, 2, 5, -5, 5, 0, -3, -4, 2, 5, 0, 4, 0, 5, 5, 0, 5, 5, -3, -4, 2, 5, 0, -3, -4, 2, 5, -5, 5, -3, -4, 2, 5, 5, 2, 5]",13.466666666666667,"(1, 6, 4, 5)","(-3, -4, 2, 5)"
